tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,sh10,in22,
747,,,,,,,,,,,,
748,,,,,|711_748_4_373_,,,,,,,
749,,,,,,,,,,,|746_749_10_386_,
750,,,,,,,,,,,,
751,,,,,,,,,,,,
752,,,,,,,|748_752_6_387_,,,,,
753,,,,,|714_753_4_375_,,,,,,,
754,,,,,,,|753_754_6_390_,,,|752_754_9_389_,|751_754_10_388_,
755,,,,,,,,,,,,
756,,,,,,,,,,,,
757,,,,,,,,,,,,
758,,,,,,,|754_758_6_391_,,,,,
759,,,,,,,,,,,,
760,,,,,,,|755_760_6_392_,,,,,
761,,,,,,,,,,,,
762,,,,,,,,,,,,
763,,,,,,,,,,,,
764,,,,,,,,,,,,
765,,,,,,,,,,|763_765_9_393_,,
766,,,,,,,,,,,,
767,,,,,|727_767_4_380_,,,,,,,
768,,,,,,,,,,,,
769,,,,,,,|764_769_6_394_,,,,,
770,,,,,,,|765_770_6_395_,,,,,
771,,,,,,,,,,,,
772,,,,,,,,,,,,
773,,,,,,,,,,,,
774,,,,,,,,,,,,
775,,,,,,,,,,,,
776,,,,,,,,,,,,
777,,,,,,,,,,,,
778,,,,,,,,,,,,
779,,,,,,,,,,,,
780,,,,,|767_780_4_396_|780_780_4_399_,,,,,,,
781,,,,,,,,,,,,
782,,,,,,,,,,,,
783,,,,,,,,,,,,
784,,,,,,,,,,,|781_784_10_400_,
785,,,,,,,,,,,,
786,,,,,,,,,,,,
787,,,,,,,,,,,,
788,,,,,,,,,,,,
789,,,,,,,,,,,,
790,,,,,|783_790_4_401_,,,,,,|787_790_10_403_,
791,,,,,,,,,,,,
792,,,,,,,,,,,|788_792_10_404_|789_792_10_405_,
793,,,,,,,,,,,,
794,,,,,,,,,,,,
795,,,,,,,|790_795_6_406_,,,,,
796,,,,,,,,,,,,
797,,,,,,,,,,,,
798,,,,,,,,,,,,
799,,,,,,,|795_799_6_407_,,,,|796_799_10_408_,
800,,,,,,,,,,,,
801,,,,,|784_801_4_402_,,,,,,|798_801_10_409_,
802,,,,,|801_802_4_411_,,,,,,,
803,,,,,,,,,,,|800_803_10_410_,
804,,,,,,,,,,,,
805,,,,,|804_805_4_413_,,,,,,,
806,,,,,,,|803_806_6_412_,,,,,
807,,,,,,,,,,,,
808,,,,,|807_808_4_415_,,,,,,,
809,,,,,,,,,,,|805_809_10_414_,
810,,,,,,,,,,,,
811,,,,,,,,,,,,
812,,,,,,,,,,,,
813,,,,,,,|811_813_6_416_,,,,,
814,,,,,,,,,,,,
815,,,,,|777_815_4_397_,,,,,,,
816,,,,,,,,,,|815_816_9_417_,,
817,,,,,,,,,,,,
818,,,,,,,,,,,,
819,,,,,|779_819_4_398_,,,,,,,
820,,,,,,,,,,,|816_820_10_418_,
821,,,,,,,,,,|820_821_9_420_,|817_821_10_419_,
822,,,,,,,,,,,,
823,,,,,,,,,,,,
824,,,,,,,,,,,,
825,,,,,,,,,,,,
826,,,,,,,,,,,,
827,,,,,,,,,,,,
828,,,,,,,,,,,,
829,,,,,|828_829_4_421_,,,,,,,
830,,,,,,,,,,,,
831,,,,,,,,,,,,
832,,,,,,,,,,|831_832_9_422_,,
833,,,,,,,,,,,,
834,,,,,,,|832_834_6_423_,,,,,
835,,,,,,,,,,,,
836,,,,,,,,,,,,
837,,,,,,,,,,,,
838,,,,,,,,,,|837_838_9_424_,,
839,,,,,,,,,,,,
840,,,,,,,,,,,,
841,,,,,,,,,,,,
842,,,,,,,|839_842_6_425_,,,,,
843,,,,,,,,,,,,
844,,,,,,,|841_844_6_426_,,,,,
845,,,,,,,,,,,,
846,,,,,,,,,,,,
847,,,,,,,,,,|846_847_9_427_,,
848,,,,,,,,,,,,
849,,,,,,,,,,,,
850,,,,,,,,,,,,
851,,,,,,,,,,,,
852,,,,,,,|849_852_6_428_,,,,,
853,,,,,,,,,,,,
854,,,,,,,,,,,,
855,,,,,,,,,,,,
856,,,,,,,,,,,,
857,,,,,,,,,,,,
858,,,,,,,,,,,,
859,,,,,,,,,,,,
860,,,,,|859_860_4_430_,,,,,,,
861,,,,,,,,,,,,
862,,,,,,,,,,,|858_862_10_429_,
863,,,,,,,,,,,,
864,,,,,,,,,,,|860_864_10_431_,
865,,,,,,,,,,,|861_865_10_432_,
866,,,,,,,,,,|865_866_9_433_,,
867,,,,,,,,,,,,
868,,,,,,,,,,,,
869,,,,,,,,,,,,
870,,,,,,,,,,|868_870_9_434_,|869_870_10_435_,
871,,,,,,,,,,,,
872,,,,,,,,,,,,
873,,,,,,,,,,,|872_873_10_436_,
874,,,,,,,,,,,,
875,,,,,,,,,,,,
876,,,,,,,,,,,,
877,,,,,|873_877_4_437_,,,,,,,
878,,,,,,,,,,,,
879,,,,,,,,,,,,
880,,,,,|876_880_4_438_,,,,,,,
881,,,,,,,,,,,|880_881_10_440_,
882,,,,,|878_882_4_439_,,,,,,,
883,,,,,,,,,,,,
884,,,,,,,|881_884_6_441_,,,,,
885,,,,,,,|882_885_6_442_,,,,,
886,,,,,,,,,,,,
887,,,,,,,,,,,,
888,,,,,,,,,,,,
889,,,,,,,,,,|887_889_9_443_,,
890,,,,,,,,,,,,
891,,,,,,,,,,,,
892,,,,,,,,,,,,
893,,,,,,,,,,,,
894,,,,,|890_894_4_444_,,,,,,,
895,,,,,,,,,,|893_895_9_445_,,
896,,,,,,,,,,,,
897,,,,,,,,,,|895_897_9_446_,,
898,,,,,,,,,,,,
899,,,,,,,|896_899_6_447_,,,,,
900,,,,,,,,,,|898_900_9_448_,,
901,,,,,,,,,,,,
902,,,,,,,,,,,,
903,,,,,,,,,,|901_903_9_449_,,
904,,,,,,,,,,,|903_904_10_450_,
905,,,,,,,,,,,|904_905_10_451_,
906,,,,,,,,,,,,
907,,,,,,,,,,,,
908,,,,,,,,,,,|907_908_10_453_,
909,,,,,|905_909_4_452_,,,,,,,
910,,,,,,,,,,|908_910_9_454_,,
911,,,,,,,,,,,|910_911_10_456_,
912,,,,,,,,,,,,
913,,,,,|909_913_4_455_,,,,,,,
914,,,,,,,,,,,,
915,,,,,,,,,,,,
916,,,,,,,|912_916_6_457_,,,,,
917,,,,,,,,,,,,
918,,,,,,,,,,,,
919,,,,,,,,,,|917_919_9_458_,,
920,,,,,,,,,,,,
921,,,,,,,,,,,,
922,,,,,,,|918_922_6_459_,,,|920_922_9_461_,,
923,,,,,|919_923_4_460_,,,,,,,
924,,,,,,,,,,,|923_924_10_462_,
925,,,,,,,,,,,,
926,,,,,,,,,,,,
927,,,,,,,,,,,,
928,,,,,,,,,,,,
929,,,,,,,,,,,,
930,,,,,,,,,,,,
931,,,,,,,,,,,,
932,,,,,,,,,,,,
933,,,,,,,,,,,,
934,,,,,,,,,,,,
935,,,,,,,,,,,|934_935_10_463_,
936,,,,,,,,,,,|935_936_10_464_,
937,,,,,,,,,,,,
938,,,,,,,,,,|936_938_9_465_,,
939,,,,,,,,,,,,
940,,,,,,,,,,,,
941,,,,,,,,,,,,
942,,,,,|938_942_4_466_,,,,,,,
943,,,,,,,,,,,,
944,,,,,|940_944_4_467_,,,,,,,
945,,,,,,,,,,,,
946,,,,,,,|943_946_6_468_,,,,,
947,,,,,,,,,,,,
948,,,,,,,,,,,,
949,,,,,,,,,,|947_949_9_469_,,
950,,,,,,,,,,,,
951,,,,,,,|948_951_6_470_,,,,,
952,,,,,,,,,,,,
953,,,,,,,,,,,,
954,,,,,,,,,,,,
955,,,,,,,,,,,,
956,,,,,,,,,,,|955_956_10_471_,
957,,,,,,,,,,,,
958,,,,,,,,,,,,
959,,,,,,,,,,,,
960,,,,,,,,,,,,
961,,,,,,,,,,,,
962,,,,,,,,,,,,
963,,,,,|959_963_4_472_,,|960_963_6_473_,,,,,
964,,,,,,,,,,,,
965,,,,,|961_965_4_474_,,,,,,,
966,,,,,,,,,,,,
967,,,,,,,,,,,|966_967_10_475_,
968,,,,,,,,,,,,
969,,,,,,,,,,|967_969_9_476_,,
970,,,,,,,,,,,,
971,,,,,,,|968_971_6_477_,,,,,
972,,,,,,,,,,,,
973,,,,,,,,,,,,
974,,,,,,,,,,,,
975,,,,,|971_975_4_478_,,,,,,|974_975_10_479_,
976,,,,,,,,,,,,
977,,,,,,,,,,,,
978,,,,,,,,,,,|977_978_10_481_,
979,,,,,,,|975_979_6_480_,,,,,
980,,,,,,,,,,,,
981,,,,,,,,,,,,
982,,,,,,,,,,,,
983,,,,,,,,,,,,
984,,,,,,,,,,,,
985,,,,,,,,,,,,
986,,,,,,,,,,,,
987,,,,,,,,,,,,
988,,,,,,,,,,,,
989,,,,,,,,,,,,
990,,,,,,,,,,,,
991,,,,,|987_991_4_482_,,,,,|989_991_9_483_,,
992,,,,,,,,,,,,
993,,,,,,,,,,,,
994,,,,,,,,,,,,
995,,,,,,,,,,,|994_995_10_485_,
996,,,,,,,,,,,,
997,,,,,|993_997_4_484_,,,,,|995_997_9_486_,,
998,,,,,,,,,,,,
999,,,,,,,,,,,,
1000,,,,,|996_1000_4_487_,,,,,,,
1001,,,,,,,,,,,,
1002,,,,,,,,,,,,
1003,,,,,,,|1000_1003_6_488_,,,,,
1004,,,,,,,|1001_1004_6_489_,,,,,
1005,,,,,,,,,,|1003_1005_9_490_,,
1006,,,,,,,,,,,,
1007,,,,,,,,,,,|1006_1007_10_492_,
1008,,,,,,,|1005_1008_6_491_,,,,,
1009,,,,,,,,,,,,
1010,,,,,,,|1007_1010_6_493_,,,,,
1011,,,,,,,,,,,,
1012,,,,,|1008_1012_4_494_,,,,,,,
1013,,,,,,,,,,|1011_1013_9_495_,,
1014,,,,,,,,,,,|1013_1014_10_496_,
1015,,,,,,,,,,,|1014_1015_10_497_,
1016,,,,,,,,,,,,
1017,,,,,,,,,,,,
1018,,,,,,,,,,|1016_1018_9_498_,|1017_1018_10_499_,
1019,,,,,,,,,,,,
1020,,,,,,,,,,,,
1021,,,,,,,,,,|1019_1021_9_500_,,
1022,,,,,,,,,,,,
1023,,,,,,,|1020_1023_6_501_,,,,,
1024,,,,,,,,,,,,
1025,,,,,,,,,,,|1024_1025_10_503_,
1026,,,,,|1022_1026_4_502_,,,,,,,
1027,,,,,,,,,,,,
1028,,,,,,,|1025_1028_6_504_,,,,,
1029,,,,,,,,,,,,
1030,,,,,,,,,,,|1029_1030_10_505_,
1031,,,,,,,,,,,,
1032,,,,,,,,,,,,
1033,,,,,,,,,,,,
1034,,,,,,,,,,,,
1035,,,,,,,|1031_1035_6_506_,,,,,
1036,,,,,,,|1032_1036_6_507_,,,,,
1037,,,,,,,,,,,,
1038,,,,,,,,,,,,
1039,,,,,|1035_1039_4_508_,,,,,,,
1040,,,,,,,,,,,,
1041,,,,,,,,,,|1039_1041_9_509_,,
1042,,,,,,,,,,|1040_1042_9_510_,,
1043,,,,,,,,,,,,
1044,,,,,,,|1041_1044_6_511_,,,,,
1045,,,,,,,,,,,,
1046,,,,,,,,,,,,
1047,,,,,,,|1043_1047_6_512_,,,|1045_1047_9_513_,,
1048,,,,,,,,,,,,
1049,,,,,,,,,,,,
1050,,,,,,,,,,,,
1051,,,,,|1047_1051_4_514_,,,,,,,
1052,,,,,,,,,,,,
1053,,,,,|1049_1053_4_515_,,,,,,,
1054,,,,,,,,,,,,
1055,,,,,,,,,,,,
1056,,,,,,,,,,,,
1057,,,,,,,,,,,,
1058,,,,,|1054_1058_4_516_,,,,,,,
1059,,,,,,,,,,,,
1060,,,,,,,,,,,,
1061,,,,,,,,,,,,
1062,,,,,,,,,,,,
1063,,,,,|1059_1063_4_517_,,,,,|1061_1063_9_518_,,
1064,,,,,,,,,,,,
1065,,,,,,,,,,,,
1066,,,,,,,|1062_1066_6_519_,,,,,
1067,,,,,,,,,,,,
1068,,,,,,,,,,,,
1069,,,,,,,|1066_1069_6_520_,,,,,
1070,,,,,,,,,,,,
1071,,,,,|1067_1071_4_521_,,,,,,,
1072,,,,,,,,,,,,
1073,,,,,,,,,,,|1072_1073_10_522_,
1074,,,,,,,,,,,,
1075,,,,,,,,,,|1073_1075_9_523_,,
1076,,,,,,,,,,,,
1077,,,,,,,,,,,,
1078,,,,,,,|1074_1078_6_524_,,,,,
1079,,,,,,,|1076_1079_6_525_,,,,,
1080,,,,,,,,,,|1078_1080_9_526_,,
1081,,,,,,,,,,,,
1082,,,,,,,|1079_1082_6_527_,,,,,
1083,,,,,,,,,,,|1082_1083_10_528_,
1084,,,,,,,,,,,,
1085,,,,,,,,,,,,
1086,,,,,,,,,,,,
1087,,,,,,,,,,,,
1088,,,,,,,,,,,,
1089,,,,,,,,,,,,
1090,,,,,,,,,,,,
1091,,,,,|1087_1091_4_529_,,,,,,,
1092,,,,,,,|1089_1092_6_530_,,,,,
1093,,,,,,,,,,,,
1094,,,,,,,,,,,|1093_1094_10_532_,
1095,,,,,,,|1092_1095_6_531_,,,,,
1096,,,,,,,,,,,,
1097,,,,,,,,,,,|1096_1097_10_534_,
1098,,,,,,,|1094_1098_6_533_,,,,,
1099,,,,,,,,,,,,
1100,,,,,,,,,,|1098_1100_9_535_,,
1101,,,,,,,,,,,,
1102,,,,,,,,,,,,
1103,,,,,,,,,,|1101_1103_9_536_,,
1104,,,,,,,,,,,,
1105,,,,,,,,,,,,
1106,,,,,,,,,,,,
1107,,,,,,,|1104_1107_6_537_,,,|1105_1107_9_538_,,
1108,,,,,,,,,,,,
1109,,,,,,,,,,,,
1110,,,,,,,,,,|1109_1110_9_540_,,
1111,,,,,,,|1107_1111_6_539_,,,|1110_1111_9_541_,,
1112,,,,,,,,,,,,
1113,,,,,,,,,,,,
1114,,,,,,,,,,,|1112_1114_10_542_,
1115,,,,,,,,,,,|1113_1115_10_543_,
1116,,,,,,,,,,,|1114_1116_10_544_,
1117,,,,,,,,,,,,
1118,,,,,|1117_1118_4_545_,,,,,,,
1119,,,,,,,,,,,,
1120,,,,,,,,,,,,
1121,,,,,,,,,,|1120_1121_9_547_,|1119_1121_10_546_,
1122,,,,,,,,,,,,
1123,,,,,,,,,,,|1121_1123_10_548_,
1124,,,,,,,,,,,,
1125,,,,,,,,,,,,
1126,,,,,,,,,,,,
1127,,,,,,,,,,,,
1128,,,,,,,,,,,,
1129,,,,,,,,,,,,
1130,,,,,,,,,,,,
1131,,,,,,,,,,,|1129_1131_10_549_,
1132,,,,,|1131_1132_4_550_,,,,,,,
1133,,,,,,,,,,,,
1134,,,,,,,,,,,,
1135,,,,,|1134_1135_4_551_,,,,,,,
1136,,,,,,,,,,,,
1137,,,,,|1136_1137_4_552_,,,,,,,
1138,,,,,|1137_1138_4_553_,,,,,,,
1139,,,,,,,,,,,,
1140,,,,,,,,,,,|1138_1140_10_554_,
1141,,,,,,,,,,,|1139_1141_10_555_,
1142,,,,,,,,,,,,
1143,,,,,,,,,,,,
1144,,,,,,,,,,,,
1145,,,,,,,,,,,,
1146,,,,,,,,,,,,
1147,,,,,,,,,,,,
1148,,,,,,,,,,,,
1149,,,,,,,,,,,,
1150,,,,,,,,,,,,
1151,,,,,,,,,,,,
1152,,,,,|1151_1152_4_557_,,,,,,,
1153,,,,,,,|1150_1153_6_556_,,,|1152_1153_9_558_,,
1154,,,,,,,,,,,,
1155,,,,,,,,,,,,
1156,,,,,,,,,,,,
1157,,,,,,,,,,,,
1158,,,,,,,,,,,,
1159,,,,,,,,,,|1158_1159_9_559_,,
1160,,,,,,,,,,,,
1161,,,,,,,,,,,,
1162,,,,,,,,,,,,
1163,,,,,,,,,,,,
1164,,,,,,,,,,,,
1165,,,,,,,,,,,,
1166,,,,,,,|1163_1166_6_560_,,,,,
1167,,,,,,,,,,,,
1168,,,,,,,,,,,,
1169,,,,,,,,,,,,
1170,,,,,,,,,,,,
1171,,,,,,,,,,,,
1172,,,,,,,,,,,,
1173,,,,,|1172_1173_4_563_,,|1170_1173_6_561_|1171_1173_6_562_,,,,,
1174,,,,,,,,,,,,
1175,,,,,,,,,,,,
1176,,,,,,,|1173_1176_6_564_,,,,|1174_1176_10_565_,
1177,,,,,,,,,,,,
1178,,,,,,,|1176_1178_6_566_,,,,,
1179,,,,,,,,,,,,
1180,,,,,,,,,,,,
1181,,,,,,,,,,,|1179_1181_10_567_,
1182,,,,,,,,,,,,
1183,,,,,,,,,,,,
1184,,,,,,,,,,,,
1185,,,,,,,,,,,,
1186,,,,,,,,,,,,
1187,,,,,,,,,,,,
1188,,,,,,,,,,,,
1189,,,,,,,|1187_1189_6_568_,,,,,
1190,,,,,,,,,,|1189_1190_9_570_,|1188_1190_10_569_,
1191,,,,,,,,,,,,
1192,,,,,,,,,,,,
1193,,,,,,,|1190_1193_6_571_,,,,,
1194,,,,,,,,,,,,
1195,,,,,,,|1192_1195_6_572_,,,,,
1196,,,,,,,,,,,,
1197,,,,,,,,,,|1196_1197_9_573_,,
1198,,,,,,,,,,,,
1199,,,,,|1198_1199_4_574_,,,,,,,
1200,,,,,,,,,,,,
1201,,,,,|1200_1201_4_576_,,|1199_1201_6_575_,,,,,
1202,,,,,|1201_1202_4_577_,,,,,,,
1203,,,,,,,,,,,,
1204,,,,,,,,,,,,
1205,,,,,,,,,,|1204_1205_9_578_,,
1206,,,,,,,,,,,,
1207,,,,,,,,,,|1206_1207_9_579_,,
1208,,,,,,,,,,,,
1209,,,,,,,,,,,|1207_1209_10_580_,
1210,,,,,,,,,,,,
1211,,,,,,,,,,,,
1212,,,,,,,,,,,|1210_1212_10_581_,
1213,,,,,,,,,,,,
1214,,,,,,,,,,,|1212_1214_10_582_,
1215,,,,,|1214_1215_4_584_,,|1213_1215_6_583_,,,,,
1216,,,,,,,,,,,,
1217,,,,,,,,,,,,
1218,,,,,,,,,,,,
1219,,,,,,,,,,,,
1220,,,,,,,,,,,|1218_1220_10_585_,
1221,,,,,,,,,,|1220_1221_9_586_,,
1222,,,,,,,,,,,,
1223,,,,,,,,,,,,
1224,,,,,,,,,,,,
1225,,,,,|1224_1225_4_588_,,|1223_1225_6_587_,,,,,
1226,,,,,,,,,,|1225_1226_9_589_,,
1227,,,,,,,,,,,,
1228,,,,,,,,,,,,
1229,,,,,,,,,,,,
1230,,,,,,,,,,,,
1231,,,,,,,,,,,,
1232,,,,,,,|1230_1232_6_590_,,,|1231_1232_9_591_,,
1233,,,,,,,,,,,,
1234,,,,,,,,,,|1233_1234_9_592_,,
1235,,,,,|1234_1235_4_593_,,,,,,,
1236,,,,,|1235_1236_4_594_,,,,,,,
1237,,,,,,,,,,,,
1238,,,,,,,,,,,,
1239,,,,,,,,,,,,
1240,,,,,,,,,,,,
1241,,,,,,,|1238_1241_6_595_,,,,,
1242,,,,,,,,,,,,
1243,,,,,,,,,,,,
1244,,,,,,,|1241_1244_6_596_,,,,,
1245,,,,,,,|1243_1245_6_597_,,,,,
1246,,,,,,,,,,,,
1247,,,,,,,,,,,,
1248,,,,,|1247_1248_4_598_,,,,,,,
1249,,,,,,,,,,,,
1250,,,,,,,,,,,|1248_1250_10_599_,
1251,,,,,|1250_1251_4_601_,,,,,,,
1252,,,,,,,|1249_1252_6_600_,,,,,
1253,,,,,,,|1251_1253_6_602_,,,,,
1254,,,,,,,,,,,,
1255,,,,,,,,,,,|1253_1255_10_603_,
1256,,,,,,,,,,,,
1257,,,,,,,,,,,|1255_1257_10_604_,
1258,,,,,,,,,,,|1256_1258_10_605_,
1259,,,,,,,,,,,|1257_1259_10_606_,
1260,,,,,,,|1258_1260_6_607_,,,,,
1261,,,,,,,|1259_1261_6_608_,,,,,
1262,,,,,,,,,,,,
1263,,,,,,,|1260_1263_6_609_,,,|1262_1263_9_610_,,
1264,,,,,,,,,,,,
1265,,,,,,,,,,,,
1266,,,,,,,,,,,,
1267,,,,,,,,,,,|1265_1267_10_611_,
1268,,,,,,,,,,,,
1269,,,,,,,,,,,,
1270,,,,,,,,,,,|1268_1270_10_612_,
1271,,,,,,,,,,,,
1272,,,,,,,,,,,,
1273,,,,,,,,,,,|1271_1273_10_613_,
1274,,,,,,,,,,,,
1275,,,,,,,,,,,,
1276,,,,,,,,,,,|1274_1276_10_614_,
1277,,,,,,,,,,,|1275_1277_10_615_,
1278,,,,,,,,,,,|1276_1278_10_616_,
1279,,,,,,,,,,,,
1280,,,,,,,|1278_1280_6_617_,,,,,
1281,,,,,,,|1279_1281_6_618_,,,,,
1282,,,,,|1281_1282_4_619_,,,,,,,
1283,,,,,,,,,,,,
1284,,,,,,,,,,,,
1285,,,,,|1284_1285_4_621_,,,,,,|1283_1285_10_620_,
1286,,,,,|1285_1286_4_622_,,,,,,,
1287,,,,,,,,,,,,
1288,,,,,,,,,,,,
1289,,,,,|1288_1289_4_624_,,|1287_1289_6_623_,,,,,
1290,,,,,,,,,,,,
1291,,,,,|1290_1291_4_626_,,,,,,|1289_1291_10_625_,
1292,,,,,|1291_1292_4_627_,,,,,,,
1293,,,,,|1292_1293_4_628_,,,,,,,
1294,,,,,,,,,,,,
1295,,,,,,,,,,|1294_1295_9_630_,,
1296,,,,,,,|1293_1296_6_629_,,,|1295_1296_9_631_,,
1297,,,,,,,,,,,,
1298,,,,,,,,,,,,
1299,,,,,,,,,,,,
1300,,,,,,,,,,,,
1301,,,,,,,,,,,,
1302,,,,,,,,,,,,
1303,,,,,,,,,,,,
1304,,,,,,,,,,,,
1305,,,,,,,,,,,,
1306,,,,,|1305_1306_4_632_,,,,,,,
1307,,,,,,,,,,,,
1308,,,,,,,,,,,,
1309,,,,,,,|1307_1309_6_633_,,,,,
1310,,,,,,,,,,,,
1311,,,,,,,,,,,,
1312,,,,,,,,,,|1311_1312_9_634_,,
1313,,,,,,,,,,,,
1314,,,,,,,,,,|1313_1314_9_635_,,
1315,,,,,,,,,,,,
1316,,,,,,,|1314_1316_6_636_,,,,,
1317,,,,,,,,,,,,
1318,,,,,,,,,,,,
1319,,,,,,,,,,,,
1320,,,,,,,,,,,,
1321,,,,,,,,,,,,
1322,,,,,|1321_1322_4_637_,,,,,,,
1323,,,,,,,,,,,,
1324,,,,,,,,,,,,
1325,,,,,,,,,,,,
1326,,,,,,,,,,,,
1327,,,,,|1326_1327_4_638_,,,,,,,
1328,,,,,|1327_1328_4_639_,,,,,,,
1329,,,,,,,,,,|1328_1329_9_640_,,
1330,,,,,,,,,,,,
1331,,,,,,,,,,,,
1332,,,,,,,|1329_1332_6_641_,,,,,
1333,,,,,,,,,,,,
1334,,,,,,,,,,,,
1335,,,,,,,|1333_1335_6_642_,,,,,
1336,,,,,,,,,,,,
1337,,,,,,,,,,,,
1338,,,,,,,,,,,,
1339,,,,,,,|1336_1339_6_643_,,,|1338_1339_9_644_,,
1340,,,,,,,,,,,,
1341,,,,,,,,,,,,
1342,,,,,,,,,,,,
1343,,,,,,,,,,,,
1344,,,,,,,,,,|1343_1344_9_645_,,
1345,,,,,,,,,,,,
1346,,,,,,,|1344_1346_6_646_,,,,,
1347,,,,,,,,,,,,
1348,,,,,,,,,,,,
1349,,,,,,,,,,,,
1350,,,,,,,,,,,,
1351,,,,,,,,,,|1350_1351_9_647_,,
1352,,,,,,,,,,,,
1353,,,,,|1352_1353_4_648_,,,,,,,
1354,,,,,,,,,,,,
1355,,,,,,,,,,,,
1356,,,,,,,,,,,,
1357,,,,,,,,,,,,
1358,,,,,,,,,,,,
1359,,,,,,,|1356_1359_6_649_,,,,,
1360,,,,,,,,,,|1359_1360_9_650_,,
1361,,,,,|1360_1361_4_651_,,,,,,,
1362,,,,,|1361_1362_4_652_,,,,,,,
1363,,,,,,,,,,,,
1364,,,,,,,|1362_1364_6_653_,,,,,
1365,,,,,,,,,,,,
1366,,,,,|1365_1366_4_654_,,,,,,,
1367,,,,,,,,,,,,
1368,,,,,,,,,,,|1366_1368_10_655_,
1369,,,,,,,,,,,,
1370,,,,,,,,,,,,
1371,,,,,,,,,,,,
1372,,,,,,,,,,,,
1373,,,,,,,,,,,,
1374,,,,,,,,,,,,
1375,,,,,,,,,,,,
1376,,,,,,,,,,|1375_1376_9_656_,,
1377,,,,,,,,,,,,
1378,,,,,,,,,,,,
1379,,,,,,,,,,,,
1380,,,,,,,,,,,,
1381,,,,,,,,,,,,
1382,,,,,|1381_1382_4_658_,,,,,,|1380_1382_10_657_,
1383,,,,,,,,,,,,
1384,,,,,,,,,,,,
1385,,,,,,,,,,,|1383_1385_10_659_,
1386,,,,,,,,,,,|1384_1386_10_660_,
1387,,,,,,,,,,,,
1388,,,,,,,,,,,|1386_1388_10_661_,
1389,,,,,,,,,,,,
1390,,,,,|1389_1390_4_662_,,,,,,,
1391,,,,,,,,,,,,
1392,,,,,,,,,,,,
1393,,,,,,,,,,|1392_1393_9_663_,,
1394,,,,,,,,,,,,
1395,,,,,,,|1393_1395_6_664_,,,|1394_1395_9_665_,,
1396,,,,,,,,,,,,
1397,,,,,,,,,,,|1395_1397_10_666_,
1398,,,,,,,,,,,,
1399,,,,,,,,,,,,
1400,,,,,,,,,,,,
1401,,,,,,,,,,,,
1402,,,,,,,,,,,,
1403,,,,,,,,,,,,
1404,,,,,,,|1401_1404_6_667_,,,,,
1405,,,,,,,,,,,,
1406,,,,,|1405_1406_4_669_,,,,,,|1404_1406_10_668_,
1407,,,,,,,,,,,,
1408,,,,,,,,,,|1407_1408_9_670_,,
1409,,,,,,,,,,,,
1410,,,,,|1409_1410_4_671_,,,,,,,
1411,,,,,,,,,,,,
1412,,,,,,,,,,,|1410_1412_10_672_,
1413,,,,,,,,,,,,
1414,,,,,,,,,,,,
1415,,,,,,,,,,,,
1416,,,,,,,|1414_1416_6_673_,,,,,
1417,,,,,,,,,,,,
1418,,,,,,,,,,,|1416_1418_10_674_,
1419,,,,,,,,,,,,
1420,,,,,,,,,,,,
1421,,,,,,,,,,,,
1422,,,,,,,,,,,,
1423,,,,,,,,,,,,
1424,,,,,,,,,,,,
1425,,,,,,,,,,,,
1426,,,,,,,|1424_1426_6_675_,,,,,
1427,,,,,,,,,,,,
1428,,,,,,,,,,,,
1429,,,,,,,,,,,,
1430,,,,,,,,,,,,
1431,,,,,,,,,,,,
1432,,,,,,,,,,,|1430_1432_10_676_,
1433,,,,,,,,,,,,
1434,,,,,,,,,,,,
1435,,,,,,,|1433_1435_6_677_,,,,,
1436,,,,,,,,,,,,
1437,,,,,,,,,,,,
1438,,,,,,,,,,,,
1439,,,,,,,,,,,,
1440,,,,,,,,,,|1439_1440_9_678_,,
1441,,,,,,,,,,,,
1442,,,,,,,,,,|1441_1442_9_679_,,
1443,,,,,,,,,,,,
1444,,,,,,,,,,,,
1445,,,,,|1444_1445_4_680_,,,,,,,
1446,,,,,,,,,,|1445_1446_9_681_,,
1447,,,,,,,,,,,,
1448,,,,,,,|1446_1448_6_682_,,,,,
1449,,,,,,,,,,,,
1450,,,,,,,,,,,,
1451,,,,,,,,,,,,
1452,,,,,,,,,,,,
1453,,,,,,,,,,,,
1454,,,,,,,,,,,,
1455,,,,,,,,,,,,
1456,,,,,,,,,,,,
1457,,,,,,,,,,,,
1458,,,,,,,,,,,,
1459,,,,,,,,,,,,
1460,,,,,,,,,,,,
1461,,,,,,,,,,,,
1462,,,,,,,,,,,,
1463,,,,,,,,,,,,
1464,,,,,,,,,,,,
1465,,,,,,,,,,,|1463_1465_10_683_,
1466,,,,,,,,,,,,
1467,,,,,,,,,,,,
1468,,,,,|1467_1468_4_684_,,,,,,,
1469,,,,,,,,,,,,
1470,,,,,,,,,,,,
1471,,,,,,,,,,,,
1472,,,,,,,,,,,,
1473,,,,,,,,,,,,
1474,,,,,,,,,,,,
1475,,,,,,,,,,,,
1476,,,,,,,,,,,|1474_1476_10_685_,
1477,,,,,,,,,,,,
1478,,,,,,,,,,,|1476_1478_10_686_,
1479,,,,,,,,,,,,
1480,,,,,,,,,,,,
1481,,,,,,,,,,,,
1482,,,,,,,,,,,,
1483,,,,,,,,,,,,
