tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,
843,,,,,,,,,,
844,,,,,,,,,,
845,,,,,|819_845_4_416_,,,,,
846,,,,,,,,,,
847,,,,,,,,,|847_847_8_430_,
848,,,,,,,,,,
849,,,,,,,,,,
850,,,,,,,|848_850_6_431_,,|850_850_8_433_,
851,,,|849_851_2_432_,,,,,,,
852,,,,,,,,,,
853,,,,,,,,,,
854,,,,,,,,,,
855,,,,,,,,,,
856,,,,,,,,,,
857,,,,,,,,,,
858,,,|856_858_2_437_,,,|822_858_5_417_,,,,
859,,,,,,,,,,
860,,,,,,,,,,
861,,,,,|853_861_4_434_,,,,,
862,,,,,,,,,,
863,,,,,,,,,,
864,,,,,,,|862_864_6_439_,,,
865,,,,,|826_865_4_420_,,,,,
866,,,,,,,,,,
867,,,,,,,,,,
868,,,,,|838_868_4_425_,,,,,
869,,,,,,,,,,
870,,,,,,,,,,
871,,,|869_871_2_443_,,,,,,,
872,,,|870_872_2_444_,,,|834_872_5_423_,,,,
873,,,,,,,,,,
874,,,,,,,,,,
875,,,,,,,,,|875_875_8_445_,
876,,,,,,,,,,
877,,,,,,,,,|877_877_8_447_,
878,,,,,|841_878_4_428_,,,,,
879,,,|876_879_2_446_,,,,,,,
880,,,,,,,,,,
881,,,,,|879_881_4_449_,,,,,
882,,,,,,,,,,
883,,,,,|843_883_4_429_,,,,|883_883_8_451_,
884,,,,,,,,,,
885,,,,,,,,,,
886,,,,,,,,,,
887,,,,,,,,,,
888,,,,,,,,,,
889,,,,,,,,,,
890,,,,,,,|887_890_6_454_,,,
891,,,|888_891_2_455_,,,,,,,
892,,,,,|867_892_4_441_,,,,,
893,,,,,,,,,,
894,,,|891_894_2_456_,,,|854_894_5_435_,,,,
895,,,,,,|855_895_5_436_,,,,
896,,,,,,,,,|896_896_8_458_,
897,,,,,,,|894_897_6_457_,,,
898,,,,,,,,,,
899,,,,,|859_899_4_438_,,,,,
900,,,,,,,,,,
901,,,,,,,,,,
902,,,,,,,,,,
903,,,,,,,,,,
904,,,,,|864_904_4_440_,,,,,
905,,,,,,,,,,
906,,,,,,,,,,
907,,,,,,,,,,
908,,,,,|868_908_4_442_|908_908_4_463_,,,,,
909,,,,,,,,,,
910,,,,,,,,,|910_910_8_465_,
911,,,,,,,,,,
912,,,|909_912_2_464_,,,,,,,
913,,,,,,,,,,
914,,,,,,,,,,
915,,,,,,,,,,
916,,,,,,,,,|916_916_8_468_,
917,,,|914_917_2_466_,,,,,,|917_917_8_469_,
918,,,,,|878_918_4_448_,,,,,
919,,,,,,,,,,
920,,,,,,,,,|920_920_8_470_,
921,,,,,,|881_921_5_450_,,,,
922,,,,,,,,,,
923,,,,,,,,,,
924,,,,,,|884_924_5_452_,,,,
925,,,,,,,,,,
926,,,,,|886_926_4_453_,,,,,
927,,,,,,,,,,
928,,,,,,,,,,
929,,,,,,,,,,
930,,,,,,,,,|930_930_8_474_,
931,,,,,,,,,,
932,,,,,,,,,,
933,,,,,,,,,,
934,,,,,,,,,,
935,,,,,|899_935_4_459_,,,,,
936,,,,,,,,,,
937,,,,,,|905_937_5_461_,,,,
938,,,|935_938_2_477_,,,,,,,
939,,,|936_939_2_478_,,,,,,,
940,,,,,,,,,|940_940_8_480_,
941,,,,,,,,,,
942,,,|939_942_2_479_,,|903_942_4_460_,,,,,
943,,,,,,,,,|943_943_8_482_,
944,,,,,,,,,,
945,,,,,,,,,,
946,,,,,,|907_946_5_462_,,,|946_946_8_484_,
947,,,,,,,,,,
948,,,,,,,,,,
949,,,,,,,,,,
950,,,,,,,,,,
951,,,,,,,,,,
952,,,,,,,,,,
953,,,,,,,,,|953_953_8_487_,
954,,,,,|915_954_4_467_,,,,,
955,,,,,,,,,,
956,,,,,|929_956_4_473_,,,,,
957,,,,,,,,,,
958,,,,,,,,,,
959,,,,,,,,,,
960,,,,,,,,,,
961,,,,,,|922_961_5_471_,,,,
962,,,,,,,,,,
963,,,,,,,,,,
964,,,,,,,,,,
965,,,,,,,,,,
966,,,,,,,,,,
967,,,,,,,,,,
968,,,,,|928_968_4_472_,,,,|968_968_8_493_,
969,,,,,|933_969_4_475_,,,,,
970,,,,,,,,,,
971,,,,,,,,,,
972,,,,,,,,,,
973,,,,,,,,,,
974,,,|971_974_2_495_,,|934_974_4_476_,,,,,
975,,,|972_975_2_496_,,|973_975_4_497_,,,,,
976,,,,,,,,,,
977,,,,,,,,,,
978,,,,,,,,,,
979,,,,,,,,,,
980,,,,,,,,,|980_980_8_500_,
981,,,,,,,,,,
982,,,,,|942_982_4_481_,,,,,
983,,,,,,,,,,
984,,,,,|952_984_4_486_,|945_984_5_483_,|981_984_6_501_,,|984_984_8_503_,
985,,,,,,,,,,
986,,,,,,|948_986_5_485_,,,,
987,,,,,,,,,,
988,,,,,,,|985_988_6_504_,,,
989,,,,,,,,,,
990,,,,,,,,,,
991,,,,,,,,,,
992,,,|989_992_2_505_,,|957_992_4_490_,,,,,
993,,,,,|954_993_4_488_,,,,,
994,,,,,,,,,,
995,,,,,,,,,,
996,,,,,|958_996_4_491_,|956_996_5_489_,,,,
997,,,|994_997_2_506_,,,,,,,
998,,,,,,,,,,
999,,,|996_999_2_508_,,,,,,,
1000,,,,,,,,,,
1001,,,,,,,|998_1001_6_509_,,|1001_1001_8_510_,
1002,,,,,|966_1002_4_492_,,,,,
1003,,,,,,,,,,
1004,,,,,,,,,,
1005,,,,,,,,,,
1006,,,,,,,,,,
1007,,,,,,,,,,
1008,,,,,,,|1005_1008_6_512_,,,
1009,,,,,,|969_1009_5_494_,,,,
1010,,,,,,,,,,
1011,,,,,,,,,,
1012,,,,,,,,,,
1013,,,,,|976_1013_4_499_,,,,,
1014,,,|1011_1014_2_515_,,,|974_1014_5_498_,,,,
1015,,,,,,,,,,
1016,,,,,,,,,,
1017,,,,,,,,,,
1018,,,,,,,,,,
1019,,,,,,,,,,
1020,,,,,|983_1020_4_502_,,,,,
1021,,,,,,,,,,
1022,,,,,,,,,,
1023,,,,,,,,,,
1024,,,,,,,,,,
1025,,,,,,,|1022_1025_6_518_,,,
1026,,,|1023_1026_2_519_,,,,,,,
1027,,,,,,,,,,
1028,,,,,,,,,|1028_1028_8_521_,
1029,,,,,,,,,|1029_1029_8_522_,
1030,,,,,,,|1027_1030_6_520_,,,
1031,,,,,,,,,,
1032,,,,,|995_1032_4_507_,,,,,
1033,,,,,,,,,,
1034,,,,,,,,,,
1035,,,,,,,,,,
1036,,,,,,,,,,
1037,,,,,,,,,,
1038,,,,,,|1003_1038_5_511_,,,,
1039,,,,,,,,,,
1040,,,,,,,,,,
1041,,,,,,,,,,
1042,,,,,,,,,,
1043,,,,,|1006_1043_4_513_,,|1040_1043_6_526_,,,
1044,,,,,,,,,,
1045,,,,,,,,,,
1046,,,|1043_1046_2_527_,,,,,,,
1047,,,,,,|1008_1047_5_514_,,,,
1048,,,,,,,,,,
1049,,,,,,,,,,
1050,,,,,,,,,,
1051,,,,,,,,,,
1052,,,,,,,,,,
1053,,,,,,,,,,
1054,,,,,,|1014_1054_5_516_,,,,
1055,,,,,,,,,,
1056,,,,,,,,,,
1057,,,,,,,,,,
1058,,,,,,,,,,
1059,,,,,,,,,,
1060,,,,,,|1021_1060_5_517_,,,|1060_1060_8_534_,
1061,,,,,,,,,,
1062,,,,,,,,,,
1063,,,,,,,,,,
1064,,,,,,,,,,
1065,,,,,,,,,,
1066,,,|1063_1066_2_535_,,,,,,,
1067,,,,,,,,,|1067_1067_8_538_,
1068,,,,,,,,,,
1069,,,|1066_1069_2_537_,,,,,,,
1070,,,,,,,,,|1070_1070_8_539_,
1071,,,,,,,,,,
1072,,,,,,,,,,
1073,,,,,|1036_1073_4_524_,,,,,
1074,,,,,,,,,,
1075,,,,,|1035_1075_4_523_,,,,,
1076,,,,,,,,,,
1077,,,,,,,,,,
1078,,,,,,,,,,
1079,,,,,,|1039_1079_5_525_,,,,
1080,,,,,,,,,,
1081,,,,,,,,,,
1082,,,,,,,,,,
1083,,,,,,,,,,
1084,,,,,,,,,,
1085,,,,,,|1045_1085_5_528_,,,|1085_1085_8_544_,
1086,,,,,|1046_1086_4_529_|1047_1086_4_530_,,,,,
1087,,,,,,,,,,
1088,,,,,,|1065_1088_5_536_,,,,
1089,,,|1086_1089_2_545_,,,|1054_1089_5_532_,,,,
1090,,,,,,,,,|1090_1090_8_546_,
1091,,,,,,,,,|1091_1091_8_547_,
1092,,,,,|1053_1092_4_531_,,,,,
1093,,,,,,,,,,
1094,,,,,|1059_1094_4_533_,,,,,
1095,,,,,,,,,,
1096,,,,,,,,,,
1097,,,,,,,,,|1097_1097_8_552_,
1098,,,,,,,,,,
1099,,,,,,,|1096_1099_6_551_,,,
1100,,,,,,,,,,
1101,,,,,,,,,,
1102,,,,,,,,,,
1103,,,,,,,,,,
1104,,,|1101_1104_2_554_,,,,,,,
1105,,,,,,|1082_1105_5_543_,,,,
1106,,,,,,,,,,
1107,,,,,,,,,|1107_1107_8_557_,
1108,,,,,,,,,,
1109,,,,,,,,,,
1110,,,,,|1077_1110_4_541_,,,,,
1111,,,,,,|1071_1111_5_540_,,,,
1112,,,|1109_1112_2_558_,,,,,,,
1113,,,,,,,,,,
1114,,,,,,,,,,
1115,,,,,,,,,,
1116,,,,,,,,,,
1117,,,,,,|1078_1117_5_542_,,,,
1118,,,,,,,,,,
1119,,,,,,,,,,
1120,,,,,,,,,,
1121,,,,,,,,,,
1122,,,,,,,,,,
1123,,,,,,,,,|1123_1123_8_563_,
1124,,,,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,,
1127,,,,,,,,,,
1128,,,,,,,,,,
1129,,,,,,,,,,
1130,,,,,,,|1127_1130_6_565_,,,
1131,,,,,,|1092_1131_5_548_,,,,
1132,,,,,,,,,,
1133,,,,,|1093_1133_4_549_,,,,,
1134,,,,,,,,,,
1135,,,,,,|1095_1135_5_550_,,,,
1136,,,,,,,,,,
1137,,,,,|1098_1137_4_553_,,|1134_1137_6_568_,,,
1138,,,,,,,,,,
1139,,,,,,,,,,
1140,,,,,|1102_1140_4_555_,,,,,
1141,,,,,,,,,|1141_1141_8_570_,
1142,,,,,,,,,,
1143,,,,,,|1103_1143_5_556_,,,,
1144,,,,,,,,,,
1145,,,|1142_1145_2_571_,,,,,,,
1146,,,,,,,,,,
1147,,,,,,,,,,
1148,,,,,,,,,|1148_1148_8_572_,
1149,,,,,,,,,,
1150,,,,,,,,,,
1151,,,,,,,,,,
1152,,,,,|1112_1152_4_559_,,,,,
1153,,,,,,,,,,
1154,,,|1151_1154_2_573_,,,|1114_1154_5_560_,,,,
1155,,,,,|1119_1155_4_562_,,,,,
1156,,,,,,,,,,
1157,,,,,,|1117_1157_5_561_,,,,
1158,,,,,,,,,,
1159,,,,,,,,,,
1160,,,,,,,,,,
1161,,,,,,,,,,
1162,,,,,,,,,,
1163,,,,,,,,,,
1164,,,,,,,|1161_1164_6_576_,,,
1165,,,,,|1126_1165_4_564_,,,,,
1166,,,|1163_1166_2_578_,,,,,,,
1167,,,,,,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,,,,,|1132_1170_4_566_,,,,,
1171,,,,,|1133_1171_4_567_,,,,,
1172,,,,,,,,,,
1173,,,,,|1136_1173_4_569_,,,,,
1174,,,|1171_1174_2_579_,,,,,,,
1175,,,,,,,,,|1175_1175_8_581_,
1176,,,,,,,|1173_1176_6_580_,,,
1177,,,,,,,,,,
1178,,,,,,,,,,
1179,,,,,,,,,,
1180,,,,,,,,,,
1181,,,,,,,,,,
1182,,,,,,,,,|1182_1182_8_583_,
1183,,,|1180_1183_2_582_,,,,,,|1183_1183_8_584_,
1184,,,,,,,,,,
1185,,,,,,,,,,
1186,,,,,,,,,,
1187,,,,,,,,,,
1188,,,,,,,,,,
1189,,,|1186_1189_2_586_,,,,,,,
1190,,,,,,,|1187_1190_6_587_,,,
1191,,,,,,,,,,
1192,,,,,,,,,,
1193,,,,,|1154_1193_4_574_,,,,,
1194,,,,,,,,,,
1195,,,,,,,,,,
1196,,,,,,,,,,
1197,,,,,,,,,,
1198,,,,,,,,,,
1199,,,,,,,,,,
1200,,,,,|1160_1200_4_575_,,|1197_1200_6_589_,,,
1201,,,,,,,,,,
1202,,,,,,|1162_1202_5_577_,,,,
1203,,,,,,,,,,
1204,,,,,,,,,,
1205,,,,,,,,,,
1206,,,,,,,,,,
1207,,,,,,,,,,
1208,,,,,,,,,,
1209,,,,,,,,,,
1210,,,,,,,,,,
1211,,,,,,,,,,
1212,,,,,|1211_1212_4_594_,,,,,
1213,,,,,,,,,,
1214,,,,,,,,,,
1215,,,,,,,,,,
1216,,,,,,,,,|1216_1216_8_596_,
1217,,,,,,,,,|1217_1217_8_597_,
1218,,,,,,,,,,
1219,,,,,,,,,,
1220,,,,,,,,,,
1221,,,,,,,,,,
1222,,,,,,,,,,
1223,,,,,,,,,|1223_1223_8_600_,
1224,,,|1222_1224_2_599_,,|1184_1224_4_585_,,,,,
1225,,,,,,,,,,
1226,,,,,,,,,,
1227,,,,,,,,,,
1228,,,|1226_1228_2_601_,,,,,,,
1229,,,,,,,,,,
1230,,,,,,,,,,
1231,,,,,,|1191_1231_5_588_,,,,
1232,,,,,,,,,,
1233,,,,,,,,,,
1234,,,|1232_1234_2_603_,,,,,,,
1235,,,,,,,,,,
1236,,,,,,,,,|1236_1236_8_606_,
1237,,,|1235_1237_2_605_,,,|1200_1237_5_590_,,,,
1238,,,,,,,,,,
1239,,,,,,,,,,
1240,,,,,,,,,,
1241,,,,,,,,,,
1242,,,,,,,,,,
1243,,,,,|1203_1243_4_591_,,|1240_1243_6_608_,,,
1244,,,,,,|1204_1244_5_592_,,,,
1245,,,,,,,,,,
1246,,,,,,,,,|1246_1246_8_609_,
1247,,,,,|1207_1247_4_593_,,,,,
1248,,,,,,,,,,
1249,,,,,,,,,,
1250,,,,,,,,,,
1251,,,,,,,,,,
1252,,,,,,,,,,
1253,,,,,,,,,,
1254,,,,,|1215_1254_4_595_,,,,,
1255,,,,,,,,,,
1256,,,,,|1218_1256_4_598_,,,,,
1257,,,,,,,,,,
1258,,,,,,,,,,
1259,,,,,,,,,,
1260,,,,,|1229_1260_4_602_,,,,,
1261,,,,,,,,,,
1262,,,,,,,,,|1262_1262_8_614_,
1263,,,,,,,,,,
1264,,,,,,,,,,
1265,,,,,,,,,|1265_1265_8_615_,
1266,,,,,,,,,,
1267,,,,,,,,,,
1268,,,,,,,,,,
1269,,,,,,,,,,
1270,,,,,,,,,,
1271,,,,,,,,,,
1272,,,,,,,,,,
1273,,,,,,|1234_1273_5_604_,,,,
1274,,,,,,,,,,
1275,,,,,,,,,,
1276,,,|1274_1276_2_619_,,,,,,,
1277,,,,,,,,,,
1278,,,,,,,,,,
1279,,,,,,|1239_1279_5_607_,,,,
1280,,,,,,,,,,
1281,,,,,,,,,,
1282,,,,,,,,,,
1283,,,,,,,,,,
1284,,,,,,,,,,
1285,,,,,,,,,,
1286,,,,,,,,,,
1287,,,,,,,,,|1287_1287_8_622_,
1288,,,,,,,,,,
1289,,,,,,,,,,
1290,,,,,|1250_1290_4_610_,,,,,
1291,,,,,,|1251_1291_5_611_,,,|1291_1291_8_625_,
1292,,,,,,,,,,
1293,,,,,,,,,,
1294,,,,,,,,,,
1295,,,,,,,,,,
1296,,,,,,,,,,
1297,,,,,,,,,,
1298,,,,,,,,,,
1299,,,,,,,,,,
1300,,,,,,|1260_1300_5_612_,,,,
1301,,,,,,|1261_1301_5_613_,,,,
1302,,,,,,,,,,
1303,,,,,,,,,,
1304,,,,,,,,,,
1305,,,,,,,,,,
1306,,,,,,,,,,
1307,,,,,,,,,,
1308,,,,,,,,,,
1309,,,,,,|1269_1309_5_616_,,,,
1310,,,,,,|1270_1310_5_617_,,,,
1311,,,,,|1273_1311_4_618_,,,,,
1312,,,,,,,,,,
1313,,,,,,,,,,
1314,,,,,,,,,,
1315,,,,,,,,,,
1316,,,,,,,,,|1316_1316_8_635_,
1317,,,,,,,,,,
1318,,,,,,,,,,
1319,,,,,,,,,,
1320,,,,,,|1280_1320_5_620_,,,|1320_1320_8_637_,
1321,,,,,,,,,,
1322,,,,,,,,,,
1323,,,,,,|1283_1323_5_621_,,,,
1324,,,,,,,,,,
1325,,,,,,,,,,
1326,,,,,,,,,,
1327,,,,,,,|1324_1327_6_639_,,,
1328,,,,,,|1288_1328_5_623_,,,,
1329,,,,,|1290_1329_4_624_,,,,,
1330,,,,,,,,,,
1331,,,,,,,,,,
1332,,,,,,,,,,
1333,,,,,,,,,,
1334,,,,,,,,,,
1335,,,,,|1296_1335_4_626_,,|1332_1335_6_640_,,,
1336,,,,,,,,,,
1337,,,,,,,,,,
1338,,,,,,,,,,
1339,,,,,,|1301_1339_5_627_,,,,
1340,,,|1338_1340_2_644_,,,,,,,
1341,,,,,,,,,,
1342,,,,,,,,,,
1343,,,,,|1303_1343_4_628_,,,,,
1344,,,,,|1306_1344_4_629_,,,,,
1345,,,,,,,,,,
1346,,,,,|1307_1346_4_630_,|1308_1346_5_631_,,,,
1347,,,,,,,,,,
1348,,,,,,,,,,
1349,,,,,,|1311_1349_5_632_,,,,
1350,,,,,,,,,,
1351,,,|1349_1351_2_649_,,|1314_1351_4_634_,|1312_1351_5_633_,,,,
1352,,,,,,,,,,
1353,,,,,,,,,,
1354,,,,,,,,,,
1355,,,,,,,,,,
1356,,,,,,,,,,
1357,,,,,,,,,,
1358,,,|1356_1358_2_650_,,,,,,,
1359,,,,,,|1319_1359_5_636_,,,,
1360,,,,,,,,,,
1361,,,,,|1321_1361_4_638_,,,,,
1362,,,,,,,,,,
1363,,,,,,,,,,
1364,,,,,,,,,,
1365,,,,,,,,,,
1366,,,,,,,,,,
1367,,,,,,,,,,
1368,,,,,,,,,,
1369,,,,,,,|1366_1369_6_654_,,,
1370,,,,,,,,,,
1371,,,,,,,,,,
1372,,,,,,,,,,
1373,,,,,,|1333_1373_5_641_,,,,
1374,,,,,,|1334_1374_5_642_,,,,
1375,,,,,,,,,,
1376,,,,,,,,,,
1377,,,,,,|1337_1377_5_643_,,,,
1378,,,,,,,,,,
1379,,,,,,,|1376_1379_6_655_,,,
1380,,,,,,|1340_1380_5_645_,,,,
1381,,,,,,,,,,
1382,,,,,|1342_1382_4_646_,,,,,
1383,,,,,,|1345_1383_5_648_,,,,
1384,,,,,|1344_1384_4_647_,,,,,
1385,,,,,,,,,,
1386,,,,,,,,,,
1387,,,|1385_1387_2_658_,,,,,,,
1388,,,,,,,,,,
1389,,,,,,,,,,
1390,,,,,,,,,,
1391,,,,,,,,,,
1392,,,,,,,,,,
1393,,,,,,,|1390_1393_6_661_,,,
1394,,,,,,,,,,
1395,,,,,,,,,,
1396,,,,,|1358_1396_4_651_,,,,|1396_1396_8_666_,
1397,,,,,,,,,,
1398,,,,,,,,,|1398_1398_8_668_,
1399,,,|1397_1399_2_667_,,,,,,,
1400,,,,,,,,,,
1401,,,,,|1361_1401_4_652_,,,,,
1402,,,,,,,,,,
1403,,,,,,|1363_1403_5_653_,,,,
1404,,,,,,,,,,
1405,,,,,,,,,,
1406,,,,,,,,,,
1407,,,,,,,,,|1407_1407_8_672_,
1408,,,,,,,,,,
1409,,,,,,,,,|1409_1409_8_674_,
1410,,,,,,,,,,
1411,,,,,,,|1408_1411_6_673_,,,
1412,,,|1410_1412_2_675_,,,,,,,
1413,,,,,,,,,,
1414,,,,,,,|1411_1414_6_676_,,,
1415,,,,,,,,,,
1416,,,,,,,,,|1416_1416_8_677_,
1417,,,,,,,,,,
1418,,,,,,|1378_1418_5_656_,,,,
1419,,,,,,,,,,
1420,,,,,,,,,,
1421,,,,,|1383_1421_4_657_,,,,,
1422,,,,,,,,,,
1423,,,|1421_1423_2_679_,,,,,,|1423_1423_8_681_,
1424,,,,,,,,,,
1425,,,,,|1386_1425_4_659_,,,,,
1426,,,,,,,,,,
1427,,,,,,,,,,
1428,,,,,,,,,,
1429,,,,,|1389_1429_4_660_,,,,,
1430,,,,,,,,,,
1431,,,,,|1391_1431_4_662_,,,,,
1432,,,,,|1392_1432_4_663_,,,,,
1433,,,,,|1393_1433_4_664_|1395_1433_4_665_,,,,,
1434,,,,,,,,,,
1435,,,,,,,,,,
1436,,,,,,,,,,
1437,,,,,|1399_1437_4_669_,,,,,
1438,,,,,,,,,,
1439,,,,,,,,,,
1440,,,,,|1400_1440_4_670_,,,,,
1441,,,|1439_1441_2_685_,,,|1401_1441_5_671_,,,,
1442,,,,,,,,,,
1443,,,,,,,,,,
1444,,,,,,,,,,
1445,,,,,,,,,|1445_1445_8_687_,
1446,,,,,,,,,,
1447,,,,,,,,,,
1448,,,,,,,,,,
1449,,,,,,,,,,
1450,,,,,,,,,|1450_1450_8_688_,
1451,,,,,,,,,,
1452,,,,,,,,,,
1453,,,,,,,,,,
1454,,,,,,,,,,
1455,,,,,,,,,,
1456,,,,,,,,,,
1457,,,,,|1417_1457_4_678_,,,,,
1458,,,,,,,,,,
1459,,,,,,,,,|1459_1459_8_690_,
1460,,,,,,,,,,
1461,,,,,,,,,,
1462,,,,,|1422_1462_4_680_,,,,,
1463,,,,,,|1424_1463_5_682_,,,,
1464,,,,,,,,,,
1465,,,,,|1425_1465_4_683_,,,,,
1466,,,,,,,,,,
1467,,,,,,,|1465_1467_6_693_,,,
1468,,,,,|1428_1468_4_684_,,,,,
1469,,,,,,,,,,
1470,,,,,,,|1468_1470_6_695_,,,
1471,,,,,,,,,|1471_1471_8_698_,
1472,,,,,,,,,,
1473,,,,,,,,,,
1474,,,,,,,,,,
1475,,,,,,,,,,
1476,,,,,,,,,,
1477,,,,,,,,,,
1478,,,,,,,,,,
1479,,,,,,,,,,
1480,,,,,,,,,,
1481,,,,,,,,,,
1482,,,,,,|1442_1482_5_686_,,,,
1483,,,,,,,,,,
1484,,,,,,,,,,
1485,,,,,,,,,,
1486,,,|1484_1486_2_702_,,,,,,,
1487,,,,,,,,,,
1488,,,,,,,,,,
1489,,,,,,,,,,
1490,,,,,,,,,,
1491,,,,,,,,,,
1492,,,,,,|1452_1492_5_689_,,,,
1493,,,,,,,,,,
1494,,,,,,,,,,
1495,,,,,,,,,,
1496,,,,,,,,,,
1497,,,,,,|1462_1497_5_692_,,,,
1498,,,,,,,,,,
1499,,,,,,,,,,
1500,,,,,|1499_1500_4_704_,,,,,
1501,,,,,|1461_1501_4_691_,,,,,
1502,,,,,,,,,,
1503,,,,,,,,,,
1504,,,|1502_1504_2_706_,,,,,,,
1505,,,,,|1466_1505_4_694_,,,,,
1506,,,,,,,,,,
1507,,,,,,,,,,
1508,,,,,,,,,,
1509,,,|1507_1509_2_710_,,|1469_1509_4_696_,,,,,
1510,,,,,|1470_1510_4_697_|1472_1510_4_699_,,,,,
1511,,,,,,,|1509_1511_6_712_,,,
1512,,,,,|1500_1512_4_705_,,,,,
1513,,,,,,,,,,
1514,,,|1512_1514_2_713_,,,,,,,
1515,,,,,,,,,,
1516,,,,,,,,,,
1517,,,,,|1483_1517_4_701_,,,,,
1518,,,,,,|1478_1518_5_700_,,,,
1519,,,,,,,,,,
1520,,,,,,,,,,
1521,,,,,,,,,,
1522,,,,,,,,,,
1523,,,,,,,,,,
1524,,,,,|1487_1524_4_703_,,,,,
1525,,,,,,,,,,
1526,,,,,,,,,,
1527,,,,,|1527_1527_4_718_,,|1525_1527_6_717_,,,
1528,,,,,,,,,,
1529,,,,,,,,,,
1530,,,,,,,,,,
1531,,,,,,,,,,
1532,,,,,,,,,,
1533,,,,,,,,,,
1534,,,,,,,,,,
1535,,,,,,,,,,
1536,,,,,|1503_1536_4_707_|1508_1536_4_711_,,,,,
1537,,,,,,,,,,
1538,,,,,,,,,|1538_1538_8_723_,
1539,,,,,,,,,,
1540,,,,,|1519_1540_4_715_,,,,|1540_1540_8_724_,
1541,,,,,,|1535_1541_5_721_,,,,
1542,,,,,|1534_1542_4_720_,,,,,
1543,,,,,,,,,,
1544,,,,,|1504_1544_4_708_,,,,,
1545,,,,,,,,,,
1546,,,,,|1506_1546_4_709_,,,,,
1547,,,,,,|1517_1547_5_714_,,,,
1548,,,,,,,,,,
1549,,,,,,,,,,
1550,,,,,,,,,,
1551,,,,,,,,,,
1552,,,,,,,,,,
1553,,,,,,,,,,
1554,,,,,,,,,,
1555,,,,,,|1555_1555_5_729_,,,,
1556,,,,,,,,,,
1557,,,,,,,,,,
1558,,,,,,,,,,
1559,,,,,,,,,|1559_1559_8_730_,
1560,,,,,,,,,,
1561,,,,,|1531_1561_4_719_,,,,,
1562,,,,,|1561_1562_4_731_,,,,,
1563,,,,,|1562_1563_4_732_,,,,,
1564,,,,,,|1524_1564_5_716_,,,,
1565,,,,,|1553_1565_4_728_,,,,,
1566,,,,,,,,,,
1567,,,,,,,,,,
1568,,,,,,,,,,
1569,,,,,,,,,,
1570,,,,,|1546_1570_4_727_,,,,|1570_1570_8_734_,
1571,,,,,,,,,,
1572,,,,,|1571_1572_4_735_,,,,,
1573,,,,,|1537_1573_4_722_,,,,,
1574,,,,,,,,,,
1575,,,,,,,,,,
1576,,,,,,,,,,
1577,,,,,,,,,,
1578,,,,,,,,,,
1579,,,,,,,,,,
1580,,,,,,,,,,
1581,,,,,,,,,|1581_1581_8_738_,
1582,,,,,,|1542_1582_5_725_,,,,
1583,,,,,,,,,,
1584,,,,,,,,,,
1585,,,,,,|1545_1585_5_726_,,,,
1586,,,,,,,,,,
1587,,,,,,|1587_1587_5_739_,,,,
1588,,,,,,,,,,
1589,,,,,,,,,|1589_1589_8_740_,
1590,,,,,,,,,,
1591,,,,,,,,,,
1592,,,,,,,,,,
1593,,,,,,|1593_1593_5_741_,,,,
1594,,,,,,,,,,
1595,,,,,,,,,,
1596,,,,,,,,,,
1597,,,,,,,,,,
1598,,,,,,,,,,
1599,,,,,|1598_1599_4_744_,,,,,
1600,,,,,,,,,,
1601,,,,,,|1564_1601_5_733_,,,,
1602,,,,,,,,,,
1603,,,,,,,,,,
1604,,,,,,,,,,
1605,,,|1603_1605_2_745_,,,,,,|1605_1605_8_746_,
1606,,,,,,,,,,
1607,,,,,,,,,,
1608,,,,,,,,,,
1609,,,,,,,,,|1609_1609_8_748_,
1610,,,,,,,,,,
1611,,,,,,|1611_1611_5_749_,,,,
1612,,,,,,|1573_1612_5_736_,,,,
1613,,,,,,,,,,
1614,,,,,|1576_1614_4_737_,,,,,
1615,,,|1613_1615_2_750_,,,,,,,
1616,,,,,,,,,,
1617,,,,,,,,,,
1618,,,,,|1596_1618_4_742_,,,,,
1619,,,,,|1616_1619_4_751_,,,,,
1620,,,,,,,,,,
1621,,,,,,,,,,
1622,,,,,,,,,,
1623,,,,,,,,,,
1624,,,,,,|1597_1624_5_743_,,,,
1625,,,,,,,,,,
1626,,,,,,,,,,
1627,,,,,,,,,,
1628,,,,,,|1628_1628_5_754_,,,,
1629,,,,,,,,,,
1630,,,,,,,,,,
1631,,,,,,,,,,
1632,,,,,|1631_1632_4_755_,,,,,
1633,,,,,,,,,,
1634,,,|1632_1634_2_756_,,,,,,,
1635,,,,,,,,,,
1636,,,,,,,,,,
1637,,,,,,,,,,
1638,,,,,,|1638_1638_5_757_,,,,
1639,,,,,,,,,,
1640,,,,,,,,,,
1641,,,,,,,,,,
1642,,,,,,,,,,
1643,,,,,,,,,,
1644,,,,,|1606_1644_4_747_,,,,,
1645,,,,,,,,,,
1646,,,,,,,,,,
1647,,,,,,,|1645_1647_6_759_,,,
1648,,,,,,,,,,
1649,,,,,|1618_1649_4_752_,,,,,
1650,,,|1648_1650_2_760_,,,|1650_1650_5_761_,,,,
1651,,,,,,,,,,
1652,,,,,,,,,,
1653,,,,,,,,,,
1654,,,|1652_1654_2_762_,,,,,,,
1655,,,,,,,,,,
