tickNumber,in27,B14,B11,cn12,B54,B51,os4,
958,,,,,,|918_958_5_472_,|958_958_6_490_,
959,,,,,,,,
960,,,,,,,,
961,,,,,,,,
962,,,,,,,,
963,,,,,|925_963_4_477_,,,
964,,,,,,,,
965,,,,,,,,
966,,,,,,,,
967,,,,,,,,
968,,,,,,|930_968_5_481_,,
969,,,,,,,,
970,,,,,,,,
971,,,,,,,,
972,,,,,,,,
973,,,,,|934_973_4_483_,,,
974,,,,,,,,
975,,,,,,,|975_975_6_494_,
976,,,,,,,,
977,,,,,|943_977_4_486_,,,
978,,,,,,,,
979,,,,,,,|979_979_6_496_,
980,,,,,,,|980_980_6_497_,
981,,,,,,,,
982,,|978_982_1_495_,,,,,,
983,,,,,,,,
984,,,,,,,,
985,,,,,,,,
986,,,,,,,,
987,,,,,,,,
988,,,,,,,,
989,,,,,,,,
990,,,,,,,,
991,,,,,,,|986_991_6_499_,
992,,,,,|952_992_4_487_,|953_992_5_488_,|992_992_6_501_,
993,,,,,,,,
994,,,,,|966_994_4_492_,,,
995,,,,,,,,
996,,,,,,,,
997,,,,,,|957_997_5_489_,,
998,,,,,,,,
999,,,,,,,|999_999_6_505_,
1000,,,,,|961_1000_4_491_,,,
1001,,,,,,,|1001_1001_6_506_,
1002,,|998_1002_1_504_,,,,,,
1003,,,,,,|968_1003_5_493_,,
1004,,,,,,,,
1005,,,,,,,,
1006,,,,,,,|1006_1006_6_509_,
1007,,,,,|981_1007_4_498_,,,
1008,,,,,,,,
1009,,,,,,,,
1010,,,,,,,,
1011,,,,,,,,
1012,,,,,,,,
1013,,,,,,,,
1014,,,,,,,,
1015,,,,,,,,
1016,,|1012_1016_1_512_,,,,,,
1017,,,,,,,,
1018,,,,,,,,
1019,,,,,,,,
1020,,,,,,,,
1021,,,,,,,,
1022,,,,,,,,
1023,,,,,,,|1018_1023_6_514_,
1024,,,,,,,,
1025,,,,,,,|1020_1025_6_516_,
1026,,,,,,,,
1027,,,,,,,,
1028,,,,,,|988_1028_5_500_,,
1029,,,,,,,,
1030,,,,,,,,
1031,,,,,,,,
1032,,,,,,,,
1033,,,,,,,,
1034,,,,,,,,
1035,,,,,,,|1035_1035_6_521_,
1036,,,,,,|996_1036_5_502_,,
1037,,,,,,|997_1037_5_503_,,
1038,,,,,,,,
1039,,,,,,,,
1040,,,,,,,,
1041,,|1038_1041_1_522_,,,,|1002_1041_5_507_,,
1042,,,,,,,|1007_1042_6_510_,
1043,,,,,|1003_1043_4_508_,,,
1044,,,,,,,,
1045,,,,,,,,
1046,,,,,,,,
1047,,,,,,,,
1048,,,,,,,|1043_1048_6_524_|1047_1048_6_527_,
1049,,,,,|1010_1049_4_511_,,,
1050,,,,,,,,
1051,,,,,,,,
1052,,,,,,,,
1053,,,,,|1015_1053_4_513_,,,
1054,,,,,,,,
1055,,,,,,,|1050_1055_6_528_,
1056,,,,,|1019_1056_4_515_,,,
1057,,,,,,,|1057_1057_6_530_,
1058,,,,,,,,
1059,,,,,,|1022_1059_5_518_,,
1060,,,,,,,|1056_1060_6_529_,
1061,,,,,,|1021_1061_5_517_,,
1062,,,,,,,,
1063,,,,,,,,
1064,,,,,,,,
1065,,,,,,,,
1066,,,,,|1028_1066_4_519_,,,
1067,,,,,,,,
1068,,,,,,,,
1069,,,,,,,,
1070,,,,,,,,
1071,,,,,,,,
1072,,,,,,,,
1073,,|1070_1073_1_532_,,,,|1033_1073_5_520_,,
1074,,,,,,,,
1075,,,,,,,|1075_1075_6_534_,
1076,,,,,,,,
1077,,,,,,,,
1078,,,,,,,|1074_1078_6_533_,
1079,,,,,,,,
1080,,,,,,,,
1081,,,,,|1041_1081_4_523_,,,
1082,,,,,,,|1082_1082_6_536_,
1083,,,,,,,,
1084,,,,,,|1044_1084_5_525_,,
1085,,,,,,|1046_1085_5_526_,,
1086,,,,,,,,
1087,,|1084_1087_1_538_,,,,,|1087_1087_6_540_,
1088,,,,,,,,
1089,,|1086_1089_1_539_,,,,,,
1090,,,,,,,,
1091,,,,,,,,
1092,,,,,,,,
1093,,,,,,,,
1094,,,,,,,,
1095,,,,,,,,
1096,,,,,,,,
1097,,,,,,,,
1098,,,,,,,,
1099,,,,,,,,
1100,,,,,|1062_1100_4_531_,,,
1101,,,,,,,,
1102,,|1099_1102_1_547_,,,,,,
1103,,,,,,,,
1104,,,,,,,,
1105,,,,,,,,
1106,,,,,,,,
1107,,,,,,,|1107_1107_6_550_,
1108,,,,,,,,
1109,,,,,,,,
1110,,,,,,,,
1111,,,,,,,,
1112,,,,,,,,
1113,,,,,,,,
1114,,,,,,,,
1115,,,,,,|1078_1115_5_535_,,
1116,,,,,,,|1112_1116_6_551_,
1117,,,,,,,|1117_1117_6_555_,
1118,,,,,,,,
1119,,,,,,,,
1120,,,,,,,,
1121,,,,,,,,
1122,,,,,,|1083_1122_5_537_,,
1123,,,,,,,,
1124,,,,,,,,
1125,,,,,,,|1121_1125_6_557_,
1126,,,,,,,,
1127,,,,,,,,
1128,,|1125_1128_1_559_,,,,,,
1129,,,,,,,,
1130,,,,,,,,
1131,,,,,|1091_1131_4_541_,,,
1132,,,,,|1092_1132_4_542_,,,
1133,,,,,,|1093_1133_5_543_,,
1134,,,,,,,|1134_1134_6_565_,
1135,,,,,,,,
1136,,,,,,|1096_1136_5_544_,,
1137,,,,,,|1097_1137_5_545_,,
1138,,,,,,|1098_1138_5_546_,,
1139,,,,,,,,
1140,,,,,,,,
1141,,,,,,,|1137_1141_6_566_,
1142,,,,,|1102_1142_4_548_,,,
1143,,,,,,,,
1144,,,,,,,,
1145,,,,,,,,
1146,,,,,|1106_1146_4_549_,,|1146_1146_6_568_,
1147,,,,,,,,
1148,,,,,,,,
1149,,,,,,,,
1150,,,,,|1128_1150_4_561_,,,
1151,,,,,,,,
1152,,,,,,,,
1153,,,,,|1113_1153_4_552_,,,
1154,,,,,|1114_1154_4_553_,,,
1155,,,,,|1116_1155_4_554_,,|1151_1155_6_573_,
1156,,,,,,,,
1157,,,,,,,|1153_1157_6_575_,
1158,,,,,|1118_1158_4_556_,,,
1159,,,,,,,,
1160,,,,,,,,
1161,,|1158_1161_1_577_,,,,,,
1162,,,,,|1122_1162_4_558_,,|1162_1162_6_578_,
1163,,,,,,,,
1164,,,,,,,,
1165,,,,,|1126_1165_4_560_,,|1165_1165_6_581_,
1166,,,,,,,|1166_1166_6_582_,
1167,,,,,,,,
1168,,,,,|1129_1168_4_562_,,,
1169,,,,,|1130_1169_4_563_,,,
1170,,,,,,,,
1171,,,,,|1131_1171_4_564_,,|1171_1171_6_585_,
1172,,,,,,,|1168_1172_6_583_,
1173,,,,,,,|1173_1173_6_586_,
1174,,,,,,,,
1175,,,,,,,,
1176,,,,,,,,
1177,,|1174_1177_1_587_,,,,,,
1178,,,,,,,,
1179,,,,,|1140_1179_4_567_,,,
1180,,,,,,,,
1181,,,,,|1149_1181_4_571_,,,
1182,,,,,,,,
1183,,,,,,,,
1184,,,,,,,|1184_1184_6_590_,
1185,,,,,,,,
1186,,,,,,,|1186_1186_6_592_,
1187,,,,,,|1147_1187_5_569_|1150_1187_5_572_,,
1188,,,,,,|1148_1188_5_570_,|1188_1188_6_593_,
1189,,,,,,,|1185_1189_6_591_,
1190,,,,,,,,
1191,,,,,,,,
1192,,,,,,|1152_1192_5_574_,,
1193,,,,,,,,
1194,,,,,,,|1194_1194_6_596_,
1195,,,,,,,,
1196,,,,,,|1157_1196_5_576_,,
1197,,,,,,,,
1198,,,,,,,,
1199,,,,,,,,
1200,,,,,,,|1196_1200_6_598_,
1201,,,,,|1190_1201_4_594_,,|1197_1201_6_599_,
1202,,,,,,,,
1203,,,,,|1163_1203_4_579_,,|1199_1203_6_600_,
1204,,,,,,|1164_1204_5_580_,,
1205,,,,,,,,
1206,,,,,|1175_1206_4_588_,,,
1207,,,,,|1169_1207_4_584_,,,
1208,,,,,,,,
1209,,,,,,,|1205_1209_6_602_,
1210,,,,,,,,
1211,,,,,,,,
1212,,,,,,,,
1213,,,,,,,,
1214,,,,,,,|1214_1214_6_606_,
1215,,,,,,,,
1216,,,,,,,,
1217,,,,,,,,
1218,,,,,,,,
1219,,,,,,,,
1220,,|1217_1220_1_607_,,,,,,
1221,,,,,,,,
1222,,,,,,,,
1223,,,,,|1183_1223_4_589_,,,
1224,,,,,,,,
1225,,,,,,,,
1226,,,,,,,,
1227,,,,,,,,
1228,,,,,,,,
1229,,,,,,,,
1230,,,,,,,,
1231,,,,,,,,
1232,,,,,,|1193_1232_5_595_,,
1233,,,,,,,,
1234,,,,,,,,
1235,,,,,|1195_1235_4_597_,,,
1236,,,,,,,|1236_1236_6_611_,
1237,,|1234_1237_1_610_,,,,,,
1238,,,,,,,,
1239,,,,,,,,
1240,,,,,,|1203_1240_5_601_,,
1241,,,,,,,|1241_1241_6_613_,
1242,,,,,,,,
1243,,,,,,,|1239_1243_6_612_,
1244,,,,,,,,
1245,,,,,|1206_1245_4_603_,,,
1246,,,,,|1207_1246_4_604_,,,
1247,,,,,,,,
1248,,,,,|1211_1248_4_605_,,,
1249,,,,,,,,
1250,,,,,,,,
1251,,,,,|1230_1251_4_608_,,|1247_1251_6_615_,
1252,,,,,,,,
1253,,,,,,,,
1254,,|1254_1254_1_618_,,,,,,
1255,,,,,,,,
1256,,|1253_1256_1_617_,,,,,,
1257,,,,,,,,
1258,,,,,,,,
1259,,,,,,,,
1260,,,,,,,,
1261,,,,,,,,
1262,,,,,,,,
1263,,,,,,,,
1264,,,,,,,,
1265,,|1262_1265_1_621_,,,,,,
1266,,,,,,,,
1267,,,,,,,,
1268,,,,,,,,
1269,,,,,,,,
1270,,,,,,,,
1271,,,,,,,,
1272,,,,,,,,
1273,,,,,,|1233_1273_5_609_,,
1274,,,,,,,,
1275,,,,,,,|1275_1275_6_624_,
1276,,,,,,,,
1277,,,,,,,,
1278,,,,,,,,
1279,,,,,|1242_1279_4_614_,,,
1280,,,,,,,|1276_1280_6_625_,
1281,,,,,,,,
1282,,,,,,,,
1283,,,,,,,,
1284,,,,,,,|1280_1284_6_627_,
1285,,,,,,,,
1286,,,,,,,,
1287,,,,,,,,
1288,,,,,,|1248_1288_5_616_,,
1289,,,,,|1255_1289_4_619_,,,
1290,,,,,,,,
1291,,,,,,,,
1292,,,,,,,,
1293,,,,,|1257_1293_4_620_,,,
1294,,,,,,,,
1295,,,,,,,,
1296,,,,,,,,
1297,,,,,,,,
1298,,,,,,,,
1299,,,,,,,,
1300,,,,,,,|1300_1300_6_632_,
1301,,,,,,,|1301_1301_6_633_,
1302,,,,,,,,
1303,,,,,|1263_1303_4_622_,,,
1304,,,,,,,,
1305,,,,,,,,
1306,,,,,|1267_1306_4_623_,,,
1307,,,,,,,,
1308,,,,,,,,
1309,,,,,,,,
1310,,,,,,,,
1311,,,,,,,,
1312,,,,,,,,
1313,,,,,,,,
1314,,,,,,,,
1315,,,,,,,,
1316,,,,,,,|1316_1316_6_640_,
1317,,,,,,,,
1318,,,,,,|1278_1318_5_626_,,
1319,,,,,,,|1319_1319_6_641_,
1320,,,,,,,,
1321,,,,,,,|1321_1321_6_642_,
1322,,,,,,|1282_1322_5_628_,|1322_1322_6_643_,
1323,,,,,,,,
1324,,,,,,,,
1325,,,,,,,,
1326,,,,,,,,
1327,,,,,,,,
1328,,,,,,,,
1329,,,,,,,,
1330,,,,,|1295_1330_4_630_,,,
1331,,,,,,,|1327_1331_6_644_,
1332,,|1329_1332_1_645_,,,,,,
1333,,,,,|1294_1333_4_629_,,,
1334,,,,,,,,
1335,,,,,,,,
1336,,,,,,|1297_1336_5_631_,,
1337,,,,,,,,
1338,,|1335_1338_1_646_,,,,,,
1339,,,,,,,,
1340,,,,,,,,
1341,,,,,,,,
1342,,,,,|1302_1342_4_634_|1306_1342_4_635_,,,
1343,,,,,,,|1339_1343_6_647_,
1344,,,,,,,,
1345,,,,,,,,
1346,,,,,,,,
1347,,,,,,,|1347_1347_6_649_,
1348,,,,,,,|1309_1348_6_636_,
1349,,,,,,,,
1350,,,,,,,|1310_1350_6_637_,
1351,,,,,,,|1351_1351_6_651_,
1352,,,,,|1313_1352_4_638_,,,
1353,,,,,,,,
1354,,,,,|1314_1354_4_639_,,,
1355,,,,,,,,
1356,,,,,,,,
1357,,,,,,,,
1358,,,,,,,,
1359,,,,,,,,
1360,,,,,,,|1346_1360_6_648_,
1361,,,,,,,,
1362,,,,,,,,
1363,,,,,,,,
1364,,,,,,,,
1365,,,,,,,,
1366,,|1363_1366_1_655_,,,,,,
1367,,|1364_1367_1_656_,,,,,|1361_1367_6_654_,
1368,,,,,,,,
1369,,,,,,,,
1370,,,,,,,,
1371,,,,,,,,
1372,,,,,,,,
1373,,,,,,,,
1374,,,,,,,,
1375,,,,,,,,
1376,,,,,,,,
1377,,,,,,,,
1378,,,,,,,,
1379,,,,,,,|1375_1379_6_661_,
1380,,,,,,,,
1381,,,,,,,,
1382,,,,,,,,
1383,,,,,,,,
1384,,,,,,,,
1385,,,,,,,,
1386,,,,,,,,
1387,,,,,,,,
1388,,,,,|1349_1388_4_650_,,,
1389,,,,,,,,
1390,,,,,,,,
1391,,,,,,,,
1392,,,,,,,|1392_1392_6_668_,
1393,,,,,,,,
1394,,,,,,,,
1395,,,,,|1356_1395_4_653_,|1355_1395_5_652_,,
1396,,,,,,,,
1397,,,,,,,,
1398,,,,,,,,
1399,,,,,,,|1399_1399_6_672_,
1400,,,,,,,|1400_1400_6_673_,
1401,,,,,,,,
1402,,,,,,,|1402_1402_6_674_,
1403,,,,,,,,
1404,,,,,,,,
1405,,,,,,,,
1406,,,,,|1366_1406_4_657_,,,
1407,,,,,,,,
1408,,,,,,|1368_1408_5_658_,,
1409,,,,,,,,
1410,,,,,|1372_1410_4_660_,,,
1411,,,,,|1371_1411_4_659_,,,
1412,,,,,,,,
1413,,,,,,,,
1414,,,,,,,,
1415,,,,,,,,
1416,,,,,,,,
1417,,,,,,,|1417_1417_6_678_,
1418,,,,,,|1378_1418_5_662_,,
1419,,,,,,,,
1420,,,,,,,,
1421,,,,,,,|1421_1421_6_679_,
1422,,,,,,,,
1423,,,,,,,,
1424,,,,,|1384_1424_4_663_,,,
1425,,,,,|1385_1425_4_664_,,,
1426,,,,,|1386_1426_4_665_,,,
1427,,,,,|1387_1427_4_666_|1388_1427_4_667_,,,
1428,,,,,,,,
1429,,,,,,,,
1430,,,,,,,,
1431,,,,,,,,
1432,,,,,,,,
1433,,|1430_1433_1_682_,,,,,,
1434,,,,,,|1394_1434_5_669_,,
1435,,,,,|1396_1435_4_670_,,,
1436,,,,,|1397_1436_4_671_,,,
1437,,,,,,,|1433_1437_6_683_|1437_1437_6_685_,
1438,,,,,,,,
1439,,,,,,,,
1440,,,,,,,,
1441,,,,,,,,
1442,,,,,,,|1438_1442_6_686_,
1443,,,,,,,,
1444,,,,,,,,
1445,,,,,,,,
1446,,,,,,,,
1447,,,,,,,,
1448,,,,,,,,
1449,,,,,|1409_1449_4_675_,,,
1450,,,,,,,,
1451,,,,,,,|1447_1451_6_689_,
1452,,,,,|1412_1452_4_676_,,|1452_1452_6_692_,
1453,,,,,,,|1449_1453_6_690_,
1454,,|1451_1454_1_691_,,,,,,
1455,,,,,|1415_1455_4_677_,,,
1456,,,,,,,,
1457,,,,,,,,
1458,,,,,,,,
1459,,,,,,,,
1460,,,,,,,,
1461,,,,,,,,
1462,,,,,,,,
1463,,,,,,,,
1464,,,,,,,,
1465,,,,,,,,
1466,,,,,,,,
1467,,,,,,,,
1468,,,,,,|1428_1468_5_680_,,
1469,,,,,|1429_1469_4_681_,,,
1470,,,,,,,|1463_1470_6_695_,
1471,,,,,,,,
1472,,,,,,,,
1473,,,,,,,,
1474,,,,,|1434_1474_4_684_,,,
1475,,,,,,,,
1476,,,,,,,,
1477,,,,,,,,
1478,,,,,,,,
1479,,,,,,,,
1480,,,,,|1440_1480_4_687_,,,
1481,,,,,,,,
1482,,,,,,,,
1483,,,,,,,,
1484,,,,,,,,
1485,,,,,|1445_1485_4_688_,,,
1486,,,,,,,,
1487,,,,,,,,
1488,,,,,,,,
1489,,,,,,,,
1490,,,,,,,,
1491,,,,,,,,
1492,,,,,,,,
1493,,,,,,|1453_1493_5_693_,|1493_1493_6_705_,
1494,,,,,|1456_1494_4_694_,,,
1495,,,,,,,|1488_1495_6_702_,
1496,,,,,,,|1489_1496_6_703_,
1497,,,,,,,,
1498,,,,,,,|1498_1498_6_707_,
1499,,,,,,,,
1500,,,,,,,,
1501,,,,,,,,
1502,,,,,,,,
1503,,,,,,,,
1504,,,,,,,,
1505,,,,,,,,
1506,,,,,|1475_1506_4_697_,,,
1507,,,,,,,|1500_1507_6_708_,
1508,,,,,,,,
1509,,,,,|1472_1509_4_696_,,|1502_1509_6_709_,
1510,,,,,,,,
1511,,,,,,,,
1512,,,,,,,,
1513,,,,,,,,
1514,,,,,,,,
1515,,,,,,|1484_1515_5_700_,,
1516,,,,,,,,
1517,,,,,|1477_1517_4_698_,|1478_1517_5_699_,,
1518,,,,,,,,
1519,,,,,,,,
1520,,,,,,,,
1521,,,,,,,,
1522,,,,,,,,
1523,,,,,,,,
1524,,,,,|1504_1524_4_710_,,,
1525,,,,,,|1487_1525_5_701_,,
1526,,,,,,,,
1527,,,,,,,,
1528,,,,,,,,
1529,,,,,|1521_1529_4_712_,,,
1530,,,,,,,,
1531,,,,,,|1491_1531_5_704_,,
1532,,,,,,,,
1533,,,,,,,,
1534,,|1528_1534_1_713_,,,,,,
1535,,,,,,,,
1536,,,,,,|1496_1536_5_706_,|1529_1536_6_714_,
1537,,,,,,,,
1538,,,,,,,,
1539,,,,,,,,
1540,,,,,,,,
1541,,,,,,,,
1542,,,,,,,,
1543,,,,,,,,
1544,,,,,,,,
1545,,,,,|1530_1545_4_715_,,,
1546,,,,,,,,
1547,,,,,,,,
1548,,|1542_1548_1_718_,,,,,,
1549,,,,,,,|1549_1549_6_722_,
1550,,,,,|1513_1550_4_711_,,,
1551,,,,,,,|1544_1551_6_719_,
1552,,,,,,,,
1553,,,,,|1550_1553_4_723_,,,
1554,,,,,,,,
1555,,,,,|1553_1555_4_724_,,,
1556,,,,,|1547_1556_4_721_,,,
1557,,,,,,,,
1558,,,,,,,,
1559,,,,,,,,
1560,,,,,,,,
1561,,,,,,,,
1562,,,,,,,,
1563,,,,,|1536_1563_4_716_,,,
1564,,,,,,,,
1565,,,,,,,,
1566,,,,,|1566_1566_4_727_,|1540_1566_5_717_,,
1567,,,,,,,,
1568,,,,,,,,
1569,,,,,,,,
1570,,,,,,,,
1571,,|1565_1571_1_726_,,,|1568_1571_4_728_,,,
1572,,,,,,,,
1573,,,,,,,,
1574,,,,,,,,
1575,,,,,,,,
1576,,,,,,,,
1577,,,,,,,,
1578,,,,,,,|1571_1578_6_729_,
1579,,,,,,,,
1580,,,,,,,|1573_1580_6_730_,
1581,,,,,|1578_1581_4_732_,,,
1582,,,,,,,,
1583,,,,,,,|1576_1583_6_731_,
1584,,,,,,,,
1585,,,,,,|1545_1585_5_720_,,
1586,,,,,,,,
1587,,,,,,,,
1588,,,,,,|1582_1588_5_733_,,
1589,,,,,,,,
1590,,,,,,,,
1591,,,,,,,,
1592,,,,,,,,
1593,,,,,,,,
1594,,|1588_1594_1_735_,,,,,|1587_1594_6_734_,
1595,,,,,,,,
1596,,,,,,,|1589_1596_6_736_,
1597,,,,,,,,
1598,,,,,|1559_1598_4_725_,,,
1599,,,,,,|1593_1599_5_737_,,
1600,,,,,|1597_1600_4_739_,,,
1601,,,,,,,,
1602,,,,,,,,
1603,,,,,,,,
1604,,,,,,,,
1605,,,,,,,,
1606,,,,,,,,
1607,,,,,|1604_1607_4_743_,,,
1608,,,,,,|1598_1608_5_740_,,
1609,,,,,,,,
1610,,,,,,,,
1611,,,,,,,,
1612,,,,,|1602_1612_4_742_,,,
1613,,,,,,,|1613_1613_6_747_,
1614,,,,,,,,
1615,,,,,,,,
1616,,,,,,,,
1617,,,,,,,,
1618,,,,,,,,
1619,,,,,,,,
1620,,|1614_1620_1_748_,,,|1600_1620_4_741_,,,
1621,,,,,,,,
1622,,,,,,,,
1623,,|1617_1623_1_749_,,,,,,
1624,,,,,,|1611_1624_5_746_,,
1625,,,,,,,,
1626,,,,,,,,
1627,,,,,,,,
1628,,|1622_1628_1_750_,,,,,,
1629,,,,,,,,
1630,,,,,,,,
1631,,,,,,,,
1632,,,,,,,,
1633,,,,,|1594_1633_4_738_,,,
1634,,,,,,,,
1635,,,,,|1630_1635_4_751_,,,
1636,,,,,,,|1636_1636_6_752_,
1637,,,,,,|1610_1637_5_745_,,
1638,,,,,,,,
1639,,,,,,,,
1640,,,,,,,,
1641,,,,,,,,
1642,,,,,,,,
1643,,,,,|1639_1643_4_753_,,,
1644,,,,,,,,
1645,,,,,,,,
1646,,,,,,,,
1647,,,,,,,,
1648,,,,,|1608_1648_4_744_,,,
1649,,,,,,,,
1650,,,,,,,,
1651,,,,,,,,
1652,,,,,,,,
1653,,,,,,,,
1654,,,,,,,,
1655,,|1649_1655_1_758_,,,,,,
1656,,,,,,|1641_1656_5_755_,,
1657,,,,,|1654_1657_4_760_,,|1657_1657_6_762_,
1658,,,,,,,,
1659,,,,,,,,
1660,,,,,,,,
1661,,,,,|1658_1661_4_763_,,,
1662,,,,,|1640_1662_4_754_,,,
1663,,,,,,,,
1664,,,,,,,,
1665,,,,,,,|1665_1665_6_766_,
1666,,,,,,,,
1667,,,,,,,|1660_1667_6_764_|1667_1667_6_767_,
1668,,,,,,,,
1669,,|1663_1669_1_765_,,,,,,
1670,,,,,,,,
1671,,,,,|1668_1671_4_768_,,,
1672,,,,,,,,
1673,,,,,,|1673_1673_5_770_,,
1674,,,,,|1671_1674_4_769_,,,
1675,,,,,,,,
1676,,,,,,,,
1677,,,,,|1674_1677_4_771_,|1647_1677_5_757_,,
1678,,,,,,,,
1679,,,,,,,,
1680,,,,,,,,
1681,,,,,,,,
1682,,,,,,,,
1683,,|1677_1683_1_772_,,,,,,
1684,,,,,|1652_1684_4_759_,,,
1685,,,,,,,,
1686,,,,,,|1646_1686_5_756_,,
1687,,,,,,,,
1688,,|1682_1688_1_774_,,,,,|1688_1688_6_776_,
1689,,,,,,,,
1690,,,,,,,,
1691,,,,,,,,
1692,,,,,,,,
1693,,,,,,,,
1694,,,,,,,|1687_1694_6_775_,
1695,,,,,|1655_1695_4_761_,,|1695_1695_6_777_,
1696,,,,,,,,
1697,,,,,,,,
1698,,,,,,,,
1699,,,,,,,,
1700,,,,,,,|1700_1700_6_778_,
1701,,,,,,,,
1702,,,,,,,,
1703,,,,,,,,
1704,,,,,|1681_1704_4_773_,|1703_1704_5_780_|1704_1704_5_781_,,
1705,,,,,,,,
1706,,,,,,,,
1707,,,,,,,,
1708,,,,,,,,
1709,,,,,,,,
1710,,,,,,,,
1711,,,,,,,,
1712,,,,,,|1711_1712_5_783_,,
1713,,,,,,,,
1714,,,,,,,,
1715,,,,,,,,
1716,,,,,,,|1716_1716_6_784_,
1717,,,,,,,,
1718,,,,,,,,
1719,,,,,,,,
1720,,,,,,,|1720_1720_6_785_,
1721,,,,,|1702_1721_4_779_,,,
1722,,,,,,,,
1723,,,,,,,,
1724,,,,,,,,
1725,,,,,,,,
1726,,,,,,,,
1727,,,,,,,,
1728,,,,,,,,
1729,,,,,,,,
1730,,,,,,,,
1731,,,,,,,,
1732,,,,,|1731_1732_4_787_,,,
1733,,|1730_1733_1_786_,,,,,,
1734,,,,,,,,
1735,,,,,,,,
1736,,,,,,,,
1737,,,,,,,,
1738,,,,,,,,
1739,,,,,,,,
1740,,,,,,,,
1741,,,,,,,,
1742,,,,,,,|1739_1742_6_791_,
1743,,,,,,,,
1744,,,,,,,,
1745,,,,,,,,
1746,,,,,,,,
1747,,,,,,,,
1748,,,,,,|1708_1748_5_782_,,
1749,,,,,,,,
1750,,,,,,,,
1751,,,,,,,,
1752,,,,,,,,
1753,,,,,,|1734_1753_5_788_,,
1754,,,,,,,,
1755,,,,,,,,
1756,,,,,|1755_1756_4_796_,,|1753_1756_6_794_,
1757,,|1754_1757_1_795_,,,,,,
1758,,,,,,,,
1759,,,,,,,,
1760,,,,,,,,
1761,,,,,|1760_1761_4_797_,,,
1762,,,,,,,,
1763,,,,,,,,
1764,,,,,,,,
1765,,,,,,|1742_1765_5_792_,,
1766,,|1763_1766_1_798_,,,,,,
1767,,,,,,,,
1768,,,,,,,,
1769,,,,,,,,
1770,,,,,|1769_1770_4_799_,,,
1771,,,,,,,,
1772,,,,,|1771_1772_4_800_,|1738_1772_5_790_,,
1773,,,,,|1737_1773_4_789_,,,
1774,,,,,,,,
1775,,,,,,,,
1776,,,,,,,,
1777,,,,,,,,
1778,,,,,,,,
1779,,,,,|1748_1779_4_793_,,,
1780,,,,,,,,
1781,,,,,,,,
1782,,,,,,|1780_1782_5_803_,,
1783,,,,,,,,
1784,,,,,,,,
1785,,,,,,,,
1786,,,,,,,,
1787,,,,,,,|1787_1787_6_805_,
1788,,,,,,,,
1789,,,,,,,,
1790,,,,,|1779_1790_4_802_,,,
1791,,,,,,,,
1792,,,,,|1783_1792_4_804_,,,
1793,,,,,,,,
1794,,,,,,,,
1795,,,,,,,,
1796,,,,,,,,
1797,,,,,|1796_1797_4_807_,,,
1798,,|1795_1798_1_806_,,,,,,
1799,,,,,,,,
1800,,,,,|1799_1800_4_808_,,,
1801,,,,,,,,
1802,,,,,,,,
1803,,,,,,,|1800_1803_6_809_,
1804,,,,,,,,
1805,,,,,,,,
1806,,,,,,,,
1807,,,,,,,,
1808,,,,,,,,
1809,,,,,,,,
1810,,,,,,,,
1811,,,,,,,,
1812,,,,,,,|1809_1812_6_810_,
1813,,,,,,,,
1814,,,,,,,,
1815,,,,,,,,
1816,,,,,,|1777_1816_5_801_,,
1817,,,,,,,,
1818,,,,,,,|1818_1818_6_812_,
1819,,,,,,|1814_1819_5_811_,,
1820,,,,,,,,
1821,,,,,,,,
1822,,,,,,,|1819_1822_6_813_,
1823,,,,,,,,
1824,,,,,,,,
1825,,,,,,,,
1826,,,,,,,,
1827,,,,,,,,
1828,,,,,,,,
1829,,,,,|1828_1829_4_816_,,|1826_1829_6_815_,
1830,,,,,,,,
1831,,,,,,,,
1832,,,,,,,,
1833,,,,,,,,
1834,,,,,,,,
1835,,,,,|1834_1835_4_817_,,,
1836,,,,,,,,
1837,,,,,|1836_1837_4_819_,,,
1838,,,,,,,|1835_1838_6_818_,
1839,,,,,,,,
1840,,,,,,,,
1841,,,,,,|1837_1841_5_820_,,
1842,,,,,,,,
1843,,,,,,,|1843_1843_6_821_,
1844,,,,,,,,
1845,,,,,,,,
1846,,,,,,|1846_1846_5_823_,,
1847,,|1844_1847_1_822_,,,,,,
1848,,,,,,,,
1849,,,,,,,,
1850,,,,,,,,
1851,,,,,,,|1851_1851_6_825_,
1852,,,,,,,,
1853,,,,,,|1821_1853_5_814_,,
1854,,,,,,,,
1855,,,,,,,,
1856,,,,,,,,
1857,,,,,,,,
1858,,,,,,,,
1859,,,,,,,,
1860,,,,,,,,
1861,,,,,,,,
1862,,,,,,,,
1863,,,,,|1861_1863_4_827_,,,
1864,,,,,,,,
1865,,,,,,,,
1866,,,,,,,,
1867,,,,,,,,
1868,,,,,,,,
1869,,,,,,,,
1870,,,,,,,|1870_1870_6_830_,
1871,,,,,,,,
1872,,,,,,,,
1873,,,,,,,,
1874,,,,,|1848_1874_4_824_|1873_1874_4_833_,,,
1875,,|1872_1875_1_832_,,,,,,
1876,,,,,,,,
1877,,,,,|1876_1877_4_834_,,,
1878,,,,,,,,
1879,,,,,,,,
1880,,,,,,,,
1881,,,,,,,,
1882,,|1879_1882_1_835_,,,|1881_1882_4_837_,|1864_1882_5_828_,,
