tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,sh10,in22,
743,,,,,,,,,,,,
744,,,,,,,,,,,,
745,,,,,,,,,,,,
746,,,,,|706_746_4_379_,,,,,,,
747,,,,,,,,,,|745_747_9_395_,,
748,,,,,,,,,,,,
749,,,,,,,,,,|747_749_9_396_,,
750,,,,,,,,,,,,
751,,,,,,,,,,,,
752,,,,,,,,,,|750_752_9_398_,,
753,,,,,,,,,,,,
754,,,,,,,,,,,,
755,,,,,,,,,,,,
756,,,,,|716_756_4_384_,,,,,,,
757,,,,,,,,,,,,
758,,,,,|718_758_4_385_,,,,,,,
759,,,,,|719_759_4_386_,,,,,,,
760,,,,,,,,,,,,
761,,,,,,,,,,|759_761_9_400_,,
762,,,,,,,,,,,,
763,,,,,,,,,,,,
764,,,,,,,,,,,,
765,,,,,,,,,,,,
766,,,,,,,,,,|764_766_9_401_,,
767,,,,,,,,,,,,
768,,,,,,,,,,,,
769,,,,,,,,,,,,
770,,,,,|730_770_4_392_,,,,,,,
771,,,,,,,,,,,|768_771_10_403_,
772,,,,,,,,,,,,
773,,,,,,,,,,,,
774,,,,,,,,,,,,
775,,,,,,,,,,,,
776,,,,,,,,,,,|773_776_10_404_,
777,,,,,,,,,,,,
778,,,,,,,|774_778_6_405_,,,,,
779,,,,,,,,,,,,
780,,,,,,,,,,,|777_780_10_408_,
781,,,,,,,,,,,,
782,,,,,,,,,,,,
783,,,,,,,,,,,,
784,,,,,,,,,,,,
785,,,,,,,,,,,,
786,,,,,,,,,,,,
787,,,,,,,,,,,,
788,,,,,,,,,,,|785_788_10_410_,
789,,,,,|749_789_4_397_,,,,,,,
790,,,,,|783_790_4_409_,,,,,,,
791,,,,,,,,,,,,
792,,,,,,,,,,,,
793,,,,,,,|788_793_6_412_|789_793_6_413_,,,,,
794,,,,,,,,,,,,
795,,,,,|786_795_4_411_,,,,,|793_795_9_414_,,
796,,,,,|756_796_4_399_,,,,,|794_796_9_415_,,
797,,,,,,,,,,,,
798,,,,,,,,,,,,
799,,,,,,,,,,,,
800,,,,,,,,,,|798_800_9_416_,,
801,,,,,,,|799_801_6_417_,,,,,
802,,,,,,,,,,,,
803,,,,,,,,,,,,
804,,,,,,,,,,,,
805,,,,,|765_805_4_402_,,,,,,|801_805_10_419_,
806,,,,,|805_806_4_422_,,|803_806_6_421_,,,,|802_806_10_420_,
807,,,,,,,,,,,,
808,,,,,,,,,,,,
809,,,,,,,,,,,,
810,,,,,|800_810_4_418_,,,,,,,
811,,,,,|776_811_4_407_,,|808_811_6_423_,,,,,
812,,,,,|811_812_4_424_,,,,,,,
813,,,,,,,,,,,,
814,,,,,|775_814_4_406_,,,,,,,
815,,,,,,,|812_815_6_425_,,,,,
816,,,,,,,,,,,,
817,,,,,,,,,,,,
818,,,,,,,|815_818_6_426_,,,,,
819,,,,,|818_819_4_427_,,,,,,,
820,,,,,,,,,,,,
821,,,,,,,,,,,,
822,,,,,,,,,,,,
823,,,,,,,,,,,,
824,,,,,,,,,,,,
825,,,,,|824_825_4_428_,,,,,,,
826,,,,,,,,,,,,
827,,,,,,,,,,,,
828,,,,,,,,,,,,
829,,,,,,,,,,,|825_829_10_429_,
830,,,,,,,,,,,,
831,,,,,,,,,,,,
832,,,,,,,,,,,,
833,,,,,,,|831_833_6_431_,,,|832_833_9_432_,,
834,,,,,,,,,,,|830_834_10_430_,
835,,,,,,,,,,,,
836,,,,,,,,,,,,
837,,,,,,,,,,,,
838,,,,,,,,,,,,
839,,,,,,,|836_839_6_433_,,,,,
840,,,,,,,,,,,,
841,,,,,,,|838_841_6_434_,,,,,
842,,,,,,,,,,,,
843,,,,,,,,,,,,
844,,,,,,,,,,,,
845,,,,,,,|842_845_6_435_,,,,,
846,,,,,|845_846_4_436_,,,,,,,
847,,,,,,,,,,|846_847_9_437_,,
848,,,,,,,,,,,,
849,,,,,,,,,,,,
850,,,,,,,,,,|849_850_9_438_,,
851,,,,,,,,,,,,
852,,,,,,,,,,,,
853,,,,,,,,,,,,
854,,,,,|853_854_4_440_,,,,,,|850_854_10_439_,
855,,,,,,,,,,|854_855_9_441_,,
856,,,,,,,,,,,,
857,,,,,|856_857_4_443_,,,,,,,
858,,,,,,,|855_858_6_442_,,,,,
859,,,,,,,,,,,,
860,,,,,,,,,,,,
861,,,,,,,,,,,|857_861_10_444_,
862,,,,,,,,,,,,
863,,,,,|862_863_4_445_,,,,,,,
864,,,,,|863_864_4_446_,,,,,,,
865,,,,,,,,,,|864_865_9_447_,,
866,,,,,,,,,,,,
867,,,,,,,,,,,,
868,,,,,,,,,,,,
869,,,,,,,,,,,|865_869_10_448_,
870,,,,,,,,,,,,
871,,,,,,,|867_871_6_449_,,,,,
872,,,,,,,,,,,,
873,,,,,,,|870_873_6_450_,,,,,
874,,,,,,,,,,,,
875,,,,,,,|872_875_6_451_,,,,|874_875_10_452_,
876,,,,,,,,,,,,
877,,,,,,,,,,,,
878,,,,,,,,,,|876_878_9_453_,,
879,,,,,,,,,,,,
880,,,,,,,,,,,,
881,,,,,,,,,,,|880_881_10_454_,
882,,,,,,,,,,,,
883,,,,,,,,,,,,
884,,,,,,,,,,,,
885,,,,,,,,,,,,
886,,,,,,,,,,,,
887,,,,,,,,,,,|886_887_10_455_,
888,,,,,,,,,,,,
889,,,,,,,,,,|887_889_9_456_,,
890,,,,,,,,,,,|889_890_10_457_,
891,,,,,,,,,,,,
892,,,,,,,,,,,|891_892_10_459_,
893,,,,,,,|890_893_6_458_,,,,,
894,,,,,,,,,,,,
895,,,,,,,,,,,,
896,,,,,,,|892_896_6_460_,,,,,
897,,,,,,,,,,,,
898,,,,,,,,,,,,
899,,,,,,,,,,,|898_899_10_462_,
900,,,,,|896_900_4_461_,,,,,,,
901,,,,,,,,,,,,
902,,,,,,,,,,,,
903,,,,,,,,,,|901_903_9_463_,,
904,,,,,,,,,,,,
905,,,,,,,|902_905_6_464_,,,,,
906,,,,,,,,,,,,
907,,,,,,,,,,,,
908,,,,,,,,,,,,
909,,,,,|905_909_4_465_,,,,,,,
910,,,,,,,,,,,,
911,,,,,|907_911_4_466_,,,,,,,
912,,,,,,,,,,,,
913,,,,,,,,,,,,
914,,,,,,,,,,,,
915,,,,,,,|912_915_6_467_,,,,,
916,,,,,,,,,,,|915_916_10_469_,
917,,,,,,,,,,,|916_917_10_470_,
918,,,,,,,|914_918_6_468_,,,,,
919,,,,,,,,,,,,
920,,,,,,,,,,|918_920_9_472_,,
921,,,,,,,|917_921_6_471_,,,,,
922,,,,,,,,,,,|921_922_10_474_,
923,,,,,,,,,,,|922_923_10_475_,
924,,,,,|920_924_4_473_,,,,,,,
925,,,,,,,,,,,,
926,,,,,,,|923_926_6_476_,,,,,
927,,,,,,,,,,,|926_927_10_478_,
928,,,,,,,,,,,,
929,,,,,|925_929_4_477_,,,,,,,
930,,,,,,,,,,,|929_930_10_480_,
931,,,,,,,|927_931_6_479_,,,,,
932,,,,,,,,,,|930_932_9_481_,,
933,,,,,,,,,,,|932_933_10_482_,
934,,,,,,,,,,,,
935,,,,,,,,,,,,
936,,,,,,,,,,,,
937,,,,,,,,,,,,
938,,,,,|934_938_4_483_,,,,,,,
939,,,,,,,,,,,,
940,,,,,,,,,,,,
941,,,,,,,|937_941_6_484_,,,,,
942,,,,,,,,,,,,
943,,,,,,,,,,,,
944,,,,,,,|940_944_6_485_,,,,,
945,,,,,,,,,,,,
946,,,,,,,,,,,,
947,,,,,|943_947_4_486_,,,,,,,
948,,,,,,,,,,,,
949,,,,,,,,,,,,
950,,,,,,,,,,,,
951,,,,,,,,,,,,
952,,,,,,,,,,,,
953,,,,,,,,,,,,
954,,,,,,,,,,|952_954_9_487_,,
955,,,,,,,,,,|953_955_9_488_,,
956,,,,,,,,,,,,
957,,,,,,,,,,,,
958,,,,,,,,,,,,
959,,,,,,,,,,|957_959_9_489_,|958_959_10_490_,
960,,,,,,,,,,,,
961,,,,,,,,,,,,
962,,,,,,,,,,,,
963,,,,,,,,,,,,
964,,,,,,,,,,,,
965,,,,,|961_965_4_491_,,,,,,,
966,,,,,,,,,,,,
967,,,,,,,,,,,,
968,,,,,,,,,,,,
969,,,,,,,,,,,,
970,,,,,|966_970_4_492_,,,,,|968_970_9_493_,,
971,,,,,,,,,,,,
972,,,,,,,,,,,,
973,,,,,,,,,,,,
974,,,,,,,,,,,,
975,,,,,,,,,,,,
976,,,,,,,,,,,|975_976_10_494_,
977,,,,,,,,,,,,
978,,,,,,,,,,,,
979,,,,,,,,,,,,
980,,,,,,,,,,,|979_980_10_496_,
981,,,,,,,,,,,|980_981_10_497_,
982,,,,,,,|978_982_6_495_,,,,,
983,,,,,,,,,,,,
984,,,,,,,,,,,,
985,,,,,|981_985_4_498_,,,,,,,
986,,,,,,,,,,,,
987,,,,,,,,,,,,
988,,,,,,,,,,,,
989,,,,,,,|986_989_6_499_,,,,,
990,,,,,,,,,,|988_990_9_500_,,
991,,,,,,,,,,,,
992,,,,,,,,,,,,
993,,,,,,,,,,,|992_993_10_501_,
994,,,,,,,,,,,,
995,,,,,,,,,,,,
996,,,,,,,,,,,,
997,,,,,,,,,,,,
998,,,,,,,,,,|996_998_9_502_,,
999,,,,,,,,,,|997_999_9_503_,,
1000,,,,,,,,,,,|999_1000_10_505_,
1001,,,,,,,,,,,,
1002,,,,,,,|998_1002_6_504_,,,,|1001_1002_10_506_,
1003,,,,,,,,,,,,
1004,,,,,,,,,,|1002_1004_9_507_,,
1005,,,,,,,,,,,,
1006,,,,,,,,,,,,
1007,,,,,|1003_1007_4_508_,,,,,,|1006_1007_10_509_,
1008,,,,,,,,,,,,
1009,,,,,,,,,,,,
1010,,,,,,,|1007_1010_6_510_,,,,,
1011,,,,,,,,,,,,
1012,,,,,,,,,,,,
1013,,,,,,,,,,,,
1014,,,,,|1010_1014_4_511_,,,,,,,
1015,,,,,,,,,,,,
1016,,,,,,,|1012_1016_6_512_,,,,,
1017,,,,,,,,,,|1015_1017_9_513_,,
1018,,,,,,,,,,,,
1019,,,,,,,,,,,,
1020,,,,,,,,,,,,
1021,,,,,,,|1018_1021_6_514_,,,,,
1022,,,,,,,,,,,,
1023,,,,,|1019_1023_4_515_,,|1020_1023_6_516_,,,|1021_1023_9_517_,,
1024,,,,,,,,,,|1022_1024_9_518_,,
1025,,,,,,,,,,,,
1026,,,,,,,,,,,,
1027,,,,,,,,,,,,
1028,,,,,,,,,,,,
1029,,,,,,,,,,,,
1030,,,,,,,,,,|1028_1030_9_519_,,
1031,,,,,,,,,,,,
1032,,,,,,,,,,,,
1033,,,,,,,,,,,,
1034,,,,,,,,,,,,
1035,,,,,,,,,,|1033_1035_9_520_,,
1036,,,,,,,,,,,,
1037,,,,,,,,,,,,
1038,,,,,,,|1035_1038_6_521_,,,,,
1039,,,,,,,,,,,,
1040,,,,,,,,,,,,
1041,,,,,,,,,,,,
1042,,,,,,,|1038_1042_6_522_,,,,,
1043,,,,,,,,,,|1041_1043_9_523_,,
1044,,,,,,,,,,,,
1045,,,,,,,,,,,,
1046,,,,,,,|1043_1046_6_524_,,,|1044_1046_9_525_,,
1047,,,,,,,,,,,,
1048,,,,,,,,,,|1046_1048_9_526_,|1047_1048_10_527_,
1049,,,,,,,,,,,,
1050,,,,,,,,,,,,
1051,,,,,,,,,,,,
1052,,,,,,,,,,,,
1053,,,,,,,|1050_1053_6_528_,,,,,
1054,,,,,,,,,,,,
1055,,,,,,,,,,,,
1056,,,,,,,,,,,,
1057,,,,,,,,,,,,
1058,,,,,,,,,,,|1057_1058_10_530_,
1059,,,,,,,|1056_1059_6_529_,,,,,
1060,,,,,,,,,,,,
1061,,,,,,,,,,,,
1062,,,,,,,,,,,,
1063,,,,,,,,,,,,
1064,,,,,,,,,,,,
1065,,,,,,,,,,,,
1066,,,,,|1062_1066_4_531_,,,,,,,
1067,,,,,,,,,,,,
1068,,,,,,,,,,,,
1069,,,,,,,,,,,,
1070,,,,,,,,,,,,
1071,,,,,,,,,,,,
1072,,,,,,,,,,,,
1073,,,,,,,,,,,,
1074,,,,,,,|1070_1074_6_532_,,,,,
1075,,,,,,,,,,,,
1076,,,,,,,,,,,|1075_1076_10_534_,
1077,,,,,,,|1074_1077_6_533_,,,,,
1078,,,,,,,,,,,,
1079,,,,,,,,,,,,
1080,,,,,,,,,,|1078_1080_9_535_,,
1081,,,,,,,,,,,,
1082,,,,,,,,,,,,
1083,,,,,,,,,,,|1082_1083_10_536_,
1084,,,,,,,,,,,,
1085,,,,,,,,,,|1083_1085_9_537_,,
1086,,,,,,,,,,,,
1087,,,,,,,,,,,,
1088,,,,,,,|1084_1088_6_538_,,,,|1087_1088_10_540_,
1089,,,,,,,,,,,,
1090,,,,,,,|1086_1090_6_539_,,,,,
1091,,,,,,,,,,,,
1092,,,,,,,,,,,,
1093,,,,,,,,,,,,
1094,,,,,,,,,,,,
1095,,,,,|1091_1095_4_541_,,,,,|1093_1095_9_543_,,
1096,,,,,|1092_1096_4_542_,,,,,,,
1097,,,,,,,,,,,,
1098,,,,,,,,,,|1096_1098_9_544_,,
1099,,,,,,,,,,|1097_1099_9_545_,,
1100,,,,,,,,,,|1098_1100_9_546_,,
1101,,,,,,,,,,,,
1102,,,,,,,,,,,,
1103,,,,,,,|1099_1103_6_547_,,,,,
1104,,,,,,,,,,|1102_1104_9_548_,,
1105,,,,,,,,,,,,
1106,,,,,,,,,,,,
1107,,,,,,,,,,,,
1108,,,,,,,,,,,|1107_1108_10_550_,
1109,,,,,,,,,,,,
1110,,,,,|1106_1110_4_549_,,,,,,,
1111,,,,,,,,,,,,
1112,,,,,,,,,,,,
1113,,,,,,,,,,,,
1114,,,,,,,|1112_1114_6_551_,,,|1113_1114_9_552_,,
1115,,,,,|1114_1115_4_553_,,,,,,,
1116,,,,,,,,,,,,
1117,,,,,|1116_1117_4_554_,,,,,,,
1118,,,,,,,,,,,,
1119,,,,,|1118_1119_4_556_,,,,,,|1117_1119_10_555_,
1120,,,,,,,,,,,,
1121,,,,,,,,,,,,
1122,,,,,,,,,,,,
1123,,,,,|1122_1123_4_558_,,|1121_1123_6_557_,,,,,
1124,,,,,,,,,,,,
1125,,,,,,,,,,,,
1126,,,,,,,,,,,,
1127,,,,,|1126_1127_4_560_,,,,,,,
1128,,,,,,,|1125_1128_6_559_,,,,,
1129,,,,,|1128_1129_4_561_,,,,,,,
1130,,,,,|1129_1130_4_562_,,,,,,,
1131,,,,,|1130_1131_4_563_,,,,,,,
1132,,,,,|1131_1132_4_564_,,,,,,,
1133,,,,,,,,,,,,
1134,,,,,,,,,,,,
1135,,,,,,,,,,,,
1136,,,,,,,,,,,|1134_1136_10_565_,
1137,,,,,,,,,,,,
1138,,,,,,,,,,,,
1139,,,,,,,|1137_1139_6_566_,,,,,
1140,,,,,,,,,,,,
1141,,,,,|1140_1141_4_567_,,,,,,,
1142,,,,,,,,,,,,
1143,,,,,,,,,,,,
1144,,,,,,,,,,,,
1145,,,,,,,,,,,,
1146,,,,,,,,,,,,
1147,,,,,,,,,,,,
1148,,,,,,,,,,|1147_1148_9_569_,|1146_1148_10_568_,
1149,,,,,,,,,,|1148_1149_9_570_,,
1150,,,,,|1149_1150_4_571_,,,,,,,
1151,,,,,,,,,,|1150_1151_9_572_,,
1152,,,,,,,,,,,,
1153,,,,,,,|1151_1153_6_573_,,,|1152_1153_9_574_,,
1154,,,,,,,,,,,,
1155,,,,,,,|1153_1155_6_575_,,,,,
1156,,,,,,,,,,,,
1157,,,,,,,,,,,,
1158,,,,,,,,,,|1157_1158_9_576_,,
1159,,,,,,,,,,,,
1160,,,,,,,,,,,,
1161,,,,,,,|1158_1161_6_577_,,,,,
1162,,,,,,,,,,,,
1163,,,,,,,,,,,,
1164,,,,,|1163_1164_4_579_,,,,,,|1162_1164_10_578_,
1165,,,,,,,,,,|1164_1165_9_580_,,
1166,,,,,,,,,,,,
1167,,,,,,,,,,,|1165_1167_10_581_,
1168,,,,,,,,,,,|1166_1168_10_582_,
1169,,,,,,,,,,,,
1170,,,,,,,|1168_1170_6_583_,,,|1169_1170_9_584_,,
1171,,,,,,,,,,,,
1172,,,,,,,,,,,,
1173,,,,,,,,,,,|1171_1173_10_585_,
1174,,,,,,,,,,,,
1175,,,,,,,,,,,|1173_1175_10_586_,
1176,,,,,|1175_1176_4_588_,,,,,,,
1177,,,,,,,|1174_1177_6_587_,,,,,
1178,,,,,,,,,,,,
1179,,,,,,,,,,,,
1180,,,,,,,,,,,,
1181,,,,,,,,,,,,
1182,,,,,,,,,,,,
1183,,,,,,,,,,,,
1184,,,,,|1183_1184_4_589_,,,,,,,
1185,,,,,,,,,,,,
1186,,,,,,,,,,,|1184_1186_10_590_,
1187,,,,,,,|1185_1187_6_591_,,,,,
1188,,,,,,,,,,,|1186_1188_10_592_,
1189,,,,,,,,,,,,
1190,,,,,,,,,,,|1188_1190_10_593_,
1191,,,,,|1190_1191_4_594_,,,,,,,
1192,,,,,,,,,,,,
1193,,,,,,,,,,,,
1194,,,,,,,,,,|1193_1194_9_595_,,
1195,,,,,,,,,,,,
1196,,,,,|1195_1196_4_597_,,,,,,|1194_1196_10_596_,
1197,,,,,,,,,,,,
1198,,,,,,,|1196_1198_6_598_,,,,,
1199,,,,,,,|1197_1199_6_599_,,,,,
1200,,,,,,,,,,,,
1201,,,,,,,|1199_1201_6_600_,,,,,
1202,,,,,,,,,,,,
1203,,,,,,,,,,,,
1204,,,,,,,,,,|1203_1204_9_601_,,
1205,,,,,,,,,,,,
1206,,,,,,,,,,,,
1207,,,,,|1206_1207_4_603_,,|1205_1207_6_602_,,,,,
1208,,,,,|1207_1208_4_604_,,,,,,,
1209,,,,,,,,,,,,
1210,,,,,,,,,,,,
1211,,,,,,,,,,,,
1212,,,,,|1211_1212_4_605_,,,,,,,
1213,,,,,,,,,,,,
1214,,,,,,,,,,,,
1215,,,,,,,,,,,,
1216,,,,,,,,,,,|1214_1216_10_606_,
1217,,,,,,,,,,,,
1218,,,,,,,,,,,,
1219,,,,,,,,,,,,
1220,,,,,,,|1217_1220_6_607_,,,,,
1221,,,,,,,,,,,,
1222,,,,,,,,,,,,
1223,,,,,,,,,,,,
1224,,,,,,,,,,,,
1225,,,,,,,,,,,,
1226,,,,,,,,,,,,
1227,,,,,,,,,,,,
1228,,,,,,,,,,,,
1229,,,,,,,,,,,,
1230,,,,,,,,,,,,
1231,,,,,|1230_1231_4_608_,,,,,,,
1232,,,,,,,,,,,,
1233,,,,,,,,,,,,
1234,,,,,,,,,,|1233_1234_9_609_,,
1235,,,,,,,,,,,,
1236,,,,,,,,,,,,
1237,,,,,,,|1234_1237_6_610_,,,,,
1238,,,,,,,,,,,|1236_1238_10_611_,
1239,,,,,,,,,,,,
1240,,,,,,,,,,,,
1241,,,,,,,|1239_1241_6_612_,,,,,
1242,,,,,,,,,,,,
1243,,,,,|1242_1243_4_614_,,,,,,|1241_1243_10_613_,
1244,,,,,,,,,,,,
1245,,,,,,,,,,,,
1246,,,,,,,,,,,,
1247,,,,,,,,,,,,
1248,,,,,,,,,,,,
1249,,,,,,,|1247_1249_6_615_,,,|1248_1249_9_616_,,
1250,,,,,,,,,,,,
1251,,,,,,,,,,,,
1252,,,,,,,,,,,,
1253,,,,,,,,,,,,
1254,,,,,,,,,,,,
1255,,,,,,,,,,,,
1256,,,,,|1255_1256_4_619_,,|1253_1256_6_617_,,,,,
1257,,,,,,,|1254_1257_6_618_,,,,,
1258,,,,,,,,,,|1257_1258_9_620_,,
1259,,,,,,,,,,,,
1260,,,,,,,,,,,,
1261,,,,,,,,,,,,
1262,,,,,,,,,,,,
1263,,,,,,,,,,,,
1264,,,,,|1263_1264_4_622_,,,,,,,
1265,,,,,,,|1262_1265_6_621_,,,,,
1266,,,,,,,,,,,,
1267,,,,,,,,,,,,
1268,,,,,|1267_1268_4_623_,,,,,,,
1269,,,,,,,,,,,,
1270,,,,,,,,,,,,
1271,,,,,,,,,,,,
1272,,,,,,,,,,,,
1273,,,,,,,,,,,,
1274,,,,,,,,,,,,
1275,,,,,,,,,,,,
1276,,,,,,,,,,,,
1277,,,,,,,,,,,|1275_1277_10_624_,
1278,,,,,,,|1276_1278_6_625_,,,,,
1279,,,,,,,,,,|1278_1279_9_626_,,
1280,,,,,,,,,,,,
1281,,,,,,,,,,,,
1282,,,,,,,|1280_1282_6_627_,,,,,
1283,,,,,,,,,,|1282_1283_9_628_,,
1284,,,,,,,,,,,,
1285,,,,,,,,,,,,
1286,,,,,,,,,,,,
1287,,,,,,,,,,,,
1288,,,,,,,,,,,,
1289,,,,,,,,,,,,
1290,,,,,,,,,,,,
1291,,,,,,,,,,,,
1292,,,,,,,,,,,,
1293,,,,,,,,,,,,
1294,,,,,,,,,,,,
1295,,,,,|1294_1295_4_629_,,,,,,,
1296,,,,,,,,,,|1295_1296_9_630_,,
1297,,,,,,,,,,,,
1298,,,,,,,,,,|1297_1298_9_631_,,
1299,,,,,,,,,,,,
1300,,,,,,,,,,,,
1301,,,,,,,,,,,,
1302,,,,,,,,,,,|1300_1302_10_632_,
1303,,,,,,,,,,|1302_1303_9_634_,|1301_1303_10_633_,
1304,,,,,,,,,,,,
1305,,,,,,,,,,,,
1306,,,,,,,,,,,,
1307,,,,,|1306_1307_4_635_,,,,,,,
1308,,,,,,,,,,,,
1309,,,,,,,,,,,,
1310,,,,,,,,,,,,
1311,,,,,,,,,,,|1309_1311_10_636_,
1312,,,,,,,|1310_1312_6_637_,,,,,
1313,,,,,,,,,,,,
1314,,,,,,,,,,|1313_1314_9_638_,,
1315,,,,,,,,,,|1314_1315_9_639_,,
1316,,,,,,,,,,,,
1317,,,,,,,,,,,,
1318,,,,,,,,,,,|1316_1318_10_640_,
1319,,,,,,,,,,,,
1320,,,,,,,,,,,,
1321,,,,,,,,,,,|1319_1321_10_641_,
1322,,,,,,,,,,,,
1323,,,,,,,,,,,|1321_1323_10_642_,
1324,,,,,,,,,,,|1322_1324_10_643_,
1325,,,,,,,,,,,,
1326,,,,,,,,,,,,
1327,,,,,,,,,,,,
1328,,,,,,,,,,,,
1329,,,,,,,|1327_1329_6_644_,,,,,
1330,,,,,,,,,,,,
1331,,,,,,,,,,,,
1332,,,,,,,|1329_1332_6_645_,,,,,
1333,,,,,,,,,,,,
1334,,,,,,,,,,,,
1335,,,,,,,,,,,,
1336,,,,,,,,,,,,
1337,,,,,,,,,,,,
1338,,,,,,,|1335_1338_6_646_,,,,,
1339,,,,,,,,,,,,
1340,,,,,,,,,,,,
1341,,,,,,,|1339_1341_6_647_,,,,,
1342,,,,,,,,,,,,
1343,,,,,,,,,,,,
1344,,,,,,,,,,,,
1345,,,,,,,,,,,,
1346,,,,,,,,,,,,
1347,,,,,,,,,,,,
1348,,,,,,,,,,,|1346_1348_10_648_,
1349,,,,,,,,,,,|1347_1349_10_649_,
1350,,,,,|1349_1350_4_650_,,,,,,,
1351,,,,,,,,,,,,
1352,,,,,,,,,,,,
1353,,,,,,,,,,,|1351_1353_10_651_,
1354,,,,,,,,,,,,
1355,,,,,,,,,,,,
1356,,,,,,,,,,|1355_1356_9_652_,,
1357,,,,,|1356_1357_4_653_,,,,,,,
1358,,,,,,,,,,,,
1359,,,,,,,,,,,,
1360,,,,,,,,,,,,
1361,,,,,,,,,,,,
1362,,,,,,,,,,,,
1363,,,,,,,,,,,|1361_1363_10_654_,
1364,,,,,,,,,,,,
1365,,,,,,,,,,,,
1366,,,,,,,|1363_1366_6_655_,,,,,
1367,,,,,,,|1364_1367_6_656_,,,|1366_1367_9_657_,,
1368,,,,,,,,,,,,
1369,,,,,,,,,,|1368_1369_9_658_,,
1370,,,,,,,,,,,,
1371,,,,,,,,,,,,
1372,,,,,|1371_1372_4_659_,,,,,,,
1373,,,,,|1372_1373_4_660_,,,,,,,
1374,,,,,,,,,,,,
1375,,,,,,,,,,,,
1376,,,,,,,,,,,,
1377,,,,,,,|1375_1377_6_661_,,,,,
1378,,,,,,,,,,,,
1379,,,,,,,,,,|1378_1379_9_662_,,
1380,,,,,,,,,,,,
1381,,,,,,,,,,,,
1382,,,,,,,,,,,,
1383,,,,,,,,,,,,
1384,,,,,,,,,,,,
1385,,,,,|1384_1385_4_663_,,,,,,,
1386,,,,,|1385_1386_4_664_,,,,,,,
1387,,,,,|1386_1387_4_665_,,,,,,,
1388,,,,,,,,,,|1387_1388_9_666_,,
1389,,,,,|1388_1389_4_667_,,,,,,,
1390,,,,,,,,,,,,
1391,,,,,,,,,,,,
1392,,,,,,,,,,,,
1393,,,,,,,,,,,,
1394,,,,,,,,,,,|1392_1394_10_668_,
1395,,,,,,,,,,|1394_1395_9_669_,,
1396,,,,,,,,,,,,
1397,,,,,|1396_1397_4_670_,,,,,,,
1398,,,,,|1397_1398_4_671_,,,,,,,
1399,,,,,,,,,,,,
1400,,,,,,,,,,,,
1401,,,,,,,,,,,|1399_1401_10_672_,
1402,,,,,,,,,,,|1400_1402_10_673_,
1403,,,,,,,,,,,,
1404,,,,,,,,,,,|1402_1404_10_674_,
1405,,,,,,,,,,,,
1406,,,,,,,,,,,,
1407,,,,,,,,,,,,
1408,,,,,,,,,,,,
1409,,,,,,,,,,,,
1410,,,,,,,,,,|1409_1410_9_675_,,
1411,,,,,,,,,,,,
1412,,,,,,,,,,,,
1413,,,,,|1412_1413_4_676_,,,,,,,
1414,,,,,,,,,,,,
1415,,,,,,,,,,,,
1416,,,,,|1415_1416_4_677_,,,,,,,
1417,,,,,,,,,,,,
1418,,,,,,,,,,,,
1419,,,,,,,,,,,|1417_1419_10_678_,
1420,,,,,,,,,,,,
1421,,,,,,,,,,,,
1422,,,,,,,,,,,,
1423,,,,,,,,,,,|1421_1423_10_679_,
1424,,,,,,,,,,,,
1425,,,,,,,,,,,,
1426,,,,,,,,,,,,
1427,,,,,,,,,,,,
1428,,,,,,,,,,,,
1429,,,,,,,,,,|1428_1429_9_680_,,
1430,,,,,|1429_1430_4_681_,,,,,,,
1431,,,,,,,,,,,,
1432,,,,,,,,,,,,
1433,,,,,,,|1430_1433_6_682_,,,,,
1434,,,,,,,,,,,,
1435,,,,,|1434_1435_4_684_,,|1433_1435_6_683_,,,,,
1436,,,,,,,,,,,,
1437,,,,,,,,,,,,
1438,,,,,,,,,,,,
1439,,,,,,,,,,,|1437_1439_10_685_,
1440,,,,,,,|1438_1440_6_686_,,,,,
1441,,,,,|1440_1441_4_687_,,,,,,,
1442,,,,,,,,,,,,
1443,,,,,,,,,,,,
1444,,,,,,,,,,,,
1445,,,,,,,,,,,,
1446,,,,,|1445_1446_4_688_,,,,,,,
1447,,,,,,,,,,,,
1448,,,,,,,,,,,,
1449,,,,,,,|1447_1449_6_689_,,,,,
1450,,,,,,,,,,,,
1451,,,,,,,|1449_1451_6_690_,,,,,
1452,,,,,,,,,,,,
1453,,,,,,,,,,,,
1454,,,,,,,|1451_1454_6_691_,,,|1453_1454_9_693_,|1452_1454_10_692_,
1455,,,,,,,,,,,,
1456,,,,,,,,,,,,
1457,,,,,|1456_1457_4_694_,,,,,,,
1458,,,,,,,,,,,,
1459,,,,,,,,,,,,
1460,,,,,,,,,,,,
1461,,,,,,,,,,,,
1462,,,,,,,,,,,,
1463,,,,,,,,,,,,
1464,,,,,,,,,,,,
1465,,,,,,,|1463_1465_6_695_,,,,,
1466,,,,,,,,,,,,
1467,,,,,,,,,,,,
1468,,,,,,,,,,,,
1469,,,,,,,,,,,,
1470,,,,,,,,,,,,
1471,,,,,,,,,,,,
1472,,,,,,,,,,,,
1473,,,,,|1472_1473_4_696_,,,,,,,
1474,,,,,,,,,,,,
1475,,,,,,,,,,,,
1476,,,,,|1475_1476_4_697_,,,,,,,
1477,,,,,,,,,,,,
1478,,,,,,,,,,|1477_1478_9_698_,,
