tickNumber,in27,B14,B11,
1311,,|1271_1311_1_613_,,
1312,,,,
1313,,,,
1314,,|1274_1314_1_614_,,
1315,,|1275_1315_1_615_,,
1316,,|1276_1316_1_616_,,
1317,,,,
1318,,,|1278_1318_2_617_,
1319,,,|1279_1319_2_618_,
1320,,,,
1321,,,|1281_1321_2_619_,
1322,,,,
1323,,|1283_1323_1_620_,,
1324,,|1284_1324_1_621_,,
1325,,,|1285_1325_2_622_,
1326,,,,
1327,,,|1287_1327_2_623_,
1328,,|1288_1328_1_624_,,
1329,,|1289_1329_1_625_,,
1330,,,|1290_1330_2_626_,
1331,,|1291_1331_1_627_,,
1332,,,|1292_1332_2_628_,
1333,,,|1293_1333_2_629_,
1334,,,|1294_1334_2_630_,
1335,,,|1295_1335_2_631_,
1336,,,,
1337,,,,
1338,,,,
1339,,,,
1340,,,,
1341,,,,
1342,,,,
1343,,,,
1344,,,,
1345,,,|1305_1345_2_632_,
1346,|1311_1346_0_634_,,,
1347,,,|1307_1347_2_633_,
1348,,,,
1349,,,,
1350,,,,
1351,,,,
1352,,,,
1353,,,|1313_1353_2_635_,
1354,,,|1314_1354_2_636_,
1355,,,,
1356,,,,
1357,,,,
1358,,,,
1359,,,,
1360,,,,
1361,,,|1321_1361_2_637_,
1362,,,,
1363,,,,
1364,,,,
1365,,,,
1366,,|1326_1366_1_638_,,
1367,,,|1327_1367_2_639_,
1368,|1328_1368_0_640_,,,
1369,,,|1329_1369_2_641_,
1370,,,,
1371,,,|1333_1371_2_642_,
1372,,,,
1373,,,,
1374,,,,
1375,,,,
1376,,,|1336_1376_2_643_,
1377,,,,
1378,,,|1338_1378_2_644_,
1379,,,,
1380,,,,
1381,,,,
1382,,,,
1383,,,|1343_1383_2_645_,
1384,,,|1344_1384_2_646_,
1385,,,,
1386,,,,
1387,,,,
1388,,,,
1389,,,,
1390,,,|1350_1390_2_647_,
1391,,,,
1392,,,|1352_1392_2_648_,
1393,,,,
1394,,,,
1395,,,,
1396,,,|1356_1396_2_649_,
1397,,,,
1398,,,,
1399,,,|1359_1399_2_650_,
1400,,,|1360_1400_2_651_,
1401,,,|1361_1401_2_652_,
1402,,,|1362_1402_2_653_,
1403,,,,
1404,,,,
1405,|1365_1405_0_654_,,,
1406,,|1366_1406_1_655_,,
1407,,,,
1408,,,,
1409,,,,
1410,,,,
1411,,,,
1412,,,,
1413,,,,
1414,,,,
1415,,,|1375_1415_2_656_,
1416,,,,
1417,,,,
1418,,,,
1419,,,,
1420,,|1380_1420_1_657_,,
1421,,|1381_1421_1_658_,,
1422,,,,
1423,,|1383_1423_1_659_,,
1424,,|1384_1424_1_660_,,
1425,,,,
1426,,|1386_1426_1_661_,,
1427,,,,
1428,,,,
1429,,|1389_1429_1_662_,,
1430,,,,
1431,,,,
1432,,,|1392_1432_2_663_,
1433,,,|1393_1433_2_664_,
1434,,,|1394_1434_2_665_,
1435,,|1395_1435_1_666_,,
1436,,,,
1437,,,,
1438,,,,
1439,,,,
1440,,,|1401_1440_2_667_,
1441,,,,
1442,,,,
1443,,,,
1444,,|1404_1444_1_668_,,
1445,,|1405_1445_1_669_,,
1446,,,,
1447,|1407_1447_0_670_,,,
1448,,,,
1449,,|1409_1449_1_671_,,
1450,,|1410_1450_1_672_,,
1451,,,,
1452,,,,
1453,,,,
1454,,,|1414_1454_2_673_,
1455,,,,
1456,,|1416_1456_1_674_,,
1457,,,,
1458,,,,
1459,,,,
1460,,,,
1461,,,,
1462,,,,
1463,,,,
1464,,,|1424_1464_2_675_,
1465,,,,
1466,,,,
1467,,,,
1468,,,,
1469,,,,
1470,,|1430_1470_1_676_,,
1471,,,,
1472,,,,
1473,,,|1433_1473_2_677_,
1474,,,,
1475,,,,
1476,,,,
1477,,,,
1478,,,,
1479,,,|1439_1479_2_678_,
1480,,,,
1481,|1441_1481_0_679_,,,
1482,,,,
1483,,,,
1484,,|1444_1484_1_680_,,
1485,,|1474_1485_1_685_,|1445_1485_2_681_,
1486,,,|1446_1486_2_682_,
1487,,,,
1488,,,,
1489,,,,
1490,,,,
1491,,,,
1492,,,,
1493,,|1492_1493_1_689_,,
1494,,,,
1495,,,,
1496,,,,
1497,,,,
1498,,|1463_1498_1_683_,,
1499,,,,
1500,,|1476_1500_1_686_,,
1501,,,,
1502,,,|1493_1502_2_690_,
1503,,,,
1504,,,,
1505,,,,
1506,,,,
1507,,|1467_1507_1_684_,,
1508,,,,
1509,,,,
1510,,,,
1511,,,,
1512,,,,
1513,,,,
1514,,,,
1515,,,,
1516,,,,
1517,,,,
1518,,,,
1519,,,,
1520,,,,
1521,,,,
1522,,|1486_1522_1_688_,,
1523,,|1483_1523_1_687_,,
1524,,,,
1525,,,,
1526,,,,
1527,,,,
1528,,,,
1529,,,,
1530,,,,
1531,,,,
1532,,,,
1533,,,,
1534,,,,
1535,,,|1507_1535_2_692_,
1536,,,,
1537,,,,
1538,,,,
1539,,,,
1540,,,|1515_1540_2_693_,
1541,,,|1501_1541_2_691_,
1542,,,|1522_1542_2_695_,
1543,,,,
1544,,,,
1545,,,,
1546,,,,
1547,,,|1531_1547_2_698_,
1548,,,,
1549,,,,
1550,,,,
1551,,,,
1552,,,,
1553,,,,
1554,,,,
1555,,|1517_1555_1_694_,,
1556,,,,
1557,,,,
1558,,,,
1559,,,,
1560,,,,
1561,,,,
1562,,,,
1563,,,,
1564,,,,
1565,,,,
1566,,,,
1567,,,,
1568,,,|1528_1568_2_696_,
1569,,,,
1570,,,|1530_1570_2_697_,
1571,,,|1533_1571_2_699_,
1572,,|1536_1572_1_700_,,
1573,,,,
1574,,,,
1575,,,,
1576,,,,
1577,,,,
1578,,,,
1579,,,,
1580,,,,
1581,,,,
1582,|1554_1582_0_702_,,,
1583,,,,
1584,,,,
1585,,,|1545_1585_2_701_,
1586,,,,
1587,,,,
1588,,,,
1589,,,,
1590,,,,
1591,,,|1560_1591_2_703_,
1592,,,,
1593,,,,
1594,,,,
1595,,,,
1596,,,,
1597,,,,
1598,,|1578_1598_1_707_,,
1599,,,,
1600,,,,
1601,,,|1561_1601_2_704_,
1602,,,,
1603,,|1602_1603_1_713_,,
1604,,|1564_1604_1_705_|1583_1604_1_708_,,
1605,,,,
1606,,,,
1607,,,,
1608,,,,
1609,|1569_1609_0_706_,,,
1610,,,,
1611,,,,
1612,,,,
1613,,,,
1614,,,|1595_1614_2_711_,
1615,,,,
1616,,,|1596_1616_2_712_,
1617,,,,
1618,,,,
1619,,|1590_1619_1_710_,,
1620,,,,
1621,,,,
1622,,,,
1623,,|1620_1623_1_717_,,
1624,,|1584_1624_1_709_,,
1625,,,,
1626,,,,
1627,,,,
1628,,,,
1629,,,,
1630,,,,
1631,,,,
1632,,,,
1633,,,,
1634,,,,
1635,,,,
1636,,,,
1637,,,,
1638,,,,
1639,,,,
1640,,,,
1641,,,,
1642,,,,
1643,,,|1621_1643_2_718_,
1644,,,,
1645,,,,
1646,,,,
1647,,,,
1648,,,,
1649,,,,
1650,,,,
1651,,,|1611_1651_2_714_,
1652,,|1638_1652_1_720_,|1647_1652_2_724_,
1653,,,,
1654,,,,
1655,|1653_1655_0_727_,,|1631_1655_2_719_,
1656,,|1616_1656_1_715_,,
1657,,,,
1658,,,,
1659,|1619_1659_0_716_,,,
1660,,,,
1661,|1651_1661_0_726_,,,
1662,,,,
1663,,,,
1664,,,,
1665,,,,
1666,,,,
1667,,,,
1668,,|1643_1668_1_722_,|1658_1668_2_728_,
1669,,,,
1670,,,,
1671,,,|1646_1671_2_723_,
1672,,,,
1673,,,,
1674,,,,
1675,,,,
1676,,,,
1677,,|1665_1677_1_731_,|1650_1677_2_725_,
1678,,,,
1679,,,,
1680,,,|1640_1680_2_721_,
1681,,,,
1682,,,,
1683,,,,
1684,,,,
1685,,,,
1686,,,,
1687,,,|1659_1687_2_729_,
1688,,,,
1689,,|1677_1689_1_733_,,
1690,,,,
1691,,,,
1692,,,,
1693,,,,
1694,,,,
1695,,,,
1696,,,,
1697,,,,
1698,,,,
1699,,,,
1700,,,,
1701,,,|1675_1701_2_732_,
1702,,|1662_1702_1_730_,,
1703,,,,
1704,,,,
1705,,,,
1706,,,,
1707,,,,
1708,,,,
1709,,,,
1710,,|1682_1710_1_735_,,
1711,,,,
1712,,|1681_1712_1_734_,,
1713,,,,
1714,|1713_1714_0_746_,,,
1715,,,,
1716,,,,
1717,,,|1705_1717_2_741_,
1718,,,|1689_1718_2_736_,
1719,,,,
1720,,,|1712_1720_2_745_,
1721,,|1706_1721_1_742_|1719_1721_1_749_,,
1722,,|1701_1722_1_739_,,
1723,,,,
1724,,,,
1725,,,|1715_1725_2_748_,
1726,,|1711_1726_1_744_,,
1727,,,,
1728,,,|1699_1728_2_738_|1710_1728_2_743_,
1729,,,,
1730,,,,
1731,,,,
1732,,,,
1733,,|1695_1733_1_737_,,
1734,,,,
1735,,,|1702_1735_2_740_,
1736,,,,
1737,,,,
1738,,,,
1739,,,,
1740,,,,
1741,,,,
1742,,,,
1743,,,|1725_1743_2_752_,
1744,,,,
1745,,,,
1746,,,,
1747,,,,
1748,,,,
1749,,,,
1750,,,,
1751,,,|1728_1751_2_753_,
1752,|1722_1752_0_751_,,,
1753,,,,
1754,,,|1714_1754_2_747_,
1755,,|1737_1755_1_754_,,
1756,,,,
1757,,,,
1758,,,,
1759,,,,
1760,,,,
1761,,,|1721_1761_2_750_,
1762,,,|1747_1762_2_756_,
1763,,,|1756_1763_2_760_,
1764,,|1763_1764_1_763_,,
1765,|1765_1765_0_765_,,,
1766,,,,
1767,,,,
1768,,,,
1769,,,,
1770,,,|1755_1770_2_759_,
1771,,,,
1772,,,,
1773,,,,
1774,,,,
1775,,,,
1776,|1768_1776_0_766_,,,
1777,,,,
1778,,,,
1779,,,,
1780,,,,
1781,,,,
1782,,,,
1783,,,,
1784,,,,
1785,,|1745_1785_1_755_,,
1786,,|1750_1786_1_758_,,
1787,,,,
1788,,,,
1789,,,|1749_1789_2_757_,
1790,,,|1785_1790_2_773_,
1791,,,,
1792,,,,
1793,,,,
1794,,,,
1795,,,,
1796,,,,
1797,,,,
1798,|1758_1798_0_761_,|1774_1798_1_768_,,
1799,,,|1759_1799_2_762_|1780_1799_2_771_,
1800,,,,
1801,,,,
1802,,,,
1803,,,|1791_1803_2_776_,
1804,,,|1764_1804_2_764_,
1805,,,,
1806,,|1781_1806_1_772_,|1777_1806_2_769_,
1807,,,|1788_1807_2_775_,
1808,,,|1773_1808_2_767_,
1809,,,,
1810,,,,
1811,,|1786_1811_1_774_,,
1812,,,,
1813,,,,
1814,,,,
1815,,|1797_1815_1_777_,,
1816,,,,
1817,,,,
1818,,,|1778_1818_2_770_,
1819,,,,
1820,,,,
1821,,,,
1822,,,,
1823,,,,
1824,,,|1800_1824_2_778_,
1825,,,|1825_1825_2_783_,
1826,,,,
1827,,,,
1828,,,,
1829,,,,
1830,,,,
1831,,,,
1832,,,,
1833,,,,
1834,,|1804_1834_1_780_,,
1835,,,,
1836,,,,
1837,,,|1812_1837_2_781_,
1838,,,,
1839,,,,
1840,,,|1838_1840_2_786_,
1841,|1801_1841_0_779_,,,
1842,,,,
1843,,,,
1844,,,,
1845,,,,
1846,|1821_1846_0_782_,,,
1847,,,,
1848,,,,
1849,,,,
1850,,,,
1851,,|1849_1851_1_794_,|1844_1851_2_790_,
1852,,,|1845_1852_2_791_,
1853,,,,
1854,,,|1843_1854_2_789_,
1855,,,,
1856,,,,
1857,,|1834_1857_1_785_,,
1858,,,,
1859,,,,
1860,,,,
1861,,|1842_1861_1_788_,,
1862,,|1855_1862_1_799_,,
1863,,,,
1864,,,,
1865,,,,
1866,,,,
1867,,,,
1868,|1828_1868_0_784_,|1841_1868_1_787_,,
1869,,,,
1870,,,,
1871,,,,
1872,|1852_1872_0_797_,,,
1873,,,,
1874,,,,
1875,,,,
1876,,,|1850_1876_2_795_,
1877,,,|1853_1877_2_798_,
1878,,,,
1879,,,,
1880,,,,
1881,,,,
1882,,,|1858_1882_2_800_|1865_1882_2_802_,
1883,,,,
1884,,,|1864_1884_2_801_,
1885,,,,
1886,,,|1846_1886_2_792_,
1887,|1847_1887_0_793_,|1885_1887_1_804_,,
1888,,,,
1889,,,,
1890,,,,
1891,,,|1851_1891_2_796_,
1892,,,|1883_1892_2_803_,
1893,,,,
1894,,,,
1895,,,|1895_1895_2_808_,
1896,,,,
1897,,,,
1898,,,,
1899,,,,
1900,,,,
1901,,,,
1902,,,,
1903,,,,
1904,,,,
1905,,,,
1906,,,,
1907,,,,
1908,,,,
1909,|1887_1909_0_805_,,,
1910,,,,
1911,,,|1908_1911_2_813_,
1912,,,,
1913,,,,
1914,,,,
1915,,,,
1916,,,,
1917,,|1917_1917_1_816_,|1909_1917_2_814_,
1918,,,,
1919,,,|1919_1919_2_817_,
1920,,,,
1921,,|1890_1921_1_806_,,
1922,,|1891_1922_1_807_,,
1923,,,,
1924,,,,
1925,,,,
1926,,,,
1927,,,,
1928,,,,
1929,,,,
1930,,,,
1931,|1921_1931_0_819_,,,
1932,,,,
1933,,,,
1934,,,,
1935,,|1910_1935_1_815_,,
1936,,,,
1937,|1897_1937_0_809_,|1925_1937_1_821_,,
1938,,,,
1939,|1899_1939_0_810_,,|1939_1939_2_826_,
1940,,,|1929_1940_2_824_,
1941,,,,
1942,,,|1902_1942_2_811_,
1943,,,,
1944,,|1904_1944_1_812_,,
1945,,,,
1946,,,|1923_1946_2_820_,
1947,,,,
1948,,,,
1949,,,,
1950,,,,
1951,,,,
1952,,,,
1953,,|1926_1953_1_822_,,
1954,,,,
1955,,,,
1956,,,,
1957,,,,
1958,,,,
1959,,,,
1960,|1920_1960_0_818_,,,
1961,,,|1940_1961_2_827_,
1962,,,|1958_1962_2_832_,
1963,,,,
1964,,,,
1965,,,,
1966,,,,
1967,,,,
1968,,,|1928_1968_2_823_,
1969,,,,
1970,,,,
1971,|1931_1971_0_825_,,,
1972,,,,
1973,,,|1969_1973_2_836_,
1974,,,,
1975,,,,
1976,,,,
1977,,,|1952_1977_2_830_,
1978,,,,
1979,|1971_1979_0_837_,,,
1980,,,|1951_1980_2_829_,
1981,,,,
1982,,,|1980_1982_2_841_,
1983,,,,
1984,,,,
1985,,,|1962_1985_2_834_,
1986,,,,
1987,,,,
1988,,,,
1989,,,|1949_1989_2_828_,
1990,,,,
1991,,,,
1992,,,,
1993,,,,
1994,,,|1965_1994_2_835_,
1995,,,,
1996,,,,
1997,,,|1957_1997_2_831_,
1998,,,,
1999,,,|1959_1999_2_833_,
2000,,,|1972_2000_2_838_,
2001,,,,
2002,,|2002_2002_1_848_,,
2003,,,,
2004,,,,
2005,,,,
2006,,,,
2007,,,,
2008,,,,
2009,,,,
2010,,,,
2011,,,,
2012,,|2005_2012_1_851_,|2003_2012_2_849_,
2013,,,,
2014,,,,
2015,,|1993_2015_1_844_,|2000_2015_2_846_,
2016,,,|1976_2016_2_839_,
2017,,,,
2018,,,,
2019,,,|1979_2019_2_840_,
2020,,,,
2021,,,|2004_2021_2_850_,
2022,,,,
2023,,,,
2024,,,,
2025,|1985_2025_0_842_,,,
2026,,,|2001_2026_2_847_,
2027,,|1987_2027_1_843_,,
2028,,,,
2029,,,|2024_2029_2_855_,
2030,,,,
2031,,,,
2032,,,|2006_2032_2_852_,
2033,,,,
2034,,|2013_2034_1_853_,,
2035,,,,
2036,,,,
2037,,,|2028_2037_2_856_,
2038,,,,
2039,,,|1999_2039_2_845_,
2040,,,,
2041,,,,
2042,,,,
2043,,,,
2044,,|2029_2044_1_857_,,
2045,,|2017_2045_1_854_,,
2046,,,,
2047,,,,
2048,,,,
2049,,,,
2050,,,,
2051,,,,
2052,,,,
2053,,,,
2054,,,,
2055,,,,
2056,,,,
2057,,,,
2058,,,,
2059,,,|2037_2059_2_859_,
2060,,,,
2061,,|2051_2061_1_865_,,
2062,,,|2054_2062_2_867_,
2063,,|2048_2063_1_864_|2057_2063_1_869_,,
2064,,,|2064_2064_2_872_,
2065,,|2053_2065_1_866_,,
2066,,,|2031_2066_2_858_|2066_2066_2_873_,
2067,,,,
2068,,|2046_2068_1_863_,|2056_2068_2_868_,
2069,,,,
2070,,,,
2071,,,,
2072,,|2069_2072_1_874_,,
2073,,|2060_2073_1_870_,,
2074,,,,
2075,,,,
2076,,,|2044_2076_2_861_,
2077,,,,
2078,|2038_2078_0_860_,|2061_2078_1_871_,,
2079,,,,
2080,,,,
2081,,,,
2082,,,,
2083,,,,
2084,,,,
2085,,,|2045_2085_2_862_,
2086,,,,
2087,,,,
2088,,,,
2089,,,,
2090,,,,
2091,,,,
2092,,,,
2093,,,,
2094,,,,
2095,,|2071_2095_1_875_,,
2096,,,,
2097,,,,
2098,,,,
2099,,,,
2100,,|2077_2100_1_876_,,
2101,,,,
2102,,,,
2103,,,,
2104,,,,
2105,,,,
2106,,|2088_2106_1_879_,,
2107,,,|2084_2107_2_877_,
2108,,,,
2109,,,,
2110,,,,
2111,,,,
2112,,,,
2113,,|2085_2113_1_878_,,
2114,,,,
2115,,,,
2116,,,,
2117,,,,
2118,,,,
2119,,,,
2120,,,,
2121,,,,
2122,,,,
2123,,,,
2124,,,,
2125,,,,
2126,,,,
2127,,,,
2128,|2100_2128_0_883_,,|2089_2128_2_880_,
2129,,,,
2130,,,,
2131,,,,
2132,,,,
2133,,,,
2134,|2094_2134_0_881_,,,
2135,,,,
2136,,,,
2137,,,,
2138,|2124_2138_0_889_,,,
2139,,|2099_2139_1_882_,,
2140,,,,
2141,,,,
2142,,,,
2143,,,|2104_2143_2_884_,
2144,|2108_2144_0_885_,,,
2145,,,,
2146,,,,
2147,,,,
2148,,,,
2149,,,,
2150,,,,
2151,,,,
2152,,,,
2153,,,,
2154,,,,
2155,,,,
2156,,,,
2157,,,,
2158,,,,
2159,,,|2125_2159_2_890_,
2160,,,|2120_2160_2_886_,
2161,,,|2121_2161_2_887_|2122_2161_2_888_,
2162,,|2126_2162_1_891_,,
2163,,,,
2164,,|2128_2164_1_892_,,
2165,,,,
2166,,,,
2167,,,,
2168,,|2131_2168_1_893_,,
2169,,,,
2170,,|2137_2170_1_896_,,
2171,,,,
2172,,|2132_2172_1_894_,|2133_2172_2_895_,
2173,,,,
2174,,,,
2175,,,,
2176,,,,
2177,,,,
2178,,,,
2179,,,,
2180,,,,
2181,,,,
2182,,,,
2183,,,,
2184,|2144_2184_0_897_,,,
2185,,,,
2186,,,,
2187,,,|2147_2187_2_898_,
2188,,,|2148_2188_2_899_,
2189,,,|2149_2189_2_900_,
2190,,,,
2191,,,,
2192,,|2153_2192_1_901_,,
2193,,,,
2194,,,,
2195,,|2155_2195_1_902_,,
2196,,,,
2197,,,,
2198,,,,
2199,,,,
2200,,,,
2201,,,,
2202,,,,
2203,,|2163_2203_1_903_,,
2204,,,,
2205,,,,
2206,,,,
2207,,,,
2208,|2168_2208_0_904_,,,
2209,,,,
2210,,,,
2211,,,,
2212,,|2172_2212_1_905_,,
2213,,,,
2214,,,,
2215,,,,
2216,,,,
2217,,,,
2218,,,,
2219,,,,
2220,,,,
2221,,,,
2222,|2184_2222_0_907_,,|2183_2222_2_906_,
2223,,,,
2224,,,,
2225,,,,
2226,,|2186_2226_1_908_,|2187_2226_2_909_,
2227,,|2191_2227_1_910_,,
2228,,,|2199_2228_2_912_,
2229,,,,
2230,,,,
2231,,|2208_2231_1_913_,,
2232,,,,
2233,,,,
2234,,,,
2235,,,,
2236,,|2196_2236_1_911_,,
2237,,,,
2238,,,,
2239,,,,
2240,,,,
2241,,,,
2242,,,,
2243,,,,
2244,,,|2226_2244_2_918_,
2245,,,,
2246,,,,
2247,,,|2228_2247_2_920_,
2248,,,,
2249,,,,
2250,,,,
2251,,,,
2252,,,,
2253,,|2213_2253_1_914_|2216_2253_1_916_,,
2254,,,,
2255,,|2215_2255_1_915_,,
2256,,,,
2257,|2250_2257_0_925_,|2229_2257_1_921_,|2217_2257_2_917_,
2258,,,,
2259,,,,
2260,,,,
2261,,,,
2262,,|2227_2262_1_919_,,
2263,,,,
2264,,,,
2265,,,,
2266,,,,
2267,,,|2246_2267_2_923_,
2268,,,,
2269,,,,
2270,,,,
2271,,,,
2272,,,,
2273,,,,
2274,,,,
2275,,,,
2276,,,,
2277,,,|2242_2277_2_922_,
2278,,,,
2279,,,,
2280,,|2252_2280_1_926_,,
2281,,,,
2282,,,,
2283,,|2253_2283_1_927_,,
2284,,,,
2285,,,,
2286,,,,
2287,,,,
2288,,|2248_2288_1_924_,,
2289,,,,
2290,,,,
2291,,,,
2292,,,,
2293,,,,
2294,,,,
2295,,,,
2296,,,,
2297,,,,
2298,,,,
2299,,,,
2300,,,,
2301,,,,
2302,,|2278_2302_1_930_,,
2303,,,,
2304,,,,
2305,,,,
2306,,|2281_2306_1_931_,,
2307,,,,
2308,,,,
2309,,|2269_2309_1_928_,,
2310,,,,
2311,,|2277_2311_1_929_|2297_2311_1_934_,,
2312,,,,
2313,,,,
2314,,,,
2315,,,,
2316,|2298_2316_0_935_,,,
2317,,,,
2318,,,|2292_2318_2_932_,
2319,,,,
2320,,,,
2321,,,,
2322,,,|2308_2322_2_937_,
2323,,,,
2324,,,,
2325,,,,
2326,,,|2296_2326_2_933_,
2327,,,,
2328,,,,
2329,,,,
2330,,,,
2331,,,,
2332,,,|2317_2332_2_939_,
2333,|2325_2333_0_941_,,|2305_2333_2_936_,
2334,,|2318_2334_1_940_,,
2335,,,,
2336,,,,
2337,,,,
2338,,,,
2339,,,,
2340,,|2309_2340_1_938_,,
2341,,,,
2342,,,,
2343,,,,
2344,,,,
2345,,,,
2346,,,,
2347,,,,
2348,,,,
2349,,,|2334_2349_2_943_,
2350,,,,
2351,,,,
2352,,,,
2353,,,,
2354,,,,
2355,,,,
2356,,,,
2357,,,,
2358,,,,
2359,,,,
2360,,,,
2361,,,,
2362,,,,
2363,,,,
2364,,,,
2365,|2330_2365_0_942_,,,
2366,,,,
2367,,,,
2368,,,,
2369,,|2336_2369_1_944_,,
2370,,,,
2371,,,,
2372,|2342_2372_0_945_,,,
2373,,,,
2374,,,,
2375,,,,
2376,,,,
2377,,,,
2378,,,,
2379,,,|2348_2379_2_946_,
2380,,,,
2381,,,,
2382,,,,
2383,,,,
2384,,,,
2385,,,,
2386,,,,
2387,,,|2356_2387_2_947_,
2388,,,,
2389,,,,
2390,,,,
2391,,,,
2392,|2380_2392_0_950_,,,
2393,,,,
2394,,,,
2395,,,|2368_2395_2_948_,
2396,,,,
2397,,,,
2398,,,,
2399,,,,
2400,,,,
2401,,,,
2402,,,,
2403,,,,
2404,,,,
2405,,,,
2406,,,,
2407,,|2371_2407_1_949_,,
2408,,,,
2409,,,,
2410,,,,
2411,,,,
2412,,,,
2413,,,,
2414,,,|2396_2414_2_952_,
2415,,,,
2416,,,,
2417,,,,
2418,,,,
2419,,,,
2420,,,,
2421,,,,
2422,,,,
2423,,,,
2424,,,,
2425,,,,
2426,,,,
2427,,,,
2428,,,,
2429,,,,
2430,,,,
2431,,|2408_2431_1_955_,,
2432,,,,
2433,,,,
2434,,,,
2435,,,|2395_2435_2_951_,
2436,,,,
2437,,|2397_2437_1_953_|2429_2437_1_961_,,
2438,,,,
2439,,,,
2440,,,,
2441,,,,
2442,,,,
2443,,,|2404_2443_2_954_,
2444,,,,
2445,,,,
2446,,,,
2447,,|2410_2447_1_956_,,
2448,,,,
2449,|2425_2449_0_960_,|2421_2449_1_958_,,
2450,,,,
2451,,,,
2452,|2431_2452_0_962_,,,
2453,,|2439_2453_1_963_,,
2454,,|2420_2454_1_957_,,
2455,,,,
2456,,,,
2457,,|2424_2457_1_959_,,
2458,,,,
2459,,,,
2460,,,,
2461,,,,
2462,,,,
2463,,,,
2464,,,,
2465,,,,
2466,,,,
2467,,,,
2468,,,,
2469,,,,
2470,,,,
2471,,,,
2472,,,,
2473,,,,
2474,,,,
2475,,,,
2476,,|2469_2476_1_968_,,
2477,,,,
2478,,,,
2479,,,,
2480,,,,
2481,,,,
2482,,,,
2483,,,,
2484,,|2444_2484_1_964_,,
2485,,|2466_2485_1_967_,,
2486,,,,
2487,,|2479_2487_1_970_,,
2488,,,,
2489,,,,
2490,,|2454_2490_1_965_,,
2491,,,,
2492,,,,
2493,,,,
2494,,,,
2495,,|2461_2495_1_966_,,
2496,,|2470_2496_1_969_,,
2497,,,,
2498,,,,
2499,,,,
2500,,,,
2501,,,,
2502,,,,
2503,,,,
2504,,,,
2505,,,,
2506,,,,
2507,,,,
2508,,,,
2509,,,,
2510,,,,
2511,,,,
2512,,,,
2513,,,,
2514,|2486_2514_0_972_,,,
2515,,,,
2516,,|2494_2516_1_974_,,
2517,,,,
2518,,,,
2519,|2484_2519_0_971_,,,
2520,,,,
2521,,|2495_2521_1_975_,,
2522,,,,
2523,,,,
2524,,|2497_2524_1_976_,,
2525,,,,
2526,,,,
2527,,,,
2528,,,,
2529,,,,
2530,,,|2522_2530_2_983_,
2531,,,,
2532,,,|2492_2532_2_973_,
2533,,,|2527_2533_2_985_,
2534,,,,
2535,,,,
2536,,,|2498_2536_2_977_,
2537,,,,
2538,,,,
2539,,,,
2540,,,,
2541,,|2515_2541_1_979_,,
2542,,|2529_2542_1_986_,,
2543,,,,
2544,,,,
2545,,,,
2546,,|2506_2546_1_978_|2523_2546_1_984_,,
2547,,,,
2548,,,,
2549,,|2540_2549_1_987_,|2516_2549_2_980_,
2550,,,,
2551,,,,
2552,,,,
2553,,,,
2554,,,|2521_2554_2_982_,
2555,|2518_2555_0_981_,,,
2556,,,,
2557,,,,
2558,,,,
2559,,,,
2560,,,,
2561,,,,
2562,,,,
2563,,,,
2564,,,,
2565,,,,
2566,,,,
2567,,,,
2568,,,|2547_2568_2_988_,
2569,,|2551_2569_1_989_,,
2570,,,,
2571,,,,
2572,,,,
2573,,,,
2574,,,,
2575,,,,
2576,,,,
2577,,,,
2578,,,,
2579,,,,
2580,,,,
2581,,,,
2582,,,|2560_2582_2_990_,
2583,,,,
2584,,|2581_2584_1_994_,,
2585,,,,
2586,,,,
2587,,,,
2588,,,,
2589,,,,
2590,,,,
2591,,,,
2592,,,,
2593,,,,
2594,,,,
2595,,,,
2596,,,,
2597,,,,
2598,,,|2565_2598_2_991_,
2599,,,|2590_2599_2_998_,
2600,,|2582_2600_1_995_,,
2601,,,,
2602,,,,
2603,,|2574_2603_1_992_,,
2604,,,,
2605,,,,
2606,,,,
2607,,,,
2608,,,,
2609,,,,
2610,,,,
2611,,,,
2612,,,|2576_2612_2_993_,
2613,,,,
2614,,|2586_2614_1_997_,,
2615,,,,
2616,,,,
2617,,,,
2618,,,,
2619,,,,
2620,,|2583_2620_1_996_,,
2621,,,,
2622,,,,
2623,,,,
2624,,,,
2625,,,,
2626,,,,
2627,,,,
2628,,,,
2629,,,,
2630,,,,
2631,,,,
2632,,,,
2633,,,,
2634,,,,
2635,,,,
2636,,|2622_2636_1_1002_,,
2637,,|2612_2637_1_1000_,,
2638,,|2608_2638_1_999_,,
2639,,|2614_2639_1_1001_,,
2640,,|2640_2640_1_1006_,,
2641,,,,
2642,,,,
2643,,,,
2644,,,,
2645,,,,
2646,,,,
2647,,,,
2648,,,,
2649,,,,
2650,,,,
2651,,,,
2652,,,,
2653,,,,
2654,,,,
2655,,,,
2656,,,,
2657,,,,
2658,,,,
2659,,,,
2660,,,,
2661,,,,
2662,,,,
2663,,|2639_2663_1_1005_,|2635_2663_2_1004_,
2664,,,,
2665,,|2634_2665_1_1003_,,
2666,,,,
2667,,,,
2668,,,,
2669,,|2643_2669_1_1008_,,
2670,,,,
2671,,,,
2672,,,,
2673,,|2657_2673_1_1011_|2664_2673_1_1012_,,
2674,,,|2650_2674_2_1009_,
2675,,,,
2676,,,,
2677,,,,
2678,,,,
2679,,,,
