tickNumber,in27,B14,B11,
1303,,|1263_1303_1_622_,,
1304,,,,
1305,,,,
1306,,,,
1307,,|1267_1307_1_623_,,
1308,,,,
1309,,,,
1310,,,,
1311,,,,
1312,,,,
1313,,|1275_1313_1_624_,,
1314,,,,
1315,,,,
1316,,,|1276_1316_2_625_,
1317,,,,
1318,|1278_1318_0_626_,,,
1319,,,,
1320,,,|1280_1320_2_627_,
1321,,,,
1322,,,|1282_1322_2_628_,
1323,,,,
1324,,,,
1325,,,,
1326,,,,
1327,,,,
1328,,,,
1329,,,,
1330,,,,
1331,,,,
1332,,,,
1333,,,,
1334,,,|1294_1334_2_629_,
1335,,,|1295_1335_2_630_,
1336,,,,
1337,|1297_1337_0_631_,,,
1338,,,,
1339,,,,
1340,,|1300_1340_1_632_,,
1341,,|1301_1341_1_633_,,
1342,|1302_1342_0_634_,,,
1343,,,,
1344,,,,
1345,,,,
1346,,,|1306_1346_2_635_,
1347,,,,
1348,,,,
1349,,|1309_1349_1_636_,,
1350,,,|1310_1350_2_637_,
1351,,,,
1352,,,,
1353,,,|1313_1353_2_638_,
1354,,,|1314_1354_2_639_,
1355,,,,
1356,,|1316_1356_1_640_,,
1357,,,,
1358,,,,
1359,,|1319_1359_1_641_,,
1360,,,,
1361,,|1321_1361_1_642_,,
1362,,|1322_1362_1_643_,,
1363,,,,
1364,,,,
1365,,,,
1366,,,,
1367,,,|1327_1367_2_644_,
1368,,,,
1369,,,|1329_1369_2_645_,
1370,,,,
1371,,,,
1372,,,,
1373,,,,
1374,,,,
1375,,,|1335_1375_2_646_,
1376,,,,
1377,,,,
1378,,,,
1379,,,|1339_1379_2_647_,
1380,,,,
1381,,,,
1382,,,,
1383,,,,
1384,,,,
1385,,,,
1386,,|1346_1386_1_648_,,
1387,,|1347_1387_1_649_,,
1388,,,,
1389,,,|1349_1389_2_650_,
1390,,|1351_1390_1_651_,,
1391,,,,
1392,,,,
1393,,,,
1394,,,,
1395,|1355_1395_0_652_,,,
1396,,,|1356_1396_2_653_,
1397,,,,
1398,,,,
1399,,,,
1400,,,,
1401,,|1361_1401_1_654_,,
1402,,,,
1403,,,|1363_1403_2_655_,
1404,,,|1364_1404_2_656_,
1405,,,,
1406,,,|1366_1406_2_657_,
1407,,,,
1408,,,|1368_1408_2_658_,
1409,,,,
1410,,,,
1411,,,|1371_1411_2_659_,
1412,,|1372_1412_1_660_,,
1413,,,,
1414,,,,
1415,,,|1375_1415_2_661_,
1416,,,,
1417,,,,
1418,,,|1378_1418_2_662_,
1419,,,,
1420,,,,
1421,,,,
1422,,,,
1423,,,,
1424,,,|1384_1424_2_663_,
1425,,,|1385_1425_2_664_,
1426,,,|1386_1426_2_665_,
1427,|1387_1427_0_666_,,,
1428,,,|1388_1428_2_667_,
1429,,,,
1430,,,,
1431,,,,
1432,,|1392_1432_1_668_,,
1433,,,,
1434,,|1399_1434_1_672_,|1394_1434_2_669_,
1435,,,,
1436,,|1396_1436_1_670_,,
1437,,|1397_1437_1_671_,,
1438,,,,
1439,,,,
1440,,|1400_1440_1_673_,,
1441,,,,
1442,,|1402_1442_1_674_,,
1443,,,,
1444,,,,
1445,,,,
1446,,,,
1447,,,,
1448,,,,
1449,|1409_1449_0_675_,,,
1450,,,,
1451,,,,
1452,,,|1412_1452_2_676_,
1453,,,,
1454,,,,
1455,,|1415_1455_1_677_,,
1456,,,,
1457,,|1417_1457_1_678_,,
1458,,,,
1459,,,,
1460,,,,
1461,,|1421_1461_1_679_,,
1462,,,,
1463,,,,
1464,,,,
1465,,,,
1466,,,,
1467,,,,
1468,,,|1428_1468_2_680_,
1469,,|1429_1469_1_681_,,
1470,,,|1430_1470_2_682_,
1471,,,,
1472,,,,
1473,,,|1433_1473_2_683_,
1474,,,|1434_1474_2_684_,
1475,,,,
1476,,,,
1477,,|1437_1477_1_685_,|1438_1477_2_686_,
1478,,,,
1479,,,,
1480,,,|1440_1480_2_687_,
1481,,,,
1482,,,,
1483,,,,
1484,,,|1447_1484_2_689_,
1485,,,|1445_1485_2_688_|1451_1485_2_691_,
1486,,,,
1487,,,,
1488,,,,
1489,,,|1449_1489_2_690_,
1490,,,,
1491,,,,
1492,,|1452_1492_1_692_,|1463_1492_2_695_,
1493,|1453_1493_0_693_,,,
1494,,,,
1495,,,,
1496,,,|1456_1496_2_694_,
1497,|1496_1497_0_706_,,,
1498,,,,
1499,,,,
1500,,,,
1501,,,,
1502,,,,
1503,,,,
1504,,,,
1505,,,,
1506,,,,
1507,,,,
1508,,,,
1509,,,,
1510,,,,
1511,,,|1488_1511_2_702_,
1512,,|1472_1512_1_696_,,
1513,,,,
1514,,|1493_1514_1_705_,,
1515,,|1475_1515_1_697_,,
1516,,,,
1517,,,|1477_1517_2_698_,
1518,,,|1478_1518_2_699_,
1519,,,,
1520,,|1498_1520_1_707_,,
1521,,,|1489_1521_2_703_,
1522,,,,
1523,,,,
1524,|1484_1524_0_700_,,,
1525,,|1521_1525_1_712_,,
1526,,,,
1527,|1487_1527_0_701_,,|1500_1527_2_708_,
1528,,,,
1529,,,,
1530,,,,
1531,|1491_1531_0_704_,,,
1532,,,,
1533,,,,
1534,,,,
1535,,,,
1536,,,|1502_1536_2_709_|1529_1536_2_714_,
1537,,,,
1538,,,,
1539,,,,
1540,,,,
1541,,|1504_1541_1_710_,,
1542,,,,
1543,,,,
1544,,,,
1545,,,|1528_1545_2_713_,
1546,,,,
1547,,,,
1548,,,,
1549,,,,
1550,,|1513_1550_1_711_,,
1551,,,,
1552,,,,
1553,,,,
1554,,|1549_1554_1_722_,,
1555,,,,
1556,,,|1542_1556_2_718_,
1557,,,,
1558,,,,
1559,,,,
1560,,,,
1561,,,,
1562,,,|1530_1562_2_715_,
1563,,,,
1564,,,,
1565,,,,
1566,,|1536_1566_1_716_,|1544_1566_2_719_,
1567,,,,
1568,,,,
1569,,,,
1570,,,,
1571,,,,
1572,,|1550_1572_1_723_,,
1573,,,,
1574,,,,
1575,,,|1573_1575_2_730_,
1576,,,|1565_1576_2_726_|1566_1576_2_727_,
1577,,,,
1578,,,,
1579,,,,
1580,|1540_1580_0_717_,,,
1581,,|1553_1581_1_724_,,
1582,,,,
1583,,,,
1584,,,,
1585,|1545_1585_0_720_,,,
1586,,,,
1587,|1547_1587_0_721_,,,
1588,,,,
1589,,,,
1590,,,,
1591,,,,
1592,,,,
1593,,,,
1594,,,,
1595,,,|1576_1595_2_731_,
1596,,,,
1597,,,,
1598,,,,
1599,,,|1559_1599_2_725_,
1600,,,,
1601,,,,
1602,,,,
1603,,,,
1604,,,,
1605,,,,
1606,,,|1578_1606_2_732_|1600_1606_2_741_,
1607,,,|1588_1607_2_735_,
1608,,,|1568_1608_2_728_,
1609,,,,
1610,,|1597_1610_1_739_,|1587_1610_2_734_,
1611,,,|1571_1611_2_729_,
1612,,,,
1613,,,,
1614,,,,
1615,,,,
1616,,,,
1617,,,,
1618,,,,
1619,,,,
1620,,,,
1621,,|1582_1621_1_733_,,
1622,,,,
1623,,,,
1624,,,,
1625,,,,
1626,,,,
1627,,,|1602_1627_2_742_,
1628,,,|1608_1628_2_744_,
1629,,,|1589_1629_2_736_,
1630,,|1613_1630_1_747_,,
1631,,,,
1632,,,,
1633,|1593_1633_0_737_,,|1617_1633_2_749_,
1634,|1594_1634_0_738_,,,
1635,,,,
1636,,,,
1637,,,|1614_1637_2_748_,
1638,,,|1598_1638_2_740_,
1639,,,,
1640,,,,
1641,,|1604_1641_1_743_,,
1642,,,,
1643,,,,
1644,,|1639_1644_1_753_,,
1645,,,,
1646,,,,
1647,,,,
1648,,,,
1649,,|1640_1649_1_754_,,
1650,|1610_1650_0_745_,,,
1651,,,|1611_1651_2_746_,
1652,,,,
1653,,,,
1654,,,,
1655,,,,
1656,,,,
1657,,,,
1658,,,,
1659,,,|1622_1659_2_750_,
1660,,,,
1661,,,,
1662,,|1655_1662_1_761_,,
1663,,,,
1664,,,,
1665,,|1630_1665_1_751_,,
1666,,,,
1667,,,,
1668,,|1665_1668_1_766_,,
1669,,,|1658_1669_2_763_,
1670,,,,
1671,,|1636_1671_1_752_,,
1672,,|1652_1672_1_759_,,
1673,,,,
1674,,,,
1675,,,,
1676,,,|1649_1676_2_758_,
1677,,,,
1678,,,,
1679,,,,
1680,,,,
1681,,,|1641_1681_2_755_,
1682,,,,
1683,,,,
1684,,,,
1685,,|1654_1685_1_760_,,
1686,,,|1646_1686_2_756_,
1687,|1647_1687_0_757_,,,
1688,,,,
1689,,,|1674_1689_2_771_,
1690,,,|1671_1690_2_769_,
1691,,,,
1692,,,,
1693,,,,
1694,,,|1663_1694_2_765_,
1695,,,|1660_1695_2_764_,
1696,,,,
1697,,|1657_1697_1_762_,,
1698,,,,
1699,,|1667_1699_1_767_|1668_1699_1_768_,,
1700,,,,
1701,,,,
1702,,,,
1703,,,,
1704,,,,
1705,,|1704_1705_1_781_,,
1706,,|1700_1706_1_778_,,
1707,,,|1682_1707_2_774_,
1708,,,|1677_1708_2_772_,
1709,,,,
1710,,,,
1711,,,,
1712,,,,
1713,,,|1673_1713_2_770_,
1714,,,,
1715,,,,
1716,,|1681_1716_1_773_,,
1717,,,,
1718,,,|1687_1718_2_775_,
1719,,|1702_1719_1_779_,,
1720,,,,
1721,,,,
1722,,,,
1723,,,,
1724,,,,
1725,,|1711_1725_1_783_,,
1726,,,,
1727,,|1688_1727_1_776_,,
1728,,,,
1729,,,,
1730,,,,
1731,,,,
1732,,,,
1733,,|1695_1733_1_777_,,
1734,,,,
1735,,,,
1736,,,,
1737,,|1731_1737_1_787_,,
1738,,,,
1739,,,,
1740,,,,
1741,,,,
1742,|1703_1742_0_780_,,,
1743,|1708_1743_0_782_,,,
1744,|1738_1744_0_790_,|1720_1744_1_785_,,
1745,,,,
1746,,,,
1747,,,,
1748,,,,
1749,,,,
1750,,,,
1751,,,,
1752,,,,
1753,,,,
1754,,|1716_1754_1_784_,,
1755,,,,
1756,,,,
1757,,|1755_1757_1_796_,,
1758,,,,
1759,,,|1739_1759_2_791_,
1760,,,,
1761,,,,
1762,,,,
1763,,|1748_1763_1_793_,,
1764,,,,
1765,,,,
1766,,,,
1767,,,,
1768,,,,
1769,,,,
1770,,,|1730_1770_2_786_,
1771,,|1769_1771_1_799_,,
1772,,,,
1773,,,|1753_1773_2_794_|1763_1773_2_798_,
1774,|1734_1774_0_788_,,,
1775,,,,
1776,,,,
1777,|1737_1777_0_789_,,,
1778,,,,
1779,,,,
1780,,,,
1781,,,,
1782,,,|1742_1782_2_792_,
1783,,,,
1784,,,,
1785,,,,
1786,,,|1754_1786_2_795_,
1787,,,,
1788,,,,
1789,|1783_1789_0_804_,,,
1790,,,,
1791,,,,
1792,,|1771_1792_1_800_,,
1793,,,,
1794,,,,
1795,,,,
1796,,,,
1797,,,,
1798,,,,
1799,|1779_1799_0_802_,,,
1800,,,|1760_1800_2_797_,
1801,,,,
1802,,|1787_1802_1_805_,,
1803,,,,
1804,,,,
1805,,,,
1806,,,,
1807,,,,
1808,,,,
1809,,,,
1810,,,,
1811,,,,
1812,,,,
1813,,,,
1814,,,,
1815,,,,
1816,,,,
1817,|1777_1817_0_801_,,,
1818,,,,
1819,,,|1809_1819_2_810_,
1820,|1780_1820_0_803_,,|1795_1820_2_806_,
1821,,,,
1822,,,,
1823,,,,
1824,,,|1800_1824_2_809_,
1825,,,,
1826,,,,
1827,,,|1826_1827_2_815_,
1828,,,,
1829,,,|1799_1829_2_808_,
1830,,,,
1831,,,,
1832,,,,
1833,,,,
1834,,,,
1835,,|1814_1835_1_811_,,
1836,,,|1796_1836_2_807_,
1837,,,,
1838,,,,
1839,,,,
1840,,,,
1841,,,,
1842,,,,
1843,,,,
1844,,,|1836_1844_2_819_,
1845,,|1818_1845_1_812_,,
1846,,,,
1847,,,,
1848,,,,
1849,,,,
1850,,,,
1851,,,|1844_1851_2_822_,
1852,,,,
1853,,,,
1854,,,,
1855,,,,
1856,,,,
1857,,,,
1858,,,,
1859,,,|1819_1859_2_813_,
1860,,,,
1861,,,|1821_1861_2_814_,
1862,,,|1834_1862_2_817_,
1863,,,,
1864,,,,
1865,,,,
1866,,,,
1867,,|1837_1867_1_820_,,
1868,,|1828_1868_1_816_,,
1869,,,,
1870,,,,
1871,,,,
1872,,,,
1873,,,,
1874,,|1851_1874_1_825_,,
1875,,,|1835_1875_2_818_,
1876,,,,
1877,,,,
1878,,,,
1879,,|1873_1879_1_833_,|1879_1879_2_835_,
1880,,,,
1881,,,,
1882,,,,
1883,,|1843_1883_1_821_,,
1884,,,,
1885,,,,
1886,,,|1846_1886_2_823_|1881_1886_2_837_,
1887,,,,
1888,,,|1848_1888_2_824_,
1889,,,,
1890,,|1867_1890_1_829_|1870_1890_1_830_,,
1891,,,,
1892,,,,
1893,,,|1853_1893_2_826_,
1894,,,,
1895,,,,
1896,,,|1872_1896_2_832_,
1897,,,,
1898,,,,
1899,,,,
1900,,,,
1901,|1861_1901_0_827_,,|1893_1901_2_843_,
1902,,,,
1903,,,,
1904,|1864_1904_0_828_,,,
1905,,,|1901_1905_2_846_,
1906,,,,
1907,,|1880_1907_1_836_,,
1908,,|1892_1908_1_842_,,
1909,,,,
1910,,|1890_1910_1_840_,,
1911,|1871_1911_0_831_,,,
1912,,,|1876_1912_2_834_,
1913,,,,
1914,,|1887_1914_1_839_,,
1915,,,,
1916,,,,
1917,,,,
1918,,,,
1919,,,,
1920,,,|1895_1920_2_844_,
1921,,,,
1922,,|1891_1922_1_841_,|1882_1922_2_838_,
1923,,|1897_1923_1_845_,,
1924,,,,
1925,,,,
1926,,,|1904_1926_2_847_,
1927,,,,
1928,,,,
1929,,|1905_1929_1_848_,,
1930,,,,
1931,,,,
1932,,,,
1933,,,,
1934,,,,
1935,,|1915_1935_1_850_,,
1936,,,,
1937,,,,
1938,,,,
1939,,|1907_1939_1_849_,,
1940,,,,
1941,,,,
1942,,,,
1943,,,|1922_1943_2_853_,
1944,,,|1917_1944_2_851_,
1945,,,,
1946,,,|1938_1946_2_858_,
1947,,,,
1948,,,,
1949,,,,
1950,,,,
1951,,,,
1952,,,,
1953,,|1926_1953_1_854_|1935_1953_1_857_,,
1954,,,,
1955,,,,
1956,,,,
1957,,,,
1958,,,,
1959,,,|1932_1959_2_855_,
1960,|1920_1960_0_852_,,,
1961,,|1961_1961_1_866_,,
1962,,,|1944_1962_2_860_|1958_1962_2_863_,
1963,,|1946_1963_1_861_,,
1964,,,,
1965,,,,
1966,,,,
1967,,,|1934_1967_2_856_,
1968,,,,
1969,,,,
1970,,,,
1971,,,,
1972,,,|1959_1972_2_864_,
1973,,|1940_1973_1_859_,,
1974,,,,
1975,,,,
1976,,,,
1977,,,,
1978,,,,
1979,,,,
1980,,,|1966_1980_2_867_,
1981,,,,
1982,,,|1973_1982_2_868_,
1983,,,,
1984,,,,
1985,,|1983_1985_1_873_,,
1986,,,,
1987,,,,
1988,,,,
1989,,,,
1990,,,,
1991,,,,
1992,,,,
1993,,,,
1994,,|1979_1994_1_870_,,
1995,,,,
1996,|1956_1996_0_862_,,,
1997,,,,
1998,,,,
1999,,|1985_1999_1_875_,,
2000,|1960_2000_0_865_,,,
2001,,,,
2002,,,,
2003,,,,
2004,,,,
2005,,,,
2006,,,,
2007,,,|1978_2007_2_869_,
2008,,,,
2009,,,|1989_2009_2_877_,
2010,,,,
2011,,,,
2012,,,,
2013,,,|1984_2013_2_874_,
2014,,,,
2015,,,|2000_2015_2_881_,
2016,,,|1998_2016_2_880_,
2017,,|1991_2017_1_878_,,
2018,,,,
2019,,,,
2020,,,,
2021,|1981_2021_0_871_,,|2004_2021_2_883_,
2022,,|1982_2022_1_872_,,
2023,,,,
2024,,,,
2025,,,,
2026,,|1996_2026_1_879_,,
2027,,|2019_2027_1_888_,|1987_2027_2_876_,
2028,,,,
2029,,,,
2030,,,,
2031,,,,
2032,|2031_2032_0_893_,,,
2033,,,,
2034,,,,
2035,,,,
2036,,|2012_2036_1_886_,,
2037,,,,
2038,,,,
2039,,,,
2040,,,,
2041,,|2001_2041_1_882_|2018_2041_1_887_,,
2042,|2025_2042_0_891_,,,
2043,,,,
2044,,,,
2045,,,|2005_2045_2_884_,
2046,,|2023_2046_1_890_,,
2047,,,,
2048,,,,
2049,,,,
2050,,,,
2051,,|2020_2051_1_889_,|2011_2051_2_885_,
2052,,,,
2053,,,,
2054,,,,
2055,,,,
2056,,,,
2057,,,,
2058,,,,
2059,,,,
2060,,,,
2061,,,,
2062,,|2060_2062_1_900_,,
2063,,,,
2064,,|2044_2064_1_896_,,
2065,,,,
2066,,,,
2067,,,,
2068,,,,
2069,,|2029_2069_1_892_,,
2070,|2070_2070_0_904_,,,
2071,,,,
2072,,,,
2073,,,|2047_2073_2_897_,
2074,,,,
2075,,|2035_2075_1_894_,,
2076,,,,
2077,,|2040_2077_1_895_,,
2078,,,,
2079,,,,
2080,,|2065_2080_1_902_,,
2081,,,,
2082,,,,
2083,,,,
2084,,,|2079_2084_2_908_,
2085,,|2059_2085_1_899_,|2075_2085_2_905_,
2086,,,,
2087,|2067_2087_0_903_,,,
2088,,,,
2089,,,,
2090,,,|2062_2090_2_901_,
2091,,,,
2092,,,,
2093,,,,
2094,,,,
2095,,,,
2096,,,,
2097,,,,
2098,,,|2058_2098_2_898_,
2099,,,,
2100,,,,
2101,,,,
2102,,,,
2103,,,,
2104,,,,
2105,,,,
2106,,,,
2107,,,,
2108,,|2102_2108_1_914_,,
2109,,,,
2110,,,,
2111,,,,
2112,,|2084_2112_1_909_,,
2113,,,,
2114,,,,
2115,,,|2076_2115_2_906_,
2116,,,|2077_2116_2_907_,
2117,,,,
2118,,,,
2119,,,,
2120,,,,
2121,,,,
2122,,,,
2123,,,,
2124,,,,
2125,,|2121_2125_1_923_,|2085_2125_2_910_,
2126,,,,
2127,,,,
2128,,,,
2129,,,,
2130,,,,
2131,,|2094_2131_1_911_,,
2132,,|2119_2132_1_921_,|2095_2132_2_912_,
2133,,,|2106_2133_2_917_,
2134,,,,
2135,,,,
2136,,|2104_2136_1_916_,,
2137,,|2101_2137_1_913_,,
2138,,,,
2139,,,|2103_2139_2_915_,
2140,,,,
2141,,,,
2142,,,,
2143,,,,
2144,,,,
2145,,,,
2146,,,,
2147,,,,
2148,,,,
2149,,,,
2150,,,|2115_2150_2_918_,
2151,,,,
2152,,,|2116_2152_2_919_,
2153,,,,
2154,,,,
2155,,,,
2156,,,,
2157,,,,
2158,,,|2118_2158_2_920_,
2159,,,,
2160,,|2120_2160_1_922_,,
2161,,,,
2162,,,,
2163,,,|2124_2163_2_924_,
2164,,,,
2165,,,,
2166,,,,
2167,,|2130_2167_1_925_,,
2168,,,,
2169,,,,
2170,,,,
2171,,,,
2172,,,|2132_2172_2_926_,
2173,,|2133_2173_1_927_,,
2174,,|2136_2174_1_928_,,
2175,,,,
2176,,,,
2177,,,,
2178,,,,
2179,,,,
2180,,,,
2181,,,,
2182,,,,
2183,,,|2144_2183_2_929_,
2184,,,,
2185,,,,
2186,,,,
2187,,,,
2188,,,,
2189,,,,
2190,,,,
2191,,,,
2192,,,,
2193,,,,
2194,,,,
2195,,,,
2196,,,,
2197,,,,
2198,|2158_2198_0_930_,,,
2199,,,,
2200,,,,
2201,,,,
2202,,,|2162_2202_2_931_,
2203,,,,
2204,,,,
2205,,,,
2206,,,|2166_2206_2_932_,
2207,,,,
2208,,,,
2209,,,,
2210,,,,
2211,,,,
2212,,,,
2213,,,,
2214,,,,
2215,,,,
2216,,,,
2217,,|2177_2217_1_933_,,
2218,,,,
2219,,,,
2220,,,,
2221,,,,
2222,,,|2183_2222_2_934_,
2223,,,,
2224,,,,
2225,,,,
2226,,,|2190_2226_2_935_,
2227,,,,
2228,,,,
2229,,,,
2230,,,,
2231,,,,
2232,,|2192_2232_1_936_,,
2233,,|2197_2233_1_938_,,
2234,,,,
2235,,,,
2236,,|2196_2236_1_937_,,
2237,,,,
2238,,,,
2239,|2199_2239_0_939_,,,
2240,,,,
2241,,,,
2242,,|2202_2242_1_940_,,
2243,,,,
2244,,,,
2245,,,,
2246,,,,
2247,,,,
2248,,,,
2249,,,,
2250,,,,
2251,,,,
2252,,|2222_2252_1_942_,,
2253,,,,
2254,,,,
2255,,,,
2256,,,,
2257,,,|2217_2257_2_941_,
2258,,,,
2259,,,,
2260,,,,
2261,,,,
2262,,,,
2263,,,,
2264,,,,
2265,,,,
2266,,,,
2267,,,,
2268,,,,
2269,,,,
2270,,,,
2271,,|2233_2271_1_943_|2238_2271_1_944_,,
2272,,,,
2273,,,,
2274,,,|2251_2274_2_945_,
2275,,,,
2276,,,,
2277,,,,
2278,,|2258_2278_1_946_,,
2279,,,,
2280,,,,
2281,,,,
2282,,,,
2283,,,,
2284,,,,
2285,,,,
2286,,,,
2287,,,,
2288,,,,
2289,,,,
2290,,,,
2291,,|2263_2291_1_947_,,
2292,,,,
2293,,,|2292_2293_2_950_,
2294,,,,
2295,,,,
2296,,,,
2297,,,|2268_2297_2_948_,
2298,,,,
2299,,,,
2300,,,,
2301,,,,
2302,,,,
2303,,,,
2304,,,,
2305,,,,
2306,,,,
2307,,,,
2308,,,,
2309,,|2269_2309_1_949_,,
2310,,,,
2311,,,,
2312,,,,
2313,,,,
2314,,,,
2315,,,,
2316,,,,
2317,,,,
2318,,|2309_2318_1_951_,,
2319,,,,
2320,,,,
2321,,,,
2322,,,,
2323,|2310_2323_0_952_,,,
2324,,,,
2325,,,,
2326,,,,
2327,,,,
2328,,,,
2329,,,,
2330,,|2323_2330_1_953_,,
2331,,,,
2332,,,,
2333,,|2327_2333_1_955_,,
2334,,,,
2335,,,,
2336,,,,
2337,,,,
2338,,,,
2339,,,,
2340,,,,
2341,,,|2326_2341_2_954_,
2342,,,,
2343,,,,
2344,,,,
2345,,,,
2346,,,,
2347,,,,
2348,,,,
2349,,,,
2350,,,,
2351,,,,
2352,,,,
2353,,,,
2354,,,,
2355,,,,
2356,,,,
2357,,,,
2358,,,,
2359,,,,
2360,,,,
2361,,,,
2362,,,|2330_2362_2_956_,
2363,,,,
2364,,,,
2365,,,,
2366,,,,
2367,,|2346_2367_1_960_,,
2368,,,,
2369,,,,
2370,,|2338_2370_1_957_,,
2371,,,,
2372,,,,
2373,,|2345_2373_1_959_|2347_2373_1_961_,,
2374,,,,
2375,,,,
2376,,,,
2377,,,,
2378,,,,
2379,,,|2352_2379_2_962_,
2380,,,,
2381,,,|2344_2381_2_958_,
2382,,,,
2383,,,,
2384,,,,
2385,,,,
2386,,,,
2387,,|2364_2387_1_964_,,
2388,,,,
2389,,,,
2390,,,,
2391,,,|2380_2391_2_965_,
2392,,,,
2393,,,,
2394,,,,
2395,,,,
2396,|2361_2396_0_963_,,,
2397,,,,
2398,,,,
2399,,,,
2400,,,,
2401,,,,
2402,,,,
2403,,,,
2404,,,,
2405,,,,
2406,,,,
2407,,,,
2408,,,,
2409,,,,
2410,,,,
2411,,|2399_2411_1_971_,,
2412,,,,
2413,,,,
2414,,,,
2415,,,,
2416,,,,
2417,,,,
2418,,,,
2419,,,,
2420,,|2384_2420_1_966_,,
2421,,,,
2422,,,|2391_2422_2_969_,
2423,,,,
2424,,,|2396_2424_2_970_,
2425,,|2403_2425_1_972_,,
2426,,|2389_2426_1_967_,,
2427,,,,
2428,,|2390_2428_1_968_|2414_2428_1_974_,,
2429,,,,
2430,,,,
2431,,,,
2432,,,,
2433,,,,
2434,,,,
2435,,,,
2436,,,,
2437,,,,
2438,,,,
2439,,,,
2440,,,,
2441,,,,
2442,,,,
2443,,,,
2444,,,,
2445,,,,
2446,,,|2409_2446_2_973_,
2447,,,,
2448,,|2428_2448_1_977_,,
2449,,,,
2450,,,,
2451,,,,
2452,,,,
2453,,,,
2454,,,,
2455,,,,
2456,,,,
2457,,,,
2458,,,,
2459,,,,
2460,,,,
2461,|2427_2461_0_976_,|2444_2461_1_978_,,
2462,,|2422_2462_1_975_,,
2463,,,,
2464,,,,
2465,,,,
2466,,|2461_2466_1_984_,,
2467,,,,
2468,,,,
2469,,,,
2470,,,|2457_2470_2_983_,
2471,,,,
2472,,,|2463_2472_2_986_,
2473,,,,
2474,,,|2454_2474_2_981_,
2475,,,,
2476,,|2475_2476_1_990_,,
2477,,,,
2478,,,,
2479,,,,
2480,,|2462_2480_1_985_,|2446_2480_2_979_,
2481,,,,
2482,,,,
2483,,|2456_2483_1_982_,,
2484,,,,
2485,,,,
2486,,,,
2487,,,,
2488,,,,
2489,,|2449_2489_1_980_,|2474_2489_2_989_,
2490,,,,
2491,,,,
2492,,,,
2493,,,,
2494,,,,
2495,,|2487_2495_1_991_,,
2496,,,|2472_2496_2_988_,
2497,,,,
2498,,,,
2499,,,,
2500,,,,
2501,,,,
2502,,,,
2503,,,,
2504,,|2471_2504_1_987_,,
2505,,,,
2506,,,,
2507,,,,
2508,,,,
2509,,,,
2510,,,,
2511,,,,
2512,,,,
2513,,,,
2514,,,,
2515,,|2497_2515_1_993_,,
2516,,,,
2517,,,,
2518,,,,
2519,,,,
2520,,,|2500_2520_2_995_,
2521,,,,
2522,,|2504_2522_1_996_,,
2523,,,,
2524,,,,
2525,,,,
2526,,,,
2527,,|2515_2527_1_997_,,
2528,,|2519_2528_1_999_,,
2529,,,,
2530,,,|2499_2530_2_994_,
2531,,,,
2532,,,|2492_2532_2_992_,
2533,,,,
2534,,,,
2535,,,,
2536,,,,
2537,,,,
2538,,,,
2539,,,,
2540,,,,
2541,,,,
2542,,,,
2543,,,,
2544,,,,
2545,,,,
2546,,,,
2547,,,,
2548,,,,
2549,,|2534_2549_1_1002_,,
2550,,,,
2551,,,,
2552,,,,
2553,,,,
2554,,,,
2555,|2518_2555_0_998_,|2521_2555_1_1001_,,
2556,,,,
2557,,,,
2558,,,,
2559,,,,
2560,,|2520_2560_1_1000_,,
2561,,,,
2562,,,,
2563,,,,
2564,,,,
2565,,,,
2566,,,,
2567,,,,
2568,,,,
2569,,,,
2570,,,,
2571,,,|2536_2571_2_1003_,
2572,,,,
2573,,,,
2574,,,,
2575,,,,
2576,,,,
2577,,,,
2578,,,,
2579,,|2569_2579_1_1006_,,
2580,,,,
2581,,,,
2582,,,,
2583,,,,
2584,,,,
2585,,,,
2586,,,,
2587,,,,
2588,,,|2550_2588_2_1004_,
2589,,,,
2590,,,,
2591,,,,
2592,,,,
2593,,,,
2594,,,,
2595,,,,
2596,,,,
2597,,|2568_2597_1_1005_,,
2598,,,,
2599,,,,
2600,,|2582_2600_1_1008_,,
2601,,,,
2602,,|2574_2602_1_1007_,,
2603,,,,
2604,,,,
2605,,,,
2606,,,,
2607,,,,
2608,,|2591_2608_1_1009_,,
2609,,,,
2610,,,,
2611,,,,
2612,,,,
2613,,,,
2614,,|2604_2614_1_1013_,,
2615,,,,
2616,,,,
2617,,,,
2618,,,|2595_2618_2_1010_,
2619,,,,
2620,,,,
2621,,|2597_2621_1_1011_,,
2622,,,,
2623,,,,
2624,,,,
2625,,,,
2626,,,,
2627,,,,
2628,,,,
2629,,,,
2630,,,,
2631,,|2608_2631_1_1014_,,
2632,,,,
2633,,,,
2634,,,|2633_2634_2_1018_,
2635,,,,
2636,,,,
2637,,,,
2638,|2599_2638_0_1012_,,,
2639,,,,
2640,,,,
2641,,,,
2642,,,,
2643,,,,
2644,,,,
2645,,,,
2646,,,,
2647,,|2614_2647_1_1015_,,
2648,,,,
2649,,,,
2650,,,,
2651,,,,
2652,,,,
2653,,,,
2654,,,,
2655,,,,
2656,,,,
2657,,,|2637_2657_2_1019_,
2658,,|2625_2658_1_1016_|2658_2658_1_1023_,,
2659,,,,
2660,,,,
2661,,,,
2662,,,|2630_2662_2_1017_,
2663,,,,
2664,,,,
2665,,,,
2666,,,,
2667,,,,
2668,,,,
2669,,,,
