tickNumber,in27,B14,B11,cn12,B54,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,|1082_1119_2_536_,,,
1120,,|1081_1120_1_535_,,,|1084_1120_4_537_,
1121,,,,,,
1122,,,,,|1096_1122_4_542_,
1123,,,,,,
1124,,,,,,
1125,,,,,|1085_1125_4_538_,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,|1090_1130_4_540_,
1131,,,,,,
1132,,,,,|1097_1132_4_543_,
1133,,,,,,
1134,,,,,,
1135,,|1095_1135_1_541_,,,|1115_1135_4_552_,
1136,|1098_1136_0_544_,|1105_1136_1_549_,|1100_1136_2_546_,,,
1137,,,,,,
1138,,|1101_1138_1_547_,,,,
1139,,,|1099_1139_2_545_,,,
1140,,,,,,
1141,,|1114_1141_1_551_,,,,
1142,,,,,|1110_1142_4_550_,
1143,,,,,,
1144,,,,,,
1145,,,,,,
1146,,,,,|1118_1146_4_553_,
1147,,,,,|1122_1147_4_554_,
1148,,,,,,
1149,,,,,,
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,|1135_1154_1_559_,,,,
1155,,,,,,
1156,,,|1134_1156_2_558_,,,
1157,,,,,,
1158,,,,,,
1159,,,,,,
1160,,,,,,
1161,,,|1156_1161_2_566_,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,|1132_1165_1_557_,,,,
1166,,|1126_1166_1_555_,|1155_1166_2_565_,,,
1167,,|1144_1167_1_562_,,,,
1168,|1128_1168_0_556_,,,,,
1169,,,,,,
1170,,|1142_1170_1_561_,,,,
1171,,,,,,
1172,,,,,|1137_1172_4_560_,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1178,,|1148_1178_1_563_,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,|1159_1182_2_567_,,,
1183,,,,,,
1184,,,,,,
1185,,,,,,
1186,,,,,,
1187,,,,,,
1188,,,,,,
1189,,,|1164_1189_2_568_,,,
1190,|1154_1190_0_564_,,,,,
1191,,|1171_1191_1_570_,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,,|1197_1197_1_584_,,,,
1198,,,,,,
1199,,|1192_1199_1_581_,|1167_1199_2_569_,,,
1200,,,,,,
1201,,|1179_1201_1_574_,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,,
1205,,,,,,
1206,,,,,,
1207,,,,,,
1208,,,,,|1172_1208_4_571_,
1209,,,,,,
1210,,,,,,
1211,,,,,,
1212,,|1176_1212_1_572_,,,,
1213,,|1178_1213_1_573_,,,|1182_1213_4_577_,
1214,,,,,,
1215,,,,,,
1216,,,,,,
1217,,|1195_1217_1_583_,,,,
1218,,,,,,
1219,|1180_1219_0_575_,,,,,
1220,,|1181_1220_1_576_,,,,
1221,,|1184_1221_1_578_,,,,
1222,,,,,,
1223,,|1189_1223_1_579_,,,,
1224,,,,,,
1225,,,,,,
1226,,,,,|1207_1226_4_587_,
1227,,|1193_1227_1_582_,,,,
1228,,,,,,
1229,|1221_1229_0_592_,,,,|1201_1229_4_585_,
1230,,,,,|1190_1230_4_580_,
1231,,,,,,
1232,,,,,,
1233,,,,,,
1234,,,,,,
1235,,,,,,
1236,,,,,,
1237,,,,,,
1238,,,|1204_1238_2_586_,,,
1239,,,,,,
1240,,|1208_1240_1_588_,,,,
1241,,,,,|1219_1241_4_591_,
1242,,,,,,
1243,,,,,,
1244,,,,,,
1245,,,,,,
1246,,,,,,
1247,,,,,,
1248,,,,,,
1249,,,,,,
1250,,,,,,
1251,,,,,,
1252,,,,,,
1253,,,,,,
1254,,,,,,
1255,,,,,|1216_1255_4_589_,
1256,,,,,,
1257,,|1254_1257_1_604_,,,,
1258,,|1218_1258_1_590_,,,,
1259,,|1222_1259_1_593_,,,,
1260,,,,,,
1261,,,,,,
1262,,,,,|1232_1262_4_597_,
1263,,,,,|1227_1263_4_595_,
1264,,,,,|1226_1264_4_594_,
1265,,|1228_1265_1_596_,,,,
1266,,,,,,
1267,,,,,,
1268,,,,,,
1269,,|1242_1269_1_601_,,,,
1270,,,,,,
1271,,,,,,
1272,,,,,,
1273,,|1233_1273_1_598_,,,,
1274,,|1237_1274_1_599_,,,,
1275,,,,,,
1276,,,,,,
1277,,,,,,
1278,,,,,,
1279,,|1264_1279_1_606_,,,|1240_1279_4_600_,
1280,,,,,,
1281,,,,,,
1282,,,,,,
1283,,,,,,
1284,,,,,,
1285,,,,,,
1286,,,,,,
1287,,,,,|1253_1287_4_603_,
1288,,,,,,
1289,,,,,,
1290,|1250_1290_0_602_,,,,,
1291,,|1255_1291_1_605_,,,,
1292,,,,,,
1293,,,,,,
1294,,,,,|1289_1294_4_617_,
1295,,,,,,
1296,,,,,,
1297,,|1266_1297_1_607_,,,,
1298,,,,,,
1299,,,,,,
1300,,,,,,
1301,,,,,,
1302,,,|1270_1302_2_609_,,,
1303,,|1269_1303_1_608_,,,,
1304,,,,,,
1305,,,,,,
1306,,,,,,
1307,,,,,,
1308,,,,,,
1309,,,,,,
1310,,,,,,
1311,,,,,,
1312,,,,,,
1313,,,,,,
1314,,|1277_1314_1_610_,,,,
1315,,,,,,
1316,,,|1283_1316_2_613_,,,
1317,,,,,,
1318,,,,,,
1319,,,,,,
1320,,,,,,
1321,,|1282_1321_1_612_|1286_1321_1_615_,,,|1281_1321_4_611_,
1322,,,,,,
1323,,,,,,
1324,,,|1285_1324_2_614_,,,
1325,,,,,,
1326,,,,,,
1327,,,,,|1288_1327_4_616_,
1328,,,,,|1291_1328_4_618_,
1329,,,,,,
1330,,,,,,
1331,,,,,|1295_1331_4_620_,
1332,,,,,,
1333,,,,,,
1334,,|1294_1334_1_619_,,,|1317_1334_4_628_,
1335,,,,,,
1336,,,,,,
1337,,,,,,
1338,,|1299_1338_1_621_,,,,
1339,,,|1303_1339_2_622_,,,
1340,,,,,,
1341,,,,,,
1342,,|1308_1342_1_625_,,,,
1343,,,|1306_1343_2_623_,,,
1344,,,,,,
1345,,,,,,
1346,,,,,,
1347,,,,,|1307_1347_4_624_,
1348,,,,,,
1349,,|1311_1349_1_626_,,,|1335_1349_4_635_,
1350,,,,,,
1351,,,,,,
1352,,,,,,
1353,,|1316_1353_1_627_,,,,
1354,,,,,,
1355,,|1326_1355_1_633_,,,,
1356,,,,,,
1357,|1318_1357_0_629_,,,,,
1358,,,,,,
1359,,,,,,
1360,,|1322_1360_1_631_,,,,
1361,|1361_1361_0_645_,|1321_1361_1_630_,,,|1330_1361_4_634_,
1362,,,,,,
1363,,,,,,
1364,,,|1325_1364_2_632_,,,
1365,,,,,,
1366,,,,,,
1367,,,,,,
1368,,,,,,
1369,,,,,,
1370,,,,,,
1371,,,,,,
1372,,,,,,
1373,,,,,,
1374,,,,,,
1375,,,,,,
1376,,,,,|1336_1376_4_636_,
1377,,,,,,
1378,,,,,,
1379,,,,,,
1380,,,,,,
1381,,|1341_1381_1_637_,,,,
1382,,,,,,
1383,,,,,,
1384,,|1344_1384_1_638_,,,,
1385,,,,,|1348_1385_4_639_,
1386,,,,,,
1387,,,,,,
1388,,,|1350_1388_2_640_,,,
1389,,,,,,
1390,,|1354_1390_1_641_,,,,
1391,,,|1355_1391_2_642_,,,
1392,,,,,,
1393,,,,,,
1394,,,,,,
1395,,,,,,
1396,,,,,,
1397,,,|1357_1397_2_643_,,,
1398,,|1358_1398_1_644_,,,,
1399,,|1362_1399_1_646_,,,,
1400,,,,,,
1401,,|1363_1401_1_647_,,,,
1402,,,,,,
1403,,,,,,
1404,,,,,,
1405,,,,,,
1406,,,|1369_1406_2_650_,,,
1407,,,,,|1367_1407_4_648_,
1408,,,,,|1368_1408_4_649_,
1409,,,,,,
1410,,,,,,
1411,,,,,,
1412,,,,,,
1413,,,,,,
1414,,,,,,
1415,,,,,,
1416,,,,,,
1417,,,,,,
1418,,|1378_1418_1_651_,,,|1379_1418_4_652_,
1419,,,,,,
1420,,,,,,
1421,,,,,,
1422,,,,,,
1423,,|1384_1423_1_653_,,,,
1424,,,,,,
1425,,,,,,
1426,,,,,,
1427,,,,,,
1428,,|1388_1428_1_654_,,,|1390_1428_4_655_,
1429,,,,,,
1430,|1392_1430_0_656_,,,,|1393_1430_4_657_,
1431,,,,,,
1432,,,,,,
1433,,,,,,
1434,,|1394_1434_1_658_,,,,
1435,,,,,,
1436,,,,,,
1437,,,,,,
1438,,,,,,
1439,,,,,,
1440,,,,,,
1441,,,,,,
1442,,|1402_1442_1_659_,,,,
1443,,,,,,
1444,,,,,,
1445,,|1407_1445_1_660_,,,,
1446,,,,,,
1447,,,,,,
1448,,,,,,
1449,,|1409_1449_1_661_,,,,
1450,,,,,,
1451,,,,,,
1452,,,,,,
1453,,,,,,
1454,,,,,,
1455,,,,,,
1456,,|1416_1456_1_662_,,,,
1457,,,,,,
1458,,,,,,
1459,,,,,,
1460,,,,,,
1461,,,,,,
1462,,,,,|1422_1462_4_663_,
1463,,,,,,
1464,,,,,,
1465,|1425_1465_0_664_,,,,,
1466,,,,,,
1467,,,,,|1427_1467_4_665_,
1468,,,,,|1428_1468_4_666_,
1469,,|1429_1469_1_667_,,,,
1470,,,,,,
1471,,,,,,
1472,,,,,,
1473,,,,,,
1474,,,,,,
1475,,,,,,
1476,,,,,,
1477,,,,,,
1478,,,,,,
1479,,,|1439_1479_2_668_,,,
1480,,,,,,
1481,,,,,,
1482,,,,,,
1483,,,,,,
1484,,,,,|1444_1484_4_669_,
1485,,|1445_1485_1_670_,,,,
1486,,|1446_1486_1_671_,,,,
1487,,,|1447_1487_2_672_,,,
1488,,,,,,
1489,,,,,,
1490,,,,,,
1491,,,,,,
1492,,|1452_1492_1_673_,,,,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,|1459_1496_1_674_,,,,
1497,,,,,,
1498,,,,,,
1499,,,,,,
1500,,|1461_1500_1_675_,,,,
1501,,,,,,
1502,,,,,,
1503,,,,,|1463_1503_4_676_,
1504,,,,,|1464_1504_4_677_,
1505,,,,,|1465_1505_4_678_,
1506,,,,,,
1507,,,,,,
1508,,,,,,
1509,,,,,,
1510,,,,,,
1511,,|1471_1511_1_679_,,,,
1512,,,|1472_1512_2_680_,,,
1513,,,,,,
1514,,|1474_1514_1_681_,,,,
1515,,,,,,
1516,,,,,,
1517,,,,,,
1518,,,,,|1479_1518_4_682_,
1519,,,,,,
1520,,,,,,
1521,,,,,,
1522,,,,,,
1523,,,,,,
1524,,|1485_1524_1_683_,,,,
1525,,,,,,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,,,,,,
1532,,,|1492_1532_2_684_,,,
1533,,,,,,
1534,,,,,,
1535,,,,,,
1536,,,,,|1496_1536_4_685_,
1537,,,,,,
1538,,,,,,
1539,,,,,,
1540,,,,,|1500_1540_4_686_,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,|1505_1544_1_687_,,,,
1545,,,,,,
1546,,,,,,
1547,,,,,,
1548,,|1508_1548_1_688_,,,,
1549,,|1509_1549_1_689_,,,,
1550,,|1511_1550_1_690_,,,,
1551,,,,,,
1552,,,,,,
1553,,,|1513_1553_2_691_,,,
1554,,|1517_1554_1_694_,,,|1514_1554_4_692_,
1555,,,,,,
1556,,|1516_1556_1_693_,,,,
1557,,|1521_1557_1_696_,,,,
1558,,,,,,
1559,,|1519_1559_1_695_,,,,
1560,,|1523_1560_1_698_,,,,
1561,,,,,,
1562,,|1522_1562_1_697_,,,,
1563,,,,,,
1564,,,,,,
1565,,,,,,
1566,,,,,,
1567,,,,,,
1568,,,,,,
1569,,,,,,
1570,,,|1530_1570_2_699_,,,
1571,,,,,,
1572,,,,,,
1573,,,,,,
1574,,,,,,
1575,,,,,,
1576,,,,,,
1577,,,,,,
1578,,,,,,
1579,,,,,,
1580,,,,,,
1581,,,,,|1541_1581_4_700_,
1582,,|1549_1582_1_703_,,,,
1583,,,,,,
1584,,,,,,
1585,,,,,|1545_1585_4_701_,
1586,,,,,,
1587,,|1556_1587_1_705_,,,,
1588,,|1548_1588_1_702_,,,,
1589,,,,,,
1590,,,|1550_1590_2_704_,,,
1591,,,,,,
1592,,,,,,
1593,,,,,,
1594,,,,,,
1595,,,,,,
1596,,,,,,
1597,,,|1557_1597_2_706_,,,
1598,,,,,,
1599,,,,,,
1600,,,,,,
1601,,,,,,
1602,,,,,,
1603,,,,,,
1604,,|1564_1604_1_707_,,,,
1605,,|1565_1605_1_708_,,,,
1606,,,|1566_1606_2_709_,,,
1607,,,,,|1567_1607_4_710_,
1608,,,,,,
1609,,|1570_1609_1_711_,,,,
1610,,,,,,
1611,,,,,,
1612,,,,,|1572_1612_4_712_,
1613,,,,,,
1614,,,,,|1574_1614_4_713_,
1615,,,,,,
1616,,,,,|1576_1616_4_714_,
1617,,,,,,
1618,,,,,,
1619,,,,,,
1620,,,,,,
1621,,,|1581_1621_2_715_,,,
1622,,,,,,
1623,,,,,,
1624,,,,,,
1625,,,,,|1585_1625_4_716_,
1626,,,,,,
1627,,,,,,
1628,,,|1589_1628_2_717_,,,
1629,,,,,,
1630,,,,,,
1631,,,,,,
1632,,,,,,
1633,,|1593_1633_1_718_,,,,
1634,,,,,,
1635,,|1595_1635_1_719_|1596_1635_1_720_,,,,
1636,,,,,,
1637,,|1597_1637_1_721_,,,,
1638,,,,,|1598_1638_4_722_,
1639,,,,,|1599_1639_4_723_,
1640,,,,,,
1641,,,,,,
1642,,,,,,
1643,,,,,,
1644,,,,,,
1645,,,,,,
1646,,,|1606_1646_2_724_,,,
1647,,|1608_1647_1_725_,,,,
1648,,,,,,
1649,,|1609_1649_1_726_,,,,
1650,,,|1610_1650_2_727_,,,
1651,,,,,,
1652,,,,,,
1653,,,,,,
1654,,,,,,
1655,,,,,,
1656,,|1625_1656_1_729_,,,,
1657,,,,,,
1658,,,,,,
1659,,,,,,
1660,,,,,,
1661,,,,,,
1662,,,,,|1622_1662_4_728_,
1663,,,,,,
1664,,,,,,
1665,,,,,,
1666,,,,,,
1667,,,,,,
1668,,,,,,
1669,,,,,|1629_1669_4_730_,
1670,,,,,|1630_1670_4_731_,
1671,,|1632_1671_1_732_,,,,
1672,,,,,,
1673,,,,,|1634_1673_4_733_,
1674,,,,,,
1675,,,,,,
1676,,,,,,
1677,,,,,,
1678,,,,,,
1679,,,,,,
1680,,,,,,
1681,,,,,,
1682,,,,,|1642_1682_4_734_,
1683,,,,,,
1684,,,,,,
1685,,,,,,
1686,,,,,,
1687,,,,,,
1688,,,,,,
1689,,,,,,
1690,,,,,,
1691,,,,,,
1692,,,,,,
1693,,,,,,
1694,,,,,,
1695,,,,,,
1696,,|1656_1696_1_735_,,,,
1697,,,,,|1658_1697_4_736_,
1698,,|1660_1698_1_737_,,,,
1699,,,,,,
1700,,,,,,
1701,,,,,|1662_1701_4_738_,
1702,,,,,,
1703,,,,,,
1704,,,,,,
1705,,,,,,
1706,,,,,|1666_1706_4_739_,
1707,,,,,|1667_1707_4_740_,
1708,,,,,,
1709,,,,,|1669_1709_4_741_,
1710,,,,,,
1711,,,,,,
1712,,,,,,
1713,,,,,,
1714,,,,,,
1715,,,,,,
1716,,,,,,
1717,,,,,,
1718,,,,,|1678_1718_4_742_,
1719,,,,,,
1720,,,,,,
1721,,,,,,
1722,,|1684_1722_1_743_,,,,
1723,,,,,,
1724,,,,,,
1725,,|1685_1725_1_744_,,,,
1726,,,,,,
1727,,,,,,
1728,,,,,,
1729,,,,,,
1730,,,,,,
1731,,,,,|1691_1731_4_745_,
1732,,|1692_1732_1_746_,,,,
1733,,|1702_1733_1_748_,,,,
1734,,,,,,
1735,,,,,,
1736,,,,,|1696_1736_4_747_,
1737,,,,,,
1738,,,,,,
1739,,,,,,
1740,,,,,,
1741,,|1708_1741_1_751_,,,,
1742,,,,,,
1743,,,,,,
1744,,,,,|1704_1744_4_749_,
1745,,,,,,
1746,,|1706_1746_1_750_,,,,
1747,,,,,,
1748,,|1713_1748_1_752_,,,,
1749,,,,,,
1750,,,,,,
1751,,,,,,
1752,,,,,,
1753,,,,,,
1754,,,,,,
1755,,,,,,
1756,,,,,,
1757,,|1717_1757_1_753_,,,,
1758,,,,,,
1759,,,,,,
1760,,,|1720_1760_2_754_,,,
1761,,,,,,
1762,,|1723_1762_1_755_,,,,
1763,,,,,,
1764,,,,,,
1765,,,,,,
1766,,|1726_1766_1_756_,,,,
1767,,,,,,
1768,,,,,,
1769,,,,,,
1770,,,,,|1730_1770_4_757_,
1771,,,,,,
1772,,|1732_1772_1_758_,,,,
1773,,,,,,
1774,,|1734_1774_1_759_,,,,
1775,,,,,,
1776,,,,,,
1777,,,,,,
1778,,,,,,
1779,,|1746_1779_1_762_,,,,
1780,,,,,,
1781,,|1741_1781_1_760_,,,|1743_1781_4_761_,
1782,,,,,,
1783,,,,,,
1784,,|1749_1784_1_763_,,,,
1785,,,,,,
1786,,,,,,
1787,,,,,,
1788,,,,,,
1789,,|1751_1789_1_764_,,,,
1790,,,,,,
1791,,,,,,
1792,,,,,,
1793,,,,,,
1794,,,,,,
1795,,,,,,
1796,,|1756_1796_1_765_,,,,
1797,,|1758_1797_1_766_,,,,
1798,,,,,,
1799,,,,,,
1800,,,,,,
1801,,,,,,
1802,,,,,,
1803,,|1768_1803_1_767_,,,,
1804,,,,,,
1805,,,,,,
1806,,,,,,
1807,,,,,,
1808,,,,,,
1809,,,,,,
1810,,|1772_1810_1_768_,,,,
1811,,,,,,
1812,,,,,,
1813,,,,,,
1814,,,,,,
1815,,,,,,
1816,,,,,,
1817,,,,,,
1818,,,,,,
1819,,,,,,
1820,,,,,,
1821,,,,,,
1822,,,,,,
1823,,|1784_1823_1_770_,,,|1783_1823_4_769_,
1824,,,,,,
1825,,,,,,
1826,,,,,,
1827,,,,,,
1828,,,,,,
1829,,,,,,
1830,,,,,|1790_1830_4_771_,
1831,,|1791_1831_1_772_,,,,
1832,,,,,,
1833,,,,,,
1834,,,,,,
1835,,,,,,
1836,,|1799_1836_1_774_,,,,
1837,,,|1797_1837_2_773_,,,
1838,,,,,,
1839,,,,,,
1840,,,,,,
1841,,|1801_1841_1_775_,,,,
1842,,,,,,
1843,,,,,,
1844,,,,,,
1845,,,,,,
1846,,,,,,
1847,,,,,,
1848,,,,,,
1849,,,,,,
1850,,,,,,
1851,,,,,|1811_1851_4_776_,
1852,,,,,,
1853,,,|1813_1853_2_777_,,,
1854,,,,,,
1855,,|1815_1855_1_778_,,,,
1856,,,,,,
1857,,,,,|1817_1857_4_779_,
1858,,,,,|1818_1858_4_780_,
1859,,|1826_1859_1_783_,|1819_1859_2_781_,,,
1860,,|1823_1860_1_782_,,,,
1861,,,,,,
1862,,,,,,
1863,,,,,,
1864,,,,,|1838_1864_4_789_,
1865,,,,,,
1866,,,,,,
1867,,,,,,
1868,,,,,,
1869,,|1849_1869_1_793_,,,|1829_1869_4_784_,
1870,,,,,|1830_1870_4_785_|1831_1870_4_786_,
1871,,|1833_1871_1_787_,,,,
1872,,,,,,
1873,,,,,,
1874,,,,,,
1875,,,,,|1835_1875_4_788_,
1876,,,,,,
1877,,,,,,
1878,,,,,,
1879,,|1840_1879_1_790_,,,,
1880,,,,,,
1881,,,,,,
1882,,,,,,
1883,,,,,,
1884,,,,,,
1885,,,,,,
1886,,|1846_1886_1_791_,,,,
1887,,,,,,
1888,,|1848_1888_1_792_|1851_1888_1_795_,,,,
1889,,,,,,
1890,,,,,|1850_1890_4_794_,
1891,,,,,,
1892,,,,,,
1893,,,,,,
1894,,,,,,
1895,,,,,,
1896,,,,,,
1897,,,|1858_1897_2_796_,,,
1898,,,,,,
1899,,,,,,
1900,,,,,,
1901,,,,,,
1902,,,,,,
1903,,,,,,
1904,,,,,,
1905,,|1865_1905_1_797_,,,,
1906,,,,,,
1907,,,,,,
1908,,,,,,
1909,,,,,,
1910,,,,,,
1911,,,,,,
1912,,,,,,
1913,,,,,,
1914,,,,,|1877_1914_4_799_,
1915,,,,,|1875_1915_4_798_,
1916,,,,,,
1917,,,,,,
1918,,,,,,
1919,,,,,,
1920,,,,,,
1921,,,,,,
1922,,,,,,
1923,,,,,,
1924,,,|1884_1924_2_800_,,,
1925,,,,,,
1926,,,,,|1886_1926_4_801_,
1927,,|1896_1927_1_806_,,,,
1928,,,,,,
1929,,,,,,
1930,,,,,|1890_1930_4_802_,
1931,,,,,,
1932,,,,,|1892_1932_4_803_,
1933,,|1893_1933_1_804_|1895_1933_1_805_,,,,
1934,,,,,,
1935,,,,,,
1936,,,,,,
1937,,,,,,
1938,,,,,,
1939,,,,,,
1940,,|1900_1940_1_807_,,,,
1941,,,,,,
1942,,,,,,
1943,,,,,,
1944,,,,,|1904_1944_4_808_,
1945,,,,,,
1946,,,,,|1906_1946_4_809_,
1947,,|1907_1947_1_810_,,,,
1948,,,,,,
1949,,,,,|1909_1949_4_811_,
1950,,,,,,
1951,,,,,,
1952,,,,,|1912_1952_4_812_,
1953,,,,,,
1954,,,,,,
1955,,,,,,
1956,,,,,,
1957,,,,,,
1958,,,,,,
1959,,,,,|1919_1959_4_813_,
1960,,,,,,
1961,,,,,|1921_1961_4_814_,
1962,,,,,,
1963,,,,,,
1964,,,,,,
1965,,,,,,
1966,,,,,,
1967,,|1927_1967_1_815_,,,,
1968,,,,,,
1969,,,,,,
1970,,,,,,
1971,,,,,,
1972,,,,,,
1973,,,,,,
1974,,,,,,
1975,,,|1935_1975_2_816_,,,
1976,,|1939_1976_1_817_,,,,
1977,,,,,,
1978,,|1942_1978_1_819_,,,,
1979,,,,,,
1980,,,|1940_1980_2_818_,,,
1981,,,,,,
1982,,,,,|1943_1982_4_820_,
1983,,,,,,
1984,,,,,,
1985,,,,,,
1986,,,,,,
1987,,,,,,
1988,,,,,,
1989,,|1949_1989_1_821_,,,,
1990,,,,,,
1991,,,,,,
1992,,,,,,
1993,,,,,,
1994,,,,,,
1995,,,,,,
1996,,,,,,
1997,,,,,,
1998,,,,,,
1999,,,,,,
2000,,,,,,
2001,,,,,,
2002,,,,,|1962_2002_4_822_,
2003,,,,,,
2004,,,,,,
2005,,,,,,
2006,,,,,,
2007,,,,,,
2008,,,,,,
2009,,,,,|1971_2009_4_823_,
2010,,,,,,
2011,,|1972_2011_1_824_,,,,
2012,,,,,,
2013,,,,,,
2014,,,,,,
2015,,,,,,
2016,,,,,,
2017,,|1977_2017_1_825_,,,,
2018,,,,,|1979_2018_4_826_|1980_2018_4_827_,
2019,,,,,,
2020,,,,,,
2021,,,,,,
2022,,,,,,
2023,,|1997_2023_1_829_,,,,
2024,,,,,,
2025,,,,,,
2026,,,,,,
2027,,,,,,
2028,,,,,,
2029,,,,,,
2030,,,,,,
2031,,|1993_2031_1_828_,,,,
2032,,,,,,
2033,,,,,,
2034,,,,,,
2035,,,,,,
2036,,,,,,
2037,,,,,,
2038,,|2004_2038_1_830_,,,,
2039,,,,,,
2040,,,,,,
2041,,,,,,
2042,,,,,,
2043,,,,,,
2044,,,,,,
2045,,|2005_2045_1_831_,,,,
2046,,|2008_2046_1_832_,,,,
2047,,,,,,
2048,,,,,,
2049,,,,,,
2050,,,,,|2012_2050_4_833_,
2051,,,,,,
2052,,,,,,
2053,,,,,,
2054,,,,,,
2055,,,,,|2015_2055_4_834_,
2056,,,,,,
2057,,,,,|2017_2057_4_835_,
2058,,,,,,
2059,,,,,,
2060,,,,,,
2061,,,,,,
2062,,,,,|2022_2062_4_836_,
2063,,,|2024_2063_2_837_,,,
2064,,,,,,
2065,,,,,,
2066,,,,,|2027_2066_4_838_,
2067,,,,,,
2068,,,,,|2030_2068_4_839_,
2069,,,,,,
2070,,,,,,
2071,,,,,,
2072,,,,,,
2073,,|2033_2073_1_840_,,,|2036_2073_4_841_,
2074,,,,,,
2075,,,,,,
2076,,,,,,
2077,,,,,,
2078,,,,,,
2079,,,,,,
2080,,,,,,
2081,,,,,,
2082,,,,,,
2083,,,,,,
2084,,,,,,
2085,,,,,,
2086,,,,,|2046_2086_4_842_,
2087,,,,,,
2088,,,|2048_2088_2_843_,,,
2089,,,,,|2049_2089_4_844_,
2090,,,,,,
2091,,,,,,
2092,,|2053_2092_1_845_,,,,
2093,,,,,,
2094,,,,,,
2095,,,,,,
2096,,,,,,
2097,,,|2057_2097_2_846_,,,
2098,,|2058_2098_1_847_,,,,
2099,,|2060_2099_1_848_,,,,
2100,,,,,,
2101,,,,,,
2102,,,,,,
2103,,,,,,
2104,,,,,,
2105,,,,,,
2106,,|2067_2106_1_849_,,,,
2107,,,,,,
2108,,,,,,
2109,,|2077_2109_1_852_,,,,
2110,,,,,,
2111,,,,,,
2112,,,|2072_2112_2_850_,,,
2113,,,,,|2073_2113_4_851_,
2114,,,,,,
2115,,,,,,
2116,,,,,,
2117,,,,,|2078_2117_4_853_,
2118,,,,,,
2119,,,,,,
2120,,,,,,
2121,,,|2081_2121_2_854_,,|2082_2121_4_855_,
2122,,,,,,
2123,,,,,,
2124,,|2084_2124_1_856_,,,,
2125,,,,,,
2126,,,,,,
2127,,,,,,
2128,,,,,,
2129,,,,,,
2130,,,,,,
2131,,|2093_2131_1_857_,,,,
2132,,,,,,
2133,,,|2094_2133_2_858_,,,
2134,,,,,,
2135,,,,,|2095_2135_4_859_,
2136,,,,,,
2137,,,,,,
2138,,|2109_2138_1_861_,,,,
2139,,,,,,
2140,,,,,,
2141,,,,,,
2142,,,,,,
2143,,,,,,
2144,,,,,,
2145,,,|2105_2145_2_860_,,,
2146,,,,,,
2147,,,,,,
2148,,,,,,
2149,,,,,,
2150,,,,,,
2151,,,,,,
2152,,,,,,
2153,,,,,,
2154,,,,,,
2155,,,,,,
2156,,,,,,
2157,,,,,|2117_2157_4_862_,
2158,,,,,,
2159,,,,,|2120_2159_4_863_,
2160,,,,,,
2161,,,,,,
2162,,,,,,
2163,,|2130_2163_1_865_,,,,
2164,,,,,,
2165,,,,,,
2166,,,,,|2126_2166_4_864_,
2167,,,,,,
2168,,,,,,
2169,,,,,,
2170,,,,,,
2171,,,,,,
2172,,,,,|2133_2172_4_866_,
2173,,,,,,
2174,,,,,,
2175,,,,,,
2176,,,,,|2136_2176_4_867_,
2177,,,,,,
2178,,,,,,
2179,,|2145_2179_1_870_,,,,
2180,,|2141_2180_1_869_,|2140_2180_2_868_,,,
2181,,,,,,
2182,,,,,,
2183,,,,,,
2184,,,,,,
2185,,,,,,
2186,,,,,|2154_2186_4_873_,
2187,,,,,,
2188,,,,,,
2189,,|2149_2189_1_871_,,,,
2190,,,,,,
2191,,|2151_2191_1_872_,,,,
2192,,,,,,
2193,,,,,,
2194,,,,,,
2195,,,,,,
2196,,|2157_2196_1_874_,,,,
2197,,,,,,
2198,,,,,,
2199,,,,,,
2200,,,,,,
2201,,,,,,
2202,,,,,,
2203,,,,,,
2204,,,,,,
2205,,,,,,
2206,,|2166_2206_1_875_,,,,
2207,,,,,,
2208,,,,,,
2209,,,,,,
2210,,,,,,
2211,,,,,|2171_2211_4_876_,
2212,,,,,,
2213,,,,,,
2214,,,,,,
2215,,|2175_2215_1_877_,,,,
2216,,|2176_2216_1_878_,,,,
2217,,,,,,
2218,,,,,,
2219,,,,,,
2220,,|2180_2220_1_879_|2181_2220_1_880_,,,,
2221,,,,,,
2222,,,,,,
2223,,,,,,
2224,,,,,,
2225,,,,,,
2226,,,,,,
2227,,,,,,
2228,,,,,,
2229,,,,,,
2230,,,,,,
2231,,|2193_2231_1_881_,,,,
2232,,,,,,
2233,,,,,|2194_2233_4_882_,
2234,,,,,,
2235,,|2195_2235_1_883_,,,,
2236,,,,,,
2237,,,,,,
2238,,|2198_2238_1_884_,,,,
2239,,,,,,
2240,,,,,,
2241,,,,,,
2242,,,,,,
