tickNumber,in27,B14,B11,cn12,B54,B51,os4,
970,,,,,,|936_970_5_465_,,
971,,,,,|940_971_4_467_,,,
972,,,,,,,,
973,,,,,|938_973_4_466_,,|968_973_6_477_,
974,,,,,,,|974_974_6_479_,
975,,,,,,,,
976,,,,,,,,
977,,,,,,,|977_977_6_481_,
978,,,,,,,,
979,,|975_979_1_480_,,,,,,
980,,,,,|971_980_4_478_,,,
981,,,,,,,,
982,,,,,,,,
983,,,,,,,,
984,,,,,,|947_984_5_469_,,
985,,,,,,,,
986,,,,,,,,
987,,,,,,,,
988,,,,,,,,
989,,,,,,,,
990,,,,,,,,
991,,,,,,,,
992,,,,,|959_992_4_472_,,,
993,,,,,,,,
994,,,,,,,|994_994_6_485_,
995,,,,,,,,
996,,,,,,,,
997,,,,,,,,
998,,,,,,,,
999,,,,,,,,
1000,,,,,|961_1000_4_474_,,,
1001,,,,,,,,
1002,,,,,,|967_1002_5_476_,,
1003,,,,,,,,
1004,,,,,,,,
1005,,,,,,,,
1006,,,,,,,|1006_1006_6_492_,
1007,,,,,,,,
1008,,,,,,,,
1009,,,,,,,,
1010,,,,,,,,
1011,,,,,,,,
1012,,,,,,,,
1013,,,,,,,|1013_1013_6_496_,
1014,,,,,,,|1014_1014_6_497_,
1015,,,,,,,,
1016,,,,,,,,
1017,,,,,,,|1017_1017_6_499_,
1018,,,,,,,,
1019,,,,,,,,
1020,,,,,|993_1020_4_484_,,,
1021,,,,,|987_1021_4_482_,,,
1022,,,,,,,,
1023,,,,,,,,
1024,,,,,,|989_1024_5_483_,|1024_1024_6_503_,
1025,,,,,,,|1020_1025_6_501_,
1026,,,,,,,,
1027,,,,,,,,
1028,,,,,,,,
1029,,,,,,,|1029_1029_6_505_,
1030,,,,,,,|1025_1030_6_504_,
1031,,,,,,,,
1032,,,,,,|995_1032_5_486_,,
1033,,,,,,,,
1034,,,,,,,,
1035,,|1031_1035_1_506_,,,,,,
1036,,|1032_1036_1_507_,,,|996_1036_4_487_,,,
1037,,,,,,,,
1038,,,,,,,,
1039,,,,,,,|1000_1039_6_488_,
1040,,,,,,,,
1041,,,,,,,|1001_1041_6_489_,
1042,,,,,,,|1007_1042_6_493_,
1043,,,,,,|1003_1043_5_490_,,
1044,,,,,|1035_1044_4_508_,,,
1045,,,,,,,|1005_1045_6_491_|1041_1045_6_511_,
1046,,|1043_1046_1_512_,,,,,,
1047,,,,,,,,
1048,,,,,|1008_1048_4_494_,,,
1049,,,,,,,,
1050,,,,,,,,
1051,,,,,,|1011_1051_5_495_,,
1052,,,,,,,,
1053,,,,,|1016_1053_4_498_,,,
1054,,,,,,,,
1055,,,,,,,,
1056,,,,,,,,
1057,,,,,|1022_1057_4_502_,,,
1058,,,,,,,,
1059,,,,,,|1019_1059_5_500_,,
1060,,,,,,,,
1061,,,,,,,,
1062,,,,,,,,
1063,,,,,,,,
1064,,,,,,,,
1065,,|1062_1065_1_519_,,,,,,
1066,,,,,,,,
1067,,,,,,,,
1068,,,,,,,,
1069,,,,,|1047_1069_4_514_,,,
1070,,,,,,,|1066_1070_6_520_,
1071,,,,,,,,
1072,,,,,,,|1072_1072_6_522_,
1073,,,,,,,,
1074,,,,,,,,
1075,,,,,,,,
1076,,,,,,,,
1077,,|1074_1077_1_524_,,,,|1040_1077_5_510_,,
1078,,,,,,,,
1079,,,,,,|1039_1079_5_509_,|1079_1079_6_527_,
1080,,,,,,,,
1081,,,,,,,,
1082,,,,,,,|1082_1082_6_528_,
1083,,,,,,|1045_1083_5_513_,,
1084,,,,,,,,
1085,,,,,|1054_1085_4_516_,,,
1086,,,,,,,,
1087,,,,,|1049_1087_4_515_,,,
1088,,,,,,,,
1089,,,,,,,,
1090,,,,,,,,
1091,,,,,,,,
1092,,,,,,,,
1093,,,,,|1067_1093_4_521_,,|1089_1093_6_530_|1093_1093_6_532_,
1094,,,,,,,|1076_1094_6_525_,
1095,,,,,,,,
1096,,,,,,|1061_1096_5_518_,|1092_1096_6_531_|1096_1096_6_534_,
1097,,|1094_1097_1_533_,,,,,,
1098,,,,,,,,
1099,,,,,|1059_1099_4_517_,,,
1100,,,,,,,,
1101,,,,,,,,
1102,,,,,,,,
1103,,,,,,,,
1104,,,,,,,,
1105,,,,,,,,
1106,,,,,,,,
1107,,,,,,,,
1108,,,,,,,|1104_1108_6_537_,
1109,,,,,,,,
1110,,|1107_1110_1_539_,,,,,,
1111,,,,,,,,
1112,,,,,,,|1112_1112_6_542_,
1113,,,,,,|1073_1113_5_523_,|1113_1113_6_543_,
1114,,,,,,,|1114_1114_6_544_,
1115,,,,,,|1078_1115_5_526_,,
1116,,,,,,,,
1117,,,,,,,,
1118,,,,,,,,
1119,,,,,|1087_1119_4_529_,,|1119_1119_6_546_,
1120,,,,,,,,
1121,,,,,,,|1121_1121_6_548_,
1122,,,,,,,,
1123,,,,,,,,
1124,,,,,,,,
1125,,,,,,,,
1126,,,,,,,,
1127,,,,,,,,
1128,,,,,,,,
1129,,,,,,,|1129_1129_6_549_,
1130,,,,,,,,
1131,,,,,,,,
1132,,,,,,,,
1133,,,,,,,,
1134,,,,,,,,
1135,,,,,,,,
1136,,,,,,,,
1137,,,,,,,,
1138,,,,,,|1098_1138_5_535_,|1138_1138_6_554_,
1139,,,,,,,|1139_1139_6_555_,
1140,,,,,|1136_1140_4_552_,,,
1141,,,,,,|1101_1141_5_536_,,
1142,,,,,,,,
1143,,,,,,,,
1144,,,,,,,,
1145,,,,,|1110_1145_4_541_,|1105_1145_5_538_,,
1146,,,,,,,,
1147,,,,,,,,
1148,,,,,,,,
1149,,,,,,|1109_1149_5_540_,,
1150,,,,,,,,
1151,,,,,,,,
1152,,,,,,,,
1153,,|1150_1153_1_556_,,,,,,
1154,,,,,,,,
1155,,,,,,,,
1156,,,,,|1117_1156_4_545_,|1120_1156_5_547_,,
1157,,,,,,,,
1158,,,,,,,,
1159,,,,,,,,
1160,,,,,,,,
1161,,,,,,,,
1162,,,,,,,,
1163,,,,,,,,
1164,,,,,,,,
1165,,,,,,,,
1166,,|1163_1166_1_560_,,,,,,
1167,,,,,,,,
1168,,,,,,,,
1169,,,,,,,,
1170,,,,,,,,
1171,,,,,|1131_1171_4_550_,,,
1172,,,,,,,,
1173,,|1170_1173_1_561_,,,,,,
1174,,,,,|1134_1174_4_551_,,|1174_1174_6_565_,
1175,,,,,,,|1171_1175_6_562_,
1176,,|1173_1176_1_564_,,,,,,
1177,,,,,|1137_1177_4_553_,,,
1178,,,,,,,,
1179,,,,,,,|1179_1179_6_567_,
1180,,,,,,,|1176_1180_6_566_,
1181,,,,,,,,
1182,,,,,,,,
1183,,,,,,,,
1184,,,,,,,,
1185,,,,,,,,
1186,,,,,,,,
1187,,,,,,,,
1188,,,,,,,|1188_1188_6_569_,
1189,,,,,,,,
1190,,,,,|1151_1190_4_557_,,,
1191,,,,,,,|1187_1191_6_568_,
1192,,,,,,|1152_1192_5_558_,,
1193,,|1190_1193_1_571_,,,,,,
1194,,,,,,,,
1195,,|1192_1195_1_572_,,,,,,
1196,,,,,,,,
1197,,,,,,,,
1198,,,,,,|1158_1198_5_559_,,
1199,,,,,,,,
1200,,,,,,,,
1201,,,,,,,,
1202,,,,,,,,
1203,,,,,,,|1199_1203_6_575_,
1204,,,,,,,,
1205,,,,,,,,
1206,,,,,,,,
1207,,,,,,,|1207_1207_6_580_,
1208,,,,,,,,
1209,,,,,,,,
1210,,,,,|1172_1210_4_563_,,|1210_1210_6_581_,
1211,,,,,,,,
1212,,,,,,,|1212_1212_6_582_,
1213,,,,,,,,
1214,,,,,,,,
1215,,,,,,,,
1216,,,,,,,,
1217,,,,,,,|1213_1217_6_583_,
1218,,,,,,,|1218_1218_6_585_,
1219,,,,,,,,
1220,,,,,,,,
1221,,,,,,,,
1222,,,,,,,,
1223,,,,,,,,
1224,,,,,,,,
1225,,,,,,,,
1226,,,,,,,,
1227,,,,,,,|1223_1227_6_587_,
1228,,,,,,|1189_1228_5_570_,,
1229,,,,,,,,
1230,,,,,,,,
1231,,,,,,,,
1232,,,,,,,,
1233,,,,,|1200_1233_4_576_,,,
1234,,,,,,,|1230_1234_6_590_,
1235,,,,,|1214_1235_4_584_,,,
1236,,,,,|1196_1236_4_573_,,,
1237,,,,,,,,
1238,,,,,|1198_1238_4_574_,,,
1239,,,,,|1201_1239_4_577_,,,
1240,,,,,,,,
1241,,|1238_1241_1_595_,,,,,,
1242,,,,,,,,
1243,,,,,,,,
1244,,|1241_1244_1_596_,,,,|1204_1244_5_578_,,
1245,,,,,,,,
1246,,,,,|1206_1246_4_579_,,,
1247,,,,,,,|1243_1247_6_597_,
1248,,,,,,,|1248_1248_6_599_,
1249,,,,,,,,
1250,,,,,,,,
1251,,,,,,,,
1252,,|1249_1252_1_600_,,,,,,
1253,,,,,,,|1253_1253_6_603_,
1254,,,,,,,,
1255,,,,,,,|1251_1255_6_602_|1255_1255_6_604_,
1256,,,,,,,|1256_1256_6_605_,
1257,,,,,,,|1257_1257_6_606_,
1258,,,,,,,,
1259,,,,,|1235_1259_4_594_,,,
1260,,,,,|1220_1260_4_586_,,,
1261,,,,,|1224_1261_4_588_,,,
1262,,,,,,,|1258_1262_6_607_,
1263,,|1260_1263_1_609_,,,,,|1259_1263_6_608_,
1264,,,,,,,,
1265,,,,,,|1225_1265_5_589_,|1265_1265_6_611_,
1266,,,,,,,,
1267,,,,,,,,
1268,,,,,,,|1268_1268_6_612_,
1269,,,,,,,,
1270,,,,,,,,
1271,,,,,,|1231_1271_5_591_,|1271_1271_6_613_,
1272,,,,,,,,
1273,,,,,|1234_1273_4_593_,|1233_1273_5_592_,,
1274,,,,,,,|1274_1274_6_614_,
1275,,,,,,,|1275_1275_6_615_,
1276,,,,,,,|1276_1276_6_616_,
1277,,,,,,,,
1278,,,,,,,,
1279,,,,,,,,
1280,,,,,,,,
1281,,,,,,,,
1282,,,,,,,|1278_1282_6_617_,
1283,,,,,,,|1279_1283_6_618_|1283_1283_6_620_,
1284,,,,,|1247_1284_4_598_,,,
1285,,,,,,,,
1286,,,,,,,,
1287,,,,,,,,
1288,,,,,,,,
1289,,,,,,,|1289_1289_6_625_,
1290,,,,,|1250_1290_4_601_,,,
1291,,,,,,,|1287_1291_6_623_,
1292,,,,,,,,
1293,,,,,,,,
1294,,,,,,,,
1295,,,,,,,,
1296,,|1293_1296_1_629_,,,,,,
1297,,,,,,,,
1298,,,,,,|1262_1298_5_610_,,
1299,,,,,|1281_1299_4_619_,,,
1300,,,,,,,,
1301,,,,,,,,
1302,,,,,,,,
1303,,,,,,,,
1304,,,,,,,,
1305,,,,,,,,
1306,,,,,,,,
1307,,,,,,,,
1308,,,,,,,,
1309,,,,,,,,
1310,,,,,,,,
1311,,,,,,,|1307_1311_6_633_,
1312,,,,,,,,
1313,,,,,,,,
1314,,,,,,,,
1315,,,,,,,,
1316,,,,,,,,
1317,,,,,,,,
1318,,,,,,,|1314_1318_6_636_,
1319,,,,,,,,
1320,,,,,|1288_1320_4_624_,,,
1321,,,,,,,,
1322,,,,,|1284_1322_4_621_,,,
1323,,,,,,,,
1324,,,,,,,,
1325,,,,,|1285_1325_4_622_,,,
1326,,,,,,,,
1327,,,,,,,,
1328,,,,,|1291_1328_4_627_,,,
1329,,,,,|1290_1329_4_626_,,,
1330,,,,,|1295_1330_4_631_,,,
1331,,,,,,,,
1332,,|1329_1332_1_641_,,,|1292_1332_4_628_,,,
1333,,,,,,,,
1334,,,,,,|1294_1334_5_630_,,
1335,,,,,,,,
1336,,,,,,,,
1337,,,,,,,|1333_1337_6_642_,
1338,,,,,,,,
1339,,|1336_1339_1_643_,,,,,,
1340,,,,,,,,
1341,,,,,,,,
1342,,,,,,,,
1343,,,,,|1305_1343_4_632_,,,
1344,,,,,,,|1344_1344_6_646_,
1345,,,,,,,,
1346,,,,,,,,
1347,,,,,,,,
1348,,,,,,,,
1349,,,,,,,,
1350,,,,,,,,
1351,,,,,,|1311_1351_5_634_,,
1352,,,,,,,,
1353,,,,,,|1313_1353_5_635_,,
1354,,,,,,,,
1355,,,,,,,,
1356,,,,,,,,
1357,,,,,,,,
1358,,,,,|1326_1358_4_638_,,,
1359,,|1356_1359_1_649_,,,,,,
1360,,,,,,,,
1361,,,,,|1321_1361_4_637_,,,
1362,,,,,,,,
1363,,,,,,,,
1364,,,,,,,,
1365,,,,,|1327_1365_4_639_,,,
1366,,,,,,,|1362_1366_6_653_|1366_1366_6_655_,
1367,,,,,,,,
1368,,,,,,|1328_1368_5_640_,,
1369,,,,,,,,
1370,,,,,,,,
1371,,,,,,,,
1372,,,,,,,,
1373,,,,,,,,
1374,,,,,,,,
1375,,,,,,,,
1376,,,,,,,,
1377,,,,,,,,
1378,,,,,|1338_1378_4_644_,,,
1379,,,,,,,,
1380,,,,,,,|1380_1380_6_657_,
1381,,,,,,,,
1382,,,,,,|1343_1382_5_645_,,
1383,,,,,,,|1383_1383_6_659_,
1384,,,,,,,|1384_1384_6_660_,
1385,,,,,,,,
1386,,,,,,,|1386_1386_6_661_,
1387,,,,,,,,
1388,,,,,,,,
1389,,,,,,,,
1390,,,,,,|1350_1390_5_647_,,
1391,,,,,,,,
1392,,,,,|1352_1392_4_648_,,,
1393,,,,,,,,
1394,,,,,,,,
1395,,,,,,,|1395_1395_6_666_,
1396,,,,,,,,
1397,,,,,,,|1393_1397_6_664_,
1398,,,,,,,,
1399,,,,,|1361_1399_4_652_,|1359_1399_5_650_,,
1400,,,,,|1360_1400_4_651_,,,
1401,,,,,|1365_1401_4_654_,,,
1402,,,,,,,,
1403,,,,,,,,
1404,,|1401_1404_1_667_,,,,,|1404_1404_6_668_,
1405,,,,,,,,
1406,,,,,,,,
1407,,,,,,,,
1408,,,,,,,,
1409,,,,,,,,
1410,,,,,,,|1410_1410_6_672_,
1411,,,,,,,,
1412,,,,,,,,
1413,,,,,,,,
1414,,,,,,|1375_1414_5_656_,,
1415,,,,,,,,
1416,,,,,,,|1416_1416_6_674_,
1417,,,,,,,,
1418,,,,,,,|1414_1418_6_673_,
1419,,,,,|1381_1419_4_658_,,,
1420,,,,,,,,
1421,,,,,,,,
1422,,,,,,,,
1423,,,,,,,,
1424,,,,,,,,
1425,,,,,,,,
1426,,,,,,,,
1427,,,,,,,,
1428,,,,,,,|1424_1428_6_675_,
1429,,,,,|1389_1429_4_662_,,,
1430,,,,,,,|1430_1430_6_676_,
1431,,,,,,,,
1432,,,,,|1392_1432_4_663_,,,
1433,,,,,,,,
1434,,,,,,|1394_1434_5_665_,,
1435,,,,,,,,
1436,,,,,,,,
1437,,,,,,,|1433_1437_6_677_,
1438,,,,,,,,
1439,,,,,,,,
1440,,,,,,,,
1441,,,,,,,,
1442,,,,,|1409_1442_4_671_,,,
1443,,,,,,,,
1444,,,,,,,,
1445,,,,,|1405_1445_4_669_,,,
1446,,,,,,,,
1447,,,,,,|1407_1447_5_670_,,
1448,,,,,,,,
1449,,,,,,,,
1450,,,,,,,|1446_1450_6_682_,
1451,,,,,,,,
1452,,,,,,,,
1453,,,,,,,,
1454,,,,,,,,
1455,,,,,,,,
1456,,,,,,,,
1457,,,,,,,,
1458,,,,,,,,
1459,,,,,,,,
1460,,,,,,,,
1461,,,,,,,,
1462,,,,,,,,
1463,,,,,,,|1463_1463_6_683_,
1464,,,,,,,,
1465,,,,,,,,
1466,,,,,,,,
1467,,,,,,,,
1468,,,,,,,,
1469,,,,,,,,
1470,,,,,,,,
1471,,,,,,,,
1472,,,,,,,,
1473,,,,,,,,
1474,,,,,,,|1474_1474_6_685_,
1475,,,,,,,,
1476,,,,,,,|1476_1476_6_686_,
1477,,,,,,,,
1478,,,,,,,,
1479,,,,,,|1439_1479_5_678_,,
1480,,,,,,,,
1481,,,,,,|1441_1481_5_679_,,
1482,,,,,,,,
1483,,,,,,,,
1484,,,,,|1444_1484_4_680_,,,
1485,,,,,,|1445_1485_5_681_,,
1486,,,,,,,|1486_1486_6_688_,
1487,,,,,,,,
1488,,,,,,,,
1489,,,,,,,,
1490,,,,,,,,
1491,,,,,,,,
1492,,,,,,,,
1493,,,,,,,,
1494,,,,,,,,
1495,,,,,,,,
1496,,,,,,,,
1497,,,,,,,,
1498,,,,,,,,
1499,,,,,,,,
1500,,,,,,,|1493_1500_6_690_,
1501,,,,,,,,
1502,,,,,,,,
1503,,,,,,,,
1504,,,,,|1467_1504_4_684_,,,
1505,,,,,,,,
1506,,,,,,,,
1507,,,,,,,,
1508,,,,,,,,
1509,,,,,,,,
1510,,,,,,,,
1511,,,,,,,,
1512,,,,,,,,
1513,,|1507_1513_1_692_,,,,,,
1514,,,,,,,,
1515,,,,,,,,
1516,,,,,,,,
1517,,,,,,,|1517_1517_6_694_,
1518,,,,,,,,
1519,,,,,,,,
1520,,,,,,,,
1521,,,,,,,,
1522,,,,,,,|1515_1522_6_693_,
1523,,,,,|1483_1523_4_687_,,,
1524,,,,,,,,
1525,,,,,,,,
1526,,,,,,,,
1527,,,,,,,,
1528,,,,,,,,
1529,,,,,,,,
1530,,,,,,,,
1531,,,,,|1492_1531_4_689_,,,
1532,,,,,,,,
1533,,,,,,,,
1534,,,,,,,,
1535,,,,,,|1501_1535_5_691_,,
1536,,,,,,,|1536_1536_6_700_,
1537,,,,,,,,
1538,,,,,,,|1531_1538_6_698_,
1539,,,,,,,,
1540,,,,,,,,
1541,,,,,,,,
1542,,,,,,,,
1543,,,,,,,,
1544,,,,,,,,
1545,,,,,,,,
1546,,,,,,,,
1547,,,,,,,,
1548,,,,,|1533_1548_4_699_,,,
1549,,,,,,,,
1550,,,,,,,,
1551,,,,,,,,
1552,,,,,,,,
1553,,,,,,,,
1554,,,,,|1522_1554_4_695_,,,
1555,,,,,,,,
1556,,,,,,,,
1557,,,,,,,,
1558,,,,,,,,
1559,,,,,,|1528_1559_5_696_,,
1560,,,,,,,,
1561,,,,,,,,
1562,,,,,,,,
1563,,,,,,,,
1564,,,,,,,|1564_1564_6_705_,
1565,,,,,,,,
1566,,,,,,,,
1567,,,,,,,|1560_1567_6_703_,
1568,,,,,,,,
1569,,,,,|1530_1569_4_697_,,,
1570,,,,,,,,
1571,,,,,,|1569_1571_5_706_,,
1572,,,,,,,,
1573,,,,,,,,
1574,,,,,,,,
1575,,,,,,,,
1576,,,,,,|1561_1576_5_704_,,
1577,,,,,,,,
1578,,,,,,,,
1579,,,,,,,,
1580,,,,,,,,
1581,,,,,|1578_1581_4_707_,,,
1582,,,,,,,,
1583,,,,,,,,
1584,,,,,,,|1584_1584_6_709_,
1585,,,,,,|1545_1585_5_701_,,
1586,,,,,|1583_1586_4_708_,|1554_1586_5_702_,,
1587,,,,,,,,
1588,,,,,,,,
1589,,,,,,,,
1590,,,,,,,|1590_1590_6_710_,
1591,,,,,,,,
1592,,,,,,,,
1593,,,,,,,,
1594,,,,,,,,
1595,,,,,,,,
1596,,,,,,,,
1597,,,,,,,,
1598,,,,,|1595_1598_4_711_,,,
1599,,,,,|1596_1599_4_712_,,,
1600,,,,,,,,
1601,,,,,,,,
1602,,,,,,,|1602_1602_6_713_,
1603,,,,,,,,
1604,,,,,,,,
1605,,,,,,,,
1606,,,,,,,,
1607,,,,,,,,
1608,,,,,,,,
1609,,,,,,,,
1610,,,,,,,,
1611,,,,,,,,
1612,,,,,,,,
1613,,,,,,,,
1614,,,,,,,,
1615,,,,,,,,
1616,,,,,,,,
1617,,,,,,,,
1618,,,,,,,,
1619,,,,,|1616_1619_4_715_,,,
1620,,,,,,,,
1621,,,,,,,,
1622,,,,,,,,
1623,,,,,,,,
1624,,,,,|1620_1624_4_717_,|1611_1624_5_714_,,
1625,,,,,,,,
1626,,,,,,,,
1627,,,,,,,,
1628,,,,,,,|1621_1628_6_718_,
1629,,,,,,,,
1630,,,,,,,,
1631,,,,,,,,
1632,,,,,,,,
1633,,,,,,,,
1634,,,,,|1631_1634_4_719_,,,
1635,,,,,,,,
1636,,,,,,,,
1637,,,,,,,,
1638,,,,,,,,
1639,,,,,,,,
1640,,,,,,|1640_1640_5_721_,,
1641,,,,,,,,
1642,,,,,,,,
1643,,,,,,,,
1644,,,,,,,,
1645,,,,,,,,
1646,,,,,|1638_1646_4_720_,,,
1647,,,,,,,,
1648,,,,,,,,
1649,,,,,,,,
1650,,,,,|1647_1650_4_724_,,,
1651,,,,,,,,
1652,,,,,,,,
1653,,,,,|1650_1653_4_725_,,|1646_1653_6_723_,
1654,,,,,,,,
1655,,,,,,,,
1656,,,,,,,,
1657,,,,,,|1651_1657_5_726_,,
1658,,,,,,,,
1659,,,,,,|1619_1659_5_716_,,
1660,,,,,,,,
1661,,,,,,,,
1662,,,,,,,,
1663,,,,,,,,
1664,,,,,,,,
1665,,,,,,,|1658_1665_6_728_,
1666,,,,,,,|1659_1666_6_729_,
1667,,,,,|1643_1667_4_722_,,,
1668,,,,,|1665_1668_4_731_,,,
1669,,,,,,,,
1670,,,,,,,,
1671,,,,,,,,
1672,,,,,,,,
1673,,,,,,|1653_1673_5_727_,,
1674,,,,,,,,
1675,,,,,,,,
1676,,,,,,,,
1677,,,,,,,,
1678,,,,,|1675_1678_4_732_,,,
1679,,,,,,,,
1680,,,,,|1677_1680_4_733_,,,
1681,,,,,,,,
1682,,,,,,,|1682_1682_6_735_,
1683,,,,,,,,
1684,,,,,|1681_1684_4_734_,,,
1685,,,,,,,,
1686,,,,,,,,
1687,,,,,,,,
1688,,,,,,,,
1689,,,,,,,,
1690,,,,,,,,
1691,,,,,,,,
1692,,,,,|1689_1692_4_736_,,,
1693,,,,,|1662_1693_4_730_,,,
1694,,,,,,,,
1695,,,,,,,|1695_1695_6_737_,
1696,,,,,,,,
1697,,,,,,,,
1698,,,,,,,,
1699,,,,,,,,
1700,,,,,,,,
1701,,,,,,,,
1702,,,,,|1699_1702_4_738_,,,
1703,,,,,,,,
1704,,,,,,,,
1705,,,,,,,,
1706,,,,,|1706_1706_4_742_,,,
1707,,,,,,,,
1708,,,,,,,,
1709,,,,,,,|1702_1709_6_740_,
1710,,,,,,,,
1711,,,,,,,,
1712,,,,,,|1711_1712_5_744_,|1705_1712_6_741_,
1713,,,,,,,,
1714,,,,,,,,
1715,,,,,,,,
1716,,|1710_1716_1_743_,,,,,,
1717,,,,,,,,
1718,,,,,,,|1715_1718_6_748_,
1719,,,,,,,,
1720,,,,,|1719_1720_4_749_,,,
1721,,,,,,,,
1722,,,,,,,,
1723,,,,,,,,
1724,,,,,,,,
1725,,,,,,,,
1726,,,,,|1725_1726_4_752_,,,
1727,,,,,,,,
1728,,,,,,,,
1729,,,,,,,,
1730,,,,,,,,
1731,,,,,,,,
1732,,,,,,,,
1733,,,,,,,,
1734,,,,,|1714_1734_4_747_,,,
1735,,,,,,,,
1736,,,,,,,,
1737,,,,,,,,
1738,,,,,|1737_1738_4_754_,,,
1739,,,,,,,,
1740,,,,,,,,
1741,,,,,|1701_1741_4_739_,,,
1742,,,,,,,,
1743,,,,,,,,
1744,,,,,,,,
1745,,,,,,,|1745_1745_6_755_,
1746,,,,,,|1713_1746_5_746_,,
1747,,,,,,,,
1748,,,,,,,,
1749,,,,,,,,
1750,,,,,,,|1747_1750_6_756_|1750_1750_6_758_,
1751,,,,,,|1749_1751_5_757_,,
1752,,,,,|1712_1752_4_745_,|1722_1752_5_751_,,
1753,,,,,,,,
1754,,,,,,,,
1755,,,,,,,,
1756,,,,,,,,
1757,,,,,,,,
1758,,|1755_1758_1_759_,,,,,,
1759,,|1756_1759_1_760_,,,|1721_1759_4_750_,,,
1760,,,,,|1759_1760_4_762_,,,
1761,,,,,,,,
1762,,,,,,,,
1763,,,,,,,,
1764,,,,,|1728_1764_4_753_|1763_1764_4_763_,,,
1765,,,,,,,,
1766,,,,,,,,
1767,,,,,|1765_1767_4_765_,,,
1768,,,,,,,,
1769,,,,,,,,
1770,,,,,,,,
1771,,,,,,,,
1772,,,,,,|1758_1772_5_761_|1764_1772_5_764_,,
1773,,,,,,,,
1774,,,,,|1773_1774_4_767_,,|1774_1774_6_768_,
1775,,,,,,,,
1776,,,,,,,,
1777,,,,,,,,
1778,,,,,|1777_1778_4_769_,,,
1779,,,,,,,,
1780,,,,,,,,
1781,,,,,|1781_1781_4_772_,,,
1782,,,,,,,,
1783,,,,,,,|1780_1783_6_771_,
1784,,,,,,,,
1785,,,,,,,,
1786,,,,,,,,
1787,,,,,|1786_1787_4_774_,,,
1788,,,,,,,|1785_1788_6_773_,
1789,,,,,|1788_1789_4_775_,,,
1790,,,,,,,,
1791,,,,,,,,
1792,,,,,,,,
1793,,,,,,,,
1794,,|1791_1794_1_776_,,,,,,
1795,,,,,,,,
1796,,,,,,|1768_1796_5_766_,,
1797,,,,,,,,
1798,,,,,|1797_1798_4_777_,,,
1799,,,,,,,,
1800,,,,,,,,
1801,,,,,,,,
1802,,,,,,,,
1803,,,,,,,|1800_1803_6_778_,
1804,,,,,,,,
1805,,,,,,,,
1806,,,,,,,,
1807,,,,,,|1801_1807_5_779_,,
1808,,,,,,|1804_1808_5_780_,,
1809,,,,,,,,
1810,,,,,,|1778_1810_5_770_,,
1811,,,,,,,,
1812,,,,,,,,
1813,,,,,|1812_1813_4_781_,,,
1814,,,,,,,,
1815,,,,,,,,
1816,,,,,,,,
1817,,,,,,,,
1818,,,,,,,,
1819,,,,,,,,
1820,,,,,,,,
1821,,,,,,,,
1822,,,,,,,,
1823,,,,,,,,
1824,,,,,,,,
1825,,,,,|1821_1825_4_782_,,,
1826,,,,,,,,
1827,,,,,,,,
1828,,,,,,,|1825_1828_6_783_,
1829,,,,,,,,
1830,,,,,,,,
1831,,,,,,,,
1832,,,,,,,,
1833,,,,,,,,
1834,,,,,,,,
1835,,,,,|1834_1835_4_785_,,,
1836,,,,,,,,
1837,,,,,,,,
1838,,,,,,,,
1839,,,,,|1838_1839_4_786_,,,
1840,,,,,,,,
1841,,,,,,,|1841_1841_6_787_,
1842,,,,,,,|1842_1842_6_788_,
1843,,,,,,,,
1844,,,,,,,,
1845,,,,,,,,
1846,,,,,,|1846_1846_5_792_,|1843_1846_6_789_,
1847,,|1844_1847_1_790_,,,|1847_1847_4_793_,,,
1848,,,,,,,|1845_1848_6_791_,
1849,,,,,,,,
1850,,,,,|1849_1850_4_794_,,,
1851,,,,,,,,
1852,,,,,,,,
1853,,,,,|1828_1853_4_784_,,|1850_1853_6_795_,
1854,,,,,|1853_1854_4_798_,,,
1855,,,,,,,,
1856,,,,,|1855_1856_4_799_,,,
1857,,,,,,,,
1858,,,,,,,,
1859,,,,,,|1852_1859_5_797_,,
1860,,,,,,,,
1861,,,,,,,|1858_1861_6_800_,
1862,,,,,,,,
1863,,,,,,,,
1864,,,,,,,,
1865,,,,,,,,
1866,,,,,|1865_1866_4_802_,,,
1867,,,,,,,,
1868,,,,,,,,
1869,,,,,,,,
1870,,,,,,,,
1871,,,,,,,,
1872,,,,,,,,
1873,,,,,,|1851_1873_5_796_,,
1874,,,,,,,,
1875,,,,,,,,
1876,,,,,,,,
1877,,,,,,,,
1878,,,,,,,,
1879,,,,,,,,
1880,,,,,,,,
1881,,,,,,,,
1882,,,,,,,,
1883,,,,,|1883_1883_4_803_,,,
1884,,,,,,,,
1885,,,,,,,|1885_1885_6_804_,
1886,,,,,,,,
1887,,,,,,,,
1888,,,,,,,,
1889,,,,,,,,
1890,,,,,,,|1890_1890_6_806_,
1891,,,,,,,,
1892,,,,,|1891_1892_4_807_,,,
1893,,,,,,,,
1894,,,,,,,,
1895,,,,,,,,
1896,,,,,|1895_1896_4_808_,,,
1897,,,,,,,,
1898,,,,,,,,
1899,,,,,,,,
1900,,,,,,,,
1901,,,,,|1887_1901_4_805_,,,
1902,,,,,|1864_1902_4_801_,,,
1903,,,,,,,,
1904,,,,,,,,
