tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,
838,,,|836_838_2_433_,,,,,,,
839,,,,,,,,,,
840,,,|838_840_2_434_,,,,,,,
841,,,,,,,,,,
842,,,,,,,,,,
843,,,,,,,,,,
844,,,|842_844_2_435_,,,,,,,
845,,,,,,,,,,
846,,,,,|845_846_4_436_,,,,,
847,,,,,,,,,,
848,,,,,,,,,,
849,,,,,,,,,,
850,,,,,|811_850_4_424_,,,,|850_850_8_439_,
851,,,,,,,,,,
852,,,,,,,,,,
853,,,,,,,,,,
854,,,,,,,,,,
855,,,,,,,,,,
856,,,,,,,,,,
857,,,|855_857_2_442_,,,,,,|857_857_8_444_,
858,,,,,|818_858_4_427_,,,,,
859,,,,,,,,,,
860,,,,,,|849_860_5_438_,,,,
861,,,,,,,,,,
862,,,,,,,,,,
863,,,,,|824_863_4_428_,,,,,
864,,,,,,,,,,
865,,,,,,,,,|865_865_8_448_,
866,,,,,,,,,,
867,,,,,,,,,,
868,,,,,,,,,,
869,,,,,,,|867_869_6_449_,,,
870,,,,,,,,,,
871,,,,,|832_871_4_432_,,,,,
872,,,|870_872_2_450_,,,,,,,
873,,,,,,,,,,
874,,,,,,,,,|874_874_8_452_,
875,,,|872_875_2_451_,,,,,,,
876,,,,,,,,,,
877,,,,,,,,,,
878,,,,,,,,,,
879,,,,,,,,,,
880,,,,,,,,,|880_880_8_454_,
881,,,,,,,,,,
882,,,,,,,,,,
883,,,,,,,,,,
884,,,,,,,,,,
885,,,,,,,,,,
886,,,,,,|846_886_5_437_,,,|886_886_8_455_,
887,,,,,,,,,,
888,,,,,,,,,,
889,,,,,,,,,|889_889_8_457_,
890,,,,,,,,,,
891,,,,,,,,,|891_891_8_459_,
892,,,,,,,,,,
893,,,|890_893_2_458_,,|853_893_4_440_,,,,,
894,,,,,,|854_894_5_441_,,,,
895,,,,,,,|892_895_6_460_,,,
896,,,,,|856_896_4_443_,,,,,
897,,,,,|862_897_4_445_,,,,,
898,,,,,,,,,|898_898_8_462_,
899,,,,,,,,,,
900,,,,,,,,,,
901,,,,,|863_901_4_446_,,,,,
902,,,,,,,,,,
903,,,,,,,,,,
904,,,,,|864_904_4_447_,,,,,
905,,,|902_905_2_464_,,,,,,,
906,,,,,,,,,,
907,,,,,,,,,,
908,,,,,,,,,,
909,,,,,,,,,,
910,,,,,,,,,,
911,,,,,,,,,,
912,,,,,,,,,,
913,,,,,,,,,,
914,,,,,,,,,,
915,,,|912_915_2_467_,,,,,,|915_915_8_469_,
916,,,,,,|876_916_5_453_,,,|916_916_8_470_,
917,,,,,,,|914_917_6_468_,,,
918,,,,,,,,,,
919,,,,,,,,,,
920,,,,,,,|917_920_6_471_,,,
921,,,,,,,,,|921_921_8_474_,
922,,,,,,,,,|922_922_8_475_,
923,,,,,,,,,,
924,,,,,,,,,,
925,,,,,,,,,,
926,,,|923_926_2_476_,,,,,,|926_926_8_478_,
927,,,,,,|887_927_5_456_,,,,
928,,,,,,,,,,
929,,,,,,,,,|929_929_8_480_,
930,,,,,,,|927_930_6_479_,,,
931,,,,,,,,,,
932,,,,,,,,,|932_932_8_482_,
933,,,,,|896_933_4_461_,,,,,
934,,,,,,,,,,
935,,,,,,,,,,
936,,,,,,,,,,
937,,,,,,,,,,
938,,,,,,,,,,
939,,,,,,,,,,
940,,,,,,,|937_940_6_484_,,,
941,,,,,|901_941_4_463_,,,,,
942,,,,,,,,,,
943,,,,,,,|940_943_6_485_,,,
944,,,,,,,,,,
945,,,,,|905_945_4_465_,,,,,
946,,,,,|907_946_4_466_,,,,,
947,,,,,,,,,,
948,,,,,,,,,,
949,,,,,,,,,,
950,,,,,,,,,,
951,,,,,,,,,,
952,,,,,,,,,,
953,,,,,,,,,,
954,,,,,,,,,,
955,,,,,,,,,,
956,,,,,,,,,,
957,,,,,|920_957_4_473_,|918_957_5_472_,,,,
958,,,,,,,,,|958_958_8_490_,
959,,,,,,,,,,
960,,,,,,,,,,
961,,,,,,,,,,
962,,,,,,,,,,
963,,,,,,,,,,
964,,,,,,,,,,
965,,,,,|925_965_4_477_,,,,,
966,,,,,,,,,,
967,,,,,,,,,,
968,,,,,,,,,,
969,,,,,,,,,,
970,,,,,,|930_970_5_481_,,,,
971,,,,,,,,,,
972,,,,,,,,,,
973,,,,,,,,,,
974,,,,,|934_974_4_483_,,,,,
975,,,,,,,,,|975_975_8_494_,
976,,,,,,,,,,
977,,,,,,,,,,
978,,,,,,,,,,
979,,,,,,,,,|979_979_8_496_,
980,,,,,,|953_980_5_488_,,,|980_980_8_497_,
981,,,,,,,|978_981_6_495_,,,
982,,,,,,,,,,
983,,,,,|943_983_4_486_,,,,,
984,,,,,,,,,,
985,,,,,,,,,,
986,,,,,,,,,,
987,,,,,,,,,,
988,,,,,,,,,,
989,,,|986_989_2_499_,,,,,,,
990,,,,,,,,,,
991,,,,,,,,,,
992,,,,,,|952_992_5_487_,,,|992_992_8_501_,
993,,,,,,|957_993_5_489_,,,,
994,,,,,,,,,,
995,,,,,,,,,,
996,,,,,,,,,,
997,,,,,,,,,,
998,,,,,,,,,,
999,,,,,,,,,|999_999_8_505_,
1000,,,,,|961_1000_4_491_,,,,,
1001,,,,,,,|998_1001_6_504_,,|1001_1001_8_506_,
1002,,,,,|966_1002_4_492_,,,,,
1003,,,,,,,,,,
1004,,,,,,,,,,
1005,,,,,,,,,,
1006,,,,,,,,,|1006_1006_8_509_,
1007,,,,,,,,,,
1008,,,,,|968_1008_4_493_,,,,,
1009,,,,,,,,,,
1010,,,|1007_1010_2_510_,,,,,,,
1011,,,,,,,,,,
1012,,,,,,,,,,
1013,,,,,,,,,,
1014,,,,,,,,,,
1015,,,,,|981_1015_4_498_,,|1012_1015_6_512_,,,
1016,,,,,,,,,,
1017,,,,,,,,,,
1018,,,,,,,,,,
1019,,,,,,,,,,
1020,,,,,,,,,,
1021,,,|1018_1021_2_514_,,,,,,,
1022,,,,,,,,,,
1023,,,|1020_1023_2_516_,,,,,,,
1024,,,,,,|988_1024_5_500_,,,,
1025,,,,,,,,,,
1026,,,,,,,,,,
1027,,,,,,,,,,
1028,,,,,,,,,,
1029,,,,,,,,,,
1030,,,,,,,,,,
1031,,,,,|1003_1031_4_508_,,,,,
1032,,,,,,|997_1032_5_503_,,,,
1033,,,,,,,,,,
1034,,,,,,,,,,
1035,,,,,,,,,,
1036,,,,,,|996_1036_5_502_,,,,
1037,,,,,,|1002_1037_5_507_,,,,
1038,,,|1035_1038_2_521_,,,,,,,
1039,,,,,,,,,,
1040,,,,,,,,,,
1041,,,,,,,|1038_1041_6_522_,,,
1042,,,,,,,,,,
1043,,,,,,,,,,
1044,,,,,,,,,,
1045,,,,,,,,,,
1046,,,|1043_1046_2_524_,,,,,,,
1047,,,,,,,,,|1047_1047_8_527_,
1048,,,,,,,,,,
1049,,,,,|1010_1049_4_511_,,,,,
1050,,,,,,,,,,
1051,,,,,,,,,,
1052,,,,,,|1015_1052_5_513_,,,,
1053,,,|1050_1053_2_528_,,,,,,,
1054,,,,,,,,,,
1055,,,,,,,,,,
1056,,,,,,,,,,
1057,,,,,|1028_1057_4_519_,,,,|1057_1057_8_530_,
1058,,,,,|1019_1058_4_515_,,,,,
1059,,,|1056_1059_2_529_,,,,,,,
1060,,,,,,|1021_1060_5_517_,,,,
1061,,,,,,,,,,
1062,,,,,|1022_1062_4_518_,,,,,
1063,,,,,,,,,,
1064,,,,,|1062_1064_4_531_,,,,,
1065,,,,,,,,,,
1066,,,,,,,,,,
1067,,,,,,,,,,
1068,,,,,,,,,,
1069,,,,,,,,,,
1070,,,,,|1033_1070_4_520_,,,,,
1071,,,,,,,,,,
1072,,,,,,,,,,
1073,,,,,,,|1070_1073_6_532_,,,
1074,,,,,,,,,,
1075,,,,,,,,,|1075_1075_8_534_,
1076,,,,,,,,,,
1077,,,|1074_1077_2_533_,,,,,,,
1078,,,,,,,,,,
1079,,,,,,,,,,
1080,,,,,,,,,,
1081,,,,,|1041_1081_4_523_,,,,,
1082,,,,,,,,,|1082_1082_8_536_,
1083,,,,,|1044_1083_4_525_,,,,,
1084,,,,,,|1046_1084_5_526_,,,,
1085,,,,,,,,,,
1086,,,,,,,,,,
1087,,,,,,,|1084_1087_6_538_,,|1087_1087_8_540_,
1088,,,,,,,,,,
1089,,,,,,,|1086_1089_6_539_,,,
1090,,,,,,,,,,
1091,,,,,,,,,,
1092,,,,,,,,,,
1093,,,,,,,,,,
1094,,,,,,,,,,
1095,,,,,,,,,,
1096,,,,,,,,,,
1097,,,,,,,,,,
1098,,,,,,,,,,
1099,,,,,,,,,,
1100,,,,,,,,,,
1101,,,,,,,,,,
1102,,,,,,,|1099_1102_6_547_,,,
1103,,,,,,,,,,
1104,,,,,,,,,,
1105,,,,,,,,,,
1106,,,,,,,,,,
1107,,,,,,,,,|1107_1107_8_550_,
1108,,,,,,,,,,
1109,,,,,,,,,,
1110,,,,,,,,,,
1111,,,,,,,,,,
1112,,,,,,,,,,
1113,,,,,,,,,,
1114,,,,,,,,,,
1115,,,|1112_1115_2_551_,,,,,,,
1116,,,,,,,,,,
1117,,,,,,,,,|1117_1117_8_555_,
1118,,,,,,|1078_1118_5_535_,,,,
1119,,,,,,,,,,
1120,,,,,,,,,,
1121,,,,,,,,,,
1122,,,,,,,,,,
1123,,,,,|1083_1123_4_537_|1092_1123_4_542_,,,,,
1124,,,|1121_1124_2_557_,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,,
1127,,,,,,,,,,
1128,,,,,,,|1125_1128_6_559_,,,
1129,,,,,,,,,,
1130,,,,,|1128_1130_4_561_,,,,,
1131,,,,,|1091_1131_4_541_,,,,,
1132,,,,,,,,,,
1133,,,,,|1093_1133_4_543_|1097_1133_4_545_,,,,,
1134,,,,,|1114_1134_4_553_,,,,|1134_1134_8_565_,
1135,,,,,,,,,,
1136,,,,,,|1096_1136_5_544_,,,,
1137,,,,,,,,,,
1138,,,,,,|1098_1138_5_546_,,,,
1139,,,,,,,,,,
1140,,,|1137_1140_2_566_,,,,,,,
1141,,,,,,,,,,
1142,,,,,,|1102_1142_5_548_,,,,
1143,,,,,,,,,,
1144,,,,,,,,,,
1145,,,,,,,,,,
1146,,,,,|1106_1146_4_549_,,,,|1146_1146_8_568_,
1147,,,,,|1116_1147_4_554_,,,,,
1148,,,,,,,,,,
1149,,,,,|1130_1149_4_563_,,,,,
1150,,,,,,,,,,
1151,,,,,,,,,,
1152,,,,,,,,,,
1153,,,,,,|1113_1153_5_552_,,,,
1154,,,|1151_1154_2_573_,,,,,,,
1155,,,,,,,,,,
1156,,,|1153_1156_2_575_,,,,,,,
1157,,,,,,,,,,
1158,,,,,|1118_1158_4_556_|1122_1158_4_558_,,,,,
1159,,,,,,,,,,
1160,,,,,,,,,,
1161,,,,,,,|1158_1161_6_577_,,,
1162,,,,,,,,,|1162_1162_8_578_,
1163,,,,,|1129_1163_4_562_,,,,,
1164,,,,,|1131_1164_4_564_,,,,,
1165,,,,,|1126_1165_4_560_,,,,|1165_1165_8_581_,
1166,,,,,,,,,|1166_1166_8_582_,
1167,,,,,,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,,,,,,,,,,
1171,,,|1168_1171_2_583_,,,,,,|1171_1171_8_585_,
1172,,,,,,,,,,
1173,,,,,,,,,|1173_1173_8_586_,
1174,,,,,,,,,,
1175,,,,,,,,,,
1176,,,,,,,,,,
1177,,,,,,,|1174_1177_6_587_,,,
1178,,,,,,,,,,
1179,,,,,,,,,,
1180,,,,,|1140_1180_4_567_,,,,,
1181,,,,,,,,,,
1182,,,,,,,,,,
1183,,,,,,,,,,
1184,,,,,,,,,|1184_1184_8_590_,
1185,,,,,,,,,,
1186,,,,,,,,,|1186_1186_8_592_,
1187,,,,,,|1147_1187_5_569_,,,,
1188,,,|1185_1188_2_591_,,|1149_1188_4_571_,|1148_1188_5_570_,,,|1188_1188_8_593_,
1189,,,,,,,,,,
1190,,,,,|1150_1190_4_572_,,,,,
1191,,,,,,,,,,
1192,,,,,,|1152_1192_5_574_,,,,
1193,,,,,,,,,,
1194,,,,,,,,,|1194_1194_8_596_,
1195,,,,,,,,,,
1196,,,,,,,,,,
1197,,,,,|1163_1197_4_579_,|1157_1197_5_576_,,,,
1198,,,,,,,,,,
1199,,,|1196_1199_2_598_,,,,,,,
1200,,,|1197_1200_2_599_,,|1164_1200_4_580_,,,,,
1201,,,,,,,,,,
1202,,,,,,,,,,
1203,,,|1199_1203_2_600_,,,,,,,
1204,,,,,,,,,,
1205,,,,,,,,,,
1206,,,,,,,,,,
1207,,,|1205_1207_2_602_,,,,,,,
1208,,,,,,,,,,
1209,,,,,|1169_1209_4_584_,,,,,
1210,,,,,,,,,,
1211,,,,,,,,,,
1212,,,,,|1211_1212_4_605_,,,,,
1213,,,,,,,,,,
1214,,,,,|1175_1214_4_588_,,,,|1214_1214_8_606_,
1215,,,,,,,,,,
1216,,,,,,,,,,
1217,,,,,,,,,,
1218,,,,,,,,,,
1219,,,,,,,,,,
1220,,,,,,,|1217_1220_6_607_,,,
1221,,,,,,,,,,
1222,,,,,|1183_1222_4_589_,,,,,
1223,,,,,,,,,,
1224,,,,,,,,,,
1225,,,,,,,,,,
1226,,,,,,,,,,
1227,,,,,|1190_1227_4_594_,,,,,
1228,,,,,,,,,,
1229,,,,,,,,,,
1230,,,,,,,,,,
1231,,,,,,,,,,
1232,,,,,,,,,,
1233,,,,,,|1193_1233_5_595_,,,,
1234,,,,,|1195_1234_4_597_,,,,,
1235,,,,,,,,,,
1236,,,,,,,,,|1236_1236_8_611_,
1237,,,,,,,|1234_1237_6_610_,,,
1238,,,,,,,,,,
1239,,,,,|1207_1239_4_604_,,,,,
1240,,,,,,,,,,
1241,,,|1239_1241_2_612_,,,,,,|1241_1241_8_613_,
1242,,,,,,,,,,
1243,,,,,,|1203_1243_5_601_,,,,
1244,,,,,,,,,,
1245,,,,,,,,,,
1246,,,,,|1206_1246_4_603_,,,,,
1247,,,,,,,,,,
1248,,,,,,,,,,
1249,,,|1247_1249_2_615_,,,,,,,
1250,,,,,,,,,,
1251,,,,,,,,,,
1252,,,,,,,,,,
1253,,,,,,,,,,
1254,,,,,,,,,,
1255,,,,,,,,,,
1256,,,,,,,|1253_1256_6_617_,,,
1257,,,,,,,|1254_1257_6_618_,,,
1258,,,,,,,,,,
1259,,,,,,,,,,
1260,,,,,,,,,,
1261,,,,,,,,,,
1262,,,,,,,,,,
1263,,,,,,,,,,
1264,,,,,,,,,,
1265,,,,,,,|1262_1265_6_621_,,,
1266,,,,,,,,,,
1267,,,,,,,,,,
1268,,,,,,,,,,
1269,,,,,,,,,,
1270,,,,,|1230_1270_4_608_,,,,,
1271,,,,,,,,,,
1272,,,,,,,,,,
1273,,,,,|1233_1273_4_609_,,,,,
1274,,,,,,,,,,
1275,,,,,,,,,|1275_1275_8_624_,
1276,,,,,,,,,,
1277,,,,,,,,,,
1278,,,|1276_1278_2_625_,,,,,,,
1279,,,,,,,,,,
1280,,,,,|1242_1280_4_614_,,,,,
1281,,,,,,,,,,
1282,,,|1280_1282_2_627_,,,,,,,
1283,,,,,,,,,,
1284,,,,,,,,,,
1285,,,,,,,,,,
1286,,,,,,,,,,
1287,,,,,,,,,,
1288,,,,,,|1248_1288_5_616_,,,,
1289,,,,,,,,,,
1290,,,,,,,,,,
1291,,,,,,,,,,
1292,,,,,|1255_1292_4_619_,,,,,
1293,,,,,,,,,,
1294,,,,,,,,,,
1295,,,,,,,,,,
1296,,,,,,,,,,
1297,,,,,,|1257_1297_5_620_,,,,
1298,,,,,,,,,,
1299,,,,,,,,,,
1300,,,,,,,,,|1300_1300_8_632_,
1301,,,,,|1263_1301_4_622_,,,,|1301_1301_8_633_,
1302,,,,,,,,,,
1303,,,,,,,,,,
1304,,,,,,,,,,
1305,,,,,,,,,,
1306,,,,,,,,,,
1307,,,,,|1267_1307_4_623_,,,,,
1308,,,,,,,,,,
1309,,,,,,,,,|1309_1309_8_636_,
1310,,,,,,,,,,
1311,,,,,,,,,,
1312,,,|1310_1312_2_637_,,,,,,,
1313,,,,,,,,,,
1314,,,,,,,,,,
1315,,,,,,,,,,
1316,,,,,,,,,|1316_1316_8_640_,
1317,,,,,|1282_1317_4_628_,,,,,
1318,,,,,,|1278_1318_5_626_,,,,
1319,,,,,,,,,|1319_1319_8_641_,
1320,,,,,,,,,,
1321,,,,,,,,,|1321_1321_8_642_,
1322,,,,,,,,,|1322_1322_8_643_,
1323,,,,,,,,,,
1324,,,,,,,,,,
1325,,,,,,,,,,
1326,,,,,,,,,,
1327,,,,,,,,,,
1328,,,,,,,,,,
1329,,,|1327_1329_2_644_,,,,,,,
1330,,,,,|1294_1330_4_629_,,,,,
1331,,,,,,,,,,
1332,,,,,,,|1329_1332_6_645_,,,
1333,,,,,,,,,,
1334,,,,,,,,,,
1335,,,,,|1295_1335_4_630_,|1297_1335_5_631_,,,,
1336,,,,,,,,,,
1337,,,,,,,,,,
1338,,,,,,,|1335_1338_6_646_,,,
1339,,,,,,,,,,
1340,,,,,,,,,,
1341,,,|1339_1341_2_647_,,,,,,,
1342,,,,,,|1302_1342_5_634_,,,,
1343,,,,,,,,,,
1344,,,,,|1306_1344_4_635_,,,,,
1345,,,,,,,,,,
1346,,,,,,,,,|1346_1346_8_648_,
1347,,,,,,,,,|1347_1347_8_649_,
1348,,,,,,,,,,
1349,,,,,,,,,,
1350,,,,,,,,,,
1351,,,,,,,,,|1351_1351_8_651_,
1352,,,,,,,,,,
1353,,,,,,|1313_1353_5_638_,,,,
1354,,,,,|1314_1354_4_639_,,,,,
1355,,,,,,,,,,
1356,,,,,,,,,,
1357,,,,,,,,,,
1358,,,,,,,,,,
1359,,,,,,,,,,
1360,,,,,,,,,,
1361,,,,,,,,,|1361_1361_8_654_,
1362,,,,,,,,,,
1363,,,,,|1349_1363_4_650_,,,,,
1364,,,,,,,,,,
1365,,,,,,,,,,
1366,,,,,,,|1363_1366_6_655_,,,
1367,,,,,,,|1364_1367_6_656_,,,
1368,,,,,,,,,,
1369,,,,,,,,,,
1370,,,,,,,,,,
1371,,,,,,,,,,
1372,,,,,,,,,,
1373,,,,,,,,,,
1374,,,,,,,,,,
1375,,,,,,,,,,
1376,,,,,,,,,,
1377,,,|1375_1377_2_661_,,,,,,,
1378,,,,,,,,,,
1379,,,,,,,,,,
1380,,,,,,,,,,
1381,,,,,,,,,,
1382,,,,,,,,,,
1383,,,,,,,,,,
1384,,,,,,,,,,
1385,,,,,,,,,,
1386,,,,,,,,,,
1387,,,,,,,,,,
1388,,,,,,,,,,
1389,,,,,,,,,,
1390,,,,,,,,,,
1391,,,,,,,,,,
1392,,,,,,,,,|1392_1392_8_668_,
1393,,,,,,,,,,
1394,,,,,,,,,,
1395,,,,,|1356_1395_4_653_,|1355_1395_5_652_,,,,
1396,,,,,,,,,,
1397,,,,,,,,,,
1398,,,,,,,,,,
1399,,,,,,,,,|1399_1399_8_672_,
1400,,,,,,,,,|1400_1400_8_673_,
1401,,,,,,,,,,
1402,,,,,,,,,|1402_1402_8_674_,
1403,,,,,,,,,,
1404,,,,,,,,,,
1405,,,,,,,,,,
1406,,,,,,|1366_1406_5_657_,,,,
1407,,,,,,,,,,
1408,,,,,,|1368_1408_5_658_,,,,
1409,,,,,,,,,,
1410,,,,,|1371_1410_4_659_,,,,,
1411,,,,,,,,,,
1412,,,,,|1372_1412_4_660_,,,,,
1413,,,,,,,,,,
1414,,,,,,,,,,
1415,,,,,,,,,,
1416,,,,,,,,,,
1417,,,,,,,,,|1417_1417_8_678_,
1418,,,,,|1378_1418_4_662_,,,,,
1419,,,,,,,,,,
1420,,,,,,,,,,
1421,,,,,,,,,|1421_1421_8_679_,
1422,,,,,,,,,,
1423,,,,,|1385_1423_4_664_,,,,,
1424,,,,,|1384_1424_4_663_,,,,,
1425,,,,,|1386_1425_4_665_,,,,,
1426,,,,,,,,,,
1427,,,,,|1388_1427_4_667_,|1387_1427_5_666_,,,,
1428,,,,,,,,,,
1429,,,,,,,,,,
1430,,,,,,,,,,
1431,,,,,,,,,,
1432,,,,,,,,,,
1433,,,,,,,|1430_1433_6_682_,,,
1434,,,,,,|1394_1434_5_669_,,,,
1435,,,|1433_1435_2_683_,,|1396_1435_4_670_,,,,,
1436,,,,,|1397_1436_4_671_,,,,,
1437,,,,,,,,,|1437_1437_8_685_,
1438,,,,,,,,,,
1439,,,,,,,,,,
1440,,,|1438_1440_2_686_,,,,,,,
1441,,,,,,,,,,
1442,,,,,,,,,,
1443,,,,,,,,,,
1444,,,,,,,,,,
1445,,,,,,,,,,
1446,,,,,,,,,,
1447,,,,,,,,,,
1448,,,,,,,,,,
1449,,,|1447_1449_2_689_,,|1409_1449_4_675_,,,,,
1450,,,,,,,,,,
1451,,,|1449_1451_2_690_,,,,,,,
1452,,,,,|1412_1452_4_676_,,,,|1452_1452_8_692_,
1453,,,,,,,|1451_1453_6_691_,,,
1454,,,,,|1415_1454_4_677_,,,,,
1455,,,,,,,,,,
1456,,,,,,,,,,
1457,,,,,,,,,,
1458,,,,,,,,,,
1459,,,,,,,,,,
1460,,,,,,,,,,
1461,,,,,,,,,,
1462,,,,,,,,,,
1463,,,,,,,,,,
1464,,,,,,,,,,
1465,,,|1463_1465_2_695_,,,,,,,
1466,,,,,,,,,,
1467,,,,,,,,,,
1468,,,,,,|1428_1468_5_680_,,,,
1469,,,,,|1429_1469_4_681_,,,,,
1470,,,,,,,,,,
1471,,,,,,,,,,
1472,,,,,,,,,,
1473,,,,,,,,,,
1474,,,,,|1434_1474_4_684_,,,,,
1475,,,,,,,,,,
1476,,,,,,,,,,
1477,,,,,,,,,,
1478,,,,,,,,,,
1479,,,,,,,,,,
1480,,,,,|1440_1480_4_687_,,,,,
1481,,,,,,,,,,
1482,,,,,,,,,,
1483,,,,,,,,,,
1484,,,,,,,,,,
1485,,,,,|1445_1485_4_688_,,,,,
1486,,,,,,,,,,
1487,,,,,,,,,,
1488,,,,,,,,,,
1489,,,,,,,,,,
1490,,,|1488_1490_2_702_,,,,,,,
1491,,,|1489_1491_2_703_,,,,,,,
1492,,,,,,,,,,
1493,,,,,,|1453_1493_5_693_,,,|1493_1493_8_705_,
1494,,,,,|1456_1494_4_694_,,,,,
1495,,,,,,,,,,
1496,,,,,,,,,,
1497,,,,,,,,,,
1498,,,,,,,,,|1498_1498_8_707_,
1499,,,,,,,,,,
1500,,,,,,,,,,
1501,,,,,,,,,,
1502,,,|1500_1502_2_708_,,,,,,,
1503,,,,,,,,,,
1504,,,|1502_1504_2_709_,,,,,,,
1505,,,,,,,,,,
1506,,,,,,,,,,
1507,,,,,|1472_1507_4_696_,,,,,
1508,,,,,,,,,,
1509,,,,,,,,,,
1510,,,,,,,,,,
1511,,,,,,,,,,
1512,,,,,,,,,,
1513,,,,,,,,,,
1514,,,,,|1475_1514_4_697_,,,,,
1515,,,,,,,,,,
1516,,,,,,,,,,
1517,,,,,,|1477_1517_5_698_,,,,
1518,,,,,,|1478_1518_5_699_,,,,
1519,,,,,,,,,,
1520,,,,,,,,,,
1521,,,,,|1513_1521_4_711_,,,,,
1522,,,,,,,,,,
1523,,,,,,|1484_1523_5_700_|1496_1523_5_706_,,,,
1524,,,,,,,,,,
1525,,,,,,,,,,
1526,,,,,,,,,,
1527,,,,,,|1487_1527_5_701_,,,,
1528,,,,,,,,,,
1529,,,,,,,,,,
1530,,,,,,,|1528_1530_6_713_,,,
1531,,,|1529_1531_2_714_,,,|1491_1531_5_704_,,,,
1532,,,,,,,,,,
1533,,,,,,,,,,
1534,,,,,,,,,,
1535,,,,,,,,,,
1536,,,,,,,,,,
1537,,,,,|1536_1537_4_716_,,,,,
1538,,,,,,,,,,
1539,,,,,,,,,,
1540,,,,,,|1540_1540_5_717_,,,,
1541,,,,,,,,,,
1542,,,,,,,,,,
1543,,,,,,,,,,
1544,,,,,|1504_1544_4_710_,,|1542_1544_6_718_,,,
1545,,,,,|1521_1545_4_712_,,,,,
1546,,,|1544_1546_2_719_,,,,,,,
1547,,,,,,,,,,
1548,,,,,,,,,,
1549,,,,,,,,,|1549_1549_8_722_,
1550,,,,,,,,,,
1551,,,,,,,,,,
1552,,,,,,,,,,
1553,,,,,,,,,,
1554,,,,,,,,,,
1555,,,,,,,,,,
1556,,,,,,,,,,
1557,,,,,,,,,,
1558,,,,,,,,,,
1559,,,,,,,,,,
1560,,,,,,,,,,
1561,,,,,,,,,,
1562,,,,,,,,,,
1563,,,,,,,,,,
1564,,,,,,,,,,
1565,,,,,|1553_1565_4_724_,,,,,
1566,,,,,,,,,,
1567,,,,,|1530_1567_4_715_,,|1565_1567_6_726_,,,
1568,,,,,|1550_1568_4_723_,,,,,
1569,,,,,|1568_1569_4_728_,,,,,
1570,,,,,,,,,,
1571,,,,,,,,,,
1572,,,,,,,,,,
1573,,,|1571_1573_2_729_,,,,,,,
1574,,,,,,,,,,
1575,,,|1573_1575_2_730_,,,,,,,
1576,,,,,,,,,,
1577,,,,,,,,,,
1578,,,|1576_1578_2_731_,,,,,,,
1579,,,,,,,,,,
1580,,,,,,,,,,
1581,,,,,,|1545_1581_5_720_,,,,
1582,,,,,,,,,,
1583,,,,,,,,,,
1584,,,,,,,,,,
1585,,,,,,|1547_1585_5_721_,,,,
1586,,,,,,|1582_1586_5_733_,,,,
1587,,,,,,,,,,
1588,,,,,,,,,,
1589,,,|1587_1589_2_734_,,,,,,,
1590,,,,,,,|1588_1590_6_735_,,,
1591,,,|1589_1591_2_736_,,,,,,,
1592,,,,,,,,,,
1593,,,,,,|1593_1593_5_737_,,,,
1594,,,,,,|1559_1594_5_725_,,,,
1595,,,,,,,,,,
1596,,,,,,,,,,
1597,,,,,,,,,,
1598,,,,,,|1598_1598_5_740_,,,,
1599,,,,,,,,,,
1600,,,,,,,,,,
1601,,,,,|1600_1601_4_741_,,,,,
1602,,,,,|1566_1602_4_727_,,,,,
1603,,,,,,,,,,
1604,,,,,|1604_1604_4_743_,,,,,
1605,,,,,,,,,,
1606,,,,,,|1594_1606_5_738_,,,,
1607,,,,,,,,,,
1608,,,,,,,,,,
1609,,,,,,,,,,
1610,,,,,,,,,,
1611,,,,,,|1611_1611_5_746_,,,,
1612,,,,,,,,,,
1613,,,,,,,,,|1613_1613_8_747_,
1614,,,,,,,,,,
1615,,,,,|1597_1615_4_739_,,,,,
1616,,,,,|1578_1616_4_732_,,|1614_1616_6_748_,,,
1617,,,,,,,,,,
1618,,,,,,,,,,
1619,,,,,,,|1617_1619_6_749_,,,
1620,,,,,,,,,,
1621,,,,,,,,,,
1622,,,,,,,,,,
1623,,,,,,,,,,
1624,,,,,,,|1622_1624_6_750_,,,
1625,,,,,,,,,,
1626,,,,,,,,,,
1627,,,,,,,,,,
1628,,,,,,,,,,
1629,,,,,,,,,,
1630,,,,,,,,,,
1631,,,,,,,,,,
1632,,,,,,,,,,
1633,,,,,,,,,,
1634,,,,,,,,,,
1635,,,,,,,,,,
1636,,,,,,,,,|1636_1636_8_752_,
1637,,,,,,,,,,
1638,,,,,,,,,,
1639,,,,,,,,,,
1640,,,,,|1639_1640_4_753_,,,,,
1641,,,,,|1602_1641_4_742_,|1641_1641_5_755_,,,,
1642,,,,,|1608_1642_4_744_,|1610_1642_5_745_,,,,
1643,,,,,,,,,,
1644,,,,,,,,,,
1645,,,,,,,,,,
1646,,,,,,|1646_1646_5_756_,,,,
1647,,,,,,|1647_1647_5_757_,,,,
1648,,,,,,,,,,
1649,,,,,,,,,,
1650,,,,,,,,,,
1651,,,,,,,|1649_1651_6_758_,,,
1652,,,,,,,,,,
1653,,,,,,,,,,
1654,,,,,,,,,,
1655,,,,,|1654_1655_4_760_,,,,,
1656,,,,,,,,,,
