tickNumber,in27,B14,B11,cn12,B54,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,|1063_1123_1_531_,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,|1074_1133_1_532_,,,,
1134,,,,,|1081_1134_4_535_,
1135,,|1079_1135_1_534_,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,|1082_1142_1_536_,,,,
1143,,,,,|1085_1143_4_538_,
1144,,,,,|1084_1144_4_537_,
1145,,,,,,
1146,,,,,,
1147,,|1087_1147_1_539_,,,,
1148,,,,,,
1149,,,,,|1090_1149_4_540_,
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,|1095_1153_1_541_,,,,
1154,,,,,,
1155,,,|1096_1155_2_542_,,|1097_1155_4_543_,
1156,,,,,|1098_1156_4_544_,
1157,,,,,,
1158,,,,,,
1159,|1101_1159_0_547_,,|1099_1159_2_545_,,,
1160,,,|1100_1160_2_546_,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,|1104_1164_2_548_,,,
1165,|1122_1165_0_554_,|1105_1165_1_549_,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,|1110_1170_4_550_,
1171,,,,,,
1172,,,,,,
1173,,|1114_1173_1_551_,,,,
1174,,,,,,
1175,,,,,|1115_1175_4_552_,
1176,,,,,|1118_1176_4_553_,
1177,,,,,,
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,
1183,,,,,,
1184,,,,,,
1185,,|1126_1185_1_555_,,,,
1186,,|1132_1186_1_557_,,,,
1187,,,,,,
1188,,,,,|1128_1188_4_556_,
1189,,,,,,
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,|1135_1194_1_559_,,,|1134_1194_4_558_,
1195,,,|1164_1195_2_568_,,,
1196,,,,,|1137_1196_4_560_,
1197,,,,,,
1198,,,,,,
1199,,|1142_1199_1_561_,,,,
1200,,,,,,
1201,,,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,|1144_1204_4_562_,
1205,,,,,,
1206,,,,,,
1207,|1148_1207_0_563_,,,,,
1208,|1189_1208_0_579_,,,,,
1209,,,|1155_1209_2_565_,,,
1210,,,,,,
1211,,,,,,
1212,,,,,,
1213,,,,,|1156_1213_4_566_,
1214,,,,,|1154_1214_4_564_,
1215,,,,,,
1216,,,,,,
1217,,,,,,
1218,,|1179_1218_1_574_,,,,
1219,|1171_1219_0_570_,,|1159_1219_2_567_,,,
1220,,,,,|1167_1220_4_569_,
1221,,,,,,
1222,,,,,,
1223,,,,,,
1224,,,,,,
1225,,,,,,
1226,|1181_1226_0_576_,,,,,
1227,,,,,,
1228,,,,,,
1229,,,,,,
1230,,,,,,
1231,,,,,,
1232,,,|1172_1232_2_571_,,,
1233,,,,,,
1234,,,,,,
1235,|1176_1235_0_572_|1208_1235_0_588_,,,,,
1236,,,,,,
1237,,,,,,
1238,|1178_1238_0_573_,,,,,
1239,,,,,,
1240,,,|1180_1240_2_575_,,,
1241,,,,,,
1242,|1237_1242_0_599_,,,,|1182_1242_4_577_,
1243,,,,,,
1244,,|1184_1244_1_578_,,,,
1245,,,,,,
1246,,,,,,
1247,|1192_1247_0_581_,,,,,
1248,,,,,,
1249,|1190_1249_0_580_,,,,,
1250,,,,,,
1251,,,,,,
1252,,,,,,
1253,,|1193_1253_1_582_,,,,
1254,,,,,,
1255,,|1195_1255_1_583_,,,,
1256,,|1197_1256_1_584_,,,,
1257,,,,,,
1258,,,,,,
1259,,,,,,
1260,,,,,,
1261,,,,,|1201_1261_4_585_,
1262,,,,,,
1263,,,,,,
1264,,,|1204_1264_2_586_,,,
1265,,,,,,
1266,,,,,,
1267,,,,,|1207_1267_4_587_,
1268,,,,,,
1269,,,,,,
1270,,,,,,
1271,,,,,,
1272,,|1218_1272_1_590_,,,,
1273,,,,,,
1274,,,,,,
1275,,,,,,
1276,,,,,|1216_1276_4_589_,
1277,,,,,,
1278,,,,,,
1279,,,,,|1219_1279_4_591_,
1280,|1227_1280_0_595_,,,,,
1281,,|1221_1281_1_592_,,,,
1282,,|1222_1282_1_593_,,,|1240_1282_4_600_,
1283,,,,,,
1284,,,,,,
1285,|1228_1285_0_596_,,,,,
1286,,,,,|1226_1286_4_594_,
1287,,,,,,
1288,,,,,,
1289,,,,,,
1290,,,,,,
1291,,,,,,
1292,,,,,|1232_1292_4_597_,
1293,,|1233_1293_1_598_,,,,
1294,,,,,,
1295,,|1266_1295_1_607_,,,,
1296,,,,,,
1297,,,,,,
1298,,,,,,
1299,,,,,,
1300,,,,,,
1301,|1242_1301_0_601_,,,,,
1302,,,,,,
1303,,,,,,
1304,,,,,,
1305,,,,,,
1306,,,,,,
1307,,,,,,
1308,,,,,,
1309,,,,,,
1310,,,|1250_1310_2_602_,,,
1311,,,,,,
1312,,,,,|1253_1312_4_603_,
1313,|1254_1313_0_604_,,,,,
1314,,,,,,
1315,,|1255_1315_1_605_,,,,
1316,,,,,,
1317,,,,,,
1318,,,,,,
1319,,,,,,
1320,,,,,,
1321,,,,,,
1322,,,,,,
1323,,,,,,
1324,,|1264_1324_1_606_,,,,
1325,,,,,,
1326,,,,,,
1327,,,,,,
1328,,,,,,
1329,,|1269_1329_1_608_,,,,
1330,|1270_1330_0_609_,,,,,
1331,,,,,,
1332,,,,,,
1333,,,,,|1288_1333_4_616_,
1334,,,,,,
1335,,,,,,
1336,,,,,,
1337,,|1277_1337_1_610_,,,,
1338,,,,,,
1339,,,,,,
1340,,,,,|1281_1340_4_611_|1306_1340_4_623_,
1341,,,,,,
1342,|1282_1342_0_612_,,,,,
1343,,,,,|1283_1343_4_613_,
1344,|1285_1344_0_614_,|1289_1344_1_617_,,,,
1345,,,,,,
1346,,|1286_1346_1_615_,,,,
1347,,,,,|1295_1347_4_620_,
1348,,,,,,
1349,,,,,,
1350,,,,,,
1351,,,|1291_1351_2_618_,,,
1352,,,,,,
1353,,,,,,
1354,,|1294_1354_1_619_,,,,
1355,,,,,,
1356,,,,,|1308_1356_4_625_,
1357,,,,,,
1358,,,,,,
1359,,|1299_1359_1_621_,,,,
1360,,,,,,
1361,,,,,,
1362,,,,,,
1363,,,,,|1303_1363_4_622_,
1364,,,,,,
1365,,,,,,
1366,,,,,,
1367,,,,,|1307_1367_4_624_,
1368,,,,,,
1369,,,,,,
1370,|1311_1370_0_626_,,,,,
1371,,,,,,
1372,,,,,,
1373,,,,,,
1374,,,,,,
1375,,,,,,
1376,,|1316_1376_1_627_,,,|1317_1376_4_628_,
1377,,,,,,
1378,,|1318_1378_1_629_,,,,
1379,,,,,,
1380,,,,,,
1381,|1321_1381_0_630_,,,,,
1382,,,,,|1322_1382_4_631_,
1383,,,,,,
1384,|1325_1384_0_632_,,,,,
1385,,,,,,
1386,|1326_1386_0_633_,,,,,
1387,,,,,,
1388,,,,,,
1389,,,,,|1355_1389_4_642_,
1390,,,,,|1330_1390_4_634_,
1391,,,,,,
1392,,,,,|1336_1392_4_636_,
1393,,,,,,
1394,,,,,,
1395,,|1335_1395_1_635_,,,,
1396,,,,,,
1397,,,,,,
1398,,,,,,
1399,,,,,,
1400,,,,,,
1401,,|1341_1401_1_637_,,,,
1402,,,,,|1344_1402_4_638_,
1403,,,,,,
1404,,,,,,
1405,,,,,|1362_1405_4_646_,
1406,,,,,,
1407,,,,,,
1408,,,,,|1348_1408_4_639_,
1409,,,,,,
1410,,,|1350_1410_2_640_,,,
1411,,,,,,
1412,,,,,,
1413,,,,,,
1414,|1354_1414_0_641_,,,,,
1415,,,,,,
1416,,|1358_1416_1_644_,,,,
1417,|1378_1417_0_651_,,|1357_1417_2_643_,,,
1418,,,,,,
1419,,,,,,
1420,,,,,,
1421,,,,,|1361_1421_4_645_,
1422,,,,,,
1423,,,,,|1363_1423_4_647_,
1424,,,,,,
1425,,,,,,
1426,,,,,,
1427,,,|1369_1427_2_650_,,|1367_1427_4_648_,
1428,,,,,|1368_1428_4_649_,
1429,,,,,,
1430,,,,,,
1431,,,,,,
1432,,,,,,
1433,,,,,,
1434,,,,,,
1435,,,,,,
1436,,,,,,
1437,,,,,,
1438,,,,,,
1439,,,,,|1379_1439_4_652_,
1440,,,,,,
1441,,|1384_1441_1_653_,,,,
1442,,,,,,
1443,,,,,,
1444,,,,,,
1445,,,,,,
1446,,,,,,
1447,,|1388_1447_1_654_,,,,
1448,,,,,,
1449,,,,,,
1450,,,,,|1390_1450_4_655_,
1451,,,,,,
1452,|1393_1452_0_657_,,|1392_1452_2_656_,,,
1453,,,,,,
1454,,|1394_1454_1_658_,,,,
1455,,,,,,
1456,,,,,,
1457,,,,,,
1458,,,,,,
1459,,,,,,
1460,,,,,,
1461,,|1402_1461_1_659_,,,,
1462,|1407_1462_0_660_,,,,,
1463,,,,,,
1464,,,,,,
1465,,|1416_1465_1_662_,,,,
1466,,,,,,
1467,,,,,,
1468,,,,,,
1469,,|1409_1469_1_661_,,,,
1470,,,,,,
1471,,,,,,
1472,,,,,,
1473,,,,,,
1474,,,,,,
1475,,,,,,
1476,,,,,,
1477,,,,,,
1478,,,,,,
1479,,,,,,
1480,,,,,,
1481,,,,,,
1482,,,,,|1422_1482_4_663_,
1483,,,,,,
1484,,,,,,
1485,|1425_1485_0_664_,,,,,
1486,,,,,,
1487,,,,,|1427_1487_4_665_,
1488,,,,,|1428_1488_4_666_,
1489,,|1429_1489_1_667_,,,,
1490,,,,,,
1491,,,,,,
1492,,,,,,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,,,,,
1497,,,,,,
1498,,,,,,
1499,,,|1439_1499_2_668_,,,
1500,,,,,,
1501,,,,,,
1502,,,,,,
1503,,,,,,
1504,|1445_1504_0_670_,,|1444_1504_2_669_,,,
1505,,,,,,
1506,,,,,|1446_1506_4_671_,
1507,,|1447_1507_1_672_,,,,
1508,,,,,,
1509,|1509_1509_0_689_,,,,,
1510,,,,,,
1511,,,,,,
1512,,|1452_1512_1_673_,,,,
1513,,,,,,
1514,,,,,,
1515,|1459_1515_0_674_,,,,,
1516,,,,,,
1517,|1517_1517_0_694_,,,,,
1518,,,,,|1505_1518_4_687_,
1519,,,,,,
1520,,,,,,
1521,,|1461_1521_1_675_,,,,
1522,,,,,,
1523,|1523_1523_0_698_,,,,|1463_1523_4_676_,
1524,,|1464_1524_1_677_,,,,
1525,,,,,|1465_1525_4_678_,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,,|1471_1531_1_679_,,,,
1532,,|1472_1532_1_680_,,,,
1533,,,,,,
1534,,|1474_1534_1_681_,,,,
1535,,,,,,
1536,,,,,,
1537,,,,,,
1538,,,,,,
1539,,,,,|1479_1539_4_682_,
1540,,,,,,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,,|1492_1544_2_684_,,,
1545,,|1485_1545_1_683_|1496_1545_1_685_,,,,
1546,,,,,,
1547,,,,,,
1548,,,,,,
1549,,,,,,
1550,,,,,,
1551,,,,,,
1552,,,,,,
1553,,,,,,
1554,,,,,,
1555,,,,,,
1556,|1508_1556_0_688_,,,,,
1557,,|1521_1557_1_696_,,,,
1558,,,,,,
1559,,,,,,
1560,,,,,|1500_1560_4_686_,
1561,,,,,,
1562,,,,,,
1563,,,,,,
1564,,,,,,
1565,,,,,,
1566,,,,,|1545_1566_4_701_,
1567,,,,,,
1568,,,|1513_1568_2_691_,,|1516_1568_4_693_,
1569,,,,,,
1570,|1570_1570_0_711_,,,,,
1571,,|1511_1571_1_690_,,,|1522_1571_4_697_,
1572,,,,,,
1573,,,,,,
1574,,,,,|1514_1574_4_692_,
1575,,,,,|1519_1575_4_695_,
1576,,,,,|1530_1576_4_699_,
1577,,,,,,
1578,,,,,,
1579,,,,,,
1580,,,,,,
1581,,,,,|1548_1581_4_702_,
1582,,,,,,
1583,,|1557_1583_1_706_,,,|1549_1583_4_703_,
1584,,,,,,
1585,,,,,,
1586,,,,,,
1587,,,,,,
1588,,,,,,
1589,,,,,,
1590,,,,,,
1591,,,,,,
1592,,,,,,
1593,,,,,,
1594,,,,,,
1595,,,,,,
1596,,,,,,
1597,,|1596_1597_1_720_,,,,
1598,,,,,|1541_1598_4_700_,
1599,,,,,|1556_1599_4_705_,
1600,,,,,,
1601,,|1572_1601_1_712_,,,,
1602,,,,,|1576_1602_4_714_,
1603,,,,,,
1604,,,,,,
1605,,,,,,
1606,,,,,,
1607,,,,,,
1608,,,,,,
1609,,,,,,
1610,,,|1550_1610_2_704_,,,
1611,,,,,,
1612,,,,,,
1613,,,,,,
1614,,,,,,
1615,,,,,,
1616,,,,,,
1617,,|1589_1617_1_717_,,,,
1618,,|1610_1618_1_727_,,,,
1619,,,,,,
1620,,,,,,
1621,,,,,,
1622,,,|1566_1622_2_709_,,,
1623,,,,,,
1624,,,,,|1564_1624_4_707_,
1625,|1625_1625_0_729_,,,,|1565_1625_4_708_,
1626,,,,,,
1627,,,,,|1567_1627_4_710_,
1628,,,,,,
1629,,,,,,
1630,,|1595_1630_1_719_,,,|1629_1630_4_730_,
1631,,,,,,
1632,,,,,,
1633,,,,,,
1634,,,,,|1574_1634_4_713_,
1635,,,,,,
1636,,,,,|1599_1636_4_723_,
1637,,,,,|1597_1637_4_721_,
1638,,|1606_1638_1_724_,,,|1609_1638_4_726_,
1639,,,,,,
1640,,|1608_1640_1_725_,,,,
1641,,|1581_1641_1_715_,,,,
1642,,,,,,
1643,,,,,,
1644,,,,,,
1645,,|1585_1645_1_716_,,,,
1646,,,,,,
1647,,,,,,
1648,,,,,,
1649,,,,,,
1650,,,,,,
1651,,,,,,
1652,,,,,,
1653,,,,,|1593_1653_4_718_,
1654,,,,,,
1655,,,,,,
1656,,,,,,
1657,,,,,|1632_1657_4_732_,
1658,,,,,|1598_1658_4_722_,
1659,,,,,,
1660,,,|1642_1660_2_734_,,,
1661,,,,,,
1662,,,,,,
1663,,,,,|1630_1663_4_731_,
1664,,,,,,
1665,,,,,,
1666,,,,,,
1667,,,,,,
1668,,,,,,
1669,,,,,,
1670,,,,,,
1671,,,,,,
1672,,,,,,
1673,,,,,,
1674,,,,,,
1675,,,,,|1622_1675_4_728_,
1676,,,,,|1667_1676_4_740_,
1677,,,,,|1669_1677_4_741_,
1678,,,,,,
1679,,,,,,
1680,,,,,,
1681,,,,,,
1682,,,,,,
1683,,,,,,
1684,,,,,,
1685,,,,,,
1686,,,,,,
1687,,,,,,
1688,,,,,,
1689,,,,,,
1690,,,,,,
1691,,,,,,
1692,,,,,,
1693,,,,,|1634_1693_4_733_,
1694,,,,,,
1695,,,,,,
1696,,,,,|1660_1696_4_737_,
1697,,,,,,
1698,,,,,,
1699,,,,,,
1700,,,,,,
1701,,,,,,
1702,,,,,,
1703,,,,,,
1704,,,,,|1658_1704_4_736_,
1705,,,,,,
1706,,,,,,
1707,,,,,,
1708,,,,,,
1709,,,,,,
1710,,,,,|1666_1710_4_739_,
1711,,,|1691_1711_2_745_,,|1656_1711_4_735_,
1712,,,,,|1662_1712_4_738_,
1713,,,,,,
1714,,,,,,
1715,,,,,,
1716,,,,,,
1717,,,,,,
1718,,,,,,
1719,,,,,,
1720,,|1684_1720_1_743_,,,,
1721,,,,,|1696_1721_4_747_,
1722,,|1713_1722_1_752_,,,|1678_1722_4_742_,
1723,|1723_1723_0_755_,,,,,
1724,,,,,,
1725,,,,,,
1726,|1726_1726_0_756_,,,,,
1727,,,,,,
1728,,,,,|1708_1728_4_751_,
1729,,,,,,
1730,,,,,,
1731,,,,,,
1732,,,,,|1732_1732_4_758_,
1733,,,,,,
1734,|1734_1734_0_759_,,,,,
1735,,,,,,
1736,,,,,,
1737,,,,,|1685_1737_4_744_,
1738,,,,,|1692_1738_4_746_,
1739,,,,,,
1740,,,,,,
1741,,,,,,
1742,,,,,,
1743,,,,,,
1744,,,,,,
1745,,,,,|1704_1745_4_749_,
1746,,,,,,
1747,,,,,,
1748,,|1702_1748_1_748_,,,,
1749,|1749_1749_0_763_,,,,,
1750,,,,,,
1751,,,,,,
1752,,,,,,
1753,,,,,|1746_1753_4_762_,
1754,,,,,,
1755,,,,,,
1756,,,,,,
1757,,|1717_1757_1_753_,,,|1706_1757_4_750_,
1758,|1758_1758_0_766_,,,,,
1759,,,,,,
1760,,,,,,
1761,,,,,,
1762,,,,,,
1763,,,,,,
1764,,,,,,
1765,,,,,|1741_1765_4_760_,
1766,,,,,,
1767,,,,,|1756_1767_4_765_,
1768,|1768_1768_0_767_,,,,,
1769,,,,,,
1770,,,,,,
1771,,,,,,
1772,,,,,,
1773,,,,,,
1774,,,,,,
1775,,,,,,
1776,,,|1720_1776_2_754_,,,
1777,,,,,,
1778,,,,,,
1779,,,,,,
1780,,,,,,
1781,,,,,,
1782,,,,,,
1783,,,,,,
1784,|1784_1784_0_770_,,,,,
1785,,,,,,
1786,,,,,,
1787,,,,,,
1788,,,,,,
1789,,,,,,
1790,,,,,|1730_1790_4_757_,
1791,,,,,|1743_1791_4_761_,
1792,,,,,,
1793,,,,,,
1794,,,,,,
1795,,|1751_1795_1_764_,,,,
1796,,,,,,
1797,,,,,,
1798,,,,,|1790_1798_4_771_,
1799,|1799_1799_0_774_,,,,,
1800,,,,,,
1801,|1801_1801_0_775_,,,,,
1802,,,,,,
1803,,,,,,
1804,,,,,,
1805,,,,,,
1806,,,,,,
1807,,,,,,
1808,,,,,,
1809,,,,,,
1810,,,,,,
1811,,,,,,
1812,,,,,,
1813,,,,,,
1814,,,,,,
1815,,|1791_1815_1_772_,,,,
1816,,,,,,
1817,,,,,,
1818,,,,,,
1819,,,,,,
1820,,,,,,
1821,,,,,,
1822,,,,,,
1823,|1823_1823_0_782_,,,,,
1824,,,,,,
1825,,,,,|1783_1825_4_769_,
1826,|1826_1826_0_783_,,,,,
1827,,,,,,
1828,,,,,,
1829,,,,,,
1830,,,,,|1818_1830_4_780_,
1831,,,,,,
1832,,,,,|1772_1832_4_768_,
1833,,,,,,
1834,,,,,,
1835,,,,,,
1836,,,,,,
1837,,,,,,
1838,,,,,,
1839,,,,,,
1840,,,,,,
1841,,,,,,
1842,,,,,,
1843,,,,,,
1844,,,,,,
1845,,,,,,
1846,,,,,|1835_1846_4_788_,
1847,,,,,,
1848,,,,,,
1849,|1849_1849_0_793_,,,,,
1850,,,,,,
1851,|1851_1851_0_795_,,,,|1815_1851_4_778_,
1852,,,,,|1817_1852_4_779_,
1853,,|1819_1853_1_781_,,,|1850_1853_4_794_,
1854,,|1831_1854_1_786_,,,,
1855,,|1797_1855_1_773_,,,,
1856,,,,,,
1857,,,,,,
1858,,,,,,
1859,,,|1858_1859_2_796_,,,
1860,,,,,,
1861,,,,,,
1862,,,,,,
1863,,,,,,
1864,,|1829_1864_1_784_,,,,
1865,,|1813_1865_1_777_|1833_1865_1_787_,,,,
1866,,,,,,
1867,,,,,,
1868,,,,,|1830_1868_4_785_,
1869,,,,,,
1870,,,,,|1846_1870_4_791_,
1871,,,,,|1811_1871_4_776_,
1872,,,,,,
1873,,,,,,
1874,,,,,,
1875,,|1848_1875_1_792_,,,,
1876,,,,,,
1877,,,,,,
1878,,,,,|1875_1878_4_798_,
1879,,,,,,
1880,,,,,,
1881,,,,,,
1882,,,,,,
1883,,,,,,
1884,,,,,,
1885,,,,,,
1886,,,,,|1877_1886_4_799_,
1887,,,,,,
1888,,,,,,
1889,,,,,,
1890,,,|1890_1890_2_802_,,,
1891,,|1838_1891_1_789_,,,|1840_1891_4_790_,
1892,,,,,,
1893,,,,,,
1894,,,,,,
1895,|1895_1895_0_805_,,,,,
1896,,,,,,
1897,,,,,,
1898,,,,,,
1899,,,,,,
1900,,,,,,
1901,,,,,,
1902,,,,,,
1903,,,,,,
1904,,,,,,
1905,,,,,,
1906,,,,,|1865_1906_4_797_,
1907,|1907_1907_0_810_,,|1906_1907_2_809_,,,
1908,,,,,,
1909,,,,,,
1910,,,,,,
1911,,,,,,
1912,,,,,|1909_1912_4_811_,
1913,,,,,,
1914,,,,,|1904_1914_4_808_,
1915,,,,,,
1916,,,,,,
1917,,,,,,
1918,,,,,,
1919,,,,,,
1920,,,,,|1893_1920_4_804_,
1921,,,,,,
1922,,,,,,
1923,,,,,,
1924,,,,,|1886_1924_4_801_,
1925,,,,,,
1926,,,,,,
1927,,,,,,
1928,,,,,,
1929,,,,,,
1930,,,,,,
1931,,,,,,
1932,,,,,,
1933,,|1896_1933_1_806_,,,,
1934,,,,,,
1935,,,,,,
1936,,,,,,
1937,,,,,,
1938,,,,,,
1939,|1939_1939_0_817_,|1884_1939_1_800_,,,,
1940,,,|1940_1940_2_818_,,,
1941,,,,,,
1942,|1942_1942_0_819_,,,,,
1943,,,,,,
1944,,,,,,
1945,,,,,,
1946,,,,,,
1947,,,,,,
1948,,,,,,
1949,|1949_1949_0_821_,,,,,
1950,,,,,|1892_1950_4_803_,
1951,,,,,,
1952,,,,,,
1953,,,,,,
1954,,,,,,
1955,,,|1935_1955_2_816_,,|1927_1955_4_815_,
1956,,,,,,
1957,,,,,,
1958,,,,,,
1959,,,,,,
1960,,|1900_1960_1_807_,,,,
1961,,,,,,
1962,,,,,,
1963,,,,,,
1964,,,,,,
1965,,,,,,
1966,,,,,,
1967,,,,,|1919_1967_4_813_,
1968,,,,,,
1969,,,,,,
1970,,,,,,
1971,,,,,,
1972,,,,,|1912_1972_4_812_,
1973,,,,,,
1974,,,|1943_1974_2_820_,,|1962_1974_4_822_,
1975,,,,,,
1976,,,,,,
1977,,,,,,
1978,,,,,,
1979,,,,,,
1980,,,,,|1921_1980_4_814_,
1981,,,,,,
1982,,,,,,
1983,,,,,,
1984,,,,,,
1985,,,,,,
1986,,,,,,
1987,,,,,,
1988,,,,,,
1989,,,,,,
1990,,,,,,
1991,,,,,,
1992,,,,,,
1993,|1993_1993_0_828_,,,,,
1994,,,,,,
1995,,,,,,
1996,,,,,|1971_1996_4_823_,
1997,,,,,,
1998,,|1997_1998_1_829_,,,,
1999,,,,,,
2000,,,,,,
2001,,,,,,
2002,,,,,,
2003,,,,,,
2004,|2004_2004_0_830_,,,,,
2005,,,,,,
2006,,,,,|1977_2006_4_825_,
2007,,,,,,
2008,,,,,,
2009,,,,,,
2010,,,,,,
2011,,,,,,
2012,,,,,,
2013,,|1972_2013_1_824_,,,,
2014,,,,,,
2015,,,,,,
2016,,,,,,
2017,,,,,|1979_2017_4_826_,
2018,,,,,,
2019,,,,,,
2020,,,,,,
2021,,,,,,
2022,,,,,,
2023,,,,,,
2024,,,,,,
2025,,,,,,
2026,,,,,,
2027,,,,,,
2028,,,,,,
2029,,,,,,
2030,,,,,,
2031,,,,,,
2032,,,,,,
2033,,,,,,
2034,,,,,,
2035,,,,,,
2036,,,,,,
2037,,,,,,
2038,,,,,,
2039,,,,,|1980_2039_4_827_,
2040,,,,,,
2041,,,,,,
2042,,,,,,
2043,,,,,,
2044,,,,,,
2045,,,,,,
2046,,,,,,
2047,,,,,,
2048,,,,,,
2049,,,,,|2008_2049_4_832_,
2050,,,,,,
2051,,,,,,
2052,,,,,,
2053,,|2017_2053_1_835_,,,,
2054,,,,,,
2055,,,,,,
2056,,,,,|2012_2056_4_833_,
2057,,,,,,
2058,,,,,|2027_2058_4_838_,
2059,,,,,,
2060,,,,,,
2061,,|2015_2061_1_834_,,,,
2062,,,,,,
2063,,,,,,
2064,,,,,|2005_2064_4_831_,
2065,,,,,,
2066,,,,,,
2067,,,,,,
2068,,,,,,
2069,,,,,|2053_2069_4_845_,
2070,,,,,,
2071,,,,,,
2072,,,,,,
2073,,,|2036_2073_2_841_,,,
2074,,,,,,
2075,,|2058_2075_1_847_,,,|2057_2075_4_846_,
2076,,,,,,
2077,,,,,,
2078,,,,,|2046_2078_4_842_,
2079,,,,,,
2080,,,,,,
2081,,,,,|2077_2081_4_852_,
2082,,|2024_2082_1_837_,,,|2022_2082_4_836_,
2083,,,,,,
2084,,,,,,
2085,,,,,,
2086,,,,,,
2087,,,,,,
2088,,,,,,
2089,,,,,,
2090,,,,,|2030_2090_4_839_,
2091,,,,,|2033_2091_4_840_,
2092,,,,,,
2093,|2093_2093_0_857_,,,,,
2094,,,,,,
2095,,,,,,
2096,,,,,,
2097,,,,,,
2098,,,,,,
2099,,,,,,
2100,,,,,,
2101,,,,,,
2102,,,,,,
2103,,,,,,
2104,,,,,,
2105,,,,,|2060_2105_4_848_,
2106,,,,,,
2107,,,,,,
2108,,,|2048_2108_2_843_,,,
2109,|2109_2109_0_861_,,,,|2049_2109_4_844_,
2110,,|2067_2110_1_849_,,,,
2111,,,,,,
2112,,,,,,
2113,,,,,,
2114,,,,,,
2115,,,,,,
2116,,,,,,
2117,,,,,,
2118,,,,,,
2119,,,,,,
2120,,|2072_2120_1_850_,,,,
2121,,,,,,
2122,,,,,,
2123,,,,,,
2124,,,,,,
2125,,,,,,
2126,,,,,,
2127,,,,,|2120_2127_4_863_,
2128,,,,,,
2129,,,,,,
2130,|2130_2130_0_865_,,,,,
2131,,,,,,
2132,,,,,,
2133,,,,,|2073_2133_4_851_,
2134,,,,,,
2135,,,,,,
2136,,|2078_2136_1_853_,,,,
2137,,,,,,
2138,,|2081_2138_1_854_,,,,
2139,,,,,,
2140,,,,,|2094_2140_4_858_,
2141,|2141_2141_0_869_,,,,|2082_2141_4_855_,
2142,,,,,,
2143,,,,,,
2144,,,,,|2084_2144_4_856_,
2145,,,,,,
2146,,,,,,
2147,,,,,,
2148,,,,,,
2149,,,,,,
2150,,,,,,
2151,,,,,,
2152,,,,,,
2153,,,,,,
2154,,,,,,
2155,,,,,|2095_2155_4_859_,
2156,,,,,,
2157,,,,,,
2158,,,,,,
2159,,|2105_2159_1_860_,,,,
2160,,,,,,
2161,,,,,,
2162,,,,,,
2163,,,,,,
2164,,,,,,
2165,,,,,,
2166,|2166_2166_0_875_,,,,,
2167,,,,,,
2168,,,,,,
2169,,,,,,
2170,,,,,,
2171,,,,,,
2172,,,,,,
2173,,,,,,
2174,,|2126_2174_1_864_,,,|2117_2174_4_862_,
2175,,,,,,
2176,,,,,,
2177,,,,,,
2178,,,,,,
2179,,,,,,
2180,|2180_2180_0_879_,,,,,
2181,|2181_2181_0_880_,,,,,
2182,,,,,,
2183,,,,,,
2184,,,,,,
2185,,,,,,
2186,,,,,,
2187,,,,,,
2188,,,,,,
2189,,,,,,
2190,,,,,|2133_2190_4_866_,
2191,,,,,,
2192,,,,,,
2193,,,,,,
2194,,,,,,
2195,,,,,,
2196,,,,,|2136_2196_4_867_,
2197,,,,,,
2198,,,,,,
2199,,,,,,
2200,,|2140_2200_1_868_,,,|2145_2200_4_870_,
2201,,,,,,
2202,,,,,,
2203,,,,,,
2204,,|2149_2204_1_871_,,,,
2205,,,,,,
2206,,,,,,
2207,,,,,,
2208,,,,,,
2209,,,,,,
2210,,,,,,
2211,,,,,|2151_2211_4_872_,
2212,,,,,,
2213,,,,,,
2214,,,,,|2154_2214_4_873_,
2215,,,,,,
2216,,|2157_2216_1_874_,,,,
2217,,,,,,
2218,,,,,,
2219,,,,,,
2220,,,,,,
2221,,,,,,
2222,,,,,,
2223,,,,,,
2224,,,,,,
2225,,,,,,
2226,,,,,,
2227,,,,,,
2228,,,,,,
2229,,,,,,
2230,,,,,,
2231,,|2229_2231_1_889_,,,|2171_2231_4_876_|2231_2231_4_890_,
2232,,,,,,
2233,,,,,,
2234,,|2176_2234_1_878_,,,,
2235,,,,,|2175_2235_4_877_,
2236,,,,,,
2237,,,,,,
2238,,,,,,
2239,,,,,,
2240,,,,,,
2241,,,,,,
2242,,,,,,
2243,,,,,,
