tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,
841,,,,,,,,,,
842,,,,,,,,,|842_842_8_431_,
843,,,,,,,,,,
844,,,,,,,,,,
845,,,,,,,,,,
846,,,,,,,,,,
847,,,,,,,,,,
848,,,,,,,|846_848_6_434_,,,
849,,,,,,,,,,
850,,,,,|811_850_4_413_,,,,|850_850_8_435_,
851,,,,,,,,,,
852,,,,,,,,,,
853,,,,,,,,,,
854,,,,,,,,,,
855,,,,,,,|853_855_6_437_,,,
856,,,|854_856_2_438_,,,|817_856_5_418_,,,,
857,,,,,,,,,,
858,,,,,,,,,,
859,,,,,,,,,,
860,,,,,|840_860_4_430_,,,,,
861,,,,,,,,,,
862,,,,,,,,,,
863,,,,,|824_863_4_422_,,,,,
864,,,,,,,,,,
865,,,,,,,,,,
866,,,,,,,,,,
867,,,,,,,,,,
868,,,,,,,,,,
869,,,,,,,,,,
870,,,|868_870_2_441_,,,,,,,
871,,,,,,,,,,
872,,,,,,,,,|872_872_8_444_,
873,,,,,,,,,,
874,,,,,|851_874_4_436_,,,,|874_874_8_446_,
875,,,,,,,,,,
876,,,,,,|836_876_5_428_,,,,
877,,,,,,,,,,
878,,,,,,,,,,
879,,,,,,,,,,
880,,,,,,,,,,
881,,,,,,,,,,
882,,,,,,,,,,
883,,,,,|844_883_4_433_,|843_883_5_432_,,,,
884,,,,,,,,,,
885,,,|882_885_2_447_,,,,,,,
886,,,,,,,,,,
887,,,,,,,,,,
888,,,,,,,,,,
889,,,,,,,,,,
890,,,,,,,,,,
891,,,,,|889_891_4_449_,,,,,
892,,,,,,,,,,
893,,,|890_893_2_450_,,,,,,,
894,,,,,,,|891_894_6_451_,,|894_894_8_453_,
895,,,,,,,,,,
896,,,|893_896_2_452_,,,,,,,
897,,,,,|862_897_4_440_,,,,,
898,,,|895_898_2_454_,,,,,,|898_898_8_456_,
899,,,,,,,,,,
900,,,,,,,,,,
901,,,,,,|861_901_5_439_,,,,
902,,,,,,,,,,
903,,,,,|870_903_4_442_,,,,,
904,,,,,,,,,,
905,,,,,,,,,,
906,,,,,,,,,|906_906_8_458_,
907,,,,,,,,,,
908,,,,,,,,,,
909,,,,,,,,,,
910,,,,,,|871_910_5_443_,,,,
911,,,,,,,,,|911_911_8_462_,
912,,,,,,,,,,
913,,,,,,|873_913_5_445_,,,,
914,,,,,,,,,,
915,,,,,,,,,,
916,,,,,,,,,,
917,,,,,,,,,,
918,,,,,,,,,,
919,,,,,,,,,,
920,,,,,,,,,,
921,,,,,,,|918_921_6_467_,,,
922,,,,,,,,,,
923,,,,,,|883_923_5_448_,,,|923_923_8_469_,
924,,,,,,,,,,
925,,,,,,,,,,
926,,,,,,,,,,
927,,,,,,,,,|927_927_8_470_,
928,,,,,,,,,,
929,,,,,,,,,,
930,,,,,,,,,,
931,,,|928_931_2_471_,,,,,,,
932,,,|929_932_2_472_,,,,,,,
933,,,,,|896_933_4_455_,,,,,
934,,,,,,,,,,
935,,,,,,,,,,
936,,,,,|909_936_4_461_,,,,,
937,,,,,,,,,,
938,,,,,,,,,|938_938_8_476_,
939,,,,,,,,,|939_939_8_477_,
940,,,,,,,,,,
941,,,,,|901_941_4_457_,,,,,
942,,,,,,,,,,
943,,,,,,,,,,
944,,,,,,,,,,
945,,,,,,,,,,
946,,,,,,|907_946_5_459_,,,,
947,,,|944_947_2_479_,,|908_947_4_460_,,,,,
948,,,,,,,,,,
949,,,,,|912_949_4_463_,,,,,
950,,,,,,,,,,
951,,,,,,,,,,
952,,,,,,,,,|952_952_8_484_,
953,,,,,|913_953_4_464_,|914_953_5_465_,,,|953_953_8_485_,
954,,,,,,,,,,
955,,,,,,|919_955_5_468_|932_955_5_473_,,,,
956,,,,,,|916_956_5_466_,,,,
957,,,|954_957_2_486_,,,,,,,
958,,,|955_958_2_487_,,,,,,|958_958_8_488_,
959,,,,,,,,,,
960,,,,,,,,,,
961,,,,,,,,,,
962,,,,,,,,,,
963,,,,,,,,,,
964,,,,,,,,,,
965,,,,,,,,,,
966,,,,,,,,,,
967,,,,,,,,,,
968,,,,,,,,,|968_968_8_491_,
969,,,,,,,,,,
970,,,,,,,,,,
971,,,,,,,,,,
972,,,|969_972_2_492_,,,|933_972_5_474_,,,,
973,,,,,,,,,,
974,,,,,,|934_974_5_475_,,,,
975,,,,,,,,,,
976,,,,,,,,,,
977,,,,,,,,,,
978,,,,,,|941_978_5_478_,,,,
979,,,,,,,,,,
980,,,,,,,,,,
981,,,,,,,,,,
982,,,,,,,,,,
983,,,,,,,|980_983_6_496_,,,
984,,,|981_984_2_497_,,,,,,,
985,,,,,|945_985_4_480_,|960_985_5_489_,,,,
986,,,,,,,,,,
987,,,,,,|947_987_5_481_,,,,
988,,,|985_988_2_499_,,,,,,,
989,,,,,,|949_989_5_482_,,,,
990,,,,,,,,,,
991,,,,,,|951_991_5_483_,,,,
992,,,,,,,,,,
993,,,|990_993_2_500_,,,,,,,
994,,,,,,,,,,
995,,,,,,,,,,
996,,,,,,,,,,
997,,,,,,,,,,
998,,,,,,,,,,
999,,,,,,,,,,
1000,,,,,,,,,,
1001,,,,,,,,,,
1002,,,,,,,,,|1002_1002_8_503_,
1003,,,,,|992_1003_4_501_,,,,|1003_1003_8_504_,
1004,,,,,|982_1004_4_498_,,|1001_1004_6_502_,,,
1005,,,,,,,,,,
1006,,,,,,,,,,
1007,,,,,,|967_1007_5_490_,,,,
1008,,,,,,,,,,
1009,,,,,,,,,,
1010,,,|1007_1010_2_505_,,|970_1010_4_493_,,,,,
1011,,,,,,,,,,
1012,,,,,|979_1012_4_495_,,,,|1012_1012_8_507_,
1013,,,,,,,,,,
1014,,,,,,,,,,
1015,,,,,,,,,,
1016,,,,,|977_1016_4_494_,,,,,
1017,,,,,,,,,,
1018,,,,,,,,,,
1019,,,,,,,,,,
1020,,,,,,,,,,
1021,,,,,,,,,,
1022,,,,,,,,,,
1023,,,,,,,,,,
1024,,,,,,,,,,
1025,,,,,,,,,,
1026,,,,,,,,,|1026_1026_8_513_,
1027,,,,,,,,,,
1028,,,,,,,|1025_1028_6_512_,,,
1029,,,,,,,,,,
1030,,,,,,,,,,
1031,,,,,,,,,,
1032,,,,,,,,,,
1033,,,,,,,|1030_1033_6_515_,,,
1034,,,,,,,,,,
1035,,,,,,,,,,
1036,,,,,,,,,,
1037,,,,,,,,,,
1038,,,,,,,,,,
1039,,,,,,,,,,
1040,,,,,,,,,,
1041,,,,,,,,,,
1042,,,,,,,,,,
1043,,,,,,,,,,
1044,,,,,,,,,,
1045,,,,,,,,,,
1046,,,,,,,,,,
1047,,,,,,,,,,
1048,,,,,|1017_1048_4_510_,|1009_1048_5_506_,,,,
1049,,,,,,,,,,
1050,,,,,,,,,,
1051,,,,,,,,,,
1052,,,,,,,,,,
1053,,,,,,,,,,
1054,,,,,,|1014_1054_5_508_,,,,
1055,,,,,,,,,|1055_1055_8_525_,
1056,,,,,,|1016_1056_5_509_,,,,
1057,,,,,,,,,,
1058,,,,,,,,,,
1059,,,,,,,,,,
1060,,,|1057_1060_2_527_,,,,,,,
1061,,,,,,,,,,
1062,,,,,,,,,,
1063,,,,,|1027_1063_4_514_,|1023_1063_5_511_,,,|1063_1063_8_531_,
1064,,,,,,,,,,
1065,,,,,,,|1062_1065_6_530_,,,
1066,,,,,,,,,,
1067,,,,,,,,,,
1068,,,,,,,,,,
1069,,,,,,,,,,
1070,,,,,|1033_1070_4_517_,,,,,
1071,,,,,,,,,,
1072,,,,,|1052_1072_4_523_,|1032_1072_5_516_,,,,
1073,,,,,,|1034_1073_5_518_,,,,
1074,,,,,,,,,,
1075,,,,,,|1035_1075_5_519_,,,|1075_1075_8_533_,
1076,,,,,,,,,,
1077,,,,,,,,,,
1078,,,,,|1042_1078_4_520_,,,,,
1079,,,,,|1043_1079_4_521_,,,,|1079_1079_8_534_,
1080,,,,,,,,,,
1081,,,,,,,,,,
1082,,,,,,,,,,
1083,,,,,,,,,,
1084,,,,,,,|1081_1084_6_535_,,,
1085,,,,,,|1045_1085_5_522_,,,,
1086,,,,,,,,,,
1087,,,,,,,,,|1087_1087_8_539_,
1088,,,,,|1056_1088_4_526_,,,,,
1089,,,,,,,,,,
1090,,,,,,,,,,
1091,,,,,,,,,,
1092,,,,,|1053_1092_4_524_,,,,,
1093,,,,,,,,,,
1094,,,,,,,,,,
1095,,,,,,,,,|1095_1095_8_541_,
1096,,,,,,,,,,
1097,,,,,,,,,,
1098,,,,,,|1059_1098_5_528_,,,,
1099,,,,,,,,,,
1100,,,,,,,,,,
1101,,,,,,|1061_1101_5_529_,,,,
1102,,,,,,,,,,
1103,,,,,,,,,,
1104,,,|1101_1104_2_547_,,,,,,,
1105,,,,,,|1082_1105_5_536_,,,|1105_1105_8_549_,
1106,,,,,,,,,,
1107,,,,,,,,,,
1108,,,,,,,,,,
1109,,,,,,,,,,
1110,,,,,,,,,,
1111,,,,,|1084_1111_4_537_,,,,,
1112,,,,,,,,,,
1113,,,,,,,,,,
1114,,,,,,|1074_1114_5_532_,,,|1114_1114_8_551_,
1115,,,,,,,,,,
1116,,,,,,,,,,
1117,,,,,|1090_1117_4_540_,,,,,
1118,,,,,,,,,,
1119,,,,,,,,,,
1120,,,,,,,,,,
1121,,,,,,,,,,
1122,,,,,|1085_1122_4_538_,,,,,
1123,,,,,,,,,,
1124,,,,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,|1126_1126_8_555_,
1127,,,,,,,,,,
1128,,,,,,,,,,
1129,,,,,,,,,,
1130,,,,,,,,,,
1131,,,,,,,,,,
1132,,,,,,,,,|1132_1132_8_557_,
1133,,,,,,|1128_1133_5_556_,,,,
1134,,,,,,,,,,
1135,,,,,,,,,|1135_1135_8_559_,
1136,,,,,,|1096_1136_5_542_,,,,
1137,,,,,|1097_1137_4_543_,,|1134_1137_6_558_,,,
1138,,,,,,|1098_1138_5_544_,,,,
1139,,,,,,|1099_1139_5_545_,,,,
1140,,,,,,|1100_1140_5_546_,,,,
1141,,,,,,,,,,
1142,,,,,,,,,|1142_1142_8_561_,
1143,,,,,,,,,,
1144,,,,,,|1104_1144_5_548_,,,,
1145,,,,,,,,,,
1146,,,,,,,,,,
1147,,,,,,,|1144_1147_6_562_,,,
1148,,,,,,,,,,
1149,,,,,,,,,,
1150,,,,,|1110_1150_4_550_,,,,,
1151,,,|1148_1151_2_563_,,,,,,,
1152,,,,,,,,,,
1153,,,,,|1115_1153_4_552_,,,,,
1154,,,,,,,,,,
1155,,,,,,,,,,
1156,,,,,|1118_1156_4_553_,,,,,
1157,,,,,,,,,,
1158,,,,,,,,,,
1159,,,,,,,|1156_1159_6_566_,,,
1160,,,,,,,,,,
1161,,,,,,,,,,
1162,,,,,|1122_1162_4_554_,,,,,
1163,,,,,,,,,,
1164,,,,,,,,,,
1165,,,,,,,,,,
1166,,,,,,,,,,
1167,,,,,|1137_1167_4_560_,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,,,,,,,|1167_1170_6_569_,,,
1171,,,,,,,,,,
1172,,,,,,,,,,
1173,,,,,,,,,,
1174,,,|1171_1174_2_570_,,,,,,,
1175,,,,,,,,,,
1176,,,,,,,,,,
1177,,,,,,,,,,
1178,,,,,,,,,,
1179,,,|1176_1179_2_572_,,,,,,|1179_1179_8_574_,
1180,,,,,,,,,,
1181,,,|1178_1181_2_573_,,,,,,,
1182,,,,,,,,,,
1183,,,,,,,,,,
1184,,,|1181_1184_2_576_,,,,,,|1184_1184_8_578_,
1185,,,,,,,,,,
1186,,,,,,,,,,
1187,,,,,,,,,,
1188,,,,,,,,,,
1189,,,,,,,,,,
1190,,,,,,,,,,
1191,,,,,,,,,,
1192,,,|1189_1192_2_579_,,|1154_1192_4_564_,,,,,
1193,,,,,,,,,|1193_1193_8_582_,
1194,,,,,,,,,,
1195,,,|1192_1195_2_581_,,,|1155_1195_5_565_,,,|1195_1195_8_583_,
1196,,,,,,,,,,
1197,,,,,,,,,|1197_1197_8_584_,
1198,,,,,,,,,,
1199,,,,,,|1159_1199_5_567_,,,,
1200,,,,,,,,,,
1201,,,,,,,,,,
1202,,,,,,,,,,
1203,,,,,,,,,,
1204,,,,,,|1164_1204_5_568_,,,,
1205,,,,,,,,,,
1206,,,,,,,,,,
1207,,,,,,,,,,
1208,,,,,,,,,,
1209,,,,,,,,,,
1210,,,|1208_1210_2_588_,,,|1172_1210_5_571_,,,,
1211,,,,,,,,,,
1212,,,,,,,,,,
1213,,,,,,,,,,
1214,,,,,,,,,,
1215,,,,,,,,,,
1216,,,,,,,,,,
1217,,,,,,,,,,
1218,,,,,,,,,|1218_1218_8_590_,
1219,,,,,|1182_1219_4_577_,,,,,
1220,,,,,,|1180_1220_5_575_,,,,
1221,,,,,,,,,,
1222,,,,,,,,,|1222_1222_8_593_,
1223,,,,,,,,,,
1224,,,,,,,,,,
1225,,,,,,,,,,
1226,,,,,,,,,,
1227,,,,,,,,,,
1228,,,,,,,,,,
1229,,,,,,,,,,
1230,,,|1228_1230_2_596_,,|1190_1230_4_580_,,,,,
1231,,,,,,,,,,
1232,,,,,,,,,,
1233,,,,,,,,,|1233_1233_8_598_,
1234,,,,,,,,,,
1235,,,,,,,,,,
1236,,,,,,,,,,
1237,,,,,,,,,,
1238,,,,,,,,,,
1239,,,|1237_1239_2_599_,,|1207_1239_4_587_,,,,,
1240,,,,,|1201_1240_4_585_,,,,,
1241,,,,,,,,,,
1242,,,,,,,,,,
1243,,,,,,,,,,
1244,,,|1242_1244_2_601_,,|1204_1244_4_586_,,,,,
1245,,,,,,,,,,
1246,,,,,,,,,,
1247,,,,,,,,,,
1248,,,,,,,,,,
1249,,,,,,,,,,
1250,,,,,,,,,,
1251,,,,,,,,,,
1252,,,,,,,,,,
1253,,,,,,,,,,
1254,,,,,,,,,,
1255,,,,,|1216_1255_4_589_,,,,|1255_1255_8_605_,
1256,,,|1254_1256_2_604_,,,,,,,
1257,,,,,,,,,,
1258,,,,,,,,,,
1259,,,,,|1219_1259_4_591_,,,,,
1260,,,,,,,,,,
1261,,,,,,|1221_1261_5_592_,,,,
1262,,,,,,,,,,
1263,,,,,|1226_1263_4_594_,,,,,
1264,,,,,,,,,|1264_1264_8_606_,
1265,,,,,,,,,,
1266,,,,,,|1227_1266_5_595_,,,|1266_1266_8_607_,
1267,,,,,,,,,,
1268,,,,,,,,,,
1269,,,,,,,,,|1269_1269_8_608_,
1270,,,,,,,,,,
1271,,,,,,,,,,
1272,,,,,|1232_1272_4_597_,,,,,
1273,,,,,,,,,,
1274,,,,,,,,,,
1275,,,,,,,,,,
1276,,,,,,,,,,
1277,,,,,|1240_1277_4_600_,,,,|1277_1277_8_610_,
1278,,,,,,,,,,
1279,,,,,,,,,,
1280,,,,,,,,,,
1281,,,,,,,,,,
1282,,,,,,,,,,
1283,,,,,,,,,,
1284,,,|1282_1284_2_612_,,,,,,,
1285,,,,,,,,,,
1286,,,,,,,|1283_1286_6_613_,,|1286_1286_8_615_,
1287,,,,,,,,,,
1288,,,,,,,,,,
1289,,,,,,,,,,
1290,,,,,|1250_1290_4_602_,,,,,
1291,,,,,,,,,,
1292,,,,,,,,,,
1293,,,,,|1253_1293_4_603_,,,,,
1294,,,,,,,,,|1294_1294_8_619_,
1295,,,,,,,,,,
1296,,,,,,,,,,
1297,,,,,,,,,,
1298,,,,,,,,,,
1299,,,,,,,,,|1299_1299_8_621_,
1300,,,,,,,,,,
1301,,,,,,,,,,
1302,,,,,,,,,,
1303,,,,,,,,,,
1304,,,,,,,,,,
1305,,,,,,,,,,
1306,,,,,,,|1303_1306_6_622_,,,
1307,,,,,,,,,,
1308,,,,,,,,,,
1309,,,,,,,|1306_1309_6_623_,,,
1310,,,,,,|1270_1310_5_609_,,,,
1311,,,,,,,|1308_1311_6_625_,,,
1312,,,,,,,,,,
1313,,,|1311_1313_2_626_,,,,,,,
1314,,,,,|1288_1314_4_616_,,,,,
1315,,,,,,,,,,
1316,,,,,,,,,|1316_1316_8_627_,
1317,,,,,,,,,,
1318,,,,,,,,,,
1319,,,,,,,,,,
1320,,,,,,,,,,
1321,,,,,|1281_1321_4_611_,,,,,
1322,,,,,,,,,,
1323,,,|1321_1323_2_630_,,,,,,,
1324,,,,,,,,,,
1325,,,,,|1285_1325_4_614_,,|1322_1325_6_631_,,,
1326,,,,,,,,,,
1327,,,,,,,,,,
1328,,,|1326_1328_2_633_,,,,,,,
1329,,,,,,|1289_1329_5_617_,,,,
1330,,,,,,,,,,
1331,,,,,,|1291_1331_5_618_,,,,
1332,,,,,,,,,,
1333,,,,,,,,,,
1334,,,,,|1295_1334_4_620_,,,,,
1335,,,,,,,,,,
1336,,,,,,,,,,
1337,,,,,,,,,,
1338,,,,,,,,,,
1339,,,,,,,,,,
1340,,,,,,,,,,
1341,,,,,,,,,|1341_1341_8_637_,
1342,,,,,,,,,,
1343,,,,,,,,,,
1344,,,,,,,,,,
1345,,,,,,,,,,
1346,,,,,|1307_1346_4_624_,,,,,
1347,,,,,,,|1344_1347_6_638_,,,
1348,,,,,,,,,,
1349,,,,,,,,,,
1350,,,,,,,,,,
1351,,,,,,,,,,
1352,,,,,,,,,,
1353,,,,,,,,,,
1354,,,,,,,,,,
1355,,,,,,,,,,
1356,,,|1354_1356_2_641_,,,,,,,
1357,,,,,|1317_1357_4_628_,,,,,
1358,,,,,,|1318_1358_5_629_,|1355_1358_6_642_,,|1358_1358_8_644_,
1359,,,,,,,,,,
1360,,,,,,,,,,
1361,,,,,,,,,,
1362,,,,,,,,,,
1363,,,,,,,,,,
1364,,,,,,|1325_1364_5_632_,,,,
1365,,,,,,,|1362_1365_6_646_,,,
1366,,,,,,,|1363_1366_6_647_,,,
1367,,,,,,,,,,
1368,,,,,|1330_1368_4_634_,,,,,
1369,,,,,,,,,,
1370,,,,,,,,,,
1371,,,,,,,,,,
1372,,,,,,,,,,
1373,,,,,,,,,,
1374,,,,,,,,,,
1375,,,,,,|1335_1375_5_635_,,,,
1376,,,,,|1336_1376_4_636_,,,,,
1377,,,,,,,,,,
1378,,,,,,,,,,
1379,,,,,,,,,,
1380,,,|1378_1380_2_651_,,,,,,,
1381,,,,,,,,,,
1382,,,,,,,,,,
1383,,,,,,,,,,
1384,,,,,,,,,|1384_1384_8_653_,
1385,,,,,,,,,,
1386,,,,,,,,,,
1387,,,,,,,,,,
1388,,,,,|1348_1388_4_639_,,,,|1388_1388_8_654_,
1389,,,,,,,,,,
1390,,,,,,|1350_1390_5_640_,,,,
1391,,,,,,,,,,
1392,,,,,,,,,,
1393,,,,,,,,,,
1394,,,,,,,,,|1394_1394_8_658_,
1395,,,,,,,,,,
1396,,,,,,,,,,
1397,,,,,,|1357_1397_5_643_,,,,
1398,,,,,,,,,,
1399,,,,,,,,,,
1400,,,,,,,,,,
1401,,,,,,|1361_1401_5_645_,,,,
1402,,,,,,,,,|1402_1402_8_659_,
1403,,,,,,,,,,
1404,,,,,,,,,,
1405,,,,,,,,,,
1406,,,,,|1367_1406_4_648_,,,,,
1407,,,,,,,,,,
1408,,,,,|1368_1408_4_649_,,,,,
1409,,,|1407_1409_2_660_,,|1369_1409_4_650_,,,,|1409_1409_8_661_,
1410,,,,,,,,,,
1411,,,,,,,,,,
1412,,,,,,,,,,
1413,,,,,,,,,,
1414,,,,,,,,,,
1415,,,,,,,,,,
1416,,,,,,,,,|1416_1416_8_662_,
1417,,,,,,,,,,
1418,,,,,|1379_1418_4_652_,,,,,
1419,,,,,,,,,,
1420,,,,,,,,,,
1421,,,,,,,,,,
1422,,,,,,,,,,
1423,,,,,,,,,,
1424,,,,,,,,,,
1425,,,,,,,,,,
1426,,,,,,,,,,
1427,,,,,,,,,,
1428,,,,,,,,,,
1429,,,,,|1390_1429_4_655_,,,,|1429_1429_8_667_,
1430,,,,,,,,,,
1431,,,,,,,,,,
1432,,,,,,|1392_1432_5_656_,,,,
1433,,,,,|1393_1433_4_657_,,,,,
1434,,,,,,,,,,
1435,,,,,,,,,,
1436,,,,,,,,,,
1437,,,,,,,,,,
1438,,,,,,,,,,
1439,,,,,,,,,,
1440,,,,,,,,,,
1441,,,,,,,,,,
1442,,,,,,,,,,
1443,,,,,,,,,,
1444,,,,,,,,,,
1445,,,,,,,,,,
1446,,,,,,,,,,
1447,,,|1445_1447_2_670_,,,,,,,
1448,,,,,,,|1446_1448_6_671_,,,
1449,,,,,,,,,,
1450,,,,,,,,,,
1451,,,,,,,,,,
1452,,,,,,,,,|1452_1452_8_673_,
1453,,,,,,,,,,
1454,,,,,,,,,,
1455,,,,,,,,,,
1456,,,,,,,,,,
1457,,,,,,,,,,
1458,,,,,,,,,,
1459,,,,,,,,,,
1460,,,,,|1422_1460_4_663_,,,,,
1461,,,|1459_1461_2_674_,,,,,,|1461_1461_8_675_,
1462,,,,,,,,,,
1463,,,,,,,,,,
1464,,,,,,|1425_1464_5_664_,,,,
1465,,,,,,,,,,
1466,,,,,|1428_1466_4_666_,,,,,
1467,,,,,|1427_1467_4_665_,,,,,
1468,,,,,,,,,,
1469,,,,,,,,,,
1470,,,,,,,,,,
1471,,,,,,,,,|1471_1471_8_679_,
1472,,,,,,,,,,
1473,,,,,,,,,,
1474,,,,,,,,,|1474_1474_8_681_,
1475,,,,,,,,,,
1476,,,,,,,,,,
1477,,,,,,,,,,
1478,,,,,,,,,,
1479,,,,,,|1439_1479_5_668_,,,,
1480,,,,,,,,,,
1481,,,,,,,,,,
1482,,,,,,,,,,
1483,,,,,,,,,,
1484,,,,,,|1444_1484_5_669_,,,,
1485,,,,,,,,,|1485_1485_8_683_,
1486,,,,,,,,,,
1487,,,,,,|1447_1487_5_672_,,,,
1488,,,,,,,,,,
1489,,,,,,,,,,
1490,,,,,,,,,,
1491,,,,,,,,,,
1492,,,,,,,,,,
1493,,,,,,,,,,
1494,,,,,,,,,,
1495,,,,,,,,,,
1496,,,,,|1463_1496_4_676_,,,,,
1497,,,,,,,,,,
1498,,,,,,,,,,
1499,,,,,,,,,,
1500,,,,,,,,,,
1501,,,,,,,,,,
1502,,,,,,,,,,
1503,,,,,,,,,,
1504,,,,,,|1464_1504_5_677_,,,,
1505,,,,,|1465_1505_4_678_,,,,,
1506,,,,,,,,,,
1507,,,,,,,|1505_1507_6_687_,,,
1508,,,,,,,,,,
1509,,,,,,,,,,
1510,,,|1508_1510_2_688_,,|1472_1510_4_680_,,,,,
1511,,,|1509_1511_2_689_,,,,,,|1511_1511_8_690_,
1512,,,,,|1500_1512_4_686_,,,,,
1513,,,,,,,,,,
1514,,,,,,,,,,
1515,,,,,,,,,,
1516,,,,,,,,,,
1517,,,,,,,,,,
1518,,,,,,,,,,
1519,,,|1517_1519_2_694_,,|1479_1519_4_682_,,,,,
1520,,,,,,,,,,
1521,,,,,,,|1519_1521_6_695_,,|1521_1521_8_696_,
1522,,,,,,,,,,
1523,,,,,,,,,,
1524,,,,,,|1492_1524_5_684_,|1522_1524_6_697_,,,
1525,,,|1523_1525_2_698_,,,,,,,
1526,,,,,,,,,,
1527,,,,,,,,,,
1528,,,,,,,,,,
1529,,,,,,,,,,
1530,,,,,,,,,,
1531,,,,,,,,,,
1532,,,,,,,,,,
1533,,,,,,,,,,
1534,,,,,,,,,,
1535,,,,,,,,,,
1536,,,,,,|1496_1536_5_685_,,,,
1537,,,,,,,,,,
1538,,,,,,,,,,
1539,,,,,,,,,,
1540,,,,,,,,,,
1541,,,,,|1541_1541_4_700_,,,,,
1542,,,,,,,,,,
1543,,,,,,,,,,
1544,,,,,,,,,,
1545,,,,,,,,,,
1546,,,,,,,,,,
1547,,,,,|1516_1547_4_693_,,,,,
1548,,,,,,,,,,
1549,,,,,,,,,,
1550,,,,,,,|1548_1550_6_702_,,,
1551,,,,,,,|1549_1551_6_703_,,,
1552,,,,,,,,,,
1553,,,,,,|1513_1553_5_691_,,,,
1554,,,,,|1514_1554_4_692_,,,,,
1555,,,,,,,,,,
1556,,,,,,,,,,
1557,,,,,,,,,,
1558,,,,,,,|1556_1558_6_705_,,,
1559,,,,,|1545_1559_4_701_,,,,,
1560,,,,,,,,,,
1561,,,,,,,,,,
1562,,,,,,,,,,
1563,,,,,,,,,,
1564,,,,,,,,,,
1565,,,,,,,,,,
1566,,,,,|1565_1566_4_708_,,,,,
1567,,,,,,,,,,
1568,,,,,|1567_1568_4_710_,,,,,
1569,,,,,,,,,,
1570,,,,,,|1530_1570_5_699_,,,,
1571,,,,,,,,,,
1572,,,|1570_1572_2_711_,,,,,,,
1573,,,,,,|1550_1573_5_704_,,,,
1574,,,,,|1574_1574_4_713_,,,,,
1575,,,,,,,,,,
1576,,,,,,,,,,
1577,,,,,|1576_1577_4_714_,,,,,
1578,,,,,,,,,,
1579,,,,,,,,,,
1580,,,,,,,,,,
1581,,,,,,,,,,
1582,,,,,,,,,,
1583,,,,,,|1566_1583_5_709_,,,,
1584,,,,,,,,,,
1585,,,,,,,,,,
1586,,,,,,,,,,
1587,,,,,,,,,,
1588,,,,,,,,,,
1589,,,,,|1564_1589_4_707_,,,,,
1590,,,,,,,,,,
1591,,,,,,,,,,
1592,,,,,,,,,,
1593,,,,,,,,,,
1594,,,,,,,,,,
1595,,,,,,,,,|1595_1595_8_719_,
1596,,,,,,,,,|1596_1596_8_720_,
1597,,,,,,|1557_1597_5_706_,,,,
1598,,,,,,,,,,
1599,,,,,|1598_1599_4_722_,,|1597_1599_6_721_,,,
1600,,,,,|1599_1600_4_723_,,,,,
1601,,,,,,,,,,
1602,,,,,,,,,,
1603,,,,,,,,,,
1604,,,,,,,,,,
1605,,,,,|1589_1605_4_717_,,,,,
1606,,,,,,,,,,
1607,,,,,,,,,,
1608,,,,,,,,,|1608_1608_8_725_,
1609,,,,,,|1572_1609_5_712_,,,,
1610,,,,,|1609_1610_4_726_,|1610_1610_5_727_,,,,
1611,,,,,,,,,,
1612,,,,,|1593_1612_4_718_,,,,,
1613,,,,,,,,,,
1614,,,,,|1581_1614_4_715_,,,,,
1615,,,,,,,,,,
1616,,,,,,,,,,
1617,,,,,,,,,,
1618,,,,,,,,,,
1619,,,,,,,,,,
1620,,,,,,,,,,
1621,,,,,,,,,,
1622,,,,,,,,,,
1623,,,,,|1622_1623_4_728_,,,,,
1624,,,,,,,,,,
1625,,,,,|1585_1625_4_716_,,,,,
1626,,,,,,,,,,
1627,,,|1625_1627_2_729_,,,,,,,
1628,,,,,,,,,,
1629,,,,,,,,,,
1630,,,,,|1629_1630_4_730_,,,,,
1631,,,,,,,,,,
1632,,,,,,,,,,
1633,,,,,,,,,,
1634,,,,,,,|1632_1634_6_732_,,,
1635,,,,,|1606_1635_4_724_,,,,,
1636,,,,,,,,,,
1637,,,,,,,,,,
1638,,,,,,,,,,
1639,,,,,,,,,,
1640,,,,,,,,,,
1641,,,,,,,,,,
1642,,,,,,|1642_1642_5_734_,,,,
1643,,,,,,,,,,
1644,,,,,,,,,,
1645,,,,,|1634_1645_4_733_,,,,,
1646,,,,,,,,,,
1647,,,,,,,,,,
1648,,,,,,,,,,
1649,,,,,,,,,,
1650,,,,,,,,,,
1651,,,,,,,,,,
1652,,,,,,,,,,
1653,,,,,,,,,,
1654,,,,,,,,,,
1655,,,,,,,,,,
1656,,,,,,,,,,
1657,,,,,|1656_1657_4_735_,,,,,
1658,,,,,,,,,,
1659,,,,,,,,,,
1660,,,,,,,,,,
1661,,,,,|1660_1661_4_737_,,,,,
1662,,,,,,,,,,
1663,,,,,,,,,,
1664,,,,,,,,,,
1665,,,,,,,,,,
1666,,,,,,|1666_1666_5_739_,,,,
1667,,,,,|1630_1667_4_731_,,,,,
1668,,,,,,,,,,
1669,,,,,,,,,,
1670,,,,,|1669_1670_4_741_,,,,,
1671,,,,,,,,,,
1672,,,,,,,,,,
