tickNumber,in27,B14,B11,cn12,B54,B51,os4,
961,,,,,,,,
962,,,,,,,,
963,,,,,,,,
964,,,,,,,,
965,,,,,,,,
966,,,,,,,,
967,,,,,,|933_967_5_474_,,
968,,,,,|945_968_4_480_,,|968_968_6_491_,
969,,,,,,,,
970,,,,,,|934_970_5_475_,,
971,,,,,,,,
972,,,,,|932_972_4_473_,,,
973,,,,,,|941_973_5_478_,,
974,,,,,,,|969_974_6_492_,
975,,,,,,,,
976,,,,,,,,
977,,,,,,,,
978,,,,,,,,
979,,,,,,,,
980,,,,,,,,
981,,,,,,,,
982,,,,,,,,
983,,,,,,,,
984,,|980_984_1_496_,,,,|947_984_5_481_,,
985,,,,,,,,
986,,,,,,,|981_986_6_497_,
987,,,,,,,,
988,,,,,,,,
989,,,,,,|949_989_5_482_,,
990,,,,,,,|985_990_6_499_,
991,,,,,|951_991_4_483_,,,
992,,,,,,,,
993,,,,,,,,
994,,,,,,,,
995,,,,,,,|990_995_6_500_,
996,,,,,,,,
997,,,,,,,,
998,,,,,|960_998_4_489_,,,
999,,,,,,,,
1000,,,,,,,,
1001,,,,,,,,
1002,,,,,,|967_1002_5_490_,|1002_1002_6_503_,
1003,,,,,,,|1003_1003_6_504_,
1004,,,,,,,,
1005,,|1001_1005_1_502_,,,|977_1005_4_494_,,,
1006,,,,,,,,
1007,,,,,,,,
1008,,,,,,,,
1009,,,,,|970_1009_4_493_,,,
1010,,,,,,,,
1011,,,,,,,,
1012,,,,,,,|1012_1012_6_507_,
1013,,,,,,,,
1014,,,,,,,,
1015,,,,,|982_1015_4_498_,,,
1016,,,,,,,,
1017,,,,,,,,
1018,,,,,,,,
1019,,,,,|979_1019_4_495_,,,
1020,,,,,,,,
1021,,,,,,,,
1022,,,,,,,,
1023,,,,,,,,
1024,,,,,,,,
1025,,,,,,,,
1026,,,,,,,|1026_1026_6_513_,
1027,,,,,,,,
1028,,,,,,,,
1029,,|1025_1029_1_512_,,,,,,
1030,,,,,,,,
1031,,,,,,,,
1032,,,,,|992_1032_4_501_,,,
1033,,,,,,,,
1034,,|1030_1034_1_515_,,,,,,
1035,,,,,,,,
1036,,,,,,,,
1037,,,,,,,,
1038,,,,,,,,
1039,,,,,,,,
1040,,,,,|1017_1040_4_510_,,,
1041,,,,,,,,
1042,,,,,,,|1007_1042_6_505_,
1043,,,,,,,,
1044,,,,,,,,
1045,,,,,|1033_1045_4_517_,,,
1046,,,,,,,,
1047,,,,,,,,
1048,,,,,,,,
1049,,,,,,|1009_1049_5_506_,,
1050,,,,,,,,
1051,,,,,,,,
1052,,,,,,,,
1053,,,,,,,,
1054,,,,,,|1014_1054_5_508_,,
1055,,,,,,,|1055_1055_6_525_,
1056,,,,,,|1016_1056_5_509_,,
1057,,,,,,|1023_1057_5_511_,,
1058,,,,,,,,
1059,,,,,,,,
1060,,,,,,,,
1061,,,,,,,|1057_1061_6_527_,
1062,,,,,,,,
1063,,,,,,,|1063_1063_6_531_,
1064,,,,,,,,
1065,,|1062_1065_1_530_,,,,,,
1066,,,,,,,,
1067,,,,,|1027_1067_4_514_,,,
1068,,,,,,,,
1069,,,,,,,,
1070,,,,,|1042_1070_4_520_,,,
1071,,,,,,,,
1072,,,,,,|1032_1072_5_516_,,
1073,,,,,,,,
1074,,,,,,|1034_1074_5_518_,,
1075,,,,,,|1035_1075_5_519_,|1075_1075_6_533_,
1076,,,,,,,,
1077,,,,,,,,
1078,,,,,,,,
1079,,,,,|1043_1079_4_521_,,|1079_1079_6_534_,
1080,,,,,,,,
1081,,,,,,,,
1082,,,,,,,,
1083,,,,,,|1045_1083_5_522_,,
1084,,|1081_1084_1_535_,,,,,,
1085,,,,,,,,
1086,,,,,,,,
1087,,,,,,,|1087_1087_6_539_,
1088,,,,,,,,
1089,,,,,|1052_1089_4_523_,,,
1090,,,,,,,,
1091,,,,,,,,
1092,,,,,,,,
1093,,,,,,|1053_1093_5_524_,,
1094,,,,,,|1074_1094_5_532_,,
1095,,,,,|1056_1095_4_526_,,|1095_1095_6_541_,
1096,,,,,,|1061_1096_5_529_,,
1097,,,,,,,,
1098,,,,,,,,
1099,,,,,,|1059_1099_5_528_,,
1100,,,,,,,,
1101,,,,,,,,
1102,,,,,,,,
1103,,,,,,,,
1104,,,,,,,,
1105,,,,,,,|1101_1105_6_547_|1105_1105_6_549_,
1106,,,,,,,,
1107,,,,,,,,
1108,,,,,,,,
1109,,,,,,,,
1110,,,,,,,,
1111,,,,,,,,
1112,,,,,,,,
1113,,,,,,,,
1114,,,,,,,|1114_1114_6_551_,
1115,,,,,,,,
1116,,,,,,,,
1117,,,,,,,,
1118,,,,,,,,
1119,,,,,,,,
1120,,,,,,,,
1121,,,,,,,,
1122,,,,,,|1082_1122_5_536_,,
1123,,,,,,,,
1124,,,,,|1084_1124_4_537_,,,
1125,,,,,|1085_1125_4_538_,,,
1126,,,,,,,|1126_1126_6_555_,
1127,,,,,,,,
1128,,,,,,,,
1129,,,,,|1090_1129_4_540_|1118_1129_4_553_,,,
1130,,,,,,,,
1131,,,,,,,,
1132,,,,,,,|1132_1132_6_557_,
1133,,,,,,,,
1134,,,,,,,,
1135,,,,,,,|1135_1135_6_559_,
1136,,,,,,|1096_1136_5_542_,,
1137,,|1134_1137_1_558_,,,|1097_1137_4_543_|1098_1137_4_544_,,,
1138,,,,,,,,
1139,,,,,|1100_1139_4_546_,|1099_1139_5_545_,,
1140,,,,,,,,
1141,,,,,,,,
1142,,,,,|1115_1142_4_552_,,|1142_1142_6_561_,
1143,,,,,,,,
1144,,,,,,|1104_1144_5_548_,,
1145,,,,,,,,
1146,,,,,,,,
1147,,|1144_1147_1_562_,,,,,,
1148,,,,,,,,
1149,,,,,|1110_1149_4_550_,,,
1150,,,,,,,,
1151,,,,,,,,
1152,,,,,,,|1148_1152_6_563_,
1153,,,,,,,,
1154,,,,,,,,
1155,,,,,,,,
1156,,,,,,,,
1157,,,,,,,,
1158,,,,,,|1122_1158_5_554_,,
1159,,|1156_1159_1_566_,,,,,,
1160,,,,,,,,
1161,,,,,,,,
1162,,,,,,,,
1163,,,,,,,,
1164,,,,,,,,
1165,,,,,,,,
1166,,,,,,,,
1167,,,,,,,,
1168,,,,,,|1128_1168_5_556_,,
1169,,,,,,,,
1170,,|1167_1170_1_569_,,,,,,
1171,,,,,,,,
1172,,,,,,,,
1173,,,,,,,,
1174,,,,,,,,
1175,,,,,,,|1171_1175_6_570_,
1176,,,,,,,,
1177,,,,,|1137_1177_4_560_,,,
1178,,,,,,,,
1179,,,,,,,|1179_1179_6_574_,
1180,,,,,,,|1176_1180_6_572_,
1181,,,,,,,,
1182,,,,,,,|1178_1182_6_573_,
1183,,,,,,,,
1184,,,,,,,|1184_1184_6_578_,
1185,,,,,,,|1181_1185_6_576_,
1186,,,,,,,,
1187,,,,,,,,
1188,,,,,,,,
1189,,,,,,,,
1190,,,,,,,,
1191,,,,,,,,
1192,,,,,,,,
1193,,,,,,,|1189_1193_6_579_|1193_1193_6_582_,
1194,,,,,,|1154_1194_5_564_,,
1195,,,,,,|1155_1195_5_565_,|1195_1195_6_583_,
1196,,,,,,,|1192_1196_6_581_,
1197,,,,,,,|1197_1197_6_584_,
1198,,,,,,,,
1199,,,,,,|1159_1199_5_567_,,
1200,,,,,,,,
1201,,,,,,,,
1202,,,,,,,,
1203,,,,,,,,
1204,,,,,,|1164_1204_5_568_,,
1205,,,,,,,,
1206,,,,,,,,
1207,,,,,,,,
1208,,,,,,,,
1209,,,,,,,,
1210,,,,,,,,
1211,,,,,,,,
1212,,,,,,|1172_1212_5_571_,|1208_1212_6_588_,
1213,,,,,,,,
1214,,,,,,,,
1215,,,,,,,,
1216,,,,,,,,
1217,,,,,,,,
1218,,,,,,,|1218_1218_6_590_,
1219,,,,,|1180_1219_4_575_,,,
1220,,,,,,,,
1221,,,,,,,,
1222,,,,,|1182_1222_4_577_,,|1222_1222_6_593_,
1223,,,,,,,,
1224,,,,,,,,
1225,,,,,,,,
1226,,,,,,,,
1227,,,,,,,,
1228,,,,,,,,
1229,,,,,,|1190_1229_5_580_,,
1230,,,,,,,,
1231,,,,,,,,
1232,,,,,,,|1228_1232_6_596_,
1233,,,,,,,|1233_1233_6_598_,
1234,,,,,,,,
1235,,,,,,,,
1236,,,,,,,,
1237,,,,,,,,
1238,,,,,,,,
1239,,,,,|1201_1239_4_585_,,,
1240,,,,,,,,
1241,,,,,,,|1237_1241_6_599_,
1242,,,,,,,,
1243,,,,,,,,
1244,,,,,,|1204_1244_5_586_,,
1245,,,,,,,,
1246,,,,,|1207_1246_4_587_,,|1242_1246_6_601_,
1247,,,,,,,,
1248,,,,,,,,
1249,,,,,,,,
1250,,,,,|1219_1250_4_591_,,,
1251,,,,,,,,
1252,,,,,,,,
1253,,,,,,,,
1254,,,,,,,|1254_1254_6_604_,
1255,,,,,,,|1255_1255_6_605_,
1256,,,,,|1216_1256_4_589_,,,
1257,,,,,,,,
1258,,,,,,,,
1259,,,,,,,,
1260,,,,,,,,
1261,,,,,,|1221_1261_5_592_,,
1262,,,,,,,,
1263,,,,,,,,
1264,,,,,,,|1264_1264_6_606_,
1265,,,,,,,,
1266,,,,,|1226_1266_4_594_,,|1266_1266_6_607_,
1267,,,,,,|1227_1267_5_595_,,
1268,,,,,,,,
1269,,,,,,,|1269_1269_6_608_,
1270,,,,,|1232_1270_4_597_,,,
1271,,,,,,,,
1272,,,,,,,,
1273,,,,,,,,
1274,,,,,|1240_1274_4_600_,,,
1275,,,,,,,,
1276,,,,,,,,
1277,,,,,|1253_1277_4_603_,,|1277_1277_6_610_,
1278,,,,,,,,
1279,,,,,,,,
1280,,,,,,,,
1281,,,,,,,,
1282,,,,,,,,
1283,,,,,,,,
1284,,,,,,,,
1285,,,,,,,,
1286,,|1283_1286_1_613_,,,,,|1282_1286_6_612_|1286_1286_6_615_,
1287,,,,,,,,
1288,,,,,,,,
1289,,,,,,,,
1290,,,,,|1250_1290_4_602_,,,
1291,,,,,,,,
1292,,,,,,,,
1293,,,,,,,,
1294,,,,,,,|1294_1294_6_619_,
1295,,,,,,,,
1296,,,,,,,,
1297,,,,,,,,
1298,,,,,,,,
1299,,,,,|1281_1299_4_611_,,|1299_1299_6_621_,
1300,,,,,,,,
1301,,,,,,,,
1302,,,,,,,,
1303,,,,,,,,
1304,,,,,,,,
1305,,,,,,,,
1306,,|1303_1306_1_622_,,,,,,
1307,,,,,,,,
1308,,,,,,,,
1309,,|1306_1309_1_623_,,,,|1270_1309_5_609_,,
1310,,,,,,,,
1311,,|1308_1311_1_625_,,,,,,
1312,,,,,,,,
1313,,,,,,,,
1314,,,,,,,,
1315,,,,,,,,
1316,,,,,,,|1316_1316_6_627_,
1317,,,,,,,,
1318,,,,,,,,
1319,,,,,,,,
1320,,,,,|1288_1320_4_616_,,,
1321,,,,,,,,
1322,,,,,,,,
1323,,,,,,,,
1324,,,,,,,,
1325,,|1322_1325_1_631_,,,,|1285_1325_5_614_,|1321_1325_6_630_,
1326,,,,,,,,
1327,,,,,,,,
1328,,,,,,|1289_1328_5_617_,,
1329,,,,,,,,
1330,,,,,,,|1326_1330_6_633_,
1331,,,,,,|1291_1331_5_618_,,
1332,,,,,,,,
1333,,,,,,,,
1334,,,,,,,,
1335,,,,,|1295_1335_4_620_,,,
1336,,,,,,,,
1337,,,,,,,,
1338,,,,,,,,
1339,,,,,,,,
1340,,,,,,,,
1341,,,,,,,|1341_1341_6_637_,
1342,,,,,,,,
1343,,,,,,,,
1344,,,,,,,,
1345,,,,,|1307_1345_4_624_,,,
1346,,,,,,,,
1347,,|1344_1347_1_638_,,,,,,
1348,,,,,,,,
1349,,,,,,,,
1350,,,,,,,,
1351,,,,,|1317_1351_4_628_,,|1311_1351_6_626_,
1352,,,,,,,,
1353,,,,,,,,
1354,,,,,,,,
1355,,,,,,,,
1356,,,,,,,,
1357,,,,,,,,
1358,,|1355_1358_1_642_,,,,|1318_1358_5_629_,|1354_1358_6_641_|1358_1358_6_644_,
1359,,,,,,,,
1360,,,,,,,,
1361,,,,,,,,
1362,,,,,,,,
1363,,,,,,,,
1364,,,,,|1325_1364_4_632_,,,
1365,,|1362_1365_1_646_,,,,,,
1366,,|1363_1366_1_647_,,,,,,
1367,,,,,,,,
1368,,,,,,,,
1369,,,,,,,,
1370,,,,,|1330_1370_4_634_,,,
1371,,,,,,,,
1372,,,,,,,,
1373,,,,,,,,
1374,,,,,,,,
1375,,,,,|1335_1375_4_635_,,,
1376,,,,,,|1336_1376_5_636_,,
1377,,,,,,,,
1378,,,,,,,,
1379,,,,,,,,
1380,,,,,,,,
1381,,,,,,,,
1382,,,,,,,|1378_1382_6_651_,
1383,,,,,,,,
1384,,,,,,,|1384_1384_6_653_,
1385,,,,,,,,
1386,,,,,,,,
1387,,,,,,,,
1388,,,,,|1348_1388_4_639_,,|1388_1388_6_654_,
1389,,,,,,,,
1390,,,,,,|1350_1390_5_640_,,
1391,,,,,,,,
1392,,,,,,,,
1393,,,,,,,,
1394,,,,,,,|1394_1394_6_658_,
1395,,,,,,,,
1396,,,,,,,,
1397,,,,,,|1357_1397_5_643_,,
1398,,,,,,,,
1399,,,,,,,,
1400,,,,,,,,
1401,,,,,,|1361_1401_5_645_,,
1402,,,,,,,|1402_1402_6_659_,
1403,,,,,,,,
1404,,,,,,,,
1405,,,,,|1368_1405_4_649_,,,
1406,,,,,|1367_1406_4_648_,,,
1407,,,,,,,,
1408,,,,,,,,
1409,,,,,|1369_1409_4_650_,,|1409_1409_6_661_,
1410,,,,,,,,
1411,,,,,,,|1407_1411_6_660_,
1412,,,,,,,,
1413,,,,,,,,
1414,,,,,,,,
1415,,,,,,,,
1416,,,,,,,|1416_1416_6_662_,
1417,,,,,,,,
1418,,,,,|1379_1418_4_652_,,,
1419,,,,,,,,
1420,,,,,,,,
1421,,,,,,,,
1422,,,,,,,,
1423,,,,,,,,
1424,,,,,,,,
1425,,,,,,,,
1426,,,,,|1390_1426_4_655_,,,
1427,,,,,,,,
1428,,,,,,,,
1429,,,,,,,|1429_1429_6_667_,
1430,,,,,,,,
1431,,,,,,,,
1432,,,,,|1392_1432_4_656_,,,
1433,,,,,|1393_1433_4_657_,,,
1434,,,,,,,,
1435,,,,,,,,
1436,,,,,,,,
1437,,,,,,,,
1438,,,,,,,,
1439,,,,,,,,
1440,,,,,,,,
1441,,,,,,,,
1442,,,,,,,,
1443,,,,,,,,
1444,,,,,,,,
1445,,,,,,,,
1446,,,,,,,,
1447,,,,,,,,
1448,,,,,,,,
1449,,|1446_1449_1_671_,,,,,|1445_1449_6_670_,
1450,,,,,,,,
1451,,,,,,,,
1452,,,,,,,|1452_1452_6_673_,
1453,,,,,,,,
1454,,,,,,,,
1455,,,,,,,,
1456,,,,,,,,
1457,,,,,,,,
1458,,,,,,,,
1459,,,,,,,,
1460,,,,,,,,
1461,,,,,,,|1461_1461_6_675_,
1462,,,,,|1422_1462_4_663_,,,
1463,,,,,,,|1459_1463_6_674_,
1464,,,,,,,,
1465,,,,,,|1425_1465_5_664_,,
1466,,,,,,,,
1467,,,,,|1427_1467_4_665_,,,
1468,,,,,|1428_1468_4_666_,,,
1469,,,,,,,,
1470,,,,,,,,
1471,,,,,,,|1471_1471_6_679_,
1472,,,,,,,,
1473,,,,,,,,
1474,,,,,,,|1474_1474_6_681_,
1475,,,,,,,,
1476,,,,,,,,
1477,,,,,,,,
1478,,,,,,,,
1479,,,,,,|1439_1479_5_668_,,
1480,,,,,,,,
1481,,,,,,,,
1482,,,,,,,,
1483,,,,,,,,
1484,,,,,,|1444_1484_5_669_,,
1485,,,,,,,|1485_1485_6_683_,
1486,,,,,,,,
1487,,,,,,|1447_1487_5_672_,,
1488,,,,,,,,
1489,,,,,,,,
1490,,,,,,,,
1491,,,,,,,,
1492,,,,,,,,
1493,,,,,|1479_1493_4_682_,,,
1494,,,,,,,,
1495,,,,,,,,
1496,,,,,,,,
1497,,,,,,,,
1498,,,,,,,,
1499,,,,,,,,
1500,,,,,,,,
1501,,,,,,,,
1502,,,,,|1463_1502_4_676_,,,
1503,,,,,|1500_1503_4_686_,,,
1504,,,,,|1464_1504_4_677_,,,
1505,,,,,|1465_1505_4_678_,,,
1506,,,,,,,,
1507,,,,,,,,
1508,,,,,,,,
1509,,,,,,,,
1510,,,,,,|1472_1510_5_680_,,
1511,,|1505_1511_1_687_,,,,,|1511_1511_6_690_,
1512,,,,,,,,
1513,,,,,,,,
1514,,,,,,,,
1515,,,,,,,|1508_1515_6_688_,
1516,,,,,,,|1509_1516_6_689_,
1517,,,,,,,,
1518,,,,,,,,
1519,,,,,,,,
1520,,,,,,,,
1521,,,,,,,|1521_1521_6_696_,
1522,,,,,,,,
1523,,,,,,,,
1524,,,,,,,|1517_1524_6_694_,
1525,,|1519_1525_1_695_,,,,,,
1526,,,,,,,,
1527,,,,,,,,
1528,,|1522_1528_1_697_,,,,,,
1529,,,,,,|1492_1529_5_684_,,
1530,,,,,,,|1523_1530_6_698_,
1531,,,,,,,,
1532,,,,,,,,
1533,,,,,,,,
1534,,,,,,,,
1535,,,,,,,,
1536,,,,,,|1496_1536_5_685_,,
1537,,,,,,,,
1538,,,,,,,,
1539,,,,,,,,
1540,,,,,,,,
1541,,,,,,,,
1542,,,,,,,,
1543,,,,,,,,
1544,,,,,,,,
1545,,,,,,,,
1546,,,,,|1514_1546_4_692_,,,
1547,,,,,,,,
1548,,,,,,,,
1549,,,,,,|1513_1549_5_691_,,
1550,,,,,,,,
1551,,,,,,,,
1552,,,,,,,,
1553,,,,,|1516_1553_4_693_,,,
1554,,|1548_1554_1_702_,,,,,,
1555,,|1549_1555_1_703_,,,,,,
1556,,,,,,,,
1557,,,,,,,,
1558,,,,,,,,
1559,,,,,,,,
1560,,,,,,,,
1561,,,,,,,,
1562,,|1556_1562_1_705_,,,,,,
1563,,,,,,,,
1564,,,,,,,,
1565,,,,,,,,
1566,,,,,,,,
1567,,,,,,,,
1568,,,,,|1565_1568_4_708_,|1557_1568_5_706_,,
1569,,,,,|1541_1569_4_700_,,,
1570,,,,,|1530_1570_4_699_|1567_1570_4_710_,,,
1571,,,,,,,,
1572,,,,,,,,
1573,,,,,|1545_1573_4_701_,,,
1574,,,,,,,,
1575,,,,,,,,
1576,,,,,,,,
1577,,,,,,,|1570_1577_6_711_,
1578,,,,,,,,
1579,,,,,|1576_1579_4_714_,,,
1580,,,,,,,,
1581,,,,,,,,
1582,,,,,,,,
1583,,,,,,,,
1584,,,,,,,,
1585,,,,,,,,
1586,,,,,,,,
1587,,,,,,,,
1588,,,,,|1550_1588_4_704_,,,
1589,,,,,,,,
1590,,,,,,,,
1591,,,,,,,,
1592,,,,,,,,
1593,,,,,,,,
1594,,,,,,,,
1595,,,,,,,|1595_1595_6_719_,
1596,,,,,,|1585_1596_5_716_,|1596_1596_6_720_,
1597,,,,,,,,
1598,,,,,,,,
1599,,,,,,,,
1600,,,,,,,,
1601,,,,,,,,
1602,,,,,|1599_1602_4_723_,,,
1603,,|1597_1603_1_721_,,,,,,
1604,,,,,|1564_1604_4_707_,|1566_1604_5_709_,,
1605,,,,,,,,
1606,,,,,|1574_1606_4_713_,,,
1607,,,,,,,,
1608,,,,,,,|1608_1608_6_725_,
1609,,,,,,,,
1610,,,,,,,,
1611,,,,,,,,
1612,,,,,,|1572_1612_5_712_,,
1613,,,,,,|1581_1613_5_715_,,
1614,,,,,,,,
1615,,,,,,,,
1616,,,,,,,,
1617,,,,,,,,
1618,,,,,,,,
1619,,,,,,,,
1620,,,,,,,,
1621,,,,,|1589_1621_4_717_,,,
1622,,,,,|1593_1622_4_718_,,,
1623,,,,,,,,
1624,,,,,,,,
1625,,,,,,,,
1626,,,,,,,,
1627,,,,,,,,
1628,,,,,,,,
1629,,,,,,,,
1630,,,,,|1630_1630_4_731_,,,
1631,,,,,,,,
1632,,,,,|1629_1632_4_730_,|1606_1632_5_724_,|1625_1632_6_729_,
1633,,,,,,,,
1634,,,,,,,,
1635,,,,,,,,
1636,,,,,|1598_1636_4_722_,,,
1637,,,,,,|1610_1637_5_727_,,
1638,,|1632_1638_1_732_,,,,,,
1639,,,,,,,,
1640,,,,,,,,
1641,,,,,,,,
1642,,,,,,,,
1643,,,,,,,,
1644,,,,,,,,
1645,,,,,|1609_1645_4_726_,,,
1646,,,,,,,,
1647,,,,,,,,
1648,,,,,,,,
1649,,,,,,,,
1650,,,,,,,,
1651,,,,,,,,
1652,,,,,|1622_1652_4_728_,,,
1653,,,,,,,,
1654,,,,,,,,
1655,,,,,,,,
1656,,,,,,,,
1657,,,,,,|1642_1657_5_734_,,
1658,,,,,,,,
1659,,,,,|1656_1659_4_735_,,,
1660,,,,,|1634_1660_4_733_,,,
1661,,,,,,,,
1662,,,,,|1660_1662_4_737_,,,
1663,,,,,,,,
1664,,,,,,,,
1665,,,,,,,,
1666,,,,,,,,
1667,,,,,,,,
1668,,,,,,,,
1669,,,,,,,,
1670,,,,,|1667_1670_4_740_,,,
1671,,,,,,,,
1672,,,,,|1669_1672_4_741_,,,
1673,,,,,,,,
1674,,,,,,,,
1675,,,,,|1658_1675_4_736_,,,
1676,,,,,,,,
1677,,,,,,,,
1678,,,,,,,,
1679,,,,,,,,
1680,,,,,,,,
1681,,,,,|1678_1681_4_742_,,,
1682,,,,,,,,
1683,,,,,,,,
1684,,,,,,,|1684_1684_6_743_,
1685,,,,,,,,
1686,,,,,,,,
1687,,,,,,,,
1688,,,,,,,,
1689,,,,,,,,
1690,,,,,,,,
1691,,,,,,|1691_1691_5_745_,,
1692,,,,,,,,
1693,,,,,|1662_1693_4_738_,,,
1694,,,,,,,,
1695,,,,,|1692_1695_4_746_,,,
1696,,,,,,,,
1697,,,,,,,,
1698,,,,,,,,
1699,,,,,,,,
1700,,,,,,,,
1701,,,,,|1685_1701_4_744_,,,
1702,,,,,,,|1702_1702_6_748_,
1703,,,,,,,,
1704,,,,,,,,
1705,,,,,,|1666_1705_5_739_,,
1706,,|1706_1706_1_750_,,,,,,
1707,,,,,|1704_1707_4_749_,,,
1708,,,,,,,,
1709,,,,,,,,
1710,,,,,,,,
1711,,,,,,,,
1712,,,,,,,,
1713,,,,,,,|1713_1713_6_752_,
1714,,|1708_1714_1_751_,,,,,,
1715,,,,,,,,
1716,,,,,,,,
1717,,,,,,,|1717_1717_6_753_,
1718,,,,,,,,
1719,,,,,,,,
1720,,,,,,,,
1721,,,,,,,,
1722,,,,,,|1720_1722_5_754_,,
1723,,,,,,,,
1724,,,,,,,,
1725,,,,,,,,
1726,,,,,,,|1723_1726_6_755_,
1727,,,,,,,,
1728,,,,,|1696_1728_4_747_,,,
1729,,,,,,,|1726_1729_6_756_,
1730,,,,,,,,
1731,,,,,|1730_1731_4_757_,,,
1732,,,,,,,,
1733,,,,,|1732_1733_4_758_,,,
1734,,,,,,,,
1735,,,,,,,,
1736,,,,,,,,
1737,,,,,,,|1734_1737_6_759_,
1738,,,,,,,,
1739,,,,,,,,
1740,,,,,,,,
1741,,,,,,,,
1742,,,,,|1741_1742_4_760_,,,
1743,,,,,,,,
1744,,,,,|1743_1744_4_761_,,,
1745,,,,,,,,
1746,,,,,,,,
1747,,,,,,,,
1748,,,,,,,,
1749,,|1746_1749_1_762_,,,,,,
1750,,,,,,,,
1751,,,,,,,|1751_1751_6_764_,
1752,,,,,,,|1749_1752_6_763_,
1753,,,,,,,,
1754,,,,,,,,
1755,,,,,,,,
1756,,,,,,,,
1757,,,,,,,,
1758,,,,,,,,
1759,,|1756_1759_1_765_,,,,,,
1760,,,,,,,,
1761,,,,,,,|1758_1761_6_766_,
1762,,,,,,,,
1763,,,,,,,,
1764,,,,,,,,
1765,,,,,,,,
1766,,,,,,,,
1767,,,,,,,,
1768,,,,,,,,
1769,,,,,,,,
1770,,,,,,,,
1771,,,,,,,|1768_1771_6_767_,
1772,,,,,,,,
1773,,,,,,,,
1774,,,,,,,,
1775,,,,,,,,
1776,,,,,,,,
1777,,,,,,,,
1778,,,,,,,,
1779,,,,,,,,
1780,,,,,,,,
1781,,,,,,,,
1782,,,,,,,,
1783,,,,,,,,
1784,,,,,|1783_1784_4_769_,,,
1785,,,,,,,,
1786,,,,,,,,
1787,,,,,,,|1784_1787_6_770_,
1788,,,,,,,,
1789,,,,,,,,
1790,,,,,,,,
1791,,,,,,,|1791_1791_6_772_,
1792,,,,,,,,
1793,,,,,,,,
1794,,,,,,,,
1795,,,,,,,,
1796,,,,,,,,
1797,,,,,,,,
1798,,,,,,,,
1799,,,,,,,,
1800,,,,,,,,
1801,,,,,,,,
1802,,,,,|1797_1802_4_773_,,|1799_1802_6_774_,
1803,,,,,,,,
1804,,,,,,,|1801_1804_6_775_,
1805,,,,,,,,
1806,,,,,,,,
1807,,,,,,,,
1808,,,,,,,,
1809,,,,,,,,
1810,,,,,|1772_1810_4_768_,,,
1811,,,,,,,,
1812,,,,,|1811_1812_4_776_,,,
1813,,,,,,,,
1814,,,,,,,,
1815,,,,,,,,
1816,,,,,,,,
1817,,,,,|1790_1817_4_771_,,,
1818,,|1815_1818_1_778_,,,|1817_1818_4_779_,,,
1819,,,,,,,,
1820,,,,,,,,
1821,,,,,,,,
1822,,,,,,,,
1823,,,,,,,,
1824,,,,,,,,
1825,,,,,,,,
1826,,,,,,,|1823_1826_6_782_,
1827,,,,,,,,
1828,,,,,,,,
1829,,,,,,,|1826_1829_6_783_,
1830,,,,,,,,
1831,,,,,|1830_1831_4_785_,,,
1832,,,,,,,,
1833,,,,,,,|1833_1833_6_787_,
1834,,,,,|1818_1834_4_780_,,,
1835,,,,,,|1819_1835_5_781_,,
1836,,,,,|1835_1836_4_788_,,,
1837,,,,,,,,
1838,,,,,,,,
1839,,,,,,,,
1840,,,,,,,,
1841,,,,,|1840_1841_4_790_,,,
1842,,,,,,,,
1843,,,,,,,,
1844,,,,,,,,
1845,,,,,,,,
1846,,,,,|1813_1846_4_777_,,,
1847,,,,,,,,
1848,,,,,,,|1848_1848_6_792_,
1849,,|1846_1849_1_791_,,,,,,
1850,,,,,,,,
1851,,,,,|1850_1851_4_794_,,,
1852,,,,,,|1838_1852_5_789_,|1849_1852_6_793_,
1853,,,,,,,,
1854,,,,,,,|1851_1854_6_795_,
1855,,,,,,,,
1856,,,,,,|1831_1856_5_786_,,
1857,,,,,,,,
1858,,,,,,,,
1859,,,,,,,,
1860,,,,,,,,
1861,,,,,,,,
1862,,,,,,,,
1863,,,,,,,,
1864,,,,,,,,
1865,,,,,,,,
1866,,,,,|1865_1866_4_797_,,,
1867,,,,,,,,
1868,,,,,,,,
1869,,,,,|1829_1869_4_784_,,,
1870,,,,,,|1858_1870_5_796_,,
1871,,,,,,,,
1872,,,,,,,,
1873,,,,,,,,
1874,,,,,,,,
1875,,,,,,,,
1876,,,,,|1875_1876_4_798_,,,
1877,,,,,,,,
1878,,,,,|1877_1878_4_799_,,,
1879,,,,,,,,
1880,,,,,,,,
1881,,,,,,,,
1882,,,,,,,,
1883,,,,,,,,
1884,,,,,,,,
1885,,,,,,,,
1886,,,,,,,,
1887,,,,,,,,
1888,,,,,,,,
1889,,,,,,,,
1890,,,,,,,,
1891,,,,,,,,
1892,,,,,,,,
1893,,,,,,,,
1894,,,,,|1893_1894_4_804_,,,
1895,,,,,,,,
1896,,,,,,,|1896_1896_6_806_,
1897,,,,,,,,
1898,,,,,,,|1895_1898_6_805_,
1899,,,,,,,,
1900,,,,,,,|1900_1900_6_807_,
1901,,,,,,,,
1902,,,,,,,,
1903,,,,,,,,
1904,,,,,,,,
1905,,,,,|1904_1905_4_808_,,,
1906,,,,,,,,
1907,,,,,|1884_1907_4_800_,,,
1908,,,,,,,,
1909,,,,,,,,
