tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,sh10,in22,
749,,,,,,,,,,,,
750,,,,,|710_750_4_372_,,,,,,,
751,,,,,|711_751_4_373_,,,,,,,
752,,,,,,,,,,,,
753,,,,,,,,,,,,
754,,,,,,,,,,,,
755,,,,,,,,,,,|752_755_10_385_,
756,,,,,,,,,,|754_756_9_386_,,
757,,,,,,,,,,,,
758,,,,,,,,,,,|755_758_10_387_,
759,,,,,,,,,,,,
760,,,,,,,,,,,,
761,,,,,,,,,,,,
762,,,,,|740_762_4_383_,,,,,,,
763,,,,,,,,,,,,
764,,,,,,,,,,,|761_764_10_388_,
765,,,,,,,,,,,,
766,,,,,,,,,,,,
767,,,,,,,|762_767_6_389_,,,,,
768,,,,,,,,,,,|765_768_10_391_,
769,,,,,,,,,,,,
770,,,,,,,,,,,,
771,,,,,,,,,,,,
772,,,,,,,,,,,,
773,,,,,,,,,,,,
774,,,,,,,|770_774_6_392_,,,,,
775,,,,,,,,,,,,
776,,,,,|739_776_4_382_,,|771_776_6_393_,,,,,
777,,,,,,,,,,,,
778,,,,,,,,,,,|775_778_10_395_,
779,,,,,,,,,,,,
780,,,,,,,|776_780_6_396_,,,|778_780_9_397_,,
781,,,,,,,,,,,,
782,,,,,,,,,,,,
783,,,,,,,,,,,,
784,,,,,,,,,,,,
785,,,,,,,,,,,,
786,,,,,,,,,,,,
787,,,,,,,,,,,,
788,,,,,,,,,,,|784_788_10_400_,
789,,,,,,,,,,,,
790,,,,,,,,,,,,
791,,,,,,,,,,,,
792,,,,,,,|787_792_6_401_,,,,,
793,,,,,,,,,,,,
794,,,,,|764_794_4_390_,,,,,,,
795,,,,,,,,,,,,
796,,,,,,,,,,,,
797,,,,,,,,,,,|794_797_10_403_,
798,,,,,,,|793_798_6_402_,,,,,
799,,,,,,,,,,,|796_799_10_404_,
800,,,,,|799_800_4_405_,,,,,,,
801,,,,,,,,,,,,
802,,,,,,,,,,,,
803,,,,,,,,,,,|800_803_10_406_,
804,,,,,,,,,,,,
805,,,,,,,|802_805_6_407_,,,,,
806,,,,,,,,,,,,
807,,,,,,,,,,,|803_807_10_408_,
808,,,,,,,,,,,|804_808_10_409_,
809,,,,,,,,,,,|805_809_10_410_,
810,,,,,|809_810_4_411_,,,,,,,
811,,,,,,,,,,,,
812,,,,,|811_812_4_413_,,,,,,,
813,,,,,|773_813_4_394_,,,,,,,
814,,,,,,,,,,,|810_814_10_412_,
815,,,,,,,,,,,,
816,,,,,,,,,,,|812_816_10_414_,
817,,,,,,,,,,,,
818,,,,,|780_818_4_398_,,,,,|817_818_9_418_,|814_818_10_415_,
819,,,,,,,|816_819_6_417_,,,,|815_819_10_416_,
820,,,,,,,,,,,,
821,,,,,|781_821_4_399_,,,,,,,
822,,,,,,,|819_822_6_419_,,,,,
823,,,,,,,,,,,,
824,,,,,,,,,,,|820_824_10_420_,
825,,,,,|824_825_4_422_,,,,,,,
826,,,,,,,|823_826_6_421_,,,,,
827,,,,,,,,,,,,
828,,,,,,,,,,,,
829,,,,,,,,,,,,
830,,,,,,,,,,,,
831,,,,,,,|828_831_6_423_,,,,,
832,,,,,,,|830_832_6_424_,,,,,
833,,,,,,,,,,,,
834,,,,,,,,,,,,
835,,,,,,,,,,,,
836,,,,,,,|833_836_6_425_,,,,,
837,,,,,,,,,,|836_837_9_428_,,
838,,,,,,,,,,,|834_838_10_426_,
839,,,,,,,,,,,|835_839_10_427_,
840,,,,,,,,,,,,
841,,,,,|840_841_4_430_,,,,,,,
842,,,,,,,,,,,|838_842_10_429_,
843,,,,,,,,,,,,
844,,,,,,,,,,|843_844_9_432_,,
845,,,,,|844_845_4_433_,,,,,,,
846,,,,,,,,,,,|842_846_10_431_,
847,,,,,,,,,,,,
848,,,,,,,|846_848_6_434_,,,,,
849,,,,,,,,,,,,
850,,,,,,,,,,,,
851,,,,,,,,,,,,
852,,,,,|851_852_4_436_,,,,,,,
853,,,,,,,,,,,,
854,,,,,,,,,,,|850_854_10_435_,
855,,,,,,,|853_855_6_437_,,,,,
856,,,,,,,,,,,,
857,,,,,,,|854_857_6_438_,,,,,
858,,,,,,,,,,,,
859,,,,,,,,,,,,
860,,,,,,,,,,,,
861,,,,,,,,,,,,
862,,,,,,,,,,|861_862_9_439_,,
863,,,,,|862_863_4_440_,,,,,,,
864,,,,,,,,,,,,
865,,,,,,,,,,,,
866,,,,,,,,,,,,
867,,,,,,,,,,,,
868,,,,,,,,,,,,
869,,,,,,,,,,,,
870,,,,,,,,,,,,
871,,,,,,,|868_871_6_441_,,,,,
872,,,,,,,,,,,,
873,,,,,,,,,,|871_873_9_443_,|872_873_10_444_,
874,,,,,|870_874_4_442_,,,,,,,
875,,,,,,,,,,|873_875_9_445_,|874_875_10_446_,
876,,,,,,,,,,,,
877,,,,,,,,,,,,
878,,,,,,,,,,,,
879,,,,,,,,,,,,
880,,,,,,,,,,,,
881,,,,,,,,,,,,
882,,,,,,,,,,,,
883,,,,,,,,,,,,
884,,,,,,,,,,,,
885,,,,,,,|882_885_6_447_,,,|883_885_9_448_,,
886,,,,,,,,,,,,
887,,,,,,,,,,,,
888,,,,,,,,,,,,
889,,,,,,,,,,,,
890,,,,,,,,,,,,
891,,,,,,,,,,,,
892,,,,,,,,,,,,
893,,,,,|889_893_4_449_,,|890_893_6_450_,,,,,
894,,,,,,,,,,,,
895,,,,,,,|891_895_6_451_,,,,|894_895_10_453_,
896,,,,,,,|893_896_6_452_,,,,,
897,,,,,,,,,,,,
898,,,,,,,|895_898_6_454_,,,,,
899,,,,,,,,,,,|898_899_10_456_,
900,,,,,|896_900_4_455_,,,,,,,
901,,,,,,,,,,,,
902,,,,,,,,,,,,
903,,,,,,,,,,|901_903_9_457_,,
904,,,,,,,,,,,,
905,,,,,,,,,,,,
906,,,,,,,,,,,,
907,,,,,,,,,,,|906_907_10_458_,
908,,,,,,,,,,,,
909,,,,,,,,,,|907_909_9_459_,,
910,,,,,,,,,,,,
911,,,,,,,,,,,,
912,,,,,|908_912_4_460_,,,,,,|911_912_10_462_,
913,,,,,|909_913_4_461_,,,,,,,
914,,,,,,,,,,|912_914_9_463_,,
915,,,,,,,,,,,,
916,,,,,,,,,,|914_916_9_465_,,
917,,,,,|913_917_4_464_,,,,,,,
918,,,,,,,,,,|916_918_9_466_,,
919,,,,,,,,,,,,
920,,,,,,,,,,,,
921,,,,,,,,,,|919_921_9_468_,,
922,,,,,,,|918_922_6_467_,,,,,
923,,,,,,,,,,,,
924,,,,,,,,,,,|923_924_10_469_,
925,,,,,,,,,,,,
926,,,,,,,,,,,,
927,,,,,,,,,,,,
928,,,,,,,,,,,|927_928_10_470_,
929,,,,,,,,,,,,
930,,,,,,,,,,,,
931,,,,,,,|928_931_6_471_,,,,,
932,,,,,,,|929_932_6_472_,,,,,
933,,,,,,,,,,,,
934,,,,,,,,,,|932_934_9_473_,,
935,,,,,,,,,,|933_935_9_474_,,
936,,,,,,,,,,|934_936_9_475_,,
937,,,,,,,,,,,,
938,,,,,,,,,,,,
939,,,,,,,,,,,|938_939_10_476_,
940,,,,,,,,,,,|939_940_10_477_,
941,,,,,,,,,,,,
942,,,,,,,,,,,,
943,,,,,,,,,,|941_943_9_478_,,
944,,,,,,,,,,,,
945,,,,,,,,,,,,
946,,,,,,,,,,,,
947,,,,,,,|944_947_6_479_,,,,,
948,,,,,,,,,,,,
949,,,,,|945_949_4_480_,,,,,|947_949_9_481_,,
950,,,,,,,,,,,,
951,,,,,,,,,,|949_951_9_482_,,
952,,,,,,,,,,,,
953,,,,,,,,,,|951_953_9_483_,|952_953_10_484_,
954,,,,,,,,,,,|953_954_10_485_,
955,,,,,,,,,,,,
956,,,,,,,,,,,,
957,,,,,,,|954_957_6_486_,,,,,
958,,,,,,,|955_958_6_487_,,,,,
959,,,,,,,,,,,|958_959_10_488_,
960,,,,,,,,,,,,
961,,,,,,,,,,,,
962,,,,,,,,,,|960_962_9_489_,,
963,,,,,,,,,,,,
964,,,,,,,,,,,,
965,,,,,,,,,,,,
966,,,,,,,,,,,,
967,,,,,,,,,,,,
968,,,,,,,,,,,,
969,,,,,,,,,,|967_969_9_490_,|968_969_10_491_,
970,,,,,,,,,,,,
971,,,,,,,,,,,,
972,,,,,,,|969_972_6_492_,,,,,
973,,,,,,,,,,,,
974,,,,,|970_974_4_493_,,,,,,,
975,,,,,,,,,,,,
976,,,,,,,,,,,,
977,,,,,,,,,,,,
978,,,,,,,,,,,,
979,,,,,,,,,,,,
980,,,,,,,,,,,,
981,,,,,|977_981_4_494_,,,,,,,
982,,,,,,,,,,,,
983,,,,,|979_983_4_495_,,,,,,,
984,,,,,,,|980_984_6_496_|981_984_6_497_,,,,,
985,,,,,,,,,,,,
986,,,,,|982_986_4_498_,,,,,,,
987,,,,,,,,,,,,
988,,,,,,,|985_988_6_499_,,,,,
989,,,,,,,,,,,,
990,,,,,,,,,,,,
991,,,,,,,,,,,,
992,,,,,,,,,,,,
993,,,,,,,|990_993_6_500_,,,,,
994,,,,,,,,,,,,
995,,,,,,,,,,,,
996,,,,,|992_996_4_501_,,,,,,,
997,,,,,,,,,,,,
998,,,,,,,,,,,,
999,,,,,,,,,,,,
1000,,,,,,,,,,,,
1001,,,,,,,,,,,,
1002,,,,,,,,,,,,
1003,,,,,,,,,,,|1002_1003_10_503_,
1004,,,,,,,,,,,|1003_1004_10_504_,
1005,,,,,,,|1001_1005_6_502_,,,,,
1006,,,,,,,,,,,,
1007,,,,,,,,,,,,
1008,,,,,,,,,,,,
1009,,,,,,,,,,,,
1010,,,,,,,|1007_1010_6_505_,,,,,
1011,,,,,,,,,,|1009_1011_9_506_,,
1012,,,,,,,,,,,,
1013,,,,,,,,,,,|1012_1013_10_507_,
1014,,,,,,,,,,,,
1015,,,,,,,,,,,,
1016,,,,,,,,,,|1014_1016_9_508_,,
1017,,,,,,,,,,,,
1018,,,,,,,,,,|1016_1018_9_509_,,
1019,,,,,,,,,,,,
1020,,,,,,,,,,,,
1021,,,,,|1017_1021_4_510_,,,,,,,
1022,,,,,,,,,,,,
1023,,,,,,,,,,,,
1024,,,,,,,,,,,,
1025,,,,,,,,,,|1023_1025_9_511_,,
1026,,,,,,,,,,,,
1027,,,,,,,,,,,|1026_1027_10_513_,
1028,,,,,,,,,,,,
1029,,,,,,,|1025_1029_6_512_,,,,,
1030,,,,,,,,,,,,
1031,,,,,|1027_1031_4_514_,,,,,,,
1032,,,,,,,,,,,,
1033,,,,,,,,,,,,
1034,,,,,,,|1030_1034_6_515_,,,|1032_1034_9_516_,,
1035,,,,,,,,,,|1033_1035_9_517_,,
1036,,,,,,,,,,|1034_1036_9_518_,,
1037,,,,,,,,,,|1035_1037_9_519_,,
1038,,,,,,,,,,,,
1039,,,,,,,,,,,,
1040,,,,,,,,,,,,
1041,,,,,,,,,,,,
1042,,,,,,,,,,,,
1043,,,,,,,,,,,,
1044,,,,,,,,,,,,
1045,,,,,,,,,,,,
1046,,,,,|1042_1046_4_520_,,,,,,,
1047,,,,,|1043_1047_4_521_,,,,,|1045_1047_9_522_,,
1048,,,,,,,,,,,,
1049,,,,,,,,,,,,
1050,,,,,,,,,,,,
1051,,,,,,,,,,,,
1052,,,,,,,,,,,,
1053,,,,,,,,,,,,
1054,,,,,,,,,,,,
1055,,,,,,,,,,|1053_1055_9_524_,,
1056,,,,,|1052_1056_4_523_,,,,,,|1055_1056_10_525_,
1057,,,,,,,,,,,,
1058,,,,,,,,,,|1056_1058_9_526_,,
1059,,,,,,,,,,,,
1060,,,,,,,|1057_1060_6_527_,,,,,
1061,,,,,,,,,,|1059_1061_9_528_,,
1062,,,,,,,,,,,,
1063,,,,,,,,,,|1061_1063_9_529_,,
1064,,,,,,,,,,,|1063_1064_10_531_,
1065,,,,,,,,,,,,
1066,,,,,,,|1062_1066_6_530_,,,,,
1067,,,,,,,,,,,,
1068,,,,,,,,,,,,
1069,,,,,,,,,,,,
1070,,,,,,,,,,,,
1071,,,,,,,,,,,,
1072,,,,,,,,,,,,
1073,,,,,,,,,,,,
1074,,,,,,,,,,,,
1075,,,,,,,,,,,,
1076,,,,,,,,,,|1074_1076_9_532_,|1075_1076_10_533_,
1077,,,,,,,,,,,,
1078,,,,,,,,,,,,
1079,,,,,,,,,,,,
1080,,,,,,,,,,,|1079_1080_10_534_,
1081,,,,,,,,,,,,
1082,,,,,,,,,,,,
1083,,,,,,,,,,,,
1084,,,,,,,,,,|1082_1084_9_536_,,
1085,,,,,,,|1081_1085_6_535_,,,,,
1086,,,,,,,,,,,,
1087,,,,,,,,,,,,
1088,,,,,|1084_1088_4_537_,,,,,,|1087_1088_10_539_,
1089,,,,,|1085_1089_4_538_,,,,,,,
1090,,,,,,,,,,,,
1091,,,,,,,,,,,,
1092,,,,,,,,,,,,
1093,,,,,,,,,,,,
1094,,,,,|1090_1094_4_540_,,,,,,,
1095,,,,,,,,,,,,
1096,,,,,,,,,,,|1095_1096_10_541_,
1097,,,,,,,,,,,,
1098,,,,,,,,,,|1096_1098_9_542_,,
1099,,,,,,,,,,,,
1100,,,,,,,,,,|1098_1100_9_544_,,
1101,,,,,|1097_1101_4_543_,,,,,|1099_1101_9_545_,,
1102,,,,,,,,,,|1100_1102_9_546_,,
1103,,,,,,,,,,,,
1104,,,,,,,|1101_1104_6_547_,,,,,
1105,,,,,,,,,,,,
1106,,,,,,,,,,|1104_1106_9_548_,|1105_1106_10_549_,
1107,,,,,,,,,,,,
1108,,,,,,,,,,,,
1109,,,,,,,,,,,,
1110,,,,,,,,,,,,
1111,,,,,|1110_1111_4_550_,,,,,,,
1112,,,,,,,,,,,,
1113,,,,,,,,,,,,
1114,,,,,,,,,,,,
1115,,,,,,,,,,,,
1116,,,,,|1115_1116_4_552_,,,,,,|1114_1116_10_551_,
1117,,,,,,,,,,,,
1118,,,,,,,,,,,,
1119,,,,,|1118_1119_4_553_,,,,,,,
1120,,,,,,,,,,,,
1121,,,,,,,,,,,,
1122,,,,,,,,,,,,
1123,,,,,,,,,,|1122_1123_9_554_,,
1124,,,,,,,,,,,,
1125,,,,,,,,,,,,
1126,,,,,,,,,,,,
1127,,,,,,,,,,,,
1128,,,,,,,,,,,|1126_1128_10_555_,
1129,,,,,,,,,,|1128_1129_9_556_,,
1130,,,,,,,,,,,,
1131,,,,,,,,,,,,
1132,,,,,,,,,,,,
1133,,,,,,,,,,,,
1134,,,,,,,,,,,|1132_1134_10_557_,
1135,,,,,,,,,,,,
1136,,,,,,,,,,,,
1137,,,,,,,|1134_1137_6_558_,,,,|1135_1137_10_559_,
1138,,,,,|1137_1138_4_560_,,,,,,,
1139,,,,,,,,,,,,
1140,,,,,,,,,,,,
1141,,,,,,,,,,,,
1142,,,,,,,,,,,,
1143,,,,,,,,,,,,
1144,,,,,,,,,,,|1142_1144_10_561_,
1145,,,,,,,,,,,,
1146,,,,,,,,,,,,
1147,,,,,,,|1144_1147_6_562_,,,,,
1148,,,,,,,,,,,,
1149,,,,,,,,,,,,
1150,,,,,,,|1148_1150_6_563_,,,,,
1151,,,,,,,,,,,,
1152,,,,,,,,,,,,
1153,,,,,,,,,,,,
1154,,,,,,,,,,,,
1155,,,,,,,,,,|1154_1155_9_564_,,
1156,,,,,,,,,,|1155_1156_9_565_,,
1157,,,,,,,,,,,,
1158,,,,,,,,,,,,
1159,,,,,,,|1156_1159_6_566_,,,,,
1160,,,,,,,,,,|1159_1160_9_567_,,
1161,,,,,,,,,,,,
1162,,,,,,,,,,,,
1163,,,,,,,,,,,,
1164,,,,,,,,,,,,
1165,,,,,,,,,,|1164_1165_9_568_,,
1166,,,,,,,,,,,,
1167,,,,,,,,,,,,
1168,,,,,,,,,,,,
1169,,,,,,,,,,,,
1170,,,,,,,|1167_1170_6_569_,,,,,
1171,,,,,,,,,,,,
1172,,,,,,,,,,,,
1173,,,,,,,|1171_1173_6_570_,,,|1172_1173_9_571_,,
1174,,,,,,,,,,,,
1175,,,,,,,,,,,,
1176,,,,,,,,,,,,
1177,,,,,,,,,,,,
1178,,,,,,,|1176_1178_6_572_,,,,,
1179,,,,,,,,,,,,
1180,,,,,,,|1178_1180_6_573_,,,,,
1181,,,,,,,,,,|1180_1181_9_575_,|1179_1181_10_574_,
1182,,,,,,,,,,,,
1183,,,,,|1182_1183_4_577_,,|1181_1183_6_576_,,,,,
1184,,,,,,,,,,,,
1185,,,,,,,,,,,,
1186,,,,,,,,,,,|1184_1186_10_578_,
1187,,,,,,,,,,,,
1188,,,,,,,,,,,,
1189,,,,,,,,,,,,
1190,,,,,,,,,,,,
1191,,,,,,,|1189_1191_6_579_,,,|1190_1191_9_580_,,
1192,,,,,,,,,,,,
1193,,,,,,,,,,,,
1194,,,,,,,|1192_1194_6_581_,,,,,
1195,,,,,,,,,,,|1193_1195_10_582_,
1196,,,,,,,,,,,,
1197,,,,,,,,,,,|1195_1197_10_583_,
1198,,,,,,,,,,,,
1199,,,,,,,,,,,|1197_1199_10_584_,
1200,,,,,,,,,,,,
1201,,,,,,,,,,,,
1202,,,,,|1201_1202_4_585_,,,,,,,
1203,,,,,,,,,,,,
1204,,,,,,,,,,,,
1205,,,,,,,,,,|1204_1205_9_586_,,
1206,,,,,,,,,,,,
1207,,,,,,,,,,,,
1208,,,,,|1207_1208_4_587_,,,,,,,
1209,,,,,,,,,,,,
1210,,,,,,,|1208_1210_6_588_,,,,,
1211,,,,,,,,,,,,
1212,,,,,,,,,,,,
1213,,,,,,,,,,,,
1214,,,,,,,,,,,,
1215,,,,,,,,,,,,
1216,,,,,,,,,,,,
1217,,,,,|1216_1217_4_589_,,,,,,,
1218,,,,,,,,,,,,
1219,,,,,,,,,,,,
1220,,,,,|1219_1220_4_591_,,,,,,|1218_1220_10_590_,
1221,,,,,,,,,,,,
1222,,,,,,,,,,|1221_1222_9_592_,,
1223,,,,,,,,,,,,
1224,,,,,,,,,,,|1222_1224_10_593_,
1225,,,,,,,,,,,,
1226,,,,,,,,,,,,
1227,,,,,|1226_1227_4_594_,,,,,,,
1228,,,,,,,,,,|1227_1228_9_595_,,
1229,,,,,,,,,,,,
1230,,,,,,,|1228_1230_6_596_,,,,,
1231,,,,,,,,,,,,
1232,,,,,,,,,,,,
1233,,,,,|1232_1233_4_597_,,,,,,,
1234,,,,,,,,,,,,
1235,,,,,,,,,,,|1233_1235_10_598_,
1236,,,,,,,,,,,,
1237,,,,,,,,,,,,
1238,,,,,,,,,,,,
1239,,,,,,,|1237_1239_6_599_,,,,,
1240,,,,,,,,,,,,
1241,,,,,|1240_1241_4_600_,,,,,,,
1242,,,,,,,,,,,,
1243,,,,,,,,,,,,
1244,,,,,,,|1242_1244_6_601_,,,,,
1245,,,,,,,,,,,,
1246,,,,,,,,,,,,
1247,,,,,,,,,,,,
1248,,,,,,,,,,,,
1249,,,,,,,,,,,,
1250,,,,,,,,,,,,
1251,,,,,,,,,,|1250_1251_9_602_,,
1252,,,,,,,,,,,,
1253,,,,,,,,,,,,
1254,,,,,|1253_1254_4_603_,,,,,,,
1255,,,,,,,,,,,,
1256,,,,,,,|1254_1256_6_604_,,,,,
1257,,,,,,,,,,,|1255_1257_10_605_,
1258,,,,,,,,,,,,
1259,,,,,,,,,,,,
1260,,,,,,,,,,,,
1261,,,,,,,,,,,,
1262,,,,,,,,,,,,
1263,,,,,,,,,,,,
1264,,,,,,,,,,,,
1265,,,,,,,,,,,,
1266,,,,,,,,,,,|1264_1266_10_606_,
1267,,,,,,,,,,,,
1268,,,,,,,,,,,|1266_1268_10_607_,
1269,,,,,,,,,,,,
1270,,,,,,,,,,,,
1271,,,,,,,,,,|1270_1271_9_609_,|1269_1271_10_608_,
1272,,,,,,,,,,,,
1273,,,,,,,,,,,,
1274,,,,,,,,,,,,
1275,,,,,,,,,,,,
1276,,,,,,,,,,,,
1277,,,,,,,,,,,,
1278,,,,,,,,,,,,
1279,,,,,,,,,,,|1277_1279_10_610_,
1280,,,,,,,,,,,,
1281,,,,,,,,,,,,
1282,,,,,|1281_1282_4_611_,,,,,,,
1283,,,,,,,,,,,,
1284,,,,,,,|1282_1284_6_612_,,,,,
1285,,,,,,,,,,,,
1286,,,,,,,|1283_1286_6_613_,,,|1285_1286_9_614_,,
1287,,,,,,,,,,,,
1288,,,,,,,,,,,|1286_1288_10_615_,
1289,,,,,|1288_1289_4_616_,,,,,,,
1290,,,,,,,,,,|1289_1290_9_617_,,
1291,,,,,,,,,,,,
1292,,,,,,,,,,|1291_1292_9_618_,,
1293,,,,,,,,,,,,
1294,,,,,,,,,,,,
1295,,,,,,,,,,,,
1296,,,,,|1295_1296_4_620_,,,,,,|1294_1296_10_619_,
1297,,,,,,,,,,,,
1298,,,,,,,,,,,,
1299,,,,,,,,,,,,
1300,,,,,,,,,,,,
1301,,,,,,,,,,,|1299_1301_10_621_,
1302,,,,,,,,,,,,
1303,,,,,,,,,,,,
1304,,,,,,,,,,,,
1305,,,,,,,,,,,,
1306,,,,,,,|1303_1306_6_622_,,,,,
1307,,,,,,,,,,,,
1308,,,,,|1307_1308_4_624_,,,,,,,
1309,,,,,,,|1306_1309_6_623_,,,,,
1310,,,,,,,,,,,,
1311,,,,,,,|1308_1311_6_625_,,,,,
1312,,,,,,,,,,,,
1313,,,,,,,|1311_1313_6_626_,,,,,
1314,,,,,,,,,,,,
1315,,,,,,,,,,,,
1316,,,,,,,,,,,,
1317,,,,,,,,,,,,
1318,,,,,|1317_1318_4_628_,,,,,,|1316_1318_10_627_,
1319,,,,,,,,,,|1318_1319_9_629_,,
1320,,,,,,,,,,,,
1321,,,,,,,,,,,,
1322,,,,,,,,,,,,
1323,,,,,,,|1321_1323_6_630_,,,,,
1324,,,,,,,,,,,,
1325,,,,,,,|1322_1325_6_631_,,,,,
1326,,,,,,,,,,|1325_1326_9_632_,,
1327,,,,,,,,,,,,
1328,,,,,,,|1326_1328_6_633_,,,,,
1329,,,,,,,,,,,,
1330,,,,,,,,,,,,
1331,,,,,|1330_1331_4_634_,,,,,,,
1332,,,,,,,,,,,,
1333,,,,,,,,,,,,
1334,,,,,,,,,,,,
1335,,,,,,,,,,,,
1336,,,,,,,,,,|1335_1336_9_635_,,
1337,,,,,,,,,,|1336_1337_9_636_,,
1338,,,,,,,,,,,,
1339,,,,,,,,,,,,
1340,,,,,,,,,,,,
1341,,,,,,,,,,,,
1342,,,,,,,,,,,,
1343,,,,,,,,,,,|1341_1343_10_637_,
1344,,,,,,,,,,,,
1345,,,,,,,,,,,,
1346,,,,,,,,,,,,
1347,,,,,,,|1344_1347_6_638_,,,,,
1348,,,,,,,,,,,,
1349,,,,,,,,,,|1348_1349_9_639_,,
1350,,,,,,,,,,,,
1351,,,,,,,,,,|1350_1351_9_640_,,
1352,,,,,,,,,,,,
1353,,,,,,,,,,,,
1354,,,,,,,,,,,,
1355,,,,,,,,,,,,
1356,,,,,,,|1354_1356_6_641_,,,,,
1357,,,,,,,,,,,,
1358,,,,,,,|1355_1358_6_642_,,,|1357_1358_9_643_,,
1359,,,,,,,,,,,,
1360,,,,,,,,,,,|1358_1360_10_644_,
1361,,,,,,,,,,,,
1362,,,,,,,,,,|1361_1362_9_645_,,
1363,,,,,,,,,,,,
1364,,,,,,,,,,,,
1365,,,,,,,|1362_1365_6_646_,,,,,
1366,,,,,,,|1363_1366_6_647_,,,,,
1367,,,,,,,,,,,,
1368,,,,,|1367_1368_4_648_,,,,,,,
1369,,,,,|1368_1369_4_649_,,,,,,,
1370,,,,,,,,,,|1369_1370_9_650_,,
1371,,,,,,,,,,,,
1372,,,,,,,,,,,,
1373,,,,,,,,,,,,
1374,,,,,,,,,,,,
1375,,,,,,,,,,,,
1376,,,,,,,,,,,,
1377,,,,,,,,,,,,
1378,,,,,,,,,,,,
1379,,,,,,,,,,,,
1380,,,,,|1379_1380_4_652_,,|1378_1380_6_651_,,,,,
1381,,,,,,,,,,,,
1382,,,,,,,,,,,,
1383,,,,,,,,,,,,
1384,,,,,,,,,,,,
1385,,,,,,,,,,,,
1386,,,,,,,,,,,|1384_1386_10_653_,
1387,,,,,,,,,,,,
1388,,,,,,,,,,,,
1389,,,,,,,,,,,,
1390,,,,,,,,,,,|1388_1390_10_654_,
1391,,,,,|1390_1391_4_655_,,,,,,,
1392,,,,,,,,,,,,
1393,,,,,,,,,,|1392_1393_9_656_,,
1394,,,,,,,,,,|1393_1394_9_657_,,
1395,,,,,,,,,,,,
1396,,,,,,,,,,,|1394_1396_10_658_,
1397,,,,,,,,,,,,
1398,,,,,,,,,,,,
1399,,,,,,,,,,,,
1400,,,,,,,,,,,,
1401,,,,,,,,,,,,
1402,,,,,,,,,,,,
1403,,,,,,,,,,,,
1404,,,,,,,,,,,|1402_1404_10_659_,
1405,,,,,,,,,,,,
1406,,,,,,,,,,,,
1407,,,,,,,,,,,,
1408,,,,,,,,,,,,
1409,,,,,,,|1407_1409_6_660_,,,,,
1410,,,,,,,,,,,,
1411,,,,,,,,,,,|1409_1411_10_661_,
1412,,,,,,,,,,,,
1413,,,,,,,,,,,,
1414,,,,,,,,,,,,
1415,,,,,,,,,,,,
1416,,,,,,,,,,,,
1417,,,,,,,,,,,,
1418,,,,,,,,,,,|1416_1418_10_662_,
1419,,,,,,,,,,,,
1420,,,,,,,,,,,,
1421,,,,,,,,,,,,
1422,,,,,,,,,,,,
1423,,,,,|1422_1423_4_663_,,,,,,,
1424,,,,,,,,,,,,
1425,,,,,,,,,,,,
1426,,,,,,,,,,|1425_1426_9_664_,,
1427,,,,,,,,,,,,
1428,,,,,|1427_1428_4_665_,,,,,,,
1429,,,,,|1428_1429_4_666_,,,,,,,
1430,,,,,,,,,,,,
1431,,,,,,,,,,,|1429_1431_10_667_,
1432,,,,,,,,,,,,
1433,,,,,,,,,,,,
1434,,,,,,,,,,,,
1435,,,,,,,,,,,,
1436,,,,,,,,,,,,
1437,,,,,,,,,,,,
1438,,,,,,,,,,,,
1439,,,,,,,,,,,,
1440,,,,,,,,,,|1439_1440_9_668_,,
1441,,,,,,,,,,,,
1442,,,,,,,,,,,,
1443,,,,,,,,,,,,
1444,,,,,,,,,,,,
1445,,,,,,,,,,|1444_1445_9_669_,,
1446,,,,,,,,,,,,
1447,,,,,,,|1445_1447_6_670_,,,,,
1448,,,,,,,,,,|1447_1448_9_672_,,
1449,,,,,,,|1446_1449_6_671_,,,,,
1450,,,,,,,,,,,,
1451,,,,,,,,,,,,
1452,,,,,,,,,,,,
1453,,,,,,,,,,,,
1454,,,,,,,,,,,|1452_1454_10_673_,
1455,,,,,,,,,,,,
1456,,,,,,,,,,,,
1457,,,,,,,,,,,,
1458,,,,,,,,,,,,
1459,,,,,,,,,,,,
1460,,,,,,,,,,,,
1461,,,,,,,|1459_1461_6_674_,,,,,
1462,,,,,,,,,,,,
1463,,,,,,,,,,,|1461_1463_10_675_,
1464,,,,,|1463_1464_4_676_,,,,,,,
1465,,,,,,,,,,|1464_1465_9_677_,,
1466,,,,,|1465_1466_4_678_,,,,,,,
1467,,,,,,,,,,,,
1468,,,,,,,,,,,,
1469,,,,,,,,,,,,
1470,,,,,,,,,,,,
1471,,,,,,,,,,,,
1472,,,,,,,,,,,,
1473,,,,,,,,,,|1472_1473_9_680_,|1471_1473_10_679_,
1474,,,,,,,,,,,,
1475,,,,,,,,,,,,
1476,,,,,,,,,,,|1474_1476_10_681_,
1477,,,,,,,,,,,,
1478,,,,,,,,,,,,
1479,,,,,,,,,,,,
1480,,,,,|1479_1480_4_682_,,,,,,,
1481,,,,,,,,,,,,
1482,,,,,,,,,,,,
1483,,,,,,,,,,,,
1484,,,,,,,,,,,,
1485,,,,,,,,,,,,
1486,,,,,,,,,,,,
1487,,,,,,,,,,,|1485_1487_10_683_,
1488,,,,,,,,,,,,
1489,,,,,,,,,,,,
