tickNumber,in27,B14,B11,
1319,,,,
1320,,,,
1321,,,|1281_1321_2_611_,
1322,,,|1282_1322_2_612_,
1323,,,|1283_1323_2_613_,
1324,,,,
1325,,,|1285_1325_2_614_,
1326,,|1286_1326_1_615_,,
1327,,,,
1328,,,|1288_1328_2_616_,
1329,,,|1289_1329_2_617_,
1330,,,,
1331,,,|1291_1331_2_618_,
1332,,,,
1333,,,,
1334,,|1294_1334_1_619_,,
1335,,|1295_1335_1_620_,,
1336,,,,
1337,,,,
1338,,,,
1339,,|1299_1339_1_621_,,
1340,,,,
1341,,,,
1342,,,,
1343,,,|1303_1343_2_622_,
1344,,,,
1345,,,,
1346,,,|1306_1346_2_623_,
1347,,,|1307_1347_2_624_,
1348,,,|1308_1348_2_625_,
1349,,,,
1350,,,,
1351,,,|1311_1351_2_626_,
1352,,,,
1353,,,,
1354,,,,
1355,,,,
1356,,|1316_1356_1_627_,,
1357,,,|1317_1357_2_628_,
1358,,,|1318_1358_2_629_,
1359,,,,
1360,,,,
1361,,,|1321_1361_2_630_,
1362,,,|1322_1362_2_631_,
1363,,,,
1364,,,,
1365,,,|1325_1365_2_632_,
1366,,,|1326_1366_2_633_,
1367,,,,
1368,,,,
1369,,,,
1370,,,|1330_1370_2_634_,
1371,,,,
1372,,,,
1373,,,,
1374,,,,
1375,|1335_1375_0_635_,,,
1376,,,|1336_1376_2_636_,
1377,,,,
1378,,,,
1379,,,,
1380,,,,
1381,,|1341_1381_1_637_,,
1382,,,,
1383,,,,
1384,,,|1344_1384_2_638_,
1385,,,,
1386,,,,
1387,,,,
1388,,,|1348_1388_2_639_,
1389,,,,
1390,|1350_1390_0_640_,,,
1391,,,,
1392,,,,
1393,,,,
1394,,,|1354_1394_2_641_,
1395,,,|1355_1395_2_642_,
1396,,,,
1397,|1357_1397_0_643_,,,
1398,,|1358_1398_1_644_,,
1399,,,,
1400,,,,
1401,,,|1361_1401_2_645_,
1402,,,|1362_1402_2_646_,
1403,,,|1363_1403_2_647_,
1404,,,,
1405,,,,
1406,,,,
1407,,,|1367_1407_2_648_,
1408,,,|1368_1408_2_649_,
1409,,,|1369_1409_2_650_,
1410,,,,
1411,,,,
1412,,,,
1413,,,,
1414,,,,
1415,,,,
1416,,,,
1417,,,,
1418,,,|1378_1418_2_651_,
1419,,|1379_1419_1_652_,,
1420,,,,
1421,,,,
1422,,,,
1423,,,,
1424,,|1384_1424_1_653_,,
1425,,,,
1426,,,,
1427,,,,
1428,,|1388_1428_1_654_,,
1429,,,,
1430,,,|1390_1430_2_655_,
1431,,,,
1432,,,|1392_1432_2_656_,
1433,,,|1393_1433_2_657_,
1434,,|1394_1434_1_658_,,
1435,,,,
1436,,,,
1437,,,,
1438,,,,
1439,,,,
1440,,,,
1441,,,,
1442,,|1402_1442_1_659_,,
1443,,,,
1444,,|1409_1444_1_661_,,
1445,,,,
1446,,,,
1447,,,|1407_1447_2_660_,
1448,,,,
1449,,,,
1450,,,,
1451,,,,
1452,,,,
1453,,,,
1454,,,,
1455,,|1416_1455_1_662_,,
1456,,,,
1457,,,,
1458,,,,
1459,,,,
1460,,,,
1461,,,,
1462,,,|1422_1462_2_663_,
1463,,,,
1464,,,,
1465,,,|1425_1465_2_664_,
1466,,,,
1467,,|1427_1467_1_665_,,
1468,,|1428_1468_1_666_,,
1469,,|1429_1469_1_667_,,
1470,,,,
1471,,,,
1472,,,,
1473,,,,
1474,,,,
1475,,,,
1476,,,,
1477,,,,
1478,,,,
1479,,,|1439_1479_2_668_,
1480,,,,
1481,,,,
1482,,,,
1483,,,,
1484,|1444_1484_0_669_,,,
1485,,|1474_1485_1_681_,|1445_1485_2_670_|1446_1485_2_671_,
1486,,,,
1487,,,|1447_1487_2_672_,
1488,,,,
1489,,,,
1490,,,,
1491,,,,
1492,,|1452_1492_1_673_,,
1493,,,|1459_1493_2_674_,
1494,,,,
1495,,|1463_1495_1_676_,,
1496,,,,
1497,,,,
1498,,,,
1499,,,,
1500,,,,
1501,,|1461_1501_1_675_,,
1502,,|1471_1502_1_679_,,
1503,,,,
1504,|1464_1504_0_677_,,,
1505,,|1465_1505_1_678_,,
1506,,,,
1507,,,,
1508,,,,
1509,,,,
1510,,,,
1511,,,,
1512,,,|1472_1512_2_680_,
1513,,,,
1514,,,,
1515,,,,
1516,,,,
1517,,,,
1518,,,,
1519,,|1479_1519_1_682_,,
1520,,,,
1521,,,,
1522,,|1485_1522_1_683_,,
1523,,,,
1524,,,,
1525,,,,
1526,,,|1508_1526_2_688_|1523_1526_2_698_,
1527,,,,
1528,,,,
1529,,,,
1530,,,,
1531,,,,
1532,|1492_1532_0_684_,,,
1533,,,,
1534,,,,
1535,,,,
1536,,,|1496_1536_2_685_,
1537,,|1521_1537_1_696_,|1509_1537_2_689_,
1538,,,,
1539,,,|1500_1539_2_686_,
1540,,,|1505_1540_2_687_,
1541,,,|1519_1541_2_695_,
1542,,,|1517_1542_2_694_,
1543,,,,
1544,,,,
1545,,,,
1546,,,|1522_1546_2_697_,
1547,,,,
1548,,,|1514_1548_2_692_,
1549,,|1511_1549_1_690_,,
1550,,,,
1551,,,,
1552,,,,
1553,,|1516_1553_1_693_,|1513_1553_2_691_,
1554,,,,
1555,,,,
1556,,,,
1557,,,,
1558,,,,
1559,,,,
1560,,,,
1561,,,,
1562,,,,
1563,,,,
1564,,,,
1565,,,,
1566,,,,
1567,,,,
1568,,,|1567_1568_2_710_,
1569,,|1545_1569_1_701_,,
1570,,,|1530_1570_2_699_,
1571,,,,
1572,,,,
1573,,,,
1574,,,,
1575,,,,
1576,,,,
1577,,,,
1578,,|1565_1578_1_708_,,
1579,,,|1570_1579_2_711_,
1580,,|1541_1580_1_700_,,
1581,,,|1556_1581_2_705_,
1582,,,,
1583,,,,
1584,,,,
1585,,,,
1586,,,|1549_1586_2_703_|1576_1586_2_714_,
1587,,,,
1588,,,|1548_1588_2_702_,
1589,,,,
1590,,,|1550_1590_2_704_|1564_1590_2_707_,
1591,|1581_1591_0_715_,,,
1592,,,,
1593,,,,
1594,,,|1593_1594_2_718_,
1595,,,,
1596,,,,
1597,,,|1557_1597_2_706_,
1598,,,,
1599,,,,
1600,,,,
1601,,,,
1602,,,,
1603,,,,
1604,,,,
1605,,,,
1606,,,|1566_1606_2_709_,
1607,,|1599_1607_1_723_,,
1608,,|1574_1608_1_713_,,
1609,,|1595_1609_1_719_,,
1610,,,,
1611,,|1596_1611_1_720_,,
1612,|1572_1612_0_712_,,,
1613,,,,
1614,,,,
1615,,,,
1616,|1589_1616_0_717_,,,
1617,,,,
1618,,,,
1619,,,,
1620,,,,
1621,,,,
1622,,,,
1623,,,,
1624,,,,
1625,|1585_1625_0_716_,,,
1626,,,|1625_1626_2_729_,
1627,,,,
1628,,,,
1629,,,,
1630,,,,
1631,,,,
1632,,,|1597_1632_2_721_,
1633,,|1598_1633_1_722_,|1609_1633_2_726_,
1634,,,,
1635,,,,
1636,,,|1629_1636_2_730_,
1637,|1606_1637_0_724_,,|1622_1637_2_728_,
1638,,,,
1639,,,,
1640,,,,
1641,,,,
1642,,|1634_1642_1_733_,,
1643,,,,
1644,,,,
1645,,,,
1646,,,,
1647,,,,
1648,,|1608_1648_1_725_,,
1649,,,,
1650,,,|1610_1650_2_727_,
1651,,,,
1652,,,,
1653,,,,
1654,,,|1632_1654_2_732_,
1655,,,,
1656,,,,
1657,,,,
1658,,,,
1659,,,,
1660,,,,
1661,,,,
1662,,,,
1663,,,,
1664,,,,
1665,,|1630_1665_1_731_,,
1666,,,,
1667,,,,
1668,,,|1667_1668_2_740_,
1669,,,,
1670,,,|1662_1670_2_738_,
1671,,,,
1672,,,,
1673,,,,
1674,,,,
1675,,,|1656_1675_2_735_,
1676,,,,
1677,,,,
1678,,,,
1679,,,,
1680,,,,
1681,,,,
1682,,,|1642_1682_2_734_,
1683,,,,
1684,,|1684_1684_1_743_,,
1685,,,,
1686,,,|1685_1686_2_744_,
1687,,,,
1688,,,,
1689,,,,
1690,,,,
1691,,,,
1692,,,,
1693,,|1660_1693_1_737_,,
1694,,,,
1695,,,,
1696,,|1678_1696_1_742_,,
1697,,,,
1698,,,|1658_1698_2_736_,
1699,,,|1692_1699_2_746_,
1700,,|1669_1700_1_741_,|1696_1700_2_747_,
1701,,,,
1702,,,,
1703,,,,
1704,,,,
1705,,,,
1706,,,|1666_1706_2_739_,
1707,,,,
1708,,,,
1709,,|1704_1709_1_749_,,
1710,,,,
1711,,|1702_1711_1_748_,,
1712,,,,
1713,,,,
1714,,,,
1715,,,,
1716,,,,
1717,,,,
1718,,,,
1719,,,,
1720,,|1717_1720_1_753_,,
1721,,,,
1722,,,,
1723,,,,
1724,,,,
1725,,,,
1726,,,,
1727,,,|1708_1727_2_751_,
1728,,,,
1729,,,,
1730,,,,
1731,,,|1691_1731_2_745_,
1732,,,,
1733,,,,
1734,,,,
1735,,,,
1736,,,,
1737,,,,
1738,,,,
1739,,,,
1740,,,,
1741,,,,
1742,,,|1706_1742_2_750_,
1743,,,,
1744,,,,
1745,,,,
1746,,,,
1747,,,|1741_1747_2_760_,
1748,,,,
1749,,,|1726_1749_2_756_,
1750,,|1730_1750_1_757_,|1723_1750_2_755_,
1751,,,,
1752,,,,
1753,,|1713_1753_1_752_,,
1754,,,,
1755,,,,
1756,,|1732_1756_1_758_,,
1757,,|1751_1757_1_764_,,
1758,,,,
1759,,,,
1760,,|1743_1760_1_761_,|1720_1760_2_754_,
1761,,,|1746_1761_2_762_,
1762,,,,
1763,,,|1756_1763_2_765_,
1764,,,,
1765,,,,
1766,,,,
1767,,,,
1768,,,,
1769,,,,
1770,,,,
1771,,,|1749_1771_2_763_,
1772,,,,
1773,,,,
1774,,,|1734_1774_2_759_,
1775,,,,
1776,,,,
1777,,,,
1778,,,,
1779,,,|1772_1779_2_768_,
1780,,,,
1781,,,,
1782,,,,
1783,,,|1768_1783_2_767_,
1784,,,,
1785,,,,
1786,,,,
1787,,,,
1788,,,,
1789,,,,
1790,,,,
1791,,,,
1792,,,,
1793,,,,
1794,,,,
1795,,|1783_1795_1_769_,,
1796,,,,
1797,,,,
1798,,,|1758_1798_2_766_,
1799,,,,
1800,,,,
1801,,,,
1802,,,,
1803,,,,
1804,,,,
1805,,,,
1806,,,,
1807,,,,
1808,,,,
1809,,,,
1810,,,|1784_1810_2_770_,
1811,,,,
1812,,,,
1813,,,,
1814,,|1791_1814_1_772_,,
1815,,,,
1816,,,,
1817,,,,
1818,,,,
1819,,,|1811_1819_2_776_,
1820,,|1790_1820_1_771_,,
1821,,,|1799_1821_2_774_,
1822,,,,
1823,|1819_1823_0_781_,,,
1824,,,,
1825,|1813_1825_0_777_,,,
1826,,,,
1827,,,|1815_1827_2_778_|1826_1827_2_783_,
1828,,,|1801_1828_2_775_,
1829,,,,
1830,,,,
1831,,,,
1832,,,,
1833,,,,
1834,,,,
1835,,,,
1836,,,,
1837,,,|1797_1837_2_773_,
1838,,,,
1839,,,,
1840,,,,
1841,,,,
1842,,,,
1843,,,,
1844,,,,
1845,,,,
1846,,,,
1847,,,,
1848,,|1848_1848_1_792_,,
1849,,,|1823_1849_2_782_,
1850,,,,
1851,,|1833_1851_1_787_,|1849_1851_2_793_,
1852,,,,
1853,,|1838_1853_1_789_,|1818_1853_2_780_,
1854,,,,
1855,,,,
1856,,|1830_1856_1_785_,,
1857,,,|1817_1857_2_779_,
1858,,,,
1859,,,,
1860,,,,
1861,,,,
1862,,,,
1863,,,,
1864,,|1858_1864_1_796_,|1851_1864_2_795_,
1865,,,,
1866,,,,
1867,,|1850_1867_1_794_,,
1868,,,,
1869,,,|1829_1869_2_784_,
1870,,,|1846_1870_2_791_,
1871,|1831_1871_0_786_,,,
1872,,,,
1873,,,,
1874,,,,
1875,,,|1835_1875_2_788_,
1876,,,,
1877,,,,
1878,,,,
1879,,,,
1880,,|1840_1880_1_790_,,
1881,,,,
1882,,,|1865_1882_2_797_,
1883,,,,
1884,,,,
1885,,,,
1886,,,,
1887,,,,
1888,,,,
1889,,,,
1890,,,,
1891,,,,
1892,,,,
1893,,,,
1894,,,,
1895,,,,
1896,,,,
1897,,,,
1898,,,,
1899,,,|1877_1899_2_799_,
1900,,,,
1901,,,|1893_1901_2_804_,
1902,,|1875_1902_1_798_,,
1903,,,,
1904,,,,
1905,,,,
1906,,,,
1907,,,,
1908,,|1884_1908_1_800_,,
1909,,,|1886_1909_2_801_,
1910,,,,
1911,,,,
1912,,,|1907_1912_2_810_,
1913,,,,
1914,,,,
1915,,,,
1916,,|1890_1916_1_802_,,
1917,,,,
1918,,,,
1919,,,,
1920,,,|1895_1920_2_805_,
1921,,|1912_1921_1_812_,,
1922,,,,
1923,,,,
1924,,,,
1925,,,,
1926,,,,
1927,,,,
1928,,,,
1929,,,,
1930,,,|1909_1930_2_811_,
1931,,,,
1932,,,|1892_1932_2_803_,
1933,,|1919_1933_1_813_,,
1934,,,,
1935,,,,
1936,,|1896_1936_1_806_,,
1937,,,,
1938,,,,
1939,,,|1939_1939_2_817_,
1940,,|1900_1940_1_807_,,
1941,,,,
1942,,,,
1943,,|1921_1943_1_814_,,
1944,,|1904_1944_1_808_,,
1945,,,,
1946,,,|1906_1946_2_809_,
1947,,,,
1948,,,,
1949,,,|1949_1949_2_821_,
1950,,,,
1951,,,,
1952,,,,
1953,,,,
1954,,,,
1955,,,,
1956,,|1927_1956_1_815_,,
1957,,,,
1958,,,,
1959,,,,
1960,,,,
1961,,,,
1962,,,,
1963,,,,
1964,,,,
1965,,,|1942_1965_2_819_,
1966,,,,
1967,,,,
1968,,,,
1969,,,,
1970,,,,
1971,,,,
1972,,,,
1973,,,,
1974,,,,
1975,|1935_1975_0_816_,,,
1976,,,,
1977,,,,
1978,,|1943_1978_1_820_,,
1979,,,,
1980,|1940_1980_0_818_,,,
1981,,,,
1982,,|1980_1982_1_827_,,
1983,,,,
1984,,,,
1985,,,|1962_1985_2_822_,
1986,,,,
1987,,,|1971_1987_2_823_,
1988,,,,
1989,,,,
1990,,,,
1991,,|1972_1991_1_824_,,
1992,,,,
1993,,,,
1994,,,,
1995,,,,
1996,,,,
1997,,|1997_1997_1_829_,,
1998,,,,
1999,,,,
2000,,,,
2001,,,|1977_2001_2_825_,
2002,,,,
2003,,,,
2004,,,,
2005,,,,
2006,,,,
2007,,,,
2008,,,|2008_2008_2_832_,
2009,,,,
2010,,,,
2011,,,|1979_2011_2_826_,
2012,,|2005_2012_1_831_,,
2013,,,,
2014,,,,
2015,,,,
2016,,,,
2017,,,,
2018,,,,
2019,,,,
2020,,,,
2021,,,|2004_2021_2_830_,
2022,,|2022_2022_1_836_,,
2023,,,,
2024,,,,
2025,,,,
2026,,,,
2027,,,,
2028,,,,
2029,,,,
2030,,,,
2031,,,,
2032,,,,
2033,,,|1993_2033_2_828_,
2034,,,,
2035,,,|2033_2035_2_840_,
2036,,,,
2037,,,,
2038,,,,
2039,,,,
2040,,,,
2041,,,,
2042,,,,
2043,|2024_2043_0_837_,,,
2044,,,,
2045,,|2017_2045_1_835_,,
2046,,,,
2047,,,,
2048,,,,
2049,,,|2030_2049_2_839_,
2050,,,,
2051,,,,
2052,,,|2012_2052_2_833_,
2053,,,,
2054,|2036_2054_0_841_,,,
2055,,,|2015_2055_2_834_,
2056,,,|2046_2056_2_842_,
2057,,,,
2058,,,,
2059,|2049_2059_0_844_,,,
2060,,,,
2061,,|2058_2061_1_847_,,
2062,,,,
2063,,|2048_2063_1_843_,,
2064,,,|2027_2064_2_838_,
2065,,,,
2066,,,,
2067,,,,
2068,,,,
2069,,,,
2070,,,,
2071,,,,
2072,,,|2060_2072_2_848_,
2073,,,,
2074,,,,
2075,,,,
2076,,,,
2077,,,,
2078,,,,
2079,,,,
2080,,,,
2081,,,,
2082,,,,
2083,,,,
2084,,,,
2085,,,,
2086,,,,
2087,,|2084_2087_1_856_,,
2088,,,,
2089,,,,
2090,,,,
2091,,,,
2092,,,,
2093,,,|2053_2093_2_845_,
2094,,,,
2095,,,,
2096,,,,
2097,|2057_2097_0_846_,,,
2098,,|2067_2098_1_849_|2072_2098_1_850_,,
2099,,,,
2100,,,,
2101,,,,
2102,,,,
2103,,,,
2104,,|2082_2104_1_855_,,
2105,,,,
2106,,,,
2107,,,,
2108,,,,
2109,,,,
2110,,,,
2111,,,,
2112,,,,
2113,,,|2073_2113_2_851_|2077_2113_2_852_,
2114,,|2078_2114_1_853_,,
2115,,,,
2116,,,,
2117,,,,
2118,,,,
2119,,,,
2120,,,,
2121,|2081_2121_0_854_,,,
2122,,,,
2123,,,,
2124,,,,
2125,,,,
2126,,,,
2127,,,|2095_2127_2_859_,
2128,,,,
2129,,|2094_2129_1_858_,,
2130,,,,
2131,,,|2093_2131_2_857_,
2132,,,,
2133,,|2126_2133_1_864_,,
2134,,,,
2135,,,,
2136,,|2105_2136_1_860_,,
2137,,,|2120_2137_2_863_,
2138,,,,
2139,,,,
2140,,,,
2141,,,,
2142,,,,
2143,,,,
2144,,,,
2145,,,,
2146,,,,
2147,,,|2109_2147_2_861_,
2148,,,,
2149,,,|2117_2149_2_862_,
2150,,,,
2151,,,,
2152,,,,
2153,,,,
2154,,,,
2155,,,,
2156,,,,
2157,,,,
2158,,,,
2159,,,,
2160,,,,
2161,,,,
2162,,,,
2163,|2136_2163_0_867_,,,
2164,,,,
2165,,,,
2166,,,,
2167,,,,
2168,,,,
2169,,,,
2170,,,|2130_2170_2_865_,
2171,,,,
2172,,,,
2173,,,|2133_2173_2_866_,
2174,,,,
2175,,,,
2176,,,,
2177,,,,
2178,,,,
2179,,|2140_2179_1_868_,,
2180,,,,
2181,,,|2141_2181_2_869_,
2182,,,,
2183,,,,
2184,,,,
2185,,,|2145_2185_2_870_,
2186,,,,
2187,,|2149_2187_1_871_,,
2188,,|2151_2188_1_872_,,
2189,,,,
2190,,,,
2191,,,,
2192,,,,
2193,,,,
2194,,|2154_2194_1_873_,,
2195,,,,
2196,,,,
2197,,|2157_2197_1_874_,,
2198,,,,
2199,,,,
2200,,,,
2201,,,,
2202,,,,
2203,,,,
2204,,,,
2205,,,,
2206,,|2166_2206_1_875_,,
2207,,,,
2208,,,,
2209,,,,
2210,,,,
2211,|2171_2211_0_876_,,,
2212,,,,
2213,,,,
2214,,,,
2215,,|2175_2215_1_877_,,
2216,,|2176_2216_1_878_,,
2217,,,,
2218,,,,
2219,,,,
2220,,|2180_2220_1_879_,,
2221,,|2181_2221_1_880_,,
2222,,,,
2223,,,,
2224,,,,
2225,,,,
2226,,,,
2227,,,,
2228,,,,
2229,,,,
2230,,,,
2231,,|2208_2231_1_886_,,
2232,,,,
2233,,|2193_2233_1_881_,,
2234,|2194_2234_0_882_,,,
2235,,|2195_2235_1_883_,,
2236,,,,
2237,,,,
2238,,|2198_2238_1_884_,,
2239,,,,
2240,,,,
2241,,,,
2242,,,,
2243,,|2212_2243_1_887_,,
2244,,,,
2245,,,|2206_2245_2_885_,
2246,,,,
2247,,,,
2248,,,,
2249,,,,
2250,,,,
2251,,,,
2252,,,,
2253,,,,
2254,,,,
2255,|2234_2255_0_892_,,|2231_2255_2_890_,
2256,,,,
2257,,|2229_2257_1_889_,,
2258,,,|2233_2258_2_891_,
2259,,,,
2260,,,,
2261,,,,
2262,,,,
2263,,,,
2264,,,,
2265,|2243_2265_0_894_,,,
2266,,,,
2267,,|2228_2267_1_888_,,
2268,,,,
2269,,,,
2270,,,,
2271,,,,
2272,,,,
2273,,,,
2274,,,,
2275,,,,
2276,,,,
2277,,|2242_2277_1_893_,,
2278,,,,
2279,,,,
2280,,,,
2281,,,|2257_2281_2_895_,
2282,,,,
2283,|2266_2283_0_896_,,,
2284,,,,
2285,,,,
2286,,,,
2287,,,,
2288,,,,
2289,,,,
2290,,,,
2291,,,,
2292,,,,
2293,,|2280_2293_1_899_,,
2294,,,|2290_2294_2_902_,
2295,,,,
2296,,,,
2297,,,,
2298,,,,
2299,,,,
2300,,,,
2301,,,,
2302,,,,
2303,,,,
2304,,,,
2305,,,|2279_2305_2_898_,
2306,,,,
2307,,,,
2308,,,,
2309,,,,
2310,,,,
2311,,,,
2312,,,|2288_2312_2_901_,
2313,,|2307_2313_1_906_,,
2314,,|2297_2314_1_904_,,
2315,,,,
2316,,,,
2317,,,|2298_2317_2_905_,
2318,,,|2278_2318_2_897_,
2319,,,,
2320,,|2281_2320_1_900_,,
2321,,,,
2322,,,,
2323,,,,
2324,,,,
2325,,,,
2326,,,,
2327,,,,
2328,,,,
2329,,,,
2330,,,,
2331,,,,
2332,,|2293_2332_1_903_,,
2333,,,,
2334,,,,
2335,,,,
2336,,,,
2337,,,,
2338,,,,
2339,,,,
2340,,,,
2341,,,,
2342,,,,
2343,,,,
2344,,,,
2345,,,,
2346,,,,
2347,,,,
2348,,,,
2349,,,,
2350,,,,
2351,,,,
2352,,,,
2353,,,,
2354,,,,
2355,,,,
2356,,,,
2357,,,,
2358,,,,
2359,,,,
2360,,,,
2361,,,,
2362,,,,
2363,,,,
2364,,,,
2365,,|2326_2365_1_907_,,
2366,,,,
2367,,,,
2368,,,,
2369,,,,
2370,,,,
2371,,,,
2372,,,,
2373,,,,
2374,,|2349_2374_1_908_,,
2375,,,,
2376,,|2356_2376_1_910_,,
2377,,,,
2378,,,,
2379,,,,
2380,,|2369_2380_1_911_,,
2381,,,,
2382,,,|2352_2382_2_909_,
2383,,,,
2384,,,,
2385,,,,
2386,,,,
2387,,,,
2388,,,|2375_2388_2_912_,
2389,,,,
2390,,,,
2391,,,,
2392,,,,
2393,,,,
2394,,,,
2395,,,,
2396,,|2377_2396_1_913_,,
2397,,,,
2398,,,,
2399,,,,
2400,,,,
2401,,,,
2402,,,,
2403,,,,
2404,,,,
2405,,,,
2406,,|2390_2406_1_917_,,
2407,,,,
2408,,|2402_2408_1_919_,,
2409,,,,
2410,,,,
2411,,,,
2412,,|2379_2412_1_914_,,
2413,,,,
2414,,,,
2415,,,,
2416,,,,
2417,,,,
2418,,,,
2419,,,,
2420,,,,
2421,,,,
2422,,|2385_2422_1_915_,,
2423,,,,
2424,,|2388_2424_1_916_,,
2425,,,,
2426,,,,
2427,,,,
2428,,,,
2429,,,,
2430,,,,
2431,,,,
2432,,,,
2433,,,,
2434,,,,
2435,,|2416_2435_1_924_,,
2436,,,,
2437,,,,
2438,,,|2410_2438_2_922_,
2439,,,,
2440,,|2404_2440_1_921_,,
2441,,|2401_2441_1_918_,|2403_2441_2_920_|2415_2441_2_923_,
2442,,,,
2443,,,|2423_2443_2_925_,
2444,,,,
2445,,,,
2446,,,,
2447,,,,
2448,,,,
2449,,,,
2450,,,,
2451,,,,
2452,,,,
2453,,,,
2454,|2441_2454_0_929_,,,
2455,,,,
2456,,,|2426_2456_2_926_,
2457,,,,
2458,,|2439_2458_1_928_,,
2459,,,,
2460,,,,
2461,,|2442_2461_1_930_|2444_2461_1_931_,,
2462,,,,
2463,,,,
2464,,,,
2465,,,,
2466,,,,
2467,,,,
2468,,,,
2469,,|2432_2469_1_927_,,
2470,,,,
2471,,,,
2472,,,,
2473,,,,
2474,,,,
2475,,,,
2476,,,,
2477,,,,
2478,|2455_2478_0_932_,,,
2479,,,,
2480,,,,
2481,,,,
2482,,,,
2483,,,,
2484,,,,
2485,,,,
2486,,,,
2487,,,,
2488,,,,
2489,,,,
2490,,,,
2491,,,,
2492,,,,
2493,,|2488_2493_1_935_,,
2494,,,,
2495,,,,
2496,,,,
2497,,,,
2498,,,,
2499,,,,
2500,,,,
2501,,,,
2502,,,,
2503,,,,
2504,,,,
2505,,,,
2506,,,,
2507,,,,
2508,,,,
2509,,,,
2510,,,,
2511,,,,
2512,,|2477_2512_1_933_,,
2513,,,,
2514,,,,
2515,,,,
2516,,,|2483_2516_2_934_,
2517,,,,
2518,,,,
2519,,,,
2520,,,,
2521,,,,
2522,,,,
2523,,,,
2524,,,,
2525,,,,
2526,,,,
2527,,,,
2528,,,,
2529,,,,
2530,,,,
2531,,,,
2532,,,,
2533,,,,
2534,,,,
2535,,|2502_2535_1_936_,,
2536,,|2523_2536_1_937_,,
2537,,,,
2538,,,,
2539,,,,
2540,,,,
2541,,,,
2542,,,,
2543,,,,
2544,,,,
2545,,,,
2546,,,,
2547,,,,
2548,,,,
2549,,,,
2550,,|2530_2550_1_938_,,
2551,,,,
2552,,,,
2553,,,,
2554,,,,
2555,,,,
2556,,,,
2557,,,,
2558,,|2549_2558_1_941_,,
2559,,,,
2560,,,,
2561,,,,
2562,,,,
2563,,,,
2564,,,,
2565,,,,
2566,,,,
2567,,,,
2568,,,,
2569,,|2547_2569_1_940_,,
2570,,,,
2571,,|2562_2571_1_942_,,
2572,,,,
2573,,|2542_2573_1_939_,,
2574,,,,
2575,,,,
2576,,,,
2577,,|2576_2577_1_944_,,
2578,,,,
2579,,,,
2580,,,,
2581,,,,
2582,,,,
2583,,,,
2584,,,,
2585,,,,
2586,,,,
2587,,,,
2588,,|2579_2588_1_945_,,
2589,,,,
2590,,,,
2591,,,,
2592,,,,
2593,,,,
2594,,,,
2595,,,,
2596,,,,
2597,,,,
2598,,,,
2599,,,,
2600,,,,
2601,,,,
2602,,,|2594_2602_2_949_,
2603,,,,
2604,,,,
2605,,,|2584_2605_2_946_,
2606,,,,
2607,,,,
2608,,,,
2609,,,,
2610,,|2575_2610_1_943_,,
2611,,,,
2612,,,,
2613,,,,
2614,,|2604_2614_1_951_,,
2615,,,,
2616,,,,
2617,,,,
2618,,,,
2619,,,,
2620,,,,
2621,,,,
2622,,,,
2623,,,,
2624,,,,
2625,,,|2586_2625_2_947_,
2626,,,,
2627,,|2593_2627_1_948_,,
2628,,,,
2629,,,,
2630,,,,
2631,,|2598_2631_1_950_,,
2632,,|2622_2632_1_953_,,
2633,,,,
2634,,,,
2635,,,,
2636,,,,
2637,|2630_2637_0_956_,,,
2638,,,,
2639,,,,
2640,,,,
2641,,,,
2642,,,,
2643,,|2625_2643_1_954_,|2629_2643_2_955_,
2644,,,,
2645,,,,
2646,,,,
2647,,,,
2648,,,,
2649,,,|2631_2649_2_957_,
2650,,,,
2651,,|2651_2651_1_959_,,
2652,,|2613_2652_1_952_,,
2653,,,,
2654,,,,
2655,,,,
2656,,,,
2657,,,,
2658,,,,
2659,,,,
2660,,,,
2661,,,,
2662,,,,
2663,,,,
2664,,,,
2665,,,,
2666,,,,
2667,,,,
2668,,,,
2669,,,,
2670,,,,
2671,,,,
2672,,|2648_2672_1_958_,,
2673,,|2664_2673_1_961_,,
2674,,,,
2675,,,,
2676,,,,
2677,,,,
2678,,,,
2679,,,,
2680,,,,
2681,,,,
2682,,,,
2683,,|2675_2683_1_965_,,
2684,,,|2674_2684_2_964_,
2685,,,,
2686,,,,
2687,,,,
2688,,,,
2689,,|2668_2689_1_962_,,
2690,,,,
2691,,,|2660_2691_2_960_,
2692,,,,
2693,,,,
2694,,,,
2695,,,|2672_2695_2_963_,
2696,,,,
2697,,,,
2698,,,,
2699,,,,
2700,,,,
2701,|2698_2701_0_970_,,|2686_2701_2_968_,
2702,,,,
2703,,,,
2704,,,,
2705,,,,
2706,,|2681_2706_1_966_,,
2707,,,,
2708,,,,
2709,,,,
2710,,,,
2711,,,,
2712,,,,
2713,,,,
2714,,,,
2715,,|2692_2715_1_969_,,
2716,,,,
2717,,,,
2718,,,,
2719,,,,
2720,,,,
2721,,|2685_2721_1_967_,,
2722,,,,
2723,|2718_2723_0_975_,,,
2724,,,,
2725,,,,
2726,,,,
2727,,,,
2728,,,,
2729,,|2728_2729_1_978_,,
2730,,,,
2731,,,,
2732,,,|2712_2732_2_972_,
2733,,,,
2734,,,,
2735,,,,
2736,,,,
2737,,,,
2738,,,,
2739,,,,
2740,,,|2714_2740_2_973_,
2741,,,,
2742,,,|2717_2742_2_974_,
